Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,GEO Accession
SRR10814069,75789801,6517922886,86,2129,SRX7487564,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929714,SAMN13707417,simple,9606,Homo sapiens,GSM4240639,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240639 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240639
SRR10814070,78263271,6730641306,86,2227,SRX7487565,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929715,SAMN13707416,simple,9606,Homo sapiens,GSM4240640,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240640 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240640
SRR10814071,38650822,3323970692,86,1095,SRX7487566,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929716,SAMN13707415,simple,9606,Homo sapiens,GSM4240641,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240641 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240641
SRR10814072,39600166,3405614276,86,1127,SRX7487567,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929717,SAMN13707414,simple,9606,Homo sapiens,GSM4240642,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240642 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240642
SRR10814073,38127646,3278977556,86,1080,SRX7487568,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929718,SAMN13707413,simple,9606,Homo sapiens,GSM4240643,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240643 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240643
SRR10814074,34550960,2971382560,86,981,SRX7487569,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929719,SAMN13707412,simple,9606,Homo sapiens,GSM4240644,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240644 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240644
SRR10814075,78250988,6729584968,86,2223,SRX7487570,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929720,SAMN13707411,simple,9606,Homo sapiens,GSM4240645,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240645 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240645
SRR10814076,72678606,6250360116,86,2062,SRX7487571,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929721,SAMN13707410,simple,9606,Homo sapiens,GSM4240646,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240646 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240646
SRR10814077,50797790,4267014360,84,1471,SRX7487572,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929722,SAMN13707409,simple,9606,Homo sapiens,GSM4240647,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240647 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240647
SRR10814078,44671792,3752430528,84,1298,SRX7487573,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929723,SAMN13707408,simple,9606,Homo sapiens,GSM4240648,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240648 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240648
SRR10814079,42583121,3576982164,84,1245,SRX7487574,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929724,SAMN13707407,simple,9606,Homo sapiens,GSM4240649,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240649 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240649
SRR10814080,50964495,4281017580,84,1501,SRX7487575,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929725,SAMN13707406,simple,9606,Homo sapiens,GSM4240650,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240650 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240650
SRR10814081,50753145,4263264180,84,1487,SRX7487576,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929726,SAMN13707405,simple,9606,Homo sapiens,GSM4240651,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240651 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240651
SRR10814082,51893106,4359020904,84,1520,SRX7487577,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929727,SAMN13707458,simple,9606,Homo sapiens,GSM4240652,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240652 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240652
SRR10814083,50940533,4279004772,84,1495,SRX7487578,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929728,SAMN13707457,simple,9606,Homo sapiens,GSM4240653,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240653 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240653
SRR10814084,36112255,3033429420,84,1057,SRX7487579,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929729,SAMN13707456,simple,9606,Homo sapiens,GSM4240654,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240654 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240654
SRR10814085,87052788,7312434192,84,2553,SRX7487580,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929730,SAMN13707455,simple,9606,Homo sapiens,GSM4240655,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240655 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240655
SRR10814086,102646251,8622285084,84,3008,SRX7487581,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929731,SAMN13707454,simple,9606,Homo sapiens,GSM4240656,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240656 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240656
SRR10814087,93547616,7857999744,84,2747,SRX7487582,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929732,SAMN13707453,simple,9606,Homo sapiens,GSM4240657,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240657 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240657
SRR10814088,95469582,8019444888,84,2771,SRX7487583,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929733,SAMN13707447,simple,9606,Homo sapiens,GSM4240658,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240658 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240658
SRR10814089,47088304,3955417536,84,1424,SRX7487584,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929734,SAMN13707452,simple,9606,Homo sapiens,GSM4240659,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240659 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240659
SRR10814090,48340923,4060637532,84,1472,SRX7487585,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929735,SAMN13707451,simple,9606,Homo sapiens,GSM4240660,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240660 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240660
SRR10814091,95429227,8016055068,84,2897,SRX7487586,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929736,SAMN13707450,simple,9606,Homo sapiens,GSM4240661,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240661 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240661
SRR10814092,42369093,3559003812,84,1283,SRX7487587,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929737,SAMN13707449,simple,9606,Homo sapiens,GSM4240662,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240662 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240662
SRR10814093,39379776,3307901184,84,1192,SRX7487588,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929738,SAMN13707448,simple,9606,Homo sapiens,GSM4240663,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240663 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240663
SRR10814094,45053800,3784519200,84,1375,SRX7487589,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929739,SAMN13707446,simple,9606,Homo sapiens,GSM4240664,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240664 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240664
SRR10814095,84433576,7092420384,84,2568,SRX7487590,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929740,SAMN13707445,simple,9606,Homo sapiens,GSM4240665,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240665 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240665
SRR10814096,39842866,3346800744,84,1207,SRX7487591,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929741,SAMN13707444,simple,9606,Homo sapiens,GSM4240666,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240666 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240666
SRR10814097,27781306,2361411010,85,838,SRX7487592,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929742,SAMN13707443,simple,9606,Homo sapiens,GSM4240667,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240667 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240667
SRR10814098,78292111,6654829435,85,2344,SRX7487593,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929743,SAMN13707442,simple,9606,Homo sapiens,GSM4240668,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240668 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240668
SRR10814099,25660142,2181112070,85,768,SRX7487594,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929744,SAMN13707441,simple,9606,Homo sapiens,GSM4240669,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240669 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240669
SRR10814100,19104886,1623915310,85,585,SRX7487595,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929745,SAMN13707440,simple,9606,Homo sapiens,GSM4240670,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240670 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240670
SRR10814101,106073417,9016240445,85,3183,SRX7487596,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929746,SAMN13707439,simple,9606,Homo sapiens,GSM4240671,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240671 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240671
SRR10814102,44765028,3805027380,85,1354,SRX7487597,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929747,SAMN13707438,simple,9606,Homo sapiens,GSM4240672,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240672 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240672
SRR10814103,25894757,2226949102,86,871,SRX7487598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929748,SAMN13707437,simple,9606,Homo sapiens,GSM4240673,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240673 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240673
SRR10814104,23170868,1992694648,86,783,SRX7487599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929749,SAMN13707436,simple,9606,Homo sapiens,GSM4240674,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240674 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240674
SRR10814105,30765865,2645864390,86,1048,SRX7487600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929750,SAMN13707435,simple,9606,Homo sapiens,GSM4240675,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240675 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240675
SRR10814106,32788376,2819800336,86,1100,SRX7487601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929751,SAMN13707434,simple,9606,Homo sapiens,GSM4240676,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240676 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240676
SRR10814107,28715575,2469539450,86,961,SRX7487602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929752,SAMN13707433,simple,9606,Homo sapiens,GSM4240677,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240677 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240677
SRR10814108,10171656,874762416,86,310,SRX7487603,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929753,SAMN13707432,simple,9606,Homo sapiens,GSM4240678,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240678 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240678
SRR10814109,8073997,694363742,86,245,SRX7487604,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929754,SAMN13707431,simple,9606,Homo sapiens,GSM4240679,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240679 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240679
SRR10814110,9547051,821046386,86,291,SRX7487605,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929755,SAMN13707430,simple,9606,Homo sapiens,GSM4240680,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240680 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240680
SRR10814111,9809473,843614678,86,297,SRX7487606,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929756,SAMN13707429,simple,9606,Homo sapiens,GSM4240681,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240681 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240681
SRR10814112,8399408,722349088,86,254,SRX7487607,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929757,SAMN13707428,simple,9606,Homo sapiens,GSM4240682,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240682 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240682
SRR10814113,13942425,1199048550,86,422,SRX7487608,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929758,SAMN13707473,simple,9606,Homo sapiens,GSM4240683,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240683 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240683
SRR10814114,7921867,681280562,86,245,SRX7487609,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929759,SAMN13707466,simple,9606,Homo sapiens,GSM4240684,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240684 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240684
SRR10814115,9056029,778818494,86,276,SRX7487610,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP239266,PRJNA598557,33328638,"",SRS5929760,SAMN13707465,simple,9606,Homo sapiens,GSM4240685,GEO,SRA1018697,10,2020,Bartok,"","GEO accession GSM4240685 is currently private and is scheduled to be released on Oct 30, 2020.",GSM4240685
