Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,infection,hours post infection,tissue
SRR18676247,7076431,438738722,0,144,SRX14777719,GSM6033141,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537120,SAMN27404932,simple,9606,Homo sapiens,GSM6033141,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1wt_B_Nucleus,Human,293T,,24,
SRR18676219,6009517,372590054,0,122,SRX14777720,GSM6033142,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537121,SAMN27404931,simple,9606,Homo sapiens,GSM6033142,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1wt_B_Total,Human,293T,,24,
SRR18676246,5323887,330080994,0,109,SRX14777721,GSM6033143,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537123,SAMN27404930,simple,9606,Homo sapiens,GSM6033143,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1wt_C_Cytosol,Human,293T,,24,
SRR18676220,4596229,284966198,0,94,SRX14777722,GSM6033144,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537122,SAMN27404929,simple,9606,Homo sapiens,GSM6033144,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1wt_C_Nucleus,Human,293T,,24,
SRR18676245,15257157,1708801584,81,533,SRX14777723,GSM6033186,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537124,SAMN27404887,simple,9606,Homo sapiens,GSM6033186,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_no4su_mock,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676244,25932715,2904464080,81,902,SRX14777724,GSM6033187,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537125,SAMN27404886,simple,9606,Homo sapiens,GSM6033187,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_no4su_wt,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676243,22321311,1808026191,81,540,SRX14777725,GSM6033188,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537126,SAMN27404885,simple,9606,Homo sapiens,GSM6033188,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_4hpi_del_rep1,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676242,15331070,1241816670,81,373,SRX14777726,GSM6033189,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537127,SAMN27404884,simple,9606,Homo sapiens,GSM6033189,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_4hpi_del_rep2,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676241,27499518,2227460958,81,663,SRX14777727,GSM6033190,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537128,SAMN27404883,simple,9606,Homo sapiens,GSM6033190,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_4hpi_wt_rep1,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676240,21186858,1716135498,81,510,SRX14777728,GSM6033191,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537130,SAMN27404882,simple,9606,Homo sapiens,GSM6033191,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_4hpi_wt_rep2,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676239,53700931,4349775411,81,1293,SRX14777729,GSM6033192,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537129,SAMN27404881,simple,9606,Homo sapiens,GSM6033192,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_7hpi_del_rep1,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676238,19486272,1578388032,81,469,SRX14777730,GSM6033193,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537131,SAMN27404880,simple,9606,Homo sapiens,GSM6033193,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_7hpi_del_rep2,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676237,30775775,1877322275,61,630,SRX14777731,GSM6033202,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537132,SAMN27404871,simple,9606,Homo sapiens,GSM6033202,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_mock_B_1,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676236,33101090,2019166490,61,670,SRX14777732,GSM6033203,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537133,SAMN27404870,simple,9606,Homo sapiens,GSM6033203,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_mock_B_2,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676235,115116426,11741875452,102,3500,SRX14777733,GSM6033204,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537134,SAMN27404869,simple,9606,Homo sapiens,GSM6033204,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_WT4_A,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676234,122547514,11513125581,93,3584,SRX14777734,GSM6033205,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537135,SAMN27404868,simple,9606,Homo sapiens,GSM6033205,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_WT4_B,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676233,202693875,16717122224,82,5415,SRX14777735,GSM6033206,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537136,SAMN27404867,simple,9606,Homo sapiens,GSM6033206,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_WT7_A,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676232,133677908,11185511826,83,3352,SRX14777736,GSM6033207,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537137,SAMN27404866,simple,9606,Homo sapiens,GSM6033207,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_WT7_B,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676231,55641479,4173110925,75,1525,SRX14777737,GSM6033208,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537138,SAMN27404865,simple,10036,Mesocricetus auratus,GSM6033208,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,MOCK_Ham_day3_1,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676230,49326783,3699508725,75,1356,SRX14777738,GSM6033209,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537139,SAMN27404864,simple,10036,Mesocricetus auratus,GSM6033209,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,MOCK_Ham_day3_2,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676229,5651948,401288308,71,121,SRX14777739,GSM6033234,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537140,SAMN27404839,simple,9606,Homo sapiens,GSM6033234,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_WT_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676228,5675387,402952477,71,121,SRX14777740,GSM6033235,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537142,SAMN27404838,simple,9606,Homo sapiens,GSM6033235,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_del_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676227,7726592,548588032,71,166,SRX14777741,GSM6033236,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537141,SAMN27404837,simple,9606,Homo sapiens,GSM6033236,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_del_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676226,8643651,613699221,71,185,SRX14777742,GSM6033237,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537143,SAMN27404836,simple,9606,Homo sapiens,GSM6033237,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_del_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676225,8010095,568716745,71,172,SRX14777743,GSM6033238,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537144,SAMN27404835,simple,9606,Homo sapiens,GSM6033238,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_del_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676224,9417068,668611828,71,202,SRX14777744,GSM6033239,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537145,SAMN27404834,simple,9606,Homo sapiens,GSM6033239,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_WT_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676223,9610252,682327892,71,207,SRX14777745,GSM6033240,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537146,SAMN27404833,simple,9606,Homo sapiens,GSM6033240,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_WT_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676222,10806208,767240768,71,233,SRX14777746,GSM6033241,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537147,SAMN27404832,simple,9606,Homo sapiens,GSM6033241,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_WT_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676217,6643345,471677495,71,152,SRX14777747,GSM6033101,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537148,SAMN27404972,simple,9606,Homo sapiens,GSM6033101,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_0hpi_B,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676216,4773141,338893011,71,111,SRX14777748,GSM6033102,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537149,SAMN27404971,simple,9606,Homo sapiens,GSM6033102,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_11hpi_A,Human + Virus,Calu3,SARS-CoV-2,11,
SRR18676215,3466884,246148764,71,80,SRX14777749,GSM6033103,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537150,SAMN27404970,simple,9606,Homo sapiens,GSM6033103,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_11hpi_B,Human + Virus,Calu3,SARS-CoV-2,11,
SRR18676214,30062833,2134461143,71,685,SRX14777750,GSM6033104,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537151,SAMN27404969,simple,9606,Homo sapiens,GSM6033104,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_24hpi_A,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676213,30665792,2177271232,71,697,SRX14777751,GSM6033105,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537153,SAMN27404968,simple,9606,Homo sapiens,GSM6033105,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_24hpi_B,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676212,27023778,1918688238,71,615,SRX14777752,GSM6033106,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537152,SAMN27404967,simple,9606,Homo sapiens,GSM6033106,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_48hpi_A,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676211,20770199,1474684129,71,474,SRX14777753,GSM6033107,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537154,SAMN27404966,simple,9606,Homo sapiens,GSM6033107,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Calu3_GC_WT_48hpi_B,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676206,3487415,244119050,70,72,SRX14777754,GSM6033108,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537155,SAMN27404965,simple,60711,Chlorocebus sabaeus,GSM6033108,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_0,Monkey + Virus,Vero6,SARS-CoV-2,0,
