Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR6398743,118187419,5909370950,50,2085,SRX3491918,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775768,SAMN08215667,simple,4932,Saccharomyces cerevisiae,GSM2895454,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2/TIF11_R13P_1,ribo_SUI3-2/TIF11_R13P_1,ribo_SUI3-2/TIF11_R13P_1,PMY316,GSM2895454
SRR6398744,91528538,4576426900,50,1878,SRX3491919,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775769,SAMN08215666,simple,4932,Saccharomyces cerevisiae,GSM2895455,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2/TIF11_R13P_2,ribo_SUI3-2/TIF11_R13P_2,ribo_SUI3-2/TIF11_R13P_2,PMY316,GSM2895455
SRR6398745,152346672,7617333600,50,3307,SRX3491920,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775770,SAMN08215665,simple,4932,Saccharomyces cerevisiae,GSM2895456,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI1-T15A_1,ribo_SUI1-T15A_1,ribo_SUI1-T15A_1,FJZ012,GSM2895456
SRR6398746,124315263,6215763150,50,2730,SRX3491921,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775789,SAMN08215664,simple,4932,Saccharomyces cerevisiae,GSM2895457,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI-T15A_2,ribo_SUI-T15A_2,ribo_SUI-T15A_2,FJZ013,GSM2895457
SRR6398747,100476127,5023806350,50,2145,SRX3491922,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775819,SAMN08215663,simple,4932,Saccharomyces cerevisiae,GSM2895458,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-T15A)_1,ribo_WT(for SUI1-T15A)_1,ribo_WT(for SUI1-T15A)_1,FJZ014,GSM2895458
SRR6398748,84570160,4228508000,50,1852,SRX3491923,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775771,SAMN08215662,simple,4932,Saccharomyces cerevisiae,GSM2895459,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-T15A)_2,ribo_WT(for SUI1-T15A)_2,ribo_WT(for SUI1-T15A)_2,FJZ015,GSM2895459
SRR6398749,109987608,5499380400,50,2431,SRX3491924,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775780,SAMN08215661,simple,4932,Saccharomyces cerevisiae,GSM2895460,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2(for SUI1_T15A)_1,ribo_SUI3-2(for SUI1_T15A)_1,ribo_SUI3-2(for SUI1_T15A)_1,PMY71,GSM2895460
SRR6398750,102705449,5135272450,50,2260,SRX3491925,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775773,SAMN08215660,simple,4932,Saccharomyces cerevisiae,GSM2895461,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2(for SUI1_T15A)_2,ribo_SUI3-2(for SUI1_T15A)_2,ribo_SUI3-2(for SUI1_T15A)_2,PMY71,GSM2895461
SRR6398751,177677405,8883870250,50,3956,SRX3491926,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775775,SAMN08215659,simple,4932,Saccharomyces cerevisiae,GSM2895462,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2/SUI-T15A_1,ribo_SUI3-2/SUI-T15A_1,ribo_SUI3-2/SUI-T15A_1,PMY72,GSM2895462
SRR6398752,93216551,4660827550,50,2067,SRX3491927,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775776,SAMN08215658,simple,4932,Saccharomyces cerevisiae,GSM2895463,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI3-2/SUI-T15A_2,ribo_SUI3-2/SUI-T15A_2,ribo_SUI3-2/SUI-T15A_2,PMY72,GSM2895463
SRR6398753,77596602,3879830100,50,2347,SRX3491928,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775777,SAMN08215657,simple,4932,Saccharomyces cerevisiae,GSM2895464,GEO,SRA640812,12,2017,Martin-Marcos,ribo_tif3△_1,ribo_tif3△_1,ribo_tif3△_1,FJZ052,GSM2895464
SRR6398754,125792562,6289628100,50,3764,SRX3491929,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775778,SAMN08215656,simple,4932,Saccharomyces cerevisiae,GSM2895465,GEO,SRA640812,12,2017,Martin-Marcos,ribo_tif3△_2,ribo_tif3△_2,ribo_tif3△_2,FJZ052,GSM2895465
SRR6398755,41334454,2066722700,50,1316,SRX3491930,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775779,SAMN08215655,simple,4932,Saccharomyces cerevisiae,GSM2895466,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for tif3)_1,ribo_WT(for tif3)_1,ribo_WT(for tif3)_1,FJZ046,GSM2895466
SRR6398756,46466037,2323301850,50,1478,SRX3491931,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775788,SAMN08215654,simple,4932,Saccharomyces cerevisiae,GSM2895467,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for tif3)_2,ribo_WT(for tif3)_2,ribo_WT(for tif3)_2,FJZ046,GSM2895467
SRR6398757,102471632,5173283975,50,3181,SRX3491932,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775790,SAMN08215653,simple,4932,Saccharomyces cerevisiae,GSM2895468,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI1-L96P_with_CHX_1,ribo_SUI1-L96P_with_CHX_1,ribo_SUI1-L96P_with_CHX_1,PMY33,GSM2895468
SRR6398758,77145592,3881008581,50,2415,SRX3491933,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775782,SAMN08215652,simple,4932,Saccharomyces cerevisiae,GSM2895469,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI1-L96P_with_CHX_2,ribo_SUI1-L96P_with_CHX_2,ribo_SUI1-L96P_with_CHX_2,PMY33,GSM2895469
SRR6398759,112482246,5678454068,50,3453,SRX3491934,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775783,SAMN08215647,simple,4932,Saccharomyces cerevisiae,GSM2895470,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-L96P)_with_CHX_1,ribo_WT(for SUI1-L96P)_with_CHX_1,ribo_WT(for SUI1-L96P)_with_CHX_1,PMY30,GSM2895470
SRR6398760,125402211,6349620850,50,3781,SRX3491935,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775817,SAMN08215646,simple,4932,Saccharomyces cerevisiae,GSM2895471,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-L96P)_with_CHX_2,ribo_WT(for SUI1-L96P)_with_CHX_2,ribo_WT(for SUI1-L96P)_with_CHX_2,PMY30,GSM2895471
SRR6398761,198024433,9901221650,50,3320,SRX3491936,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775785,SAMN08215651,simple,4932,Saccharomyces cerevisiae,GSM2895472,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI1-L96P_w/o_CHX_1,ribo_SUI1-L96P_w/o_CHX_1,ribo_SUI1-L96P_w/o_CHX_1,PMY33,GSM2895472
SRR6398762,122293088,6114654400,50,2061,SRX3491937,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775806,SAMN08215650,simple,4932,Saccharomyces cerevisiae,GSM2895473,GEO,SRA640812,12,2017,Martin-Marcos,ribo_SUI1-L96P_w/o_CHX_2,ribo_SUI1-L96P_w/o_CHX_2,ribo_SUI1-L96P_w/o_CHX_2,PMY33,GSM2895473
SRR6398763,112501845,5625092250,50,1892,SRX3491938,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775803,SAMN08215649,simple,4932,Saccharomyces cerevisiae,GSM2895474,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-L96P)_w/o_CHX_1,ribo_WT(for SUI1-L96P)_w/o_CHX_1,ribo_WT(for SUI1-L96P)_w/o_CHX_1,PMY30,GSM2895474
SRR6398764,116793359,5839667950,50,1964,SRX3491939,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775787,SAMN08215648,simple,4932,Saccharomyces cerevisiae,GSM2895475,GEO,SRA640812,12,2017,Martin-Marcos,ribo_WT(for SUI1-L96P)_w/o_CHX_2,ribo_WT(for SUI1-L96P)_w/o_CHX_2,ribo_WT(for SUI1-L96P)_w/o_CHX_2,PMY30,GSM2895475
SRR6398765,70560868,3528043400,50,2242,SRX3491940,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775805,SAMN08215645,simple,4932,Saccharomyces cerevisiae,GSM2895476,GEO,SRA640812,12,2017,Martin-Marcos,ribo_20_WT_with_CHX_1,ribo_20_WT_with_CHX_1,ribo_20_WT_with_CHX_1,BY4741,GSM2895476
SRR6398766,63813446,3190672300,50,2099,SRX3491941,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775795,SAMN08215644,simple,4932,Saccharomyces cerevisiae,GSM2895477,GEO,SRA640812,12,2017,Martin-Marcos,ribo_20_WT_with_CHX_2,ribo_20_WT_with_CHX_2,ribo_20_WT_with_CHX_2,BY4741,GSM2895477
SRR6398767,85159331,4257966550,50,2954,SRX3491942,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775791,SAMN08215643,simple,4932,Saccharomyces cerevisiae,GSM2895478,GEO,SRA640812,12,2017,Martin-Marcos,ribo_25_WT_with_CHX_1,ribo_25_WT_with_CHX_1,ribo_25_WT_with_CHX_1,BY4741,GSM2895478
SRR6398768,98125685,4906284250,50,3274,SRX3491943,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775792,SAMN08215642,simple,4932,Saccharomyces cerevisiae,GSM2895479,GEO,SRA640812,12,2017,Martin-Marcos,ribo_25_WT_with_CHX_2,ribo_25_WT_with_CHX_2,ribo_25_WT_with_CHX_2,BY4741,GSM2895479
SRR6398769,101020049,5051002450,50,3158,SRX3491944,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775793,SAMN08215641,simple,4932,Saccharomyces cerevisiae,GSM2895480,GEO,SRA640812,12,2017,Martin-Marcos,ribo_30_WT_with_CHX_1,ribo_30_WT_with_CHX_1,ribo_30_WT_with_CHX_1,BY4741,GSM2895480
SRR6398770,63590311,3179515550,50,2114,SRX3491945,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775807,SAMN08215640,simple,4932,Saccharomyces cerevisiae,GSM2895481,GEO,SRA640812,12,2017,Martin-Marcos,ribo_30_WT_with_CHX_2,ribo_30_WT_with_CHX_2,ribo_30_WT_with_CHX_2,BY4741,GSM2895481
SRR6398771,90339571,4516978550,50,3067,SRX3491946,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775826,SAMN08215639,simple,4932,Saccharomyces cerevisiae,GSM2895482,GEO,SRA640812,12,2017,Martin-Marcos,ribo_37_WT_with_CHX_1,ribo_37_WT_with_CHX_1,ribo_37_WT_with_CHX_1,BY4741,GSM2895482
SRR6398772,150318347,7515917350,50,5000,SRX3491947,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775796,SAMN08215638,simple,4932,Saccharomyces cerevisiae,GSM2895483,GEO,SRA640812,12,2017,Martin-Marcos,ribo_37_WT_with_CHX_2,ribo_37_WT_with_CHX_2,ribo_37_WT_with_CHX_2,BY4741,GSM2895483
SRR6398773,140213374,7010668700,50,2318,SRX3491948,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775813,SAMN08215637,simple,4932,Saccharomyces cerevisiae,GSM2895484,GEO,SRA640812,12,2017,Martin-Marcos,ribo_20_WT_w/o_CHX_1,ribo_20_WT_w/o_CHX_1,ribo_20_WT_w/o_CHX_1,BY4741,GSM2895484
SRR6398774,113043769,5652188450,50,1839,SRX3491949,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775798,SAMN08215636,simple,4932,Saccharomyces cerevisiae,GSM2895485,GEO,SRA640812,12,2017,Martin-Marcos,ribo_20_WT_w/o_CHX_2,ribo_20_WT_w/o_CHX_2,ribo_20_WT_w/o_CHX_2,BY4741,GSM2895485
SRR6398775,92419633,4620981650,50,1493,SRX3491950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775797,SAMN08215635,simple,4932,Saccharomyces cerevisiae,GSM2895486,GEO,SRA640812,12,2017,Martin-Marcos,ribo_25_WT_w/o_CHX_1,ribo_25_WT_w/o_CHX_1,ribo_25_WT_w/o_CHX_1,BY4741,GSM2895486
SRR6398776,120496951,6024847550,50,1938,SRX3491951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775799,SAMN08215634,simple,4932,Saccharomyces cerevisiae,GSM2895487,GEO,SRA640812,12,2017,Martin-Marcos,ribo_25_WT_w/o_CHX_2,ribo_25_WT_w/o_CHX_2,ribo_25_WT_w/o_CHX_2,BY4741,GSM2895487
SRR6398777,117051095,5852554750,50,1946,SRX3491952,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775800,SAMN08215633,simple,4932,Saccharomyces cerevisiae,GSM2895488,GEO,SRA640812,12,2017,Martin-Marcos,ribo_30_WT_w/o_CHX_1,ribo_30_WT_w/o_CHX_1,ribo_30_WT_w/o_CHX_1,BY4741,GSM2895488
SRR6398778,122995334,6149766700,50,2007,SRX3491953,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775810,SAMN08215632,simple,4932,Saccharomyces cerevisiae,GSM2895489,GEO,SRA640812,12,2017,Martin-Marcos,ribo_30_WT_w/o_CHX_2,ribo_30_WT_w/o_CHX_2,ribo_30_WT_w/o_CHX_2,BY4741,GSM2895489
SRR6398779,75278398,3763919900,50,1222,SRX3491954,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775801,SAMN08215631,simple,4932,Saccharomyces cerevisiae,GSM2895490,GEO,SRA640812,12,2017,Martin-Marcos,ribo_37_WT_w/o_CHX_1,ribo_37_WT_w/o_CHX_1,ribo_37_WT_w/o_CHX_1,BY4741,GSM2895490
SRR6398780,101893500,5094675000,50,1661,SRX3491955,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP127274,PRJNA423281,29206102,"",SRS2775802,SAMN08215630,simple,4932,Saccharomyces cerevisiae,GSM2895491,GEO,SRA640812,12,2017,Martin-Marcos,ribo_37_WT_w/o_CHX_2,ribo_37_WT_w/o_CHX_2,ribo_37_WT_w/o_CHX_2,BY4741,GSM2895491
