Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,protocol,compartment,analysis,replicate,strain,GEO Accession
SRR2052921,14469150,737926650,51,464,SRX1050338,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954636,SAMN03763410,simple,9606,Homo sapiens,GSM1704513,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol ribosome profiling (Rep 1),Huh7 cells,Huh7 cells,Uninfected,cytosol,ribosome profiling,Rep 1,none,GSM1704513
SRR2052922,14972823,763613973,51,478,SRX1050339,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954637,SAMN03763411,simple,9606,Homo sapiens,GSM1704514,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER ribosome profiling (Rep 1),Huh7 cells,Huh7 cells,Uninfected,ER,ribosome profiling,Rep 1,none,GSM1704514
SRR2052923,3399547,173376897,51,101,SRX1050340,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954635,SAMN03763412,simple,9606,Homo sapiens,GSM1704515,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,6 h infection,cytosol,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704515
SRR2052924,6698199,341608149,51,188,SRX1050341,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954634,SAMN03763413,simple,9606,Homo sapiens,GSM1704516,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,6 h infection,ER,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704516
SRR2052925,751226,38312526,51,22,SRX1050342,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954633,SAMN03763414,simple,9606,Homo sapiens,GSM1704517,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,12 h infection,cytosol,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704517
SRR2052926,6988731,356425281,51,197,SRX1050343,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954631,SAMN03763415,simple,9606,Homo sapiens,GSM1704518,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,12 h infection,ER,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704518
SRR2052927,6813487,347487837,51,199,SRX1050344,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954632,SAMN03763416,simple,9606,Homo sapiens,GSM1704519,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,24 h infection,cytosol,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704519
SRR2052928,6242440,318364440,51,178,SRX1050345,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954630,SAMN03763417,simple,9606,Homo sapiens,GSM1704520,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,24 h infection,ER,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704520
SRR2052929,3488237,177900087,51,102,SRX1050346,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954629,SAMN03763418,simple,9606,Homo sapiens,GSM1704521,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,40 h infection,cytosol,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704521
SRR2052930,5860692,298895292,51,168,SRX1050347,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954628,SAMN03763419,simple,9606,Homo sapiens,GSM1704522,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,40 h infection,ER,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704522
SRR2052931,4934701,251669751,51,145,SRX1050348,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954625,SAMN03763420,simple,9606,Homo sapiens,GSM1704523,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,Interferon treatment,cytosol,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704523
SRR2052932,2421308,123486708,51,69,SRX1050349,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954626,SAMN03763423,simple,9606,Homo sapiens,GSM1704524,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,Interferon treatment,ER,ribosome profiling,Rep 2,DENV2 (M29095.1),GSM1704524
SRR2052933,4141321,211207371,51,121,SRX1050350,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954627,SAMN03763424,simple,9606,Homo sapiens,GSM1704525,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,Uninfected,cytosol,ribosome profiling,Rep 2,none,GSM1704525
SRR2052934,8749582,446228682,51,246,SRX1050351,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954624,SAMN03763425,simple,9606,Homo sapiens,GSM1704526,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER ribosome profiling (Rep 2),Huh7 cells,Huh7 cells,Uninfected,ER,ribosome profiling,Rep 2,none,GSM1704526
SRR2052935,17150043,874652193,51,462,SRX1050352,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954621,SAMN03763426,simple,9606,Homo sapiens,GSM1704527,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,6 h infection,cytosol,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704527
SRR2052936,16165711,824451261,51,445,SRX1050353,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954622,SAMN03763427,simple,9606,Homo sapiens,GSM1704528,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,6 h infection,ER,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704528
SRR2052937,17650994,900200694,51,472,SRX1050354,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954623,SAMN03763428,simple,9606,Homo sapiens,GSM1704529,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,12 h infection,cytosol,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704529
SRR2052938,18658813,951599463,51,498,SRX1050355,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954619,SAMN03763421,simple,9606,Homo sapiens,GSM1704530,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,12 h infection,ER,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704530
SRR2052939,16313320,831979320,51,433,SRX1050356,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954620,SAMN03763422,simple,9606,Homo sapiens,GSM1704531,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,24 h infection,cytosol,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704531
SRR2052940,15616355,796434105,51,413,SRX1050357,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954618,SAMN03763429,simple,9606,Homo sapiens,GSM1704532,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,24 h infection,ER,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704532
SRR2052941,12189412,621660012,51,324,SRX1050358,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954617,SAMN03763370,simple,9606,Homo sapiens,GSM1704533,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,40 h infection,cytosol,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704533
SRR2052942,15349821,782840871,51,414,SRX1050359,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954616,SAMN03763371,simple,9606,Homo sapiens,GSM1704534,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,40 h infection,ER,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704534
SRR2052943,12076928,615923328,51,325,SRX1050360,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954613,SAMN03763372,simple,9606,Homo sapiens,GSM1704535,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,Interferon treatment,cytosol,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704535
SRR2052944,12808901,653253951,51,354,SRX1050361,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954615,SAMN03763373,simple,9606,Homo sapiens,GSM1704536,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,Interferon treatment,ER,ribosome profiling,Rep 3,DENV2 (M29095.1),GSM1704536
SRR2052945,19895121,1014651171,51,527,SRX1050362,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954614,SAMN03763374,simple,9606,Homo sapiens,GSM1704537,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,Uninfected,cytosol,ribosome profiling,Rep 3,none,GSM1704537
SRR2052946,22208615,1132639365,51,601,SRX1050363,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954610,SAMN03763375,simple,9606,Homo sapiens,GSM1704538,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER ribosome profiling (Rep 3),Huh7 cells,Huh7 cells,Uninfected,ER,ribosome profiling,Rep 3,none,GSM1704538
SRR2052947,2910736,148447536,51,69,SRX1050364,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954612,SAMN03763376,simple,9606,Homo sapiens,GSM1704539,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,6 h infection,cytosol,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704539
SRR2052948,2339594,119319294,51,56,SRX1050365,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954611,SAMN03763377,simple,9606,Homo sapiens,GSM1704540,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,6 h infection,ER,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704540
SRR2052949,3846689,196181139,51,91,SRX1050366,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954608,SAMN03763378,simple,9606,Homo sapiens,GSM1704541,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,12 h infection,cytosol,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704541
SRR2052950,2870385,146389635,51,68,SRX1050367,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954609,SAMN03763379,simple,9606,Homo sapiens,GSM1704542,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,12 h infection,ER,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704542
SRR2052951,2087976,106486776,51,49,SRX1050368,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954607,SAMN03763380,simple,9606,Homo sapiens,GSM1704543,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,24 h infection,cytosol,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704543
SRR2052952,2291662,116874762,51,54,SRX1050369,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954606,SAMN03763381,simple,9606,Homo sapiens,GSM1704544,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,24 h infection,ER,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704544
SRR2052953,8358678,426292578,51,199,SRX1050370,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954605,SAMN03763382,simple,9606,Homo sapiens,GSM1704545,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,40 h infection,cytosol,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704545
SRR2052954,2257987,115157337,51,54,SRX1050371,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954604,SAMN03763383,simple,9606,Homo sapiens,GSM1704546,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,40 h infection,ER,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704546
SRR2052955,15968518,814394418,51,379,SRX1050372,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954603,SAMN03763384,simple,9606,Homo sapiens,GSM1704547,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,Interferon treatment,cytosol,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704547
SRR2052956,3080222,157091322,51,74,SRX1050373,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954602,SAMN03763385,simple,9606,Homo sapiens,GSM1704548,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,Interferon treatment,ER,ribosome profiling,Rep 4,DENV2 (M29095.1),GSM1704548
SRR2052957,2543624,129724824,51,60,SRX1050374,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954601,SAMN03763386,simple,9606,Homo sapiens,GSM1704549,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,Uninfected,cytosol,ribosome profiling,Rep 4,none,GSM1704549
SRR2052958,2587866,131981166,51,62,SRX1050375,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954600,SAMN03763387,simple,9606,Homo sapiens,GSM1704550,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER ribosome profiling (Rep 4),Huh7 cells,Huh7 cells,Uninfected,ER,ribosome profiling,Rep 4,none,GSM1704550
SRR2052959,19588890,999033390,51,534,SRX1050376,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954599,SAMN03763388,simple,9606,Homo sapiens,GSM1704551,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,6 h infection,cytosol,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704551
SRR2052960,10589635,540071385,51,291,SRX1050377,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954598,SAMN03763389,simple,9606,Homo sapiens,GSM1704552,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,6 h infection,ER,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704552
SRR2052961,17737513,904613163,51,481,SRX1050378,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954597,SAMN03763390,simple,9606,Homo sapiens,GSM1704553,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,12 h infection,cytosol,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704553
SRR2052962,15114680,770848680,51,408,SRX1050379,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954596,SAMN03763391,simple,9606,Homo sapiens,GSM1704554,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,12 h infection,ER,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704554
SRR2052963,58514753,2984252403,51,1556,SRX1050380,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954593,SAMN03763392,simple,9606,Homo sapiens,GSM1704555,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,24 h infection,cytosol,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704555
SRR2052964,16476283,840290433,51,443,SRX1050381,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954594,SAMN03763394,simple,9606,Homo sapiens,GSM1704556,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,24 h infection,ER,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704556
SRR2052965,14669718,748155618,51,403,SRX1050382,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954595,SAMN03763395,simple,9606,Homo sapiens,GSM1704557,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,40 h infection,cytosol,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704557
SRR2052966,18621297,949686147,51,515,SRX1050383,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954592,SAMN03763396,simple,9606,Homo sapiens,GSM1704558,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,40 h infection,ER,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704558
