Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR12382163,8097498,817847298,101,226,SRX8880844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140838,SAMN15721151,simple,9606,Homo sapiens,GSM4709484,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 48h low rep2,HEK293T,HEK293T,GSM4709484
SRR12382164,25633493,1948145468,76,720,SRX8880845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140839,SAMN15721194,simple,9606,Homo sapiens,GSM4709485,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 48h high rep1,HEK293T,HEK293T,GSM4709485
SRR12382165,33263746,2528044696,76,925,SRX8880846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140840,SAMN15721193,simple,9606,Homo sapiens,GSM4709486,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 48h high rep2,HEK293T,HEK293T,GSM4709486
SRR12382166,4897211,494618311,101,133,SRX8880847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140841,SAMN15721192,simple,9606,Homo sapiens,GSM4709487,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h low rep1,HEK293T,HEK293T,GSM4709487
SRR12382167,4760023,480762323,101,131,SRX8880848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140842,SAMN15721191,simple,9606,Homo sapiens,GSM4709488,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h low rep2,HEK293T,HEK293T,GSM4709488
SRR12382168,5457956,551253556,101,148,SRX8880849,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140843,SAMN15721190,simple,9606,Homo sapiens,GSM4709489,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high rep1,HEK293T,HEK293T,GSM4709489
SRR12382169,16732688,1690001488,101,457,SRX8880850,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140844,SAMN15721361,simple,9606,Homo sapiens,GSM4709490,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high rep2,HEK293T,HEK293T,GSM4709490
SRR12382170,21923745,1666204620,76,564,SRX8880851,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140845,SAMN15721360,simple,9606,Homo sapiens,GSM4709491,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high Torin-1 rep1,HEK293T,HEK293T,GSM4709491
SRR12382171,24264869,1844130044,76,631,SRX8880852,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140846,SAMN15721359,simple,9606,Homo sapiens,GSM4709492,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high Torin-1 rep2,HEK293T,HEK293T,GSM4709492
SRR12382172,23921699,1818049124,76,614,SRX8880853,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140847,SAMN15721358,simple,9606,Homo sapiens,GSM4709493,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high vehicle rep1,HEK293T,HEK293T,GSM4709493
SRR12382173,31850582,2420644232,76,814,SRX8880854,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140848,SAMN15721357,simple,9606,Homo sapiens,GSM4709494,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-control-STAMP 72h high vehicle rep2,HEK293T,HEK293T,GSM4709494
SRR12382174,50909508,5090950800,100,1474,SRX8880855,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140849,SAMN15721356,simple,9606,Homo sapiens,GSM4709495,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2-STAMP none,HEK293T,HEK293T,GSM4709495
SRR12382175,48414979,4841497900,100,1395,SRX8880856,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140850,SAMN15721355,simple,9606,Homo sapiens,GSM4709496,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2-STAMP low,HEK293T,HEK293T,GSM4709496
SRR12382176,57199350,5719935000,100,1649,SRX8880857,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140851,SAMN15721354,simple,9606,Homo sapiens,GSM4709497,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2-STAMP high,HEK293T,HEK293T,GSM4709497
SRR12382177,12769942,1289764142,101,349,SRX8880858,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140852,SAMN15721353,simple,9606,Homo sapiens,GSM4709498,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2-STAMP none rep1,HEK293T,HEK293T,GSM4709498
SRR12382178,3319539,335273439,101,92,SRX8880859,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140853,SAMN15721352,simple,9606,Homo sapiens,GSM4709499,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2-STAMP none rep2,HEK293T,HEK293T,GSM4709499
SRR12382179,13143972,1327541172,101,357,SRX8880860,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140854,SAMN15721351,simple,9606,Homo sapiens,GSM4709500,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 24h low rep1,HEK293T,HEK293T,GSM4709500
SRR12382180,9960174,1005977574,101,271,SRX8880861,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140855,SAMN15721350,simple,9606,Homo sapiens,GSM4709501,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 24h low rep2,HEK293T,HEK293T,GSM4709501
SRR12382181,15456974,1561154374,101,422,SRX8880862,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140856,SAMN15721349,simple,9606,Homo sapiens,GSM4709502,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 24h high rep1,HEK293T,HEK293T,GSM4709502
SRR12382182,11081921,1119274021,101,302,SRX8880863,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140857,SAMN15721348,simple,9606,Homo sapiens,GSM4709503,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 24h high rep2,HEK293T,HEK293T,GSM4709503
SRR12382183,5549499,560499399,101,154,SRX8880864,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140858,SAMN15721347,simple,9606,Homo sapiens,GSM4709504,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 48h low rep1,HEK293T,HEK293T,GSM4709504
SRR12382184,4551325,459683825,101,125,SRX8880865,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140859,SAMN15721346,simple,9606,Homo sapiens,GSM4709505,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 48h low rep2,HEK293T,HEK293T,GSM4709505
SRR12382185,9434480,952882480,101,260,SRX8880866,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140860,SAMN15721345,simple,9606,Homo sapiens,GSM4709506,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 48h high rep1,HEK293T,HEK293T,GSM4709506
SRR12382186,4785349,483320249,101,132,SRX8880867,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140861,SAMN15721344,simple,9606,Homo sapiens,GSM4709507,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 48h high rep2,HEK293T,HEK293T,GSM4709507
SRR12382187,10037676,1013805276,101,273,SRX8880868,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140862,SAMN15721343,simple,9606,Homo sapiens,GSM4709508,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 72h low rep1,HEK293T,HEK293T,GSM4709508
SRR12382188,8870024,895872424,101,241,SRX8880869,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140863,SAMN15721342,simple,9606,Homo sapiens,GSM4709509,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 72h low rep2,HEK293T,HEK293T,GSM4709509
SRR12382189,5342906,539633506,101,146,SRX8880870,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140864,SAMN15721341,simple,9606,Homo sapiens,GSM4709510,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 72h high rep1,HEK293T,HEK293T,GSM4709510
SRR12382190,12732345,1285966845,101,344,SRX8880871,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140865,SAMN15721340,simple,9606,Homo sapiens,GSM4709511,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RBFOX2- STAMP 72h high rep2,HEK293T,HEK293T,GSM4709511
SRR12382191,43870372,3334148272,76,1244,SRX8880872,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140866,SAMN15721339,simple,9606,Homo sapiens,GSM4709512,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP none rep1,HEK293T,HEK293T,GSM4709512
SRR12382192,43707658,3321782008,76,1216,SRX8880873,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140867,SAMN15721338,simple,9606,Homo sapiens,GSM4709513,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP none rep2,HEK293T,HEK293T,GSM4709513
SRR12382193,39329317,2989028092,76,1096,SRX8880874,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140868,SAMN15721337,simple,9606,Homo sapiens,GSM4709514,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP none rep3,HEK293T,HEK293T,GSM4709514
SRR12382194,33717121,2562501196,76,937,SRX8880875,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140869,SAMN15721336,simple,9606,Homo sapiens,GSM4709515,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 72h rep1,HEK293T,HEK293T,GSM4709515
SRR12382195,43802090,3328958840,76,1229,SRX8880876,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140870,SAMN15721335,simple,9606,Homo sapiens,GSM4709516,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 72h rep2,HEK293T,HEK293T,GSM4709516
SRR12382196,38367405,2915922780,76,1077,SRX8880877,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140871,SAMN15721334,simple,9606,Homo sapiens,GSM4709517,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 72h rep3,HEK293T,HEK293T,GSM4709517
SRR12382197,45117858,3428957208,76,1261,SRX8880878,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140872,SAMN15721333,simple,9606,Homo sapiens,GSM4709518,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 48h rep1,HEK293T,HEK293T,GSM4709518
SRR12382198,57028467,4334163492,76,1586,SRX8880879,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140873,SAMN15721332,simple,9606,Homo sapiens,GSM4709519,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 48h rep2,HEK293T,HEK293T,GSM4709519
SRR12382199,61692888,4688659488,76,1731,SRX8880880,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140874,SAMN15721197,simple,9606,Homo sapiens,GSM4709520,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-SLBP-STAMP high 48h rep3,HEK293T,HEK293T,GSM4709520
SRR12382200,37134681,2822235756,76,951,SRX8880881,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140875,SAMN15721196,simple,9606,Homo sapiens,GSM4709521,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP none rep1,HEK293T,HEK293T,GSM4709521
SRR12382201,27600052,2097603952,76,708,SRX8880882,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140876,SAMN15721195,simple,9606,Homo sapiens,GSM4709522,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP none rep2,HEK293T,HEK293T,GSM4709522
SRR12382202,28108517,2136247292,76,722,SRX8880883,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140877,SAMN15721201,simple,9606,Homo sapiens,GSM4709523,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP low rep1,HEK293T,HEK293T,GSM4709523
SRR12382203,29958343,2276834068,76,792,SRX8880884,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140878,SAMN15721200,simple,9606,Homo sapiens,GSM4709524,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP low rep2,HEK293T,HEK293T,GSM4709524
SRR12382204,18338908,1393757008,76,486,SRX8880885,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140879,SAMN15721199,simple,9606,Homo sapiens,GSM4709525,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP high rep1,HEK293T,HEK293T,GSM4709525
SRR12382205,21715155,1650351780,76,581,SRX8880886,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140880,SAMN15721198,simple,9606,Homo sapiens,GSM4709526,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-TIA1-STAMP high rep2,HEK293T,HEK293T,GSM4709526
SRR12382206,38579293,3857929300,100,1119,SRX8880887,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140881,SAMN15721207,simple,9606,Homo sapiens,GSM4709527,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP none,HEK293T,HEK293T,GSM4709527
SRR12382207,52178432,5217843200,100,1508,SRX8880888,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140882,SAMN15721206,simple,9606,Homo sapiens,GSM4709528,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP low,HEK293T,HEK293T,GSM4709528
SRR12382208,48550710,4855071000,100,1394,SRX8880889,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140883,SAMN15721205,simple,9606,Homo sapiens,GSM4709529,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP high,HEK293T,HEK293T,GSM4709529
SRR12382209,9707165,980423665,101,265,SRX8880890,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140884,SAMN15721204,simple,9606,Homo sapiens,GSM4709530,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP none rep1,HEK293T,HEK293T,GSM4709530
SRR12382210,5031983,508230283,101,138,SRX8880891,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140885,SAMN15721203,simple,9606,Homo sapiens,GSM4709531,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP none rep2,HEK293T,HEK293T,GSM4709531
SRR12382211,5091079,514198979,101,139,SRX8880892,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140886,SAMN15721202,simple,9606,Homo sapiens,GSM4709532,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 24h low rep1,HEK293T,HEK293T,GSM4709532
SRR12382212,8681008,876781808,101,237,SRX8880893,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140887,SAMN15721143,simple,9606,Homo sapiens,GSM4709533,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 24h low rep2,HEK293T,HEK293T,GSM4709533
SRR12382213,15840268,1203860368,76,440,SRX8880894,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140888,SAMN15721136,simple,9606,Homo sapiens,GSM4709534,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 24h high rep1,HEK293T,HEK293T,GSM4709534
SRR12382214,20024566,1521867016,76,556,SRX8880895,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140889,SAMN15721129,simple,9606,Homo sapiens,GSM4709535,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 24h high rep2,HEK293T,HEK293T,GSM4709535
SRR12382215,31876751,2422633076,76,881,SRX8880896,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140890,SAMN15721120,simple,9606,Homo sapiens,GSM4709536,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h low rep1,HEK293T,HEK293T,GSM4709536
SRR12382216,19396439,1474129364,76,538,SRX8880897,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140892,SAMN15721114,simple,9606,Homo sapiens,GSM4709537,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h low rep2,HEK293T,HEK293T,GSM4709537
SRR12382217,23974572,1822067472,76,664,SRX8880898,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140891,SAMN15721329,simple,9606,Homo sapiens,GSM4709538,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high rep1,HEK293T,HEK293T,GSM4709538
SRR12382218,34811833,2645699308,76,963,SRX8880899,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140893,SAMN15721326,simple,9606,Homo sapiens,GSM4709539,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high rep2,HEK293T,HEK293T,GSM4709539
