Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,treatment,fraction,cell type,GEO Accession
SRR15513161,90457571,3183263050,35,1325,SRX11811955,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826473,SAMN20849946,simple,9606,Homo sapiens,GSM5527686,GEO,SRA1280330,07,2022,Chothani,untreated normal human fat tissue,Fat_3 (RiboSeq),untreated normal human fat tissue,fat,untreated,ribosome-protected mRNA fragments,,GSM5527686
SRR15513162,95283260,3347342484,35,1380,SRX11811956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826475,SAMN20849947,simple,9606,Homo sapiens,GSM5527687,GEO,SRA1280330,07,2022,Chothani,untreated normal human fat tissue,Fat_4 (RiboSeq),untreated normal human fat tissue,fat,untreated,ribosome-protected mRNA fragments,,GSM5527687
SRR15513163,119191270,4193208372,35,1715,SRX11811957,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826474,SAMN20849903,simple,9606,Homo sapiens,GSM5527688,GEO,SRA1280330,07,2022,Chothani,untreated normal human fat tissue,Fat_5 (RiboSeq),untreated normal human fat tissue,fat,untreated,ribosome-protected mRNA fragments,,GSM5527688
SRR15513164,124802981,4384409810,35,1783,SRX11811958,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826476,SAMN20849904,simple,9606,Homo sapiens,GSM5527689,GEO,SRA1280330,07,2022,Chothani,untreated normal human fat tissue,Fat_6 (RiboSeq),untreated normal human fat tissue,fat,untreated,ribosome-protected mRNA fragments,,GSM5527689
SRR15513165,35646230,1023807725,28,490,SRX11811959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826477,SAMN20849905,simple,9606,Homo sapiens,GSM5527690,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_21 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527690
SRR15513166,39858811,1135300574,28,544,SRX11811960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826478,SAMN20849906,simple,9606,Homo sapiens,GSM5527691,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_22 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527691
SRR15513167,49294514,1376441673,27,663,SRX11811961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826479,SAMN20849948,simple,9606,Homo sapiens,GSM5527692,GEO,SRA1280330,07,2022,Chothani,TGF-beta treated normal human fibroblast,Fibroblast_23 (RiboSeq),TGF-beta treated normal human fibroblast,,TGF-B stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527692
SRR15513168,38535406,1092081096,28,522,SRX11811962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826481,SAMN20849949,simple,9606,Homo sapiens,GSM5527693,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,Fibroblast_24 (RiboSeq),TGF-beta + anti-IL-11 antibody treated normal human fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527693
SRR15513169,42994419,1212073587,28,585,SRX11811963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826480,SAMN20849902,simple,9606,Homo sapiens,GSM5527694,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,Fibroblast_25 (RiboSeq),TGF-beta + anti-Ig-G antibody treated normal human fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527694
SRR15513170,29820720,1048162172,35,402,SRX11811964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826482,SAMN20849907,simple,9606,Homo sapiens,GSM5527695,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_26 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527695
SRR15513171,33002482,1161567057,35,439,SRX11811965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826485,SAMN20849908,simple,9606,Homo sapiens,GSM5527696,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_27 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527696
SRR15513172,30492941,1075740067,35,411,SRX11811966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826483,SAMN20849909,simple,9606,Homo sapiens,GSM5527697,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_28 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527697
SRR15513173,30440947,1070359862,35,418,SRX11811967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826484,SAMN20849910,simple,9606,Homo sapiens,GSM5527698,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_29 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527698
SRR15513174,60009563,1833142581,30,850,SRX11811968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826486,SAMN20849911,simple,9606,Homo sapiens,GSM5527699,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_30 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527699
SRR15513175,31175526,932687749,29,395,SRX11811969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826488,SAMN20849912,simple,9606,Homo sapiens,GSM5527700,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_31 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527700
SRR15513176,33144062,970372482,29,460,SRX11811970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826487,SAMN20849913,simple,9606,Homo sapiens,GSM5527701,GEO,SRA1280330,07,2022,Chothani,TGF-beta treated normal human fibroblast,Fibroblast_32 (RiboSeq),TGF-beta treated normal human fibroblast,,TGF-B stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527701
SRR15513177,34820418,1028130547,29,437,SRX11811971,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826489,SAMN20849914,simple,9606,Homo sapiens,GSM5527702,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,Fibroblast_33 (RiboSeq),TGF-beta + anti-IL-11 antibody treated normal human fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527702
SRR15513178,40716277,1250265835,30,582,SRX11811972,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826491,SAMN20849872,simple,9606,Homo sapiens,GSM5527703,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,Fibroblast_34 (RiboSeq),TGF-beta + anti-Ig-G antibody treated normal human fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527703
SRR15513179,28208731,830410100,29,383,SRX11811973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826490,SAMN20849873,simple,9606,Homo sapiens,GSM5527704,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_35 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527704
SRR15513180,31225498,1102005267,35,434,SRX11811974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826492,SAMN20849874,simple,9606,Homo sapiens,GSM5527705,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_36 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527705
SRR15513181,26153331,755801229,28,352,SRX11811975,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826494,SAMN20849875,simple,9606,Homo sapiens,GSM5527706,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_37 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527706
SRR15513182,30286688,1069341179,35,419,SRX11811976,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826493,SAMN20849876,simple,9606,Homo sapiens,GSM5527707,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_38 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527707
SRR15513183,38770476,1121450025,28,524,SRX11811977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826495,SAMN20849877,simple,9606,Homo sapiens,GSM5527708,GEO,SRA1280330,07,2022,Chothani,TGF-beta treated normal human fibroblast,Fibroblast_39 (RiboSeq),TGF-beta treated normal human fibroblast,,TGF-B stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527708
SRR15513184,25856072,731678069,28,343,SRX11811978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826497,SAMN20849878,simple,9606,Homo sapiens,GSM5527709,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,Fibroblast_40 (RiboSeq),TGF-beta + anti-IL-11 antibody treated normal human fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527709
SRR15513185,30525342,870492756,28,407,SRX11811979,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826496,SAMN20849879,simple,9606,Homo sapiens,GSM5527710,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,Fibroblast_41 (RiboSeq),TGF-beta + anti-Ig-G antibody treated normal human fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527710
SRR15513186,33580026,959982777,28,449,SRX11811980,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826498,SAMN20849880,simple,9606,Homo sapiens,GSM5527711,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_42 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527711
SRR15513187,66664481,1955385940,29,895,SRX11811981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826501,SAMN20849881,simple,9606,Homo sapiens,GSM5527712,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_43 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527712
SRR15513188,26382327,762018618,28,355,SRX11811982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826499,SAMN20849882,simple,9606,Homo sapiens,GSM5527713,GEO,SRA1280330,07,2022,Chothani,TGF-beta treated normal human fibroblast,Fibroblast_44 (RiboSeq),TGF-beta treated normal human fibroblast,,TGF-B stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527713
SRR15513189,22821208,654126423,28,305,SRX11811983,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826500,SAMN20849883,simple,9606,Homo sapiens,GSM5527714,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,Fibroblast_45 (RiboSeq),TGF-beta + anti-IL-11 antibody treated normal human fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527714
SRR15513190,26920481,777562555,28,363,SRX11811984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826502,SAMN20849884,simple,9606,Homo sapiens,GSM5527715,GEO,SRA1280330,07,2022,Chothani,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,Fibroblast_46 (RiboSeq),TGF-beta + anti-Ig-G antibody treated normal human fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,ribosome-protected mRNA fragments,Fibroblast,GSM5527715
SRR15513191,30693906,1080851272,35,420,SRX11811985,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826503,SAMN20849885,simple,9606,Homo sapiens,GSM5527716,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_47 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527716
SRR15513192,31416239,1111627496,35,438,SRX11811986,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826506,SAMN20849886,simple,9606,Homo sapiens,GSM5527717,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_48 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527717
SRR15513193,30433039,1071209829,35,415,SRX11811987,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826504,SAMN20849887,simple,9606,Homo sapiens,GSM5527718,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_49 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527718
SRR15513194,30799809,1085521331,35,420,SRX11811988,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826505,SAMN20849888,simple,9606,Homo sapiens,GSM5527719,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_50 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527719
SRR15513195,29129210,1023706223,35,391,SRX11811989,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826508,SAMN20849889,simple,9606,Homo sapiens,GSM5527720,GEO,SRA1280330,07,2022,Chothani,untreated normal human fibroblast,Fibroblast_51 (RiboSeq),untreated normal human fibroblast,,untreated,ribosome-protected mRNA fragments,Fibroblast,GSM5527720
SRR15513196,30979840,1095860084,35,429,SRX11811990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826507,SAMN20849890,simple,9606,Homo sapiens,GSM5527721,GEO,SRA1280330,07,2022,Chothani,IL11 treated normal human fibroblast,Fibroblast_52 (RiboSeq),IL11 treated normal human fibroblast,,IL11 stimulated,ribosome-protected mRNA fragments,Fibroblast,GSM5527721
SRR15513197,35373674,1242167524,35,516,SRX11811991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826509,SAMN20849891,simple,9606,Homo sapiens,GSM5527722,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_1 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527722
SRR15513198,34631016,1216179719,35,500,SRX11811992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826512,SAMN20849892,simple,9606,Homo sapiens,GSM5527723,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_2 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527723
SRR15513199,28749480,1009471215,35,424,SRX11811993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826510,SAMN20849893,simple,9606,Homo sapiens,GSM5527724,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_3 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527724
SRR15513200,55927471,1966843094,35,861,SRX11811994,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826511,SAMN20849894,simple,9606,Homo sapiens,GSM5527725,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_4 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527725
SRR15513201,25777818,907382819,35,399,SRX11811995,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826513,SAMN20849895,simple,9606,Homo sapiens,GSM5527726,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_5 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527726
SRR15513202,19284194,679627869,35,301,SRX11811996,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826515,SAMN20849896,simple,9606,Homo sapiens,GSM5527727,GEO,SRA1280330,07,2022,Chothani,untreated human aortic endothelial cells,HA_EC_6 (RiboSeq),untreated human aortic endothelial cells,,untreated,ribosome-protected mRNA fragments,HA_EC,GSM5527727
SRR15513203,193570353,6820098338,35,2917,SRX11811997,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826514,SAMN20849897,simple,9606,Homo sapiens,GSM5527728,GEO,SRA1280330,07,2022,Chothani,untreated human coronary artery endothelial cells,HCAEC_1 (RiboSeq),untreated human coronary artery endothelial cells,,untreated,ribosome-protected mRNA fragments,HCAEC,GSM5527728
