Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR4343397,31183376,1559168800,50,963,SRX2210384,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727544,SAMN05861624,simple,4932,Saccharomyces cerevisiae,GSM2335482,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep1_WT_2h_footprints,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335482
SRR4343398,31028112,1551405600,50,963,SRX2210385,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727545,SAMN05861623,simple,4932,Saccharomyces cerevisiae,GSM2335483,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep1_WT_8h_footprints,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335483
SRR4343399,27752137,1387606850,50,864,SRX2210386,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727546,SAMN05861622,simple,4932,Saccharomyces cerevisiae,GSM2335484,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep1_4Gts_2h_footprints,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335484
SRR4343400,35307226,1765361300,50,1092,SRX2210387,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727547,SAMN05861621,simple,4932,Saccharomyces cerevisiae,GSM2335485,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep1_4Gts_8h_footprints,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335485
SRR4343401,16892008,844600400,50,523,SRX2210388,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727548,SAMN05861620,simple,4932,Saccharomyces cerevisiae,GSM2335486,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep1_WT_2h_mRNA,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335486
SRR4343402,15658352,782917600,50,485,SRX2210389,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727549,SAMN05861619,simple,4932,Saccharomyces cerevisiae,GSM2335487,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep1_WT_8h_mRNA,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335487
SRR4343403,28874951,1443747550,50,889,SRX2210390,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727550,SAMN05861618,simple,4932,Saccharomyces cerevisiae,GSM2335488,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep1_4Gts_2h_mRNA,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335488
SRR4343404,24566134,1228306700,50,758,SRX2210391,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727551,SAMN05861617,simple,4932,Saccharomyces cerevisiae,GSM2335489,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep1_4Gts_8h_mRNA,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335489
SRR4343405,25267555,1263377750,50,793,SRX2210392,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727552,SAMN05861616,simple,4932,Saccharomyces cerevisiae,GSM2335490,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep2_WT_2h_footprints,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335490
SRR4343406,25705560,1285278000,50,807,SRX2210393,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727553,SAMN05861615,simple,4932,Saccharomyces cerevisiae,GSM2335491,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep2_WT_8h_footprints,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335491
SRR4343407,26844253,1342212650,50,854,SRX2210394,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727554,SAMN05861614,simple,4932,Saccharomyces cerevisiae,GSM2335492,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep2_4Gts_2h_footprints,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335492
SRR4343408,37614063,1880703150,50,1177,SRX2210395,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727555,SAMN05861613,simple,4932,Saccharomyces cerevisiae,GSM2335493,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep2_4Gts_8h_footprints,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335493
SRR4343409,15488839,774441950,50,482,SRX2210396,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727556,SAMN05861612,simple,4932,Saccharomyces cerevisiae,GSM2335494,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep2_WT_2h_mRNA,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335494
SRR4343410,28154996,1407749800,50,867,SRX2210397,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727557,SAMN05861611,simple,4932,Saccharomyces cerevisiae,GSM2335495,GEO,SRA481915,05,2017,Zinshteyn,YWG1245 (YAJ3),SC_rep2_WT_8h_mRNA,YWG1245 (YAJ3),YWG1245 (YAJ3),GSM2335495
SRR4343411,21550234,1077511700,50,661,SRX2210398,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727558,SAMN05861607,simple,4932,Saccharomyces cerevisiae,GSM2335496,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep2_4Gts_2h_mRNA,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335496
SRR4343412,28367935,1418396750,50,873,SRX2210399,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090827,PRJNA345383,28546148,"",SRS1727559,SAMN05861606,simple,4932,Saccharomyces cerevisiae,GSM2335497,GEO,SRA481915,05,2017,Zinshteyn,YWG1246 (YAJ41),SC_rep2_4Gts_8h_mRNA,YWG1246 (YAJ41),YWG1246 (YAJ41),GSM2335497
