Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR5211760,111339537,3678206665,33,1782,ERX5015795,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639271,SAMEA7892035,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892035,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h before sunrise, replicate 1",2021-03-09,2021-01-29,SAMEA7892035,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.A1,Synechocystis,Cult1_RP.A1
ERR5211761,113014980,3853381066,34,1875,ERX5015796,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639272,SAMEA7892036,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892036,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h after sunrise, replicate 1",2021-03-09,2021-01-29,SAMEA7892036,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.B1,Synechocystis,Cult1_RP.B1
ERR5211762,61141740,1841776962,30,887,ERX5015797,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639273,SAMEA7892037,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892037,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h after sunrise, replicate 2",2021-03-09,2021-01-29,SAMEA7892037,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.B2,Synechocystis,Cult1_RP.B2
ERR5211763,125744450,4558585787,36,2153,ERX5015798,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639274,SAMEA7892038,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892038,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, midday, replicate 1",2021-03-09,2021-01-29,SAMEA7892038,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.C1,Synechocystis,Cult1_RP.C1
ERR5211764,72010500,2120352954,29,1018,ERX5015799,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639275,SAMEA7892039,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892039,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, midday, replicate 2",2021-03-09,2021-01-29,SAMEA7892039,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.C2,Synechocystis,Cult1_RP.C2
ERR5211765,108201536,3772540245,34,1802,ERX5015800,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639276,SAMEA7892040,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892040,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h before sunset, replicate 1",2021-03-09,2021-01-29,SAMEA7892040,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.D1,Synechocystis,Cult1_RP.D1
ERR5211766,83471777,2683669312,32,1251,ERX5015801,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639277,SAMEA7892041,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892041,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h before sunset, replicate 2",2021-03-09,2021-01-29,SAMEA7892041,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.D2,Synechocystis,Cult1_RP.D2
ERR5211767,103060320,3316399549,32,1544,ERX5015802,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639278,SAMEA7892042,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892042,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h after sunset, replicate 1",2021-03-09,2021-01-29,SAMEA7892042,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult1_RP.E1,Synechocystis,Cult1_RP.E1
ERR5211768,115682707,2990899610,25,1605,ERX5015803,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639279,SAMEA7892043,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892043,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h before sunrise, replicate 2",2021-03-09,2021-01-29,SAMEA7892043,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult2_RP.A1,Synechocystis,Cult2_RP.A1
ERR5211769,138479465,3596436655,25,1846,ERX5015804,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639280,SAMEA7892044,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892044,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h after sunrise, replicate 3",2021-03-09,2021-01-29,SAMEA7892044,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult2_RP.B1,Synechocystis,Cult2_RP.B1
ERR5211770,148112090,3655778072,24,1867,ERX5015805,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP126684,PRJEB42778,1,"",ERS5639281,SAMEA7892045,simple,1148,Synechocystis sp. PCC 6803,SAMEA7892045,"KTH, SCIENCE FOR LIFE LABORATORY",ERA3347711,03,2021,Makar,"","Ribosome profiling, 1h after sunset, replicate 2",2021-03-09,2021-01-29,SAMEA7892045,"KTH, SCIENCE FOR LIFE LABORATORY","KTH, SCIENCE FOR LIFE LABORATORY",2021-03-09T14:37:03Z,2021-01-29T15:13:20Z,public,Cult2_RP.E1,Synechocystis,Cult2_RP.E1
