Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,rna source,sample name,Experimental Factor: compound,Experimental Factor: chx pre-treatment,Experimental Factor: genotype
ERR2003528,62968779,3148438950,50,1114,ERX2063397,wt.AT.CHX.ribo.11_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782711,SAMEA104118818,simple,4896,Schizosaccharomyces pombe,SAMEA104118818,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.CHX.ribo.11,2018-02-01,2017-06-09,SAMEA104118818,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.CHX.ribo.11,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.CHX.ribo.11,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003529,28486176,1424308800,50,421,ERX2063398,wt.AT.CHX.ribo.13_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782712,SAMEA104118819,simple,4896,Schizosaccharomyces pombe,SAMEA104118819,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.CHX.ribo.13,2018-02-01,2017-06-09,SAMEA104118819,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.CHX.ribo.13,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.CHX.ribo.13,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003530,39443224,2984603676,75,1064,ERX2063399,wt.AT.mrna.2B_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782713,SAMEA104118820,simple,4896,Schizosaccharomyces pombe,SAMEA104118820,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.mrna.2B,2018-02-01,2017-06-09,SAMEA104118820,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.mrna.2B,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.AT.mrna.2B,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003531,14151645,1070787968,75,451,ERX2063400,wt.AT.mrna.3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782714,SAMEA104118821,simple,4896,Schizosaccharomyces pombe,SAMEA104118821,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.mrna.3,2018-02-01,2017-06-09,SAMEA104118821,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.mrna.3,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.AT.mrna.3,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003532,39994820,3026173391,75,1072,ERX2063401,wt.AT.mrna.4_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782715,SAMEA104118822,simple,4896,Schizosaccharomyces pombe,SAMEA104118822,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.mrna.4,2018-02-01,2017-06-09,SAMEA104118822,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.mrna.4,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.AT.mrna.4,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003533,18348290,917414500,50,332,ERX2063402,wt.AT.noCHX.mrna.11_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782716,SAMEA104118823,simple,4896,Schizosaccharomyces pombe,SAMEA104118823,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.noCHX.mrna.11,2018-02-01,2017-06-09,SAMEA104118823,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.noCHX.mrna.11,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.AT.noCHX.mrna.11,"3-Amino-1,2,4-triazole (3-AT)",Mock,wild type genotype
ERR2003534,27306569,1365328450,50,554,ERX2063403,wt.AT.noCHX.mrna.13_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782717,SAMEA104118824,simple,4896,Schizosaccharomyces pombe,SAMEA104118824,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.noCHX.mrna.13,2018-02-01,2017-06-09,SAMEA104118824,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.noCHX.mrna.13,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.AT.noCHX.mrna.13,"3-Amino-1,2,4-triazole (3-AT)",Mock,wild type genotype
ERR2003535,119503388,5975169400,50,2109,ERX2063404,wt.AT.noCHX.ribo.11_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782718,SAMEA104118825,simple,4896,Schizosaccharomyces pombe,SAMEA104118825,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.noCHX.ribo.11,2018-02-01,2017-06-09,SAMEA104118825,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.noCHX.ribo.11,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.noCHX.ribo.11,"3-Amino-1,2,4-triazole (3-AT)",Mock,wild type genotype
ERR2003536,31631553,1581577650,50,468,ERX2063405,wt.AT.noCHX.ribo.13_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782719,SAMEA104118826,simple,4896,Schizosaccharomyces pombe,SAMEA104118826,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.noCHX.ribo.13,2018-02-01,2017-06-09,SAMEA104118826,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.noCHX.ribo.13,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.noCHX.ribo.13,"3-Amino-1,2,4-triazole (3-AT)",Mock,wild type genotype
ERR2003537,17283910,881479182,51,390,ERX2063406,wt.AT.ribo.2-1_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782720,SAMEA104118827,simple,4896,Schizosaccharomyces pombe,SAMEA104118827,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.ribo.2-1,2018-02-01,2017-06-09,SAMEA104118827,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.ribo.2-1,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.ribo.2-1,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003538,60683650,3034182500,50,1242,ERX2063407,wt.AT.ribo.2-2_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782721,SAMEA104118828,simple,4896,Schizosaccharomyces pombe,SAMEA104118828,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.ribo.2-2,2018-02-01,2017-06-09,SAMEA104118828,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:07Z,public,E-MTAB-5810:wt.AT.ribo.2-2,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.ribo.2-2,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003539,37185178,1859258900,50,709,ERX2063408,wt.AT.ribo.3_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782722,SAMEA104118829,simple,4896,Schizosaccharomyces pombe,SAMEA104118829,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.ribo.3,2018-02-01,2017-06-09,SAMEA104118829,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.AT.ribo.3,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.ribo.3,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003540,68616943,3430847150,50,1642,ERX2063409,wt.AT.ribo.4_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782723,SAMEA104118830,simple,4896,Schizosaccharomyces pombe,SAMEA104118830,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.AT.ribo.4,2018-02-01,2017-06-09,SAMEA104118830,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.AT.ribo.4,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.AT.ribo.4,"3-Amino-1,2,4-triazole (3-AT)",CHX,wild type genotype
ERR2003541,4368155,218407750,50,79,ERX2063410,wt.noAT.CHX.mrna.11_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782724,SAMEA104118831,simple,4896,Schizosaccharomyces pombe,SAMEA104118831,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.CHX.mrna.11,2018-02-01,2017-06-09,SAMEA104118831,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.CHX.mrna.11,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.CHX.mrna.11,Mock,CHX,wild type genotype
ERR2003542,36240950,1812047500,50,733,ERX2063411,wt.noAT.CHX.mrna.13_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782725,SAMEA104118832,simple,4896,Schizosaccharomyces pombe,SAMEA104118832,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.CHX.mrna.13,2018-02-01,2017-06-09,SAMEA104118832,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.CHX.mrna.13,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.CHX.mrna.13,Mock,CHX,wild type genotype
ERR2003543,32008211,1600410550,50,562,ERX2063412,wt.noAT.CHX.ribo.11_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782726,SAMEA104118833,simple,4896,Schizosaccharomyces pombe,SAMEA104118833,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.CHX.ribo.11,2018-02-01,2017-06-09,SAMEA104118833,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.CHX.ribo.11,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.noAT.CHX.ribo.11,Mock,CHX,wild type genotype
ERR2003544,26742065,1337103250,50,408,ERX2063413,wt.noAT.CHX.ribo.13_s,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782727,SAMEA104118834,simple,4896,Schizosaccharomyces pombe,SAMEA104118834,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.CHX.ribo.13,2018-02-01,2017-06-09,SAMEA104118834,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.CHX.ribo.13,ArrayExpress,fission yeast,wild type genotype,Ribosome protected fragments (RPF),E-MTAB-5810:wt.noAT.CHX.ribo.13,Mock,CHX,wild type genotype
ERR2003545,24001975,1816117196,75,646,ERX2063414,wt.noAT.mrna.2B_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782728,SAMEA104118835,simple,4896,Schizosaccharomyces pombe,SAMEA104118835,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.mrna.2B,2018-02-01,2017-06-09,SAMEA104118835,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.mrna.2B,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.mrna.2B,Mock,CHX,wild type genotype
ERR2003546,15509062,1173469392,75,496,ERX2063415,wt.noAT.mrna.3_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782729,SAMEA104118836,simple,4896,Schizosaccharomyces pombe,SAMEA104118836,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.mrna.3,2018-02-01,2017-06-09,SAMEA104118836,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.mrna.3,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.mrna.3,Mock,CHX,wild type genotype
ERR2003547,23729256,1795439617,75,656,ERX2063416,wt.noAT.mrna.4_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782730,SAMEA104118837,simple,4896,Schizosaccharomyces pombe,SAMEA104118837,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.mrna.4,2018-02-01,2017-06-09,SAMEA104118837,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.mrna.4,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.mrna.4,Mock,CHX,wild type genotype
ERR2003548,19274273,963713650,50,349,ERX2063417,wt.noAT.noCHX.mrna.11_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782731,SAMEA104118838,simple,4896,Schizosaccharomyces pombe,SAMEA104118838,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.noCHX.mrna.11,2018-02-01,2017-06-09,SAMEA104118838,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.noCHX.mrna.11,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.noCHX.mrna.11,Mock,Mock,wild type genotype
ERR2003549,23972947,1198647350,50,486,ERX2063418,wt.noAT.noCHX.mrna.13_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,ERP023462,PRJEB21224,1,"",ERS1782732,SAMEA104118839,simple,4896,Schizosaccharomyces pombe,SAMEA104118839,Department of Biochemistry University of Cambridge UK,ERA955947,02,2018,Makar,"",wt.noAT.noCHX.mrna.13,2018-02-01,2017-06-09,SAMEA104118839,Department of Biochemistry University of Cambridge UK,Department of Biochemistry University of Cambridge UK,2018-02-01T17:03:25Z,2017-06-09T01:51:08Z,public,E-MTAB-5810:wt.noAT.noCHX.mrna.13,ArrayExpress,fission yeast,wild type genotype,rRNA-depleted total RNA,E-MTAB-5810:wt.noAT.noCHX.mrna.13,Mock,Mock,wild type genotype
