Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR387848,12128844,485153760,40,396,SRX110526,GSM843724: mRNA-seq for the K timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281744,SAMN00761906,simple,4932,Saccharomyces cerevisiae,GSM843724,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the K timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843724
SRR387849,13371603,534864120,40,297,SRX110527,GSM843725: mRNA-seq for the L timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281745,SAMN00761907,simple,4932,Saccharomyces cerevisiae,GSM843725,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the L timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843725
SRR387850,19200816,768032640,40,382,SRX110528,GSM843726: mRNA-seq for the O timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281746,SAMN00761908,simple,4932,Saccharomyces cerevisiae,GSM843726,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the O timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843726
SRR387851,12723795,508951800,40,336,SRX110529,GSM843727: mRNA-seq for the 1 timepoint of the ndt80 release timecourse (premeiotic),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281747,SAMN00761909,simple,4932,Saccharomyces cerevisiae,GSM843727,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 1 timepoint of the ndt80 release timecourse (premeiotic),S. cerevisiae sporulation media,SK1,GSM843727
SRR387852,12246613,489864520,40,346,SRX110530,GSM843728: mRNA-seq for the 3 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281748,SAMN00761910,simple,4932,Saccharomyces cerevisiae,GSM843728,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 3 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843728
SRR387853,11149378,445975120,40,311,SRX110531,GSM843729: mRNA-seq for the 4 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281749,SAMN00761911,simple,4932,Saccharomyces cerevisiae,GSM843729,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 4 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843729
SRR387854,11945525,477821000,40,337,SRX110532,GSM843730: mRNA-seq for the 5 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281750,SAMN00761912,simple,4932,Saccharomyces cerevisiae,GSM843730,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 5 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843730
SRR387855,10974910,438996400,40,314,SRX110533,GSM843731: mRNA-seq for the 6 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281751,SAMN00761913,simple,4932,Saccharomyces cerevisiae,GSM843731,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 6 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843731
SRR387856,11325979,453039160,40,318,SRX110534,GSM843732: mRNA-seq for the 7 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281752,SAMN00761914,simple,4932,Saccharomyces cerevisiae,GSM843732,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 7 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843732
SRR387857,10379328,415173120,40,272,SRX110535,GSM843733: mRNA-seq for the 8 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281753,SAMN00761915,simple,4932,Saccharomyces cerevisiae,GSM843733,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 8 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843733
SRR387858,12910626,516425040,40,359,SRX110536,GSM843734: mRNA-seq for the 9 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281754,SAMN00761916,simple,4932,Saccharomyces cerevisiae,GSM843734,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 9 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843734
SRR387859,13451598,538063920,40,390,SRX110537,GSM843735: mRNA-seq for the 10 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281755,SAMN00761917,simple,4932,Saccharomyces cerevisiae,GSM843735,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 10 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843735
SRR387860,13422694,536907760,40,384,SRX110538,GSM843736: mRNA-seq for the 11 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281756,SAMN00761918,simple,4932,Saccharomyces cerevisiae,GSM843736,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 11 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843736
SRR387861,10600096,424003840,40,300,SRX110539,GSM843737: mRNA-seq for the 12 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281757,SAMN00761919,simple,4932,Saccharomyces cerevisiae,GSM843737,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 12 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843737
SRR387862,12598426,503937040,40,373,SRX110540,GSM843738: mRNA-seq for the 13 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281758,SAMN00761920,simple,4932,Saccharomyces cerevisiae,GSM843738,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 13 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843738
SRR387863,13422731,536909240,40,396,SRX110541,GSM843739: mRNA-seq for the 15 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281759,SAMN00761921,simple,4932,Saccharomyces cerevisiae,GSM843739,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 15 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843739
SRR387864,24001379,960055160,40,660,SRX110542,"GSM843740: mRNA-seq for mata/a strain, fig s6a",RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281760,SAMN00761922,simple,4932,Saccharomyces cerevisiae,GSM843740,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,"mRNA-seq for mata/a strain, fig s6a",S. cerevisiae sporulation media,SK1,GSM843740
SRR387865,16729800,669192000,40,494,SRX110543,GSM843741: mRNA-seq for the V timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281761,SAMN00761923,simple,4932,Saccharomyces cerevisiae,GSM843741,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the V timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843741
SRR387866,9562592,382503680,40,266,SRX110544,GSM843742: mRNA-seq for the 18 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281762,SAMN00761924,simple,4932,Saccharomyces cerevisiae,GSM843742,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mRNA-seq for the 18 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843742
SRR387867,31698387,1584919350,50,1050,SRX110545,GSM843743: mrna for A14201 meiotic replicate 1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281763,SAMN00761925,simple,4932,Saccharomyces cerevisiae,GSM843743,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mrna for A14201 meiotic replicate 1,S. cerevisiae sporulation media,SK1,GSM843743
SRR387868,28436447,1421822350,50,945,SRX110546,GSM843744: mrna for 14201 meiotic replicate 2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281764,SAMN00761926,simple,4932,Saccharomyces cerevisiae,GSM843744,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mrna for 14201 meiotic replicate 2,S. cerevisiae sporulation media,SK1,GSM843744
SRR387869,171237502,8561875100,50,5926,SRX110547,GSM843745: mrna for gb15 meiotic replicate 1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281765,SAMN00761927,simple,4932,Saccharomyces cerevisiae,GSM843745,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mrna for gb15 meiotic replicate 1,S. cerevisiae sporulation media,SK1,GSM843745
SRR387870,195682615,9784130750,50,6699,SRX110548,GSM843746: mrna for gb15 meiotic replicate 2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281766,SAMN00761928,simple,4932,Saccharomyces cerevisiae,GSM843746,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,mrna for gb15 meiotic replicate 2,S. cerevisiae sporulation media,SK1,GSM843746
SRR387871,21155927,846237080,40,421,SRX110549,GSM843747: footprints for exponential vegetative cells of the strain 14201 (used for the ndt80 release timecourse),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281767,SAMN00761929,simple,4932,Saccharomyces cerevisiae,GSM843747,GEO,SRA048501,01,2012,Brar,S. cerevisiae vegetative,footprints for exponential vegetative cells of the strain 14201 (used for the ndt80 release timecourse),S. cerevisiae vegetative,SK1,GSM843747
SRR387872,20915375,836615000,40,406,SRX110550,GSM843748: footprints for exponential vegetative cells of the strain gb15 (used for the traditional timecourse),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281768,SAMN00761930,simple,4932,Saccharomyces cerevisiae,GSM843748,GEO,SRA048501,01,2012,Brar,S. cerevisiae vegetative,footprints for exponential vegetative cells of the strain gb15 (used for the traditional timecourse),S. cerevisiae vegetative,SK1,GSM843748
SRR387873,18479865,739194600,40,379,SRX110551,GSM843749: footprints for the A timepoint of the traditional timecourse (premeiotic),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281769,SAMN00761931,simple,4932,Saccharomyces cerevisiae,GSM843749,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the A timepoint of the traditional timecourse (premeiotic),S. cerevisiae sporulation media,SK1,GSM843749
SRR387874,19397736,775909440,40,396,SRX110552,GSM843750: footprints for the B timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281770,SAMN00761932,simple,4932,Saccharomyces cerevisiae,GSM843750,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the B timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843750
SRR387875,19800933,792037320,40,403,SRX110553,GSM843751: footprints for the D timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281771,SAMN00761933,simple,4932,Saccharomyces cerevisiae,GSM843751,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the D timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843751
SRR387876,20362112,814484480,40,411,SRX110554,GSM843752: footprints for the E timepoint of the traditional timecourse (first lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281772,SAMN00761934,simple,4932,Saccharomyces cerevisiae,GSM843752,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the E timepoint of the traditional timecourse (first lane of this),S. cerevisiae sporulation media,SK1,GSM843752
SRR387877,19268359,770734360,40,410,SRX110555,GSM843753: footprints for the E timepoint of the traditional timecourse (second lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281773,SAMN00761935,simple,4932,Saccharomyces cerevisiae,GSM843753,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the E timepoint of the traditional timecourse (second lane of this),S. cerevisiae sporulation media,SK1,GSM843753
SRR387878,12579393,503175720,40,339,SRX110556,GSM843754: footprints for the F timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281774,SAMN00761936,simple,4932,Saccharomyces cerevisiae,GSM843754,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the F timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843754
SRR387879,10192759,407710360,40,244,SRX110557,GSM843755: footprints for the G timepoint of the traditional timecourse (the first lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281775,SAMN00761937,simple,4932,Saccharomyces cerevisiae,GSM843755,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the G timepoint of the traditional timecourse (the first lane of this),S. cerevisiae sporulation media,SK1,GSM843755
SRR387880,14714524,588580960,40,326,SRX110558,GSM843756: footprints for the G timepoint of the traditional timecourse (the second lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281776,SAMN00761938,simple,4932,Saccharomyces cerevisiae,GSM843756,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the G timepoint of the traditional timecourse (the second lane of this),S. cerevisiae sporulation media,SK1,GSM843756
SRR387881,20115784,804631360,40,405,SRX110559,GSM843757: footprints for the i timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281777,SAMN00761939,simple,4932,Saccharomyces cerevisiae,GSM843757,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the i timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843757
SRR387882,18775879,751035160,40,387,SRX110560,GSM843758: footprints for the K timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281778,SAMN00761940,simple,4932,Saccharomyces cerevisiae,GSM843758,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the K timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843758
SRR387883,18383469,735338760,40,389,SRX110561,GSM843759: footprints for the L timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281779,SAMN00761941,simple,4932,Saccharomyces cerevisiae,GSM843759,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the L timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843759
SRR387884,16250977,650039080,40,353,SRX110562,GSM843760: footprints for the O timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281780,SAMN00761942,simple,4932,Saccharomyces cerevisiae,GSM843760,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the O timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843760
SRR387885,12537436,501497440,40,359,SRX110563,GSM843761: footprints for the 1 timepoint of the ndt80 release timecourse (premeiotic),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281781,SAMN00761943,simple,4932,Saccharomyces cerevisiae,GSM843761,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 1 timepoint of the ndt80 release timecourse (premeiotic),S. cerevisiae sporulation media,SK1,GSM843761
SRR387886,13362439,534497560,40,377,SRX110564,GSM843762: footprints for the 3 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281782,SAMN00761944,simple,4932,Saccharomyces cerevisiae,GSM843762,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 3 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843762
SRR387887,11961488,478459520,40,340,SRX110565,GSM843763: footprints for the 4 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281783,SAMN00761945,simple,4932,Saccharomyces cerevisiae,GSM843763,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 4 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843763
SRR387888,7045423,253635228,36,187,SRX110566,GSM843764: footprints for the 5 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281784,SAMN00761946,simple,4932,Saccharomyces cerevisiae,GSM843764,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 5 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843764
SRR387889,12665880,506635200,40,365,SRX110567,GSM843765: footprints for the 6 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281785,SAMN00761947,simple,4932,Saccharomyces cerevisiae,GSM843765,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 6 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843765
