Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,virus strain,cell line,hours post infection,GEO Accession
SRR13165889,4429817,225920667,51,69,SRX9604750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808351,SAMN16955153,simple,9606,Homo sapiens,GSM4949728,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_mrna_8hpi_1_total,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",8,GSM4949728
SRR13165890,3712265,189325515,51,58,SRX9604751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808352,SAMN16955152,simple,9606,Homo sapiens,GSM4949729,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_mrna_8hpi_2_total,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",8,GSM4949729
SRR13165891,128776403,7315476581,56,2293,SRX9604752,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808353,SAMN16955151,simple,9606,Homo sapiens,GSM4949730,GEO,SRA1165019,04,2021,Makar,Homo Sapiens,Calu3_fp_uninf_1,Homo Sapiens,--,"Calu 3 cells, ATCC HTB-55",uninfected,GSM4949730
SRR13165892,66351906,3823613314,57,1239,SRX9604753,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808354,SAMN16955150,simple,9606,Homo sapiens,GSM4949731,GEO,SRA1165019,04,2021,Makar,Homo Sapiens,Calu3_fp_uninf_2,Homo Sapiens,--,"Calu 3 cells, ATCC HTB-55",uninfected,GSM4949731
SRR13165893,53397215,3470818975,65,1234,SRX9604754,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808355,SAMN16955149,simple,9606,Homo sapiens,GSM4949732,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_fp_3hpi,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",3,GSM4949732
SRR13165894,157425677,8730232755,55,2773,SRX9604755,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808356,SAMN16955148,simple,9606,Homo sapiens,GSM4949733,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_fp_5hpi,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",5,GSM4949733
SRR13165895,108408717,7299624255,67,2439,SRX9604756,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808357,SAMN16955147,simple,9606,Homo sapiens,GSM4949734,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_fp_8hpi_1,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",8,GSM4949734
SRR13165896,105116692,7088790275,67,2363,SRX9604757,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS7808358,SAMN16955146,simple,9606,Homo sapiens,GSM4949735,GEO,SRA1165019,04,2021,Makar,"Homo Sapiens, SARS-CoV-2",Calu3_fp_8hpi_2,"Homo Sapiens, SARS-CoV-2",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",8,GSM4949735
SRR13573504,3978492,405806184,51,121,SRX9971586,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144607,SAMN17616910,simple,9606,Homo sapiens,GSM5049221,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_no4sU,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049221
SRR13573505,53334911,5440160922,51,1637,SRX9971587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144609,SAMN17616909,simple,9606,Homo sapiens,GSM5049222,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_1h_4sU,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049222
SRR13573506,56467354,5759670108,51,1739,SRX9971588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144610,SAMN17616908,simple,9606,Homo sapiens,GSM5049223,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_2h_4sU_rep1,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049223
SRR13573507,39008393,3978856086,51,1196,SRX9971589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144611,SAMN17616907,simple,9606,Homo sapiens,GSM5049224,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_2h_4sU_rep2,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049224
SRR13573508,76649580,7818257160,51,2346,SRX9971590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144612,SAMN17616906,simple,9606,Homo sapiens,GSM5049225,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_3h_4sU,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049225
SRR13573509,55710843,5682505986,51,1700,SRX9971591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144613,SAMN17616905,simple,9606,Homo sapiens,GSM5049226,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_uninf_4h_4sU,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049226
SRR13573510,6415638,654395076,51,196,SRX9971592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144614,SAMN17616904,simple,9606,Homo sapiens,GSM5049227,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_no4sU,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049227
SRR13573511,20619630,2103202260,51,635,SRX9971593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144617,SAMN17616903,simple,9606,Homo sapiens,GSM5049228,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_4hpi_1h_4sU,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",4,GSM5049228
SRR13573512,40134247,4093693194,51,1237,SRX9971594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144615,SAMN17616902,simple,9606,Homo sapiens,GSM5049229,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_5hpi_2h_4sU_rep1,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",5,GSM5049229
SRR13573513,46970267,4790967234,51,1428,SRX9971595,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144616,SAMN17616901,simple,9606,Homo sapiens,GSM5049230,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_5hpi_2h_4sU_rep2,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",5,GSM5049230
SRR13573514,23964269,2444355438,51,730,SRX9971596,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144618,SAMN17616900,simple,9606,Homo sapiens,GSM5049231,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_6hpi_3h_4sU,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",6,GSM5049231
SRR13573515,33143609,3380648118,51,1009,SRX9971597,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144621,SAMN17616899,simple,9606,Homo sapiens,GSM5049232,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",slam_inf_7hpi_4h_4sU,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049232
SRR13573516,25653045,2308774050,90,695,SRX9971598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144619,SAMN17616898,simple,9606,Homo sapiens,GSM5049233,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_cyto_rep1,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049233
SRR13573517,33658490,3029264100,90,905,SRX9971599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144620,SAMN17616897,simple,9606,Homo sapiens,GSM5049234,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_nuc_rep1,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049234
SRR13573518,25059786,2255380740,90,686,SRX9971600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144622,SAMN17616920,simple,9606,Homo sapiens,GSM5049235,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_total_rep1,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049235
SRR13573519,68612282,6175105380,90,1842,SRX9971601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144623,SAMN17616919,simple,9606,Homo sapiens,GSM5049236,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_cyto_rep2,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049236
SRR13573520,15062796,1355651640,90,403,SRX9971602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144624,SAMN17616918,simple,9606,Homo sapiens,GSM5049237,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_nuc_rep2,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049237
SRR13573521,31910592,1860983541,58,551,SRX9971603,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144625,SAMN17616917,simple,9606,Homo sapiens,GSM5049238,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_uninf_total_rep2,"Calu 3 cells, ATCC HTB-55",,"Calu 3 cells, ATCC HTB-55",uninfected,GSM5049238
SRR13573522,90035639,7470555594,82,2219,SRX9971604,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144626,SAMN17616916,simple,9606,Homo sapiens,GSM5049239,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_cyto_rep1,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049239
SRR13573523,64279631,5588515920,86,1679,SRX9971605,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144627,SAMN17616915,simple,9606,Homo sapiens,GSM5049240,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_nuc_rep1,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049240
SRR13573524,63358708,3707577903,58,1097,SRX9971606,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144628,SAMN17616914,simple,9606,Homo sapiens,GSM5049241,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_total_rep1,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049241
SRR13573525,129914179,11692276110,90,3534,SRX9971607,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144629,SAMN17616913,simple,9606,Homo sapiens,GSM5049242,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_cyto_rep2,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049242
SRR13573526,41800254,3762022860,90,1134,SRX9971608,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144630,SAMN17616912,simple,9606,Homo sapiens,GSM5049243,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_nuc_rep2,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049243
SRR13573527,33148646,2123095704,64,634,SRX9971609,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP295094,PRJNA681523,1,"",SRS8144631,SAMN17616911,simple,9606,Homo sapiens,GSM5049244,GEO,SRA1165019,04,2021,Makar,"Calu 3 cells, ATCC HTB-55",frac_inf_7hpi_total_rep2,"Calu 3 cells, ATCC HTB-55",BetaCoV/Germany/BavPat1/2020 Ref-SKU: 026V-03883,"Calu 3 cells, ATCC HTB-55",7,GSM5049244
