Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,mouse age,Sex,appps1 positive/negative,GEO Accession
SRR11875186,20472258,2088022161,,1597,SRX8424868,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736287,SAMN15056010,simple,10090,Mus musculus,GSM4578868,GEO,SRA1081186,06,2020,Roussarie,Brain,JP023 CA1_5months_126C5-Sstr4-#7,Brain,CA1,4-5 months,male,neg,GSM4578868
SRR11875187,25854939,2636490594,,1937,SRX8424869,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736288,SAMN15056009,simple,10090,Mus musculus,GSM4578869,GEO,SRA1081186,06,2020,Roussarie,Brain,JP027 DG_5months_126C5-Sstr4-#19,Brain,DG,4-5 months,male,neg,GSM4578869
SRR11875188,26536472,2705990997,,1998,SRX8424870,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736289,SAMN15056008,simple,10090,Mus musculus,GSM4578870,GEO,SRA1081186,06,2020,Roussarie,Brain,JP028 DG_5months_126C5-Sstr4-#19,Brain,DG,4-5 months,male,neg,GSM4578870
SRR11875189,16295343,1660189638,,1194,SRX8424871,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736290,SAMN15056007,simple,10090,Mus musculus,GSM4578871,GEO,SRA1081186,06,2020,Roussarie,Brain,JP029 DG_5months_126C5-Sstr4-#19,Brain,DG,4-5 months,male,neg,GSM4578871
SRR11875190,36906873,3764501046,51,2229,SRX8424872,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736291,SAMN15056006,simple,10090,Mus musculus,GSM4578872,GEO,SRA1081186,05,2020,Roussarie,Brain,JP033 CA3_5months_Gprin3,Brain,CA3,4-5 months,male,neg,GSM4578872
SRR11875191,34012636,3469288872,51,1959,SRX8424873,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736292,SAMN15056005,simple,10090,Mus musculus,GSM4578873,GEO,SRA1081186,05,2020,Roussarie,Brain,JP034 CA3_5months_Gprin3,Brain,CA3,4-5 months,male,neg,GSM4578873
SRR11875192,31779018,3241459836,51,1914,SRX8424874,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736293,SAMN15056004,simple,10090,Mus musculus,GSM4578874,GEO,SRA1081186,05,2020,Roussarie,Brain,JP035 CA3_5months_Gprin3,Brain,CA3,4-5 months,male,neg,GSM4578874
SRR11875193,25487593,2598890742,,1870,SRX8424875,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736294,SAMN15056003,simple,10090,Mus musculus,GSM4578875,GEO,SRA1081186,06,2020,Roussarie,Brain,JP039 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578875
SRR11875194,24429732,2491229436,,1863,SRX8424876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736295,SAMN15056002,simple,10090,Mus musculus,GSM4578876,GEO,SRA1081186,06,2020,Roussarie,Brain,JP040 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578876
SRR11875195,23578797,2404623480,,1764,SRX8424877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736296,SAMN15056001,simple,10090,Mus musculus,GSM4578877,GEO,SRA1081186,06,2020,Roussarie,Brain,JP041 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578877
SRR11875196,20779370,2114639520,,1539,SRX8424878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736297,SAMN15056000,simple,10090,Mus musculus,GSM4578878,GEO,SRA1081186,06,2020,Roussarie,Brain,JP048 S1_5months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578878
SRR11875197,23072678,2352568341,,1726,SRX8424879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736298,SAMN15055999,simple,10090,Mus musculus,GSM4578879,GEO,SRA1081186,06,2020,Roussarie,Brain,JP049 S1_5months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578879
SRR11875198,23407244,2386795971,,1749,SRX8424880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736299,SAMN15055998,simple,10090,Mus musculus,GSM4578880,GEO,SRA1081186,06,2020,Roussarie,Brain,JP050 S1_5months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578880
SRR11875199,49691987,5068582674,51,3316,SRX8424881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736300,SAMN15055997,simple,10090,Mus musculus,GSM4578881,GEO,SRA1081186,05,2020,Roussarie,Brain,JP070 ECII_12months_199D5-Rasgrp2,Brain,ECII,12 month,male,neg,GSM4578881
SRR11875200,54069175,5515055850,51,3598,SRX8424882,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736301,SAMN15055996,simple,10090,Mus musculus,GSM4578882,GEO,SRA1081186,05,2020,Roussarie,Brain,JP072 ECII_12months_199D5-Rasgrp2,Brain,ECII,12 month,male,neg,GSM4578882
SRR11875201,45964111,4688339322,51,3062,SRX8424883,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736302,SAMN15055995,simple,10090,Mus musculus,GSM4578883,GEO,SRA1081186,05,2020,Roussarie,Brain,JP073 ECII_12months_344N1-Rasgrp2,Brain,ECII,12 month,male,neg,GSM4578883
SRR11875202,32822288,3347873376,51,2157,SRX8424884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736303,SAMN15055994,simple,10090,Mus musculus,GSM4578884,GEO,SRA1081186,05,2020,Roussarie,Brain,JP074 ECII_12months_344N1-Rasgrp2,Brain,ECII,12 month,male,neg,GSM4578884
SRR11875203,42947085,4380602670,51,2826,SRX8424885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736304,SAMN15055993,simple,10090,Mus musculus,GSM4578885,GEO,SRA1081186,05,2020,Roussarie,Brain,JP075 ECII_12months_344N1-Rasgrp2,Brain,ECII,12 month,male,neg,GSM4578885
SRR11875204,52112385,5315463270,51,3457,SRX8424886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736305,SAMN15055992,simple,10090,Mus musculus,GSM4578886,GEO,SRA1081186,05,2020,Roussarie,Brain,JP076 CA2_12months_329L1-Cacng5,Brain,CA2,12 month,male,neg,GSM4578886
SRR11875205,53530777,5460139254,51,3556,SRX8424887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736306,SAMN15055991,simple,10090,Mus musculus,GSM4578887,GEO,SRA1081186,05,2020,Roussarie,Brain,JP077 CA2_12months_329L1-Cacng5,Brain,CA2,12 month,male,neg,GSM4578887
SRR11875206,27754803,2830989906,51,1864,SRX8424888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736307,SAMN15055990,simple,10090,Mus musculus,GSM4578888,GEO,SRA1081186,05,2020,Roussarie,Brain,JP078 CA2_12months_329L1-Cacng5,Brain,CA2,12 month,male,neg,GSM4578888
SRR11875207,67846379,6920330658,51,4616,SRX8424889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736308,SAMN15056031,simple,10090,Mus musculus,GSM4578889,GEO,SRA1081186,05,2020,Roussarie,Brain,JP079 CA1_12months_Cck,Brain,CA1,12 month,male,neg,GSM4578889
SRR11875208,38852267,3962931234,51,2659,SRX8424890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736309,SAMN15056030,simple,10090,Mus musculus,GSM4578890,GEO,SRA1081186,05,2020,Roussarie,Brain,JP080 CA1_12months_Cck,Brain,CA1,12 month,male,neg,GSM4578890
SRR11875209,47260567,4820577834,51,3222,SRX8424891,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736310,SAMN15056029,simple,10090,Mus musculus,GSM4578891,GEO,SRA1081186,05,2020,Roussarie,Brain,JP081 CA1_12months_Cck,Brain,CA1,12 month,male,neg,GSM4578891
SRR11875210,57765058,5892035916,51,3929,SRX8424892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736311,SAMN15056028,simple,10090,Mus musculus,GSM4578892,GEO,SRA1081186,05,2020,Roussarie,Brain,JP082 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578892
SRR11875211,28683446,2925711492,51,1899,SRX8424893,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736312,SAMN15056027,simple,10090,Mus musculus,GSM4578893,GEO,SRA1081186,05,2020,Roussarie,Brain,JP083 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578893
SRR11875212,46216704,4714103808,51,3051,SRX8424894,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736313,SAMN15055989,simple,10090,Mus musculus,GSM4578894,GEO,SRA1081186,05,2020,Roussarie,Brain,JP084 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578894
SRR11875213,56790129,5792593158,51,3797,SRX8424895,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736314,SAMN15055988,simple,10090,Mus musculus,GSM4578895,GEO,SRA1081186,05,2020,Roussarie,Brain,JP085 CA3_12months_Gprin3,Brain,CA3,12 month,male,neg,GSM4578895
SRR11875214,50185128,5118883056,51,3359,SRX8424896,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736315,SAMN15055987,simple,10090,Mus musculus,GSM4578896,GEO,SRA1081186,05,2020,Roussarie,Brain,JP086 CA3_12months_Gprin3,Brain,CA3,12 month,male,neg,GSM4578896
SRR11875215,58450989,5962000878,51,3937,SRX8424897,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736316,SAMN15056026,simple,10090,Mus musculus,GSM4578897,GEO,SRA1081186,05,2020,Roussarie,Brain,JP087 CA3_12months_Gprin3,Brain,CA3,12 month,male,neg,GSM4578897
SRR11875216,48229493,4919408286,51,3178,SRX8424898,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736317,SAMN15056025,simple,10090,Mus musculus,GSM4578898,GEO,SRA1081186,05,2020,Roussarie,Brain,JP089 ECII_12months_307B16-Sh3bgrl2-#26,Brain,ECII,12 month,male,neg,GSM4578898
SRR11875217,42067815,4290917130,51,2826,SRX8424899,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736318,SAMN15056024,simple,10090,Mus musculus,GSM4578899,GEO,SRA1081186,05,2020,Roussarie,Brain,JP090 ECII_12months_307B16-Sh3bgrl2-#26,Brain,ECII,12 month,male,neg,GSM4578899
SRR11875218,53250901,5431591902,51,3519,SRX8424900,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736319,SAMN15056023,simple,10090,Mus musculus,GSM4578900,GEO,SRA1081186,05,2020,Roussarie,Brain,JP091 ECII_5months_307B16-Sh3bgrl2-#26,Brain,ECII,4-5 months,male,neg,GSM4578900
SRR11875219,48147975,4911093450,51,3204,SRX8424901,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736320,SAMN15056022,simple,10090,Mus musculus,GSM4578901,GEO,SRA1081186,05,2020,Roussarie,Brain,JP092 ECII_5months_307B16-Sh3bgrl2-#26,Brain,ECII,4-5 months,male,neg,GSM4578901
SRR11875220,50168579,5117195058,51,3378,SRX8424902,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736321,SAMN15056021,simple,10090,Mus musculus,GSM4578902,GEO,SRA1081186,05,2020,Roussarie,Brain,JP093 ECII_12months_307B16-Sh3bgrl2-#33,Brain,ECII,12 month,male,neg,GSM4578902
SRR11875221,48090446,4905225492,51,3233,SRX8424903,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736322,SAMN15056020,simple,10090,Mus musculus,GSM4578903,GEO,SRA1081186,05,2020,Roussarie,Brain,JP094 ECII_12months_307B16-Sh3bgrl2-#33,Brain,ECII,12 month,male,neg,GSM4578903
SRR11875222,55132821,5623547742,51,3703,SRX8424904,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736323,SAMN15056019,simple,10090,Mus musculus,GSM4578904,GEO,SRA1081186,05,2020,Roussarie,Brain,JP095 ECII_12months_307B16-Sh3bgrl2-#33,Brain,ECII,12 month,male,neg,GSM4578904
SRR11875223,31909433,3254762166,51,2093,SRX8424905,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736324,SAMN15056018,simple,10090,Mus musculus,GSM4578905,GEO,SRA1081186,05,2020,Roussarie,Brain,JP096 DG_12months_126C5-Sstr4-#19,Brain,DG,12 month,male,neg,GSM4578905
SRR11875224,20864677,2128197054,51,1388,SRX8424906,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736325,SAMN15056017,simple,10090,Mus musculus,GSM4578906,GEO,SRA1081186,05,2020,Roussarie,Brain,JP097 DG_12months_126C5-Sstr4-#19,Brain,DG,12 month,male,neg,GSM4578906
SRR11875225,56926549,5806507998,51,3782,SRX8424907,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736326,SAMN15056016,simple,10090,Mus musculus,GSM4578907,GEO,SRA1081186,05,2020,Roussarie,Brain,JP098 DG_12months_126C5-Sstr4-#19,Brain,DG,12 month,male,neg,GSM4578907
SRR11875226,38925807,3970432314,51,2543,SRX8424908,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736327,SAMN15056119,simple,10090,Mus musculus,GSM4578908,GEO,SRA1081186,05,2020,Roussarie,Brain,JP099 CA1_12months_126C5-Sstr4-#7,Brain,CA1,12 month,male,neg,GSM4578908
SRR11875227,39485475,4027518450,51,2576,SRX8424909,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736328,SAMN15056118,simple,10090,Mus musculus,GSM4578909,GEO,SRA1081186,05,2020,Roussarie,Brain,JP100 CA1_12months_126C5-Sstr4-#7,Brain,CA1,12 month,male,neg,GSM4578909
SRR11875228,51012570,5203282140,51,3313,SRX8424910,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736329,SAMN15056117,simple,10090,Mus musculus,GSM4578910,GEO,SRA1081186,05,2020,Roussarie,Brain,JP101 CA1_12months_126C5-Sstr4-#7,Brain,CA1,12 month,male,neg,GSM4578910
SRR11875229,57929842,5908843884,51,3965,SRX8424911,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736330,SAMN15056116,simple,10090,Mus musculus,GSM4578911,GEO,SRA1081186,05,2020,Roussarie,Brain,JP108 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578911
SRR11875230,65923866,6724234332,51,4509,SRX8424912,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736331,SAMN15056115,simple,10090,Mus musculus,GSM4578912,GEO,SRA1081186,05,2020,Roussarie,Brain,JP109 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578912
SRR11875231,40842878,4165973556,51,2776,SRX8424913,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736332,SAMN15056114,simple,10090,Mus musculus,GSM4578913,GEO,SRA1081186,05,2020,Roussarie,Brain,JP110 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578913
SRR11875232,33996492,3467642184,51,2240,SRX8424914,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736333,SAMN15056113,simple,10090,Mus musculus,GSM4578914,GEO,SRA1081186,05,2020,Roussarie,Brain,JP111 V1_12months_181A2-Calca,Brain,V1,12 month,male,neg,GSM4578914
SRR11875233,58118398,5928076596,51,3830,SRX8424915,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736334,SAMN15056112,simple,10090,Mus musculus,GSM4578915,GEO,SRA1081186,05,2020,Roussarie,Brain,JP112 V1_12months_181A2-Calca,Brain,V1,12 month,male,neg,GSM4578915
SRR11875234,44117671,4500002442,51,2915,SRX8424916,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736335,SAMN15056111,simple,10090,Mus musculus,GSM4578916,GEO,SRA1081186,05,2020,Roussarie,Brain,JP113 V1_12months_181A2-Calca,Brain,V1,12 month,male,neg,GSM4578916
SRR11875235,53947372,5502631944,51,3682,SRX8424917,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736336,SAMN15056110,simple,10090,Mus musculus,GSM4578917,GEO,SRA1081186,05,2020,Roussarie,Brain,JP117 S1_12months_68J22-Cartpt,Brain,S1,12 month,male,neg,GSM4578917
SRR11875236,62180419,6342402738,51,4236,SRX8424918,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736337,SAMN15056109,simple,10090,Mus musculus,GSM4578918,GEO,SRA1081186,05,2020,Roussarie,Brain,JP118 S1_12months_68J22-Cartpt,Brain,S1,12 month,male,neg,GSM4578918
SRR11875237,58227856,5939241312,51,3959,SRX8424919,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736338,SAMN15056108,simple,10090,Mus musculus,GSM4578919,GEO,SRA1081186,05,2020,Roussarie,Brain,JP119 S1_12months_68J22-Cartpt,Brain,S1,12 month,male,neg,GSM4578919
SRR11875238,56170693,5729410686,51,3719,SRX8424920,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736339,SAMN15056107,simple,10090,Mus musculus,GSM4578920,GEO,SRA1081186,05,2020,Roussarie,Brain,JP120 S1_4months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578920
