Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR6296047,23417220,1990463700,85,775,ERX5928330,Nic96_IP_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655446,SAMEA8972710,simple,4932,Saccharomyces cerevisiae,SAMEA8972710,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_IP_No3,2021-12-30,2021-12-30,SAMEA8972710,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_IP_No3,baker's yeast,Nic96_IP_No3
ERR6296048,17112771,1454585535,85,571,ERX5928331,Nic96_IP_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655447,SAMEA8972711,simple,4932,Saccharomyces cerevisiae,SAMEA8972711,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_IP_No4,2021-12-30,2021-12-30,SAMEA8972711,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_IP_No4,baker's yeast,Nic96_IP_No4
ERR6296049,33877262,2879567270,85,1088,ERX5928332,Nic96_total_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655448,SAMEA8972712,simple,4932,Saccharomyces cerevisiae,SAMEA8972712,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_total_No1,2021-12-30,2021-12-30,SAMEA8972712,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_total_No1,baker's yeast,Nic96_total_No1
ERR6296050,29387150,2497907750,85,946,ERX5928333,Nic96_total_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655449,SAMEA8972713,simple,4932,Saccharomyces cerevisiae,SAMEA8972713,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_total_No2,2021-12-30,2021-12-30,SAMEA8972713,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_total_No2,baker's yeast,Nic96_total_No2
ERR6296051,21959160,1866528600,85,700,ERX5928334,Nic96_total_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655450,SAMEA8972714,simple,4932,Saccharomyces cerevisiae,SAMEA8972714,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_total_No3,2021-12-30,2021-12-30,SAMEA8972714,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_total_No3,baker's yeast,Nic96_total_No3
ERR6296052,39816139,3384371815,85,1275,ERX5928335,Nic96_total_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655451,SAMEA8972715,simple,4932,Saccharomyces cerevisiae,SAMEA8972715,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nic96_total_No4,2021-12-30,2021-12-30,SAMEA8972715,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nic96_total_No4,baker's yeast,Nic96_total_No4
ERR6296053,6340191,538916235,85,215,ERX5928336,Nsp1_IP_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655452,SAMEA8972716,simple,4932,Saccharomyces cerevisiae,SAMEA8972716,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_IP_No1,2021-12-30,2021-12-30,SAMEA8972716,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_IP_No1,baker's yeast,Nsp1_IP_No1
ERR6296054,8708057,740184845,85,293,ERX5928337,Nsp1_IP_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655453,SAMEA8972717,simple,4932,Saccharomyces cerevisiae,SAMEA8972717,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_IP_No2,2021-12-30,2021-12-30,SAMEA8972717,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_IP_No2,baker's yeast,Nsp1_IP_No2
ERR6296055,15482592,1316020320,85,514,ERX5928338,Nsp1_IP_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655454,SAMEA8972718,simple,4932,Saccharomyces cerevisiae,SAMEA8972718,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_IP_No3,2021-12-30,2021-12-30,SAMEA8972718,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_IP_No3,baker's yeast,Nsp1_IP_No3
ERR6296056,13926590,1183760150,85,467,ERX5928339,Nsp1_IP_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655455,SAMEA8972719,simple,4932,Saccharomyces cerevisiae,SAMEA8972719,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_IP_No4,2021-12-30,2021-12-30,SAMEA8972719,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_IP_No4,baker's yeast,Nsp1_IP_No4
ERR6296057,27522455,2339408675,85,913,ERX5928340,Nsp1_total_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655456,SAMEA8972720,simple,4932,Saccharomyces cerevisiae,SAMEA8972720,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_total_No1,2021-12-30,2021-12-30,SAMEA8972720,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_total_No1,baker's yeast,Nsp1_total_No1
ERR6296058,38365453,3261063505,85,1264,ERX5928341,Nsp1_total_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655457,SAMEA8972721,simple,4932,Saccharomyces cerevisiae,SAMEA8972721,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_total_No2,2021-12-30,2021-12-30,SAMEA8972721,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_total_No2,baker's yeast,Nsp1_total_No2
ERR6296059,29311494,2491476990,85,966,ERX5928342,Nsp1_total_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655458,SAMEA8972722,simple,4932,Saccharomyces cerevisiae,SAMEA8972722,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_total_No3,2021-12-30,2021-12-30,SAMEA8972722,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_total_No3,baker's yeast,Nsp1_total_No3
ERR6296060,32618789,2772597065,85,1075,ERX5928343,Nsp1_total_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655459,SAMEA8972723,simple,4932,Saccharomyces cerevisiae,SAMEA8972723,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nsp1_total_No4,2021-12-30,2021-12-30,SAMEA8972723,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nsp1_total_No4,baker's yeast,Nsp1_total_No4
ERR6296061,12849775,1092230875,85,429,ERX5928344,Nup57_IP_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655460,SAMEA8972724,simple,4932,Saccharomyces cerevisiae,SAMEA8972724,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_IP_No1,2021-12-30,2021-12-30,SAMEA8972724,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_IP_No1,baker's yeast,Nup57_IP_No1
ERR6296062,15529547,1320011495,85,515,ERX5928345,Nup57_IP_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655461,SAMEA8972725,simple,4932,Saccharomyces cerevisiae,SAMEA8972725,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_IP_No2,2021-12-30,2021-12-30,SAMEA8972725,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_IP_No2,baker's yeast,Nup57_IP_No2
ERR6296063,15906130,1352021050,85,530,ERX5928346,Nup57_IP_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655462,SAMEA8972726,simple,4932,Saccharomyces cerevisiae,SAMEA8972726,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_IP_No3,2021-12-30,2021-12-30,SAMEA8972726,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_IP_No3,baker's yeast,Nup57_IP_No3
ERR6296064,14335224,1218494040,85,474,ERX5928347,Nup57_IP_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655463,SAMEA8972727,simple,4932,Saccharomyces cerevisiae,SAMEA8972727,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_IP_No4,2021-12-30,2021-12-30,SAMEA8972727,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_IP_No4,baker's yeast,Nup57_IP_No4
ERR6296065,32457022,2758846870,85,1071,ERX5928348,Nup57_total_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655464,SAMEA8972728,simple,4932,Saccharomyces cerevisiae,SAMEA8972728,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_total_No1,2021-12-30,2021-12-30,SAMEA8972728,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_total_No1,baker's yeast,Nup57_total_No1
ERR6296066,43230349,3674579665,85,1440,ERX5928349,Nup57_total_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655465,SAMEA8972729,simple,4932,Saccharomyces cerevisiae,SAMEA8972729,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_total_No2,2021-12-30,2021-12-30,SAMEA8972729,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_total_No2,baker's yeast,Nup57_total_No2
ERR6296067,61284228,5209159380,85,2039,ERX5928350,Nup57_total_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655466,SAMEA8972730,simple,4932,Saccharomyces cerevisiae,SAMEA8972730,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_total_No3,2021-12-30,2021-12-30,SAMEA8972730,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_total_No3,baker's yeast,Nup57_total_No3
ERR6296068,52531145,4465147325,85,1764,ERX5928351,Nup57_total_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655467,SAMEA8972731,simple,4932,Saccharomyces cerevisiae,SAMEA8972731,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Nup57_total_No4,2021-12-30,2021-12-30,SAMEA8972731,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Nup57_total_No4,baker's yeast,Nup57_total_No4
ERR6296069,18541569,1576033365,85,591,ERX5928352,Seh1_IP_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655468,SAMEA8972732,simple,4932,Saccharomyces cerevisiae,SAMEA8972732,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_IP_No1,2021-12-30,2021-12-30,SAMEA8972732,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_IP_No1,baker's yeast,Seh1_IP_No1
ERR6296070,18883520,1605099200,85,599,ERX5928353,Seh1_IP_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655469,SAMEA8972733,simple,4932,Saccharomyces cerevisiae,SAMEA8972733,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_IP_No2,2021-12-30,2021-12-30,SAMEA8972733,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_IP_No2,baker's yeast,Seh1_IP_No2
ERR6296071,17957988,1526428980,85,578,ERX5928354,Seh1_IP_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655470,SAMEA8972734,simple,4932,Saccharomyces cerevisiae,SAMEA8972734,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_IP_No3,2021-12-30,2021-12-30,SAMEA8972734,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_IP_No3,baker's yeast,Seh1_IP_No3
ERR6296072,14412964,1225101940,85,457,ERX5928355,Seh1_IP_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655471,SAMEA8972735,simple,4932,Saccharomyces cerevisiae,SAMEA8972735,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_IP_No4,2021-12-30,2021-12-30,SAMEA8972735,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_IP_No4,baker's yeast,Seh1_IP_No4
ERR6296073,27299887,2320490395,85,873,ERX5928356,Seh1_total_No1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655472,SAMEA8972736,simple,4932,Saccharomyces cerevisiae,SAMEA8972736,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_total_No1,2021-12-30,2021-12-30,SAMEA8972736,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_total_No1,baker's yeast,Seh1_total_No1
ERR6296074,26634351,2263919835,85,842,ERX5928357,Seh1_total_No2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655473,SAMEA8972737,simple,4932,Saccharomyces cerevisiae,SAMEA8972737,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_total_No2,2021-12-30,2021-12-30,SAMEA8972737,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_total_No2,baker's yeast,Seh1_total_No2
ERR6296075,26043877,2213729545,85,837,ERX5928358,Seh1_total_No3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655474,SAMEA8972738,simple,4932,Saccharomyces cerevisiae,SAMEA8972738,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_total_No3,2021-12-30,2021-12-30,SAMEA8972738,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_total_No3,baker's yeast,Seh1_total_No3
ERR6296076,25445610,2162876850,85,808,ERX5928359,Seh1_total_No4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,ERP130543,PRJEB46361,1,"",ERS6655475,SAMEA8972739,simple,4932,Saccharomyces cerevisiae,SAMEA8972739,European Molecular Biology Laboratory,ERA5252052,01,2022,Makar,"",Seh1_total_No4,2021-12-30,2021-12-30,SAMEA8972739,EMBL,European Molecular Biology Laboratory,2021-12-30T00:11:52Z,2021-12-30T00:11:52Z,public,Seh1_total_No4,baker's yeast,Seh1_total_No4
