Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,promotor driving flag,tissue,fraction
SRR17799068,36113060,10833918000,150,3624,SRX13961194,GSM5841618,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801308,SAMN25351897,simple,6239,Caenorhabditis elegans,GSM5841618,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Muscle_total.Rep_2,Whole tissue lysate,WBM1339,wbmIs118,:rpl-22: myo-3,All tissues,
SRR17799067,84922766,25476829800,150,8503,SRX13961195,GSM5841619,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801307,SAMN25351896,simple,6239,Caenorhabditis elegans,GSM5841619,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Muscle_total.Rep_3,Whole tissue lysate,WBM1339,wbmIs118,:rpl-22: myo-3,All tissues,
SRR17799066,33686024,3368602400,50,1034,SRX13961196,GSM5841620,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801309,SAMN25351895,simple,6239,Caenorhabditis elegans,GSM5841620,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (A),NeuroA_IP.Rep_1,SKI TRIP from neurons (A),MSD473,wbmls99,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799065,35228693,3522869300,50,1079,SRX13961197,GSM5841621,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801310,SAMN25351894,simple,6239,Caenorhabditis elegans,GSM5841621,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (A),NeuroA_IP.Rep_2,SKI TRIP from neurons (A),MSD473,wbmls99,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799064,35181476,3518147600,50,1078,SRX13961198,GSM5841622,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801311,SAMN25351893,simple,6239,Caenorhabditis elegans,GSM5841622,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (A),NeuroA_IP.Rep_3,SKI TRIP from neurons (A),MSD473,wbmls99,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799063,26210653,2621065300,50,795,SRX13961199,GSM5841623,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801312,SAMN25351892,simple,6239,Caenorhabditis elegans,GSM5841623,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroA_total.Rep_1,Whole tissue lysate,MSD473,wbmls99,:rpl-22: rab-3,All tissues,
SRR17799062,31379109,3137910900,50,947,SRX13961200,GSM5841624,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801313,SAMN25351891,simple,6239,Caenorhabditis elegans,GSM5841624,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroA_total.Rep_2,Whole tissue lysate,MSD473,wbmls99,:rpl-22: rab-3,All tissues,
SRR17799061,24006026,2400602600,50,746,SRX13961201,GSM5841625,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801314,SAMN25351890,simple,6239,Caenorhabditis elegans,GSM5841625,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroA_total.Rep_3,Whole tissue lysate,MSD473,wbmls99,:rpl-22: rab-3,All tissues,
SRR17799060,51997656,15599296800,150,5316,SRX13961202,GSM5841626,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801315,SAMN25351889,simple,6239,Caenorhabditis elegans,GSM5841626,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (B),NeuroB_IP.Rep_1,SKI TRIP from neurons (B),WBM1471,wbmIs133,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799059,29572208,8871662400,150,2994,SRX13961203,GSM5841627,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801316,SAMN25351888,simple,6239,Caenorhabditis elegans,GSM5841627,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (B),NeuroB_IP.Rep_2,SKI TRIP from neurons (B),WBM1471,wbmIs133,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799058,87099367,26129810100,150,8951,SRX13961204,GSM5841628,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801317,SAMN25351887,simple,6239,Caenorhabditis elegans,GSM5841628,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from neurons (B),NeuroB_IP.Rep_3,SKI TRIP from neurons (B),WBM1471,wbmIs133,:rpl-22: rab-3,Neurons,RNA from neuron-specific ribosome IP
SRR17799057,32998972,9899691600,150,3437,SRX13961205,GSM5841629,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801318,SAMN25351886,simple,6239,Caenorhabditis elegans,GSM5841629,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroB_total.Rep_1,Whole tissue lysate,WBM1471,wbmIs133,:rpl-22: rab-3,All tissues,
SRR17799056,45644487,13693346100,150,4571,SRX13961206,GSM5841630,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801319,SAMN25351885,simple,6239,Caenorhabditis elegans,GSM5841630,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroB_total.Rep_2,Whole tissue lysate,WBM1471,wbmIs133,:rpl-22: rab-3,All tissues,
SRR17799042,40970986,4097098600,50,1241,SRX13961207,GSM5841645,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801320,SAMN25351870,simple,6239,Caenorhabditis elegans,GSM5841645,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP.Rep_2,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799034,30502953,3050295300,50,924,SRX13961208,GSM5841653,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801321,SAMN25351862,simple,6239,Caenorhabditis elegans,GSM5841653,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf_2.Rep_1,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,"RNA from 60S, 80S and polysome fractions"
SRR17799026,47365939,4736593900,50,1440,SRX13961209,GSM5841661,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801322,SAMN25351854,simple,6239,Caenorhabditis elegans,GSM5841661,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,WT_PolProf.Rep_3,Polysome profiling of whole tissue lysate,Wildtype Bristol N2,x,:rpl-22: x,All tissues,RNA from polysome fractions
SRR17799055,75223300,22566990000,150,7619,SRX13961210,GSM5841631,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801323,SAMN25351884,simple,6239,Caenorhabditis elegans,GSM5841631,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,NeuroB_total.Rep_3,Whole tissue lysate,WBM1471,wbmIs133,:rpl-22: rab-3,All tissues,
SRR17799054,41657255,12497176500,150,4114,SRX13961211,GSM5841632,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801324,SAMN25351883,simple,6239,Caenorhabditis elegans,GSM5841632,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from soma,Soma_IP.Rep_1,SKI TRIP from soma,WBM1364,wbmIs119,:rpl-22: eft-3,Soma,RNA from soma-specific ribosome IP
SRR17799053,33291887,9987566100,150,3353,SRX13961212,GSM5841633,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801325,SAMN25351882,simple,6239,Caenorhabditis elegans,GSM5841633,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from soma,Soma_IP.Rep_2,SKI TRIP from soma,WBM1364,wbmIs119,:rpl-22: eft-3,Soma,RNA from soma-specific ribosome IP
SRR17799052,39965301,11989590300,150,4020,SRX13961213,GSM5841634,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801326,SAMN25351881,simple,6239,Caenorhabditis elegans,GSM5841634,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from soma,Soma_IP.Rep_3,SKI TRIP from soma,WBM1364,wbmIs119,:rpl-22: eft-3,Soma,RNA from soma-specific ribosome IP
SRR17799051,82772506,24831751800,150,8214,SRX13961214,GSM5841635,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801327,SAMN25351880,simple,6239,Caenorhabditis elegans,GSM5841635,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Soma_total.Rep_1,Whole tissue lysate,WBM1364,wbmIs119,:rpl-22: eft-3,All tissues,
SRR17799050,71692137,21507641100,150,7166,SRX13961215,GSM5841636,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801328,SAMN25351879,simple,6239,Caenorhabditis elegans,GSM5841636,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Soma_total.Rep_2,Whole tissue lysate,WBM1364,wbmIs119,:rpl-22: eft-3,All tissues,
SRR17799049,83151607,24945482100,150,8320,SRX13961216,GSM5841637,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801329,SAMN25351878,simple,6239,Caenorhabditis elegans,GSM5841637,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Soma_total.Rep_3,Whole tissue lysate,WBM1364,wbmIs119,:rpl-22: eft-3,All tissues,
SRR17799048,31514399,3151439900,50,949,SRX13961217,GSM5841638,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801330,SAMN25351877,simple,6239,Caenorhabditis elegans,GSM5841638,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from all tissues,UBI_IP.Rep_1,SKI TRIP from all tissues,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from ribosome IP
SRR17799047,23000194,2300019400,50,684,SRX13961218,GSM5841639,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801333,SAMN25351876,simple,6239,Caenorhabditis elegans,GSM5841639,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from all tissues,UBI_IP.Rep_2,SKI TRIP from all tissues,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from ribosome IP
SRR17799046,37801785,3780178500,50,1134,SRX13961219,GSM5841640,RIP-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801331,SAMN25351875,simple,6239,Caenorhabditis elegans,GSM5841640,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,SKI TRIP from all tissues,UBI_IP.Rep_3,SKI TRIP from all tissues,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from ribosome IP
SRR17799045,31379813,3137981300,50,947,SRX13961220,GSM5841641,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801332,SAMN25351874,simple,6239,Caenorhabditis elegans,GSM5841641,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,UBI_total.Rep_1,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799044,29574606,2957460600,50,893,SRX13961221,GSM5841642,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801334,SAMN25351873,simple,6239,Caenorhabditis elegans,GSM5841642,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,UBI_total.Rep_2,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799043,38520646,3852064600,50,1171,SRX13961222,GSM5841643,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801335,SAMN25351872,simple,6239,Caenorhabditis elegans,GSM5841643,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,UBI_total.Rep_3,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799041,41144382,4114438200,50,1241,SRX13961223,GSM5841644,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801336,SAMN25351871,simple,6239,Caenorhabditis elegans,GSM5841644,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP.Rep_1,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799040,50291257,5029125700,50,1517,SRX13961224,GSM5841646,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801337,SAMN25351869,simple,6239,Caenorhabditis elegans,GSM5841646,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP.Rep_3,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799039,30409725,3040972500,50,926,SRX13961225,GSM5841647,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801339,SAMN25351868,simple,6239,Caenorhabditis elegans,GSM5841647,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf.Rep_1,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from polysome fractions
SRR17799038,28742511,2874251100,50,872,SRX13961226,GSM5841648,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801338,SAMN25351867,simple,6239,Caenorhabditis elegans,GSM5841648,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf.Rep_2,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from polysome fractions
SRR17799037,34451069,3445106900,50,1032,SRX13961227,GSM5841649,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801340,SAMN25351866,simple,6239,Caenorhabditis elegans,GSM5841649,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf.Rep_3,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,RNA from polysome fractions
SRR17799036,38442012,3844201200,50,1163,SRX13961228,GSM5841650,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801341,SAMN25351865,simple,6239,Caenorhabditis elegans,GSM5841650,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP_2.Rep_1,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799035,38808012,3880801200,50,1174,SRX13961229,GSM5841651,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801342,SAMN25351864,simple,6239,Caenorhabditis elegans,GSM5841651,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP_2.Rep_2,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799033,32290270,3229027000,50,984,SRX13961230,GSM5841652,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801343,SAMN25351863,simple,6239,Caenorhabditis elegans,GSM5841652,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,Ubiquitous_Total_PP_2.Rep_3,Whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,
SRR17799032,64278263,6427826300,50,1926,SRX13961231,GSM5841654,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801344,SAMN25351861,simple,6239,Caenorhabditis elegans,GSM5841654,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf_2.Rep_2,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,"RNA from 60S, 80S and polysome fractions"
SRR17799031,38362984,3836298400,50,1156,SRX13961232,GSM5841655,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801345,SAMN25351860,simple,6239,Caenorhabditis elegans,GSM5841655,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Polysome profiling of whole tissue lysate,Ubiquitous_PolProf_2.Rep_3,Polysome profiling of whole tissue lysate,MSD470,rpl-22(wbm58),:rpl-22: endogenous rpl-22,All tissues,"RNA from 60S, 80S and polysome fractions"
SRR17799030,31653112,3165311200,50,962,SRX13961233,GSM5841656,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801346,SAMN25351859,simple,6239,Caenorhabditis elegans,GSM5841656,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,WT_Total_PP.Rep_1,Whole tissue lysate,Wildtype Bristol N2,x,:rpl-22: x,All tissues,
SRR17799029,51615378,5161537800,50,1550,SRX13961234,GSM5841657,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP357164,PRJNA801467,37056370,"",SRS11801347,SAMN25351858,simple,6239,Caenorhabditis elegans,GSM5841657,Harvard T.H. Chan School of Public,SRA1363890,01,2022,Wester,Whole tissue lysate,WT_Total_PP.Rep_2,Whole tissue lysate,Wildtype Bristol N2,x,:rpl-22: x,All tissues,
