Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,treatment,geo_loc_name,collection_date,genotype
SRR19850664,85759393,25727817900,150,8145,SRX15894251,GSM6266968,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583161,SAMN29351787,simple,9606,Homo sapiens,GSM6266968,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C6_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,missing,missing,
SRR19850663,71549409,21464822700,150,6762,SRX15894252,GSM6266969,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583162,SAMN29351786,simple,9606,Homo sapiens,GSM6266969,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C16_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,missing,missing,
SRR19850662,83493222,25047966600,150,7946,SRX15894253,GSM6266970,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583163,SAMN29351785,simple,9606,Homo sapiens,GSM6266970,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_DMSO_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,missing,missing,
SRR19850661,79019162,23705748600,150,7531,SRX15894254,GSM6266971,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583164,SAMN29351784,simple,9606,Homo sapiens,GSM6266971,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C6_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,missing,missing,
SRR19850660,71729125,21518737500,150,6810,SRX15894255,GSM6266972,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583165,SAMN29351783,simple,9606,Homo sapiens,GSM6266972,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C16_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,missing,missing,
SRR19850659,66320906,19896271800,150,6301,SRX15894256,GSM6266973,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583166,SAMN29351782,simple,9606,Homo sapiens,GSM6266973,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_DMSO_Rep3,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 0.1% DMSO,missing,missing,
SRR19850658,71046266,21313879800,150,6694,SRX15894257,GSM6266974,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583167,SAMN29351781,simple,9606,Homo sapiens,GSM6266974,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C6_Rep3,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 2 uM C6,missing,missing,
SRR19850650,27322300,2049172500,75,639,SRX15894258,GSM6266983,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP383559,PRJNA852784,1,"",SRS13583168,SAMN29351772,simple,9606,Homo sapiens,GSM6266983,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_GenomewideCRISPRScreens_C6_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 2 uM C6,missing,missing,
SRR19850657,70142738,21042821400,150,6698,SRX15894259,GSM6266975,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583169,SAMN29351780,simple,9606,Homo sapiens,GSM6266975,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_C16_Rep3,MV4_11,MV4_11,MLL-rearranged leukemia,48 Hour treatment with 100 nM C16,missing,missing,
SRR19850656,7662067,1149310050,150,366,SRX15894260,GSM6266976,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583170,SAMN29351779,simple,9606,Homo sapiens,GSM6266976,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_DMSO_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 0.1% DMSO,missing,missing,
SRR19850655,8979797,1346969550,150,421,SRX15894261,GSM6266977,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583171,SAMN29351778,simple,9606,Homo sapiens,GSM6266977,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_C6_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 2 uM C6,missing,missing,
SRR19850654,4341735,651260250,150,199,SRX15894262,GSM6266978,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583172,SAMN29351777,simple,9606,Homo sapiens,GSM6266978,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_C16_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 100 nM C16,missing,missing,
SRR19850653,4985491,747823650,150,229,SRX15894263,GSM6266979,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583173,SAMN29351776,simple,9606,Homo sapiens,GSM6266979,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_DMSO_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 0.1% DMSO,missing,missing,
SRR19850652,5620579,843086850,150,259,SRX15894264,GSM6266980,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583174,SAMN29351775,simple,9606,Homo sapiens,GSM6266980,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_C6_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 2 uM C6,missing,missing,
SRR19850651,5754633,863194950,150,266,SRX15894265,GSM6266981,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS13583175,SAMN29351774,simple,9606,Homo sapiens,GSM6266981,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_TargetedCRISPRScreens_C16_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 100 nM C16,missing,missing,
SRR19850649,24820503,1861537725,75,577,SRX15894266,GSM6266982,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP383559,PRJNA852784,1,"",SRS13583176,SAMN29351773,simple,9606,Homo sapiens,GSM6266982,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_GenomewideCRISPRScreens_DMSO_Rep1,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 0.1% DMSO,missing,missing,
SRR19850648,28100401,2107530075,75,649,SRX15894267,GSM6266984,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP383559,PRJNA852784,1,"",SRS13583177,SAMN29351771,simple,9606,Homo sapiens,GSM6266984,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_GenomewideCRISPRScreens_DMSO_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 0.1% DMSO,missing,missing,
SRR19850647,22469871,1685240325,75,521,SRX15894268,GSM6266985,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP383559,PRJNA852784,1,"",SRS13583178,SAMN29351770,simple,9606,Homo sapiens,GSM6266985,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4_11_GenomewideCRISPRScreens_C6_Rep2,MV4_11,MV4_11,MLL-rearranged leukemia,Treated with 2 uM C6,missing,missing,
SRR20661324,87602718,26456020836,151,8004,SRX16684299,GSM6401933,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315569,SAMN29984010,simple,9606,Homo sapiens,GSM6401933,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_DMSO_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.2% DMSO,missing,missing,
SRR20661323,91033531,27492126362,151,8346,SRX16684300,GSM6401934,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315570,SAMN29984009,simple,9606,Homo sapiens,GSM6401934,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,
SRR20661322,78318744,23652260688,151,7165,SRX16684301,GSM6401935,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315571,SAMN29984008,simple,9606,Homo sapiens,GSM6401935,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_ABBV075_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR20661321,80565869,24330892438,151,7446,SRX16684302,GSM6401936,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315572,SAMN29984007,simple,9606,Homo sapiens,GSM6401936,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16+ABBV075_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR20661320,84499645,25518892790,151,7751,SRX16684303,GSM6401937,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315573,SAMN29984006,simple,9606,Homo sapiens,GSM6401937,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_DMSO_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.2% DMSO,missing,missing,
SRR20661319,80712688,24375231776,151,7391,SRX16684304,GSM6401938,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315574,SAMN29984005,simple,9606,Homo sapiens,GSM6401938,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,
SRR20661318,76612539,23136986778,151,7023,SRX16684305,GSM6401939,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315576,SAMN29984004,simple,9606,Homo sapiens,GSM6401939,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_ABBV075_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR20661317,87963335,26564927170,151,8081,SRX16684306,GSM6401940,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315575,SAMN29984003,simple,9606,Homo sapiens,GSM6401940,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16+ABBV075_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR20661316,74179781,22402293862,151,6850,SRX16684307,GSM6401941,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315577,SAMN29984002,simple,9606,Homo sapiens,GSM6401941,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_DMSO_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.2% DMSO,missing,missing,
SRR20661315,79885608,24125453616,151,7374,SRX16684308,GSM6401942,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315578,SAMN29984001,simple,9606,Homo sapiens,GSM6401942,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,
SRR20661314,73238407,22117998914,151,6795,SRX16684309,GSM6401943,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315581,SAMN29984000,simple,9606,Homo sapiens,GSM6401943,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_ABBV075_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR20661313,84830599,25618840898,151,7823,SRX16684310,GSM6401944,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS14315579,SAMN29983999,simple,9606,Homo sapiens,GSM6401944,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_2_C16+ABBV075_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16 and 2.5 nM mivebresib (ABBV-075),missing,missing,
SRR24014274,98839782,29849614164,151,9711,SRX19817096,GSM7123562,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177529,SAMN33981426,simple,9606,Homo sapiens,GSM7123562,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_DMSO_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,control
SRR24014273,109413352,33042832304,151,10632,SRX19817097,GSM7123563,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177531,SAMN33981425,simple,9606,Homo sapiens,GSM7123563,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_DMSO_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,control
SRR24014272,110276720,33303569440,151,10814,SRX19817098,GSM7123564,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177530,SAMN33981424,simple,9606,Homo sapiens,GSM7123564,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_DMSO_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,control
SRR24014271,105360272,31818802144,151,10463,SRX19817099,GSM7123565,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177532,SAMN33981423,simple,9606,Homo sapiens,GSM7123565,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_DMSO_Rep4,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,control
SRR24014270,133189099,40223107898,151,13051,SRX19817100,GSM7123566,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177533,SAMN33981422,simple,9606,Homo sapiens,GSM7123566,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_C16_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,control
SRR24014269,85358284,25778201768,151,8398,SRX19817101,GSM7123567,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177534,SAMN33981421,simple,9606,Homo sapiens,GSM7123567,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_C16_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,control
SRR24014268,91830819,27732907338,151,8930,SRX19817102,GSM7123568,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177535,SAMN33981420,simple,9606,Homo sapiens,GSM7123568,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_C16_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,control
SRR24014267,100340103,30302711106,151,9943,SRX19817103,GSM7123569,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177536,SAMN33981419,simple,9606,Homo sapiens,GSM7123569,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_C16_Rep4,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,control
SRR24014266,102366926,30914811652,151,10131,SRX19817104,GSM7123570,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177537,SAMN33981418,simple,9606,Homo sapiens,GSM7123570,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_DMSO_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,RPL22KO
SRR24014265,163857892,49485083384,151,16420,SRX19817105,GSM7123571,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177538,SAMN33981417,simple,9606,Homo sapiens,GSM7123571,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_DMSO_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,RPL22KO
SRR24014264,128586316,38833067432,151,12670,SRX19817106,GSM7123572,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177539,SAMN33981416,simple,9606,Homo sapiens,GSM7123572,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_DMSO_Rep3,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,RPL22KO
SRR24014263,136833064,41323585328,151,13417,SRX19817107,GSM7123573,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177540,SAMN33981415,simple,9606,Homo sapiens,GSM7123573,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_DMSO_Rep4,MV4_11,MV4_11,Cell Line,48 Hour treatment with 0.1% DMSO,missing,missing,RPL22KO
SRR24014262,96959236,29281689272,151,9480,SRX19817108,GSM7123574,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177541,SAMN33981414,simple,9606,Homo sapiens,GSM7123574,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_C16_Rep1,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,RPL22KO
SRR24014261,107336362,32415581324,151,10586,SRX19817109,GSM7123575,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP383559,PRJNA852784,1,"",SRS17177542,SAMN33981413,simple,9606,Homo sapiens,GSM7123575,Vanderbilt University Medical Center,SRA1615546,07,2023,Makar,MV4_11,MV4-11_RNAseq_3_RPL22KO_C16_Rep2,MV4_11,MV4_11,Cell Line,48 Hour treatment with 100 nM C16,missing,missing,RPL22KO
