Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR24449472,15761568,409727281,26,136,SRX20236594,GSM7300114,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570535,SAMN34601612,simple,4932,Saccharomyces cerevisiae,GSM7300114,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449473,35621847,926468744,26,311,SRX20236594,GSM7300114,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570535,SAMN34601612,simple,4932,Saccharomyces cerevisiae,GSM7300114,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449470,24908175,647471651,25,215,SRX20236595,GSM7300115,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570536,SAMN34601611,simple,4932,Saccharomyces cerevisiae,GSM7300115,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pZ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449471,32925288,855870483,25,290,SRX20236595,GSM7300115,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570536,SAMN34601611,simple,4932,Saccharomyces cerevisiae,GSM7300115,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pZ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449468,28825045,749280408,25,245,SRX20236596,GSM7300116,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570537,SAMN34601610,simple,4932,Saccharomyces cerevisiae,GSM7300116,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pZ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449469,47978075,1247138840,25,415,SRX20236596,GSM7300116,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570537,SAMN34601610,simple,4932,Saccharomyces cerevisiae,GSM7300116,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, GCN4, pZ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449466,9832318,255548038,25,86,SRX20236597,GSM7300117,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570538,SAMN34601609,simple,4932,Saccharomyces cerevisiae,GSM7300117,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,GCN4 PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449467,27500602,714750794,25,241,SRX20236597,GSM7300117,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570538,SAMN34601609,simple,4932,Saccharomyces cerevisiae,GSM7300117,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,GCN4 PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449464,13731190,356883159,25,119,SRX20236598,GSM7300118,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570539,SAMN34601608,simple,4932,Saccharomyces cerevisiae,GSM7300118,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,GCN4 PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449465,23730849,616778387,25,210,SRX20236598,GSM7300118,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570539,SAMN34601608,simple,4932,Saccharomyces cerevisiae,GSM7300118,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,GCN4 PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449462,9862618,256343127,25,87,SRX20236599,GSM7300119,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570540,SAMN34601607,simple,4932,Saccharomyces cerevisiae,GSM7300119,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,GCN4 PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449463,17383094,451809808,25,155,SRX20236599,GSM7300119,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570540,SAMN34601607,simple,4932,Saccharomyces cerevisiae,GSM7300119,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,GCN4 PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449460,7749136,201408721,25,68,SRX20236600,GSM7300120,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570541,SAMN34601606,simple,4932,Saccharomyces cerevisiae,GSM7300120,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,GCN4 PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449461,15342487,398766385,25,137,SRX20236600,GSM7300120,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570541,SAMN34601606,simple,4932,Saccharomyces cerevisiae,GSM7300120,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pre-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,GCN4 PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449458,17615762,457844557,25,152,SRX20236601,GSM7300121,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570542,SAMN34601605,simple,4932,Saccharomyces cerevisiae,GSM7300121,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449459,20556621,534287860,25,183,SRX20236601,GSM7300121,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570542,SAMN34601605,simple,4932,Saccharomyces cerevisiae,GSM7300121,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449456,10587842,275184268,25,92,SRX20236602,GSM7300122,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570543,SAMN34601604,simple,4932,Saccharomyces cerevisiae,GSM7300122,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449457,23897474,621107743,25,210,SRX20236602,GSM7300122,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570543,SAMN34601604,simple,4932,Saccharomyces cerevisiae,GSM7300122,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pTFC1 barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,pre-anyhydrotetracycline,missing,missing
SRR24449454,9421937,244894009,25,84,SRX20236603,GSM7300123,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570545,SAMN34601603,simple,4932,Saccharomyces cerevisiae,GSM7300123,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449455,12481474,324415201,25,113,SRX20236603,GSM7300123,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570545,SAMN34601603,simple,4932,Saccharomyces cerevisiae,GSM7300123,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, pοst-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 1",dual barcode plasmid library,dual barcode plasmid library,pTFC1 barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449452,11004188,286014501,25,96,SRX20236604,GSM7300124,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570544,SAMN34601602,simple,4932,Saccharomyces cerevisiae,GSM7300124,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
SRR24449453,18347133,476866087,25,163,SRX20236604,GSM7300124,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP436161,PRJNA967638,37214807,"",SRS17570544,SAMN34601602,simple,4932,Saccharomyces cerevisiae,GSM7300124,"Ingolia, MCB, University of California - Berkeley",SRA1633505,05,2023,Diamond,dual barcode plasmid library,"PCL5-P2A-ZEM CiBER, post-gRNA induction, gcn4Δ, pΖ barcodes, biol rep 2",dual barcode plasmid library,dual barcode plasmid library,pZ barcode,gcn4delta PCL5-P2A-ZEM,post-anyhydrotetracycline,missing,missing
