Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,strain,Sex,genotype,assay
SRR19217730,35291588,10658059576,151,3395,SRX15281707,GSM6153497,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013107,SAMN28447090,simple,10090,Mus musculus,GSM6153497,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male3, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,RNAseq
SRR19217731,35853451,10827742202,151,3448,SRX15281707,GSM6153497,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013107,SAMN28447090,simple,10090,Mus musculus,GSM6153497,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male3, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217728,34039335,10279879170,151,3265,SRX15281708,GSM6153498,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013108,SAMN28447089,simple,10090,Mus musculus,GSM6153498,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female2, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217729,34454554,10405275308,151,3302,SRX15281708,GSM6153498,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013108,SAMN28447089,simple,10090,Mus musculus,GSM6153498,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female2, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217726,26287588,7938851576,151,2535,SRX15281709,GSM6153499,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013109,SAMN28447088,simple,10090,Mus musculus,GSM6153499,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female3, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217727,26575655,8025847810,151,2561,SRX15281709,GSM6153499,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013109,SAMN28447088,simple,10090,Mus musculus,GSM6153499,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female3, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217724,32125851,9702007002,151,3099,SRX15281710,GSM6153500,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013110,SAMN28447087,simple,10090,Mus musculus,GSM6153500,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male1, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217725,32636233,9856142366,151,3151,SRX15281710,GSM6153500,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013110,SAMN28447087,simple,10090,Mus musculus,GSM6153500,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male1, RNAseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,Riboseq
SRR19217722,26095363,7880799626,151,2510,SRX15281711,GSM6153501,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013111,SAMN28447086,simple,10090,Mus musculus,GSM6153501,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,control male2 RNAseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,Riboseq
SRR19217723,26323564,7949716328,151,2530,SRX15281711,GSM6153501,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013111,SAMN28447086,simple,10090,Mus musculus,GSM6153501,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,control male2 RNAseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
SRR19217720,29390497,8875930094,151,2840,SRX15281712,GSM6153502,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013112,SAMN28447085,simple,10090,Mus musculus,GSM6153502,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,control male3 RNAseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
SRR19217721,29739675,8981381850,151,2871,SRX15281712,GSM6153502,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013112,SAMN28447085,simple,10090,Mus musculus,GSM6153502,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,control male3 RNAseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
SRR19217718,69186569,5258179244,76,1433,SRX15281713,GSM6153503,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013113,SAMN28447084,simple,10090,Mus musculus,GSM6153503,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO female1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,RNAseq
SRR19217719,70291316,5342140016,76,1457,SRX15281713,GSM6153503,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013113,SAMN28447084,simple,10090,Mus musculus,GSM6153503,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO female1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,RNAseq
SRR19217716,69751166,5301088616,76,1445,SRX15281714,GSM6153504,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013114,SAMN28447083,simple,10090,Mus musculus,GSM6153504,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO female2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,RNAseq
SRR19217717,70322082,5344478232,76,1458,SRX15281714,GSM6153504,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013114,SAMN28447083,simple,10090,Mus musculus,GSM6153504,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO female2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,RNAseq
SRR19217714,63100151,4795611476,76,1305,SRX15281715,GSM6153505,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013115,SAMN28447082,simple,10090,Mus musculus,GSM6153505,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,CKO female3 Riboseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,RNAseq
SRR19217715,63587517,4832651292,76,1316,SRX15281715,GSM6153505,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013115,SAMN28447082,simple,10090,Mus musculus,GSM6153505,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,CKO female3 Riboseq,E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,RNAseq
SRR19217712,71426306,5428399256,76,1490,SRX15281716,GSM6153506,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013116,SAMN28447081,simple,10090,Mus musculus,GSM6153506,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,RNAseq
SRR19217713,72197186,5486986136,76,1507,SRX15281716,GSM6153506,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013116,SAMN28447081,simple,10090,Mus musculus,GSM6153506,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,RNAseq
SRR19217710,68731996,5223631696,76,1428,SRX15281717,GSM6153507,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013117,SAMN28447080,simple,10090,Mus musculus,GSM6153507,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,RNAseq
SRR19217711,69238126,5262097576,76,1440,SRX15281717,GSM6153507,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013117,SAMN28447080,simple,10090,Mus musculus,GSM6153507,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,RNAseq
SRR19217708,65276136,4960986336,76,1354,SRX15281718,GSM6153508,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013118,SAMN28447079,simple,10090,Mus musculus,GSM6153508,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,RNAseq
SRR19217709,65870387,5006149412,76,1367,SRX15281718,GSM6153508,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013118,SAMN28447079,simple,10090,Mus musculus,GSM6153508,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"CKO male3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217706,66346743,5042352468,76,1375,SRX15281719,GSM6153509,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013119,SAMN28447078,simple,10090,Mus musculus,GSM6153509,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217707,67011546,5092877496,76,1390,SRX15281719,GSM6153509,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013119,SAMN28447078,simple,10090,Mus musculus,GSM6153509,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,cKO,Riboseq
SRR19217704,52997624,4027819424,76,1096,SRX15281720,GSM6153510,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013120,SAMN28447077,simple,10090,Mus musculus,GSM6153510,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217705,53382602,4057077752,76,1105,SRX15281720,GSM6153510,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013120,SAMN28447077,simple,10090,Mus musculus,GSM6153510,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control female3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217702,65361295,4967458420,76,1363,SRX15281721,GSM6153511,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013121,SAMN28447076,simple,10090,Mus musculus,GSM6153511,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,cKO,Riboseq
SRR19217703,66014560,5017106560,76,1378,SRX15281721,GSM6153511,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013121,SAMN28447076,simple,10090,Mus musculus,GSM6153511,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male1, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,Riboseq
SRR19217700,54863851,4169652676,76,1136,SRX15281722,GSM6153512,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013122,SAMN28447075,simple,10090,Mus musculus,GSM6153512,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,female,WT,Riboseq
SRR19217701,55066281,4185037356,76,1142,SRX15281722,GSM6153512,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013122,SAMN28447075,simple,10090,Mus musculus,GSM6153512,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male2, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
SRR19217698,71572938,5439543288,76,1479,SRX15281723,GSM6153513,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013123,SAMN28447074,simple,10090,Mus musculus,GSM6153513,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
SRR19217699,72589247,5516782772,76,1501,SRX15281723,GSM6153513,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP375353,PRJNA838490,35762573,"",SRS13013123,SAMN28447074,simple,10090,Mus musculus,GSM6153513,"Molecular Genetics and Microbiology, Duke University School of Medicine",SRA1420799,05,2022,Hoye,E11.5 neocortex,"control male3, Riboseq",E11.5 neocortex,E11.5 neocortex,C57BL/6J,male,WT,Riboseq
