Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,tissue lineage,treatment medium,treatment length,genotype,date experiment was sequenced,GEO Accession
SRR7073131,27568782,1378439100,50,745,SRX4003579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225381,SAMN08993044,simple,9606,Homo sapiens,GSM3118938,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_arg_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118938
SRR7073132,23335306,1166765300,50,639,SRX4003580,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225382,SAMN08993043,simple,9606,Homo sapiens,GSM3118939,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_argtorin1_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine + 250 nM Torin1,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118939
SRR7073133,27001811,1350090550,50,727,SRX4003581,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225383,SAMN08993042,simple,9606,Homo sapiens,GSM3118940,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_leu_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118940
SRR7073134,20372171,1018608550,50,556,SRX4003582,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225384,SAMN08993041,simple,9606,Homo sapiens,GSM3118941,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_leutorin1_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine + 250 nM Torin1,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118941
SRR7073135,26546885,1327344250,50,721,SRX4003583,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225385,SAMN08993034,simple,9606,Homo sapiens,GSM3118942,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_rich_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118942
SRR7073136,26044347,1302217350,50,703,SRX4003584,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225386,SAMN08993033,simple,9606,Homo sapiens,GSM3118943,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",293t_hrgfp_richtorin1_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS + 250 nM Torin1,3 hours,AAVS1-iCAG:hrGFP,March 2016,GSM3118943
SRR7073137,20172333,1008616650,50,548,SRX4003585,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225387,SAMN08993032,simple,9606,Homo sapiens,GSM3118944,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",293t_ragbwt_arg_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,3 hours,AAVS1-iCAG:Flag-RagB-WT,March 2016,GSM3118944
SRR7073138,24034388,1201719400,50,651,SRX4003586,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225388,SAMN08993031,simple,9606,Homo sapiens,GSM3118945,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",293t_ragbwt_leu_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,3 hours,AAVS1-iCAG:Flag-RagB-WT,March 2016,GSM3118945
SRR7073139,25209594,1260479700,50,686,SRX4003587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225389,SAMN08993030,simple,9606,Homo sapiens,GSM3118946,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",293t_ragbwt_rich_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-WT",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,3 hours,AAVS1-iCAG:Flag-RagB-WT,March 2016,GSM3118946
SRR7073140,19464818,973240900,50,525,SRX4003588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225390,SAMN08993029,simple,9606,Homo sapiens,GSM3118947,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",293t_ragbq99l_arg_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,3 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2016,GSM3118947
SRR7073141,19836388,991819400,50,537,SRX4003589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225391,SAMN08993028,simple,9606,Homo sapiens,GSM3118948,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",293t_ragbq99l_leu_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,3 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2016,GSM3118948
SRR7073142,22913764,1145688200,50,626,SRX4003590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225392,SAMN08993027,simple,9606,Homo sapiens,GSM3118949,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",293t_ragbq99l_rich_3h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,3 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2016,GSM3118949
SRR7073143,28025175,1401258750,50,690,SRX4003591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225393,SAMN08993026,simple,9606,Homo sapiens,GSM3118950,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",hrgfp_arg_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,6 hours,AAVS1-iCAG:hrGFP,March 2017,GSM3118950
SRR7073144,23818188,1190909400,50,594,SRX4003592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225394,SAMN08993025,simple,9606,Homo sapiens,GSM3118951,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",hrgfp_leu_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,6 hours,AAVS1-iCAG:hrGFP,March 2017,GSM3118951
SRR7073145,13680004,684000200,50,345,SRX4003593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225395,SAMN08993024,simple,9606,Homo sapiens,GSM3118952,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",hrgfp_rich_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:hrGFP",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,6 hours,AAVS1-iCAG:hrGFP,March 2017,GSM3118952
SRR7073146,17520893,876044650,50,435,SRX4003594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225396,SAMN08993023,simple,9606,Homo sapiens,GSM3118953,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",ragbq99l_arg_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,6 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2017,GSM3118953
SRR7073147,23226387,1161319350,50,583,SRX4003595,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225397,SAMN08993022,simple,9606,Homo sapiens,GSM3118954,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",ragbq99l_leu_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,6 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2017,GSM3118954
SRR7073148,15577094,778854700,50,390,SRX4003596,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225398,SAMN08993021,simple,9606,Homo sapiens,GSM3118955,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",ragbq99l_rich_6h,"HEK293T cells, ATCC CRL-3216 + AAVS1:Flag-RagB-Q99L",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,6 hours,AAVS1-iCAG:Flag-RagB-Q99L,March 2017,GSM3118955
SRR7073149,24887108,1244355400,50,611,SRX4003597,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225399,SAMN08993020,simple,9606,Homo sapiens,GSM3118956,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216, GCN2 KO",gcn2ko_arg_6h,"HEK293T cells, ATCC CRL-3216, GCN2 KO",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,6 hours,complete GCN2 knockout,March 2017,GSM3118956
SRR7073150,19622145,981107250,50,484,SRX4003598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225400,SAMN08993019,simple,9606,Homo sapiens,GSM3118957,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216, GCN2 KO",gcn2ko_leu_6h,"HEK293T cells, ATCC CRL-3216, GCN2 KO",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,6 hours,complete GCN2 knockout,March 2017,GSM3118957
SRR7073151,22678717,1133935850,50,561,SRX4003599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225401,SAMN08993018,simple,9606,Homo sapiens,GSM3118958,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216, GCN2 KO",gcn2ko_rich_6h,"HEK293T cells, ATCC CRL-3216, GCN2 KO",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,6 hours,complete GCN2 knockout,March 2017,GSM3118958
SRR7073152,11072695,553634750,50,276,SRX4003600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225402,SAMN08993017,simple,9606,Homo sapiens,GSM3118959,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216",293t_arg_6h,"HEK293T cells, ATCC CRL-3216",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Arginine,6 hours,wild type,March 2017,GSM3118959
SRR7073153,15056766,752838300,50,378,SRX4003601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225403,SAMN08993016,simple,9606,Homo sapiens,GSM3118960,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216",293t_leu_6h,"HEK293T cells, ATCC CRL-3216",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS −Leucine,6 hours,wild type,March 2017,GSM3118960
SRR7073154,16256429,812821450,50,408,SRX4003602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP143452,PRJNA453915,30029003,"",SRS3225404,SAMN08993015,simple,9606,Homo sapiens,GSM3118961,GEO,SRA696853,07,2018,Darnell,"HEK293T cells, ATCC CRL-3216",293t_rich_6h,"HEK293T cells, ATCC CRL-3216",HEK293T,embryonic kidney,DMEM + 10% dialyzed FBS,6 hours,wild type,March 2017,GSM3118961
