Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,genotype,batch,GEO Accession
SRR11919585,25923776,5184755200,100,3192,SRX8465980,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767199,SAMN15096369,simple,10090,Mus musculus,GSM4589667,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_3_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,hypomorphic mutant for n-Tr20,Batch 1,GSM4589667
SRR11919586,30694663,6138932600,100,3751,SRX8465981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767200,SAMN15096368,simple,10090,Mus musculus,GSM4589668,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_4_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,hypomorphic mutant for n-Tr20,Batch 1,GSM4589668
SRR11919587,37739584,7547916800,100,4624,SRX8465982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767201,SAMN15096367,simple,10090,Mus musculus,GSM4589669,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_Tg_1_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,Tg(n-Tr20),Batch 1,GSM4589669
SRR11919588,31881474,6376294800,100,3912,SRX8465983,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767202,SAMN15096366,simple,10090,Mus musculus,GSM4589670,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_Tg_2_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,Tg(n-Tr20),Batch 1,GSM4589670
SRR11919589,41711759,8342351800,100,5108,SRX8465984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767203,SAMN15096365,simple,10090,Mus musculus,GSM4589671,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_Tg_3_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,Tg(n-Tr20),Batch 1,GSM4589671
SRR11919590,31850702,6370140400,100,3943,SRX8465985,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767204,SAMN15096364,simple,10090,Mus musculus,GSM4589672,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_Tg_4_batch1_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,Tg(n-Tr20),Batch 1,GSM4589672
SRR11919591,75690569,15138113800,100,6054,SRX8465986,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767205,SAMN15096363,simple,10090,Mus musculus,GSM4589673,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_Tg_4_batch2_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,Tg(n-Tr20),Batch 2,GSM4589673
SRR11919592,37066884,7413376800,100,2924,SRX8465987,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767206,SAMN15096362,simple,10090,Mus musculus,GSM4589674,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_del_1_batch2_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,n-Tr20 -/-,Batch 2,GSM4589674
SRR11919593,30019580,6003916000,100,2410,SRX8465988,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767207,SAMN15096361,simple,10090,Mus musculus,GSM4589675,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_del_2_batch2_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,n-Tr20 -/-,Batch 2,GSM4589675
SRR11919594,26726973,5345394600,100,2130,SRX8465989,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767208,SAMN15096360,simple,10090,Mus musculus,GSM4589676,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_del_3_batch2_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,n-Tr20 -/-,Batch 2,GSM4589676
SRR11919595,29630745,5926149000,100,2360,SRX8465990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP265841,PRJNA637076,32853550,"",SRS6767209,SAMN15096359,simple,10090,Mus musculus,GSM4589677,GEO,SRA1082889,06,2020,Kapur,Forebrain,B6J_nTr20_del_4_batch2_forebrain_RNA,Forebrain,C57BL/6J,Forebrain,8 weeks old,n-Tr20 -/-,Batch 2,GSM4589677
SRR11919596,50344976,10169685152,101,4163,SRX8465991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767210,SAMN15096391,simple,10090,Mus musculus,GSM4589678,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_1_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 3,GSM4589678
SRR11919597,63060977,12738317354,101,5344,SRX8465992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767211,SAMN15096390,simple,10090,Mus musculus,GSM4589679,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_2_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 3,GSM4589679
SRR11919598,52094087,10523005574,101,4256,SRX8465993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767212,SAMN15096389,simple,10090,Mus musculus,GSM4589680,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_3_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 3,GSM4589680
SRR11919599,77698039,15695003878,101,6362,SRX8465994,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767213,SAMN15096388,simple,10090,Mus musculus,GSM4589681,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_1_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 3,GSM4589681
SRR11919600,52234657,10551400714,101,4363,SRX8465995,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767214,SAMN15096387,simple,10090,Mus musculus,GSM4589682,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_2_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 3,GSM4589682
SRR11919601,44155422,8919395244,101,3718,SRX8465996,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767215,SAMN15096386,simple,10090,Mus musculus,GSM4589683,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_3_hippocampus_RNA,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 3,GSM4589683
SRR11919602,81882736,6223087936,76,2155,SRX8465997,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767216,SAMN15096385,simple,10090,Mus musculus,GSM4589684,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_1_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 4,GSM4589684
SRR11919603,67137307,5102435332,76,1779,SRX8465998,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767217,SAMN15096384,simple,10090,Mus musculus,GSM4589685,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_2_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 4,GSM4589685
SRR11919604,71447459,5430006884,76,1850,SRX8465999,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767218,SAMN15096383,simple,10090,Mus musculus,GSM4589686,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_3_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,wild-type n-Tr20,Batch 4,GSM4589686
SRR11919605,37786800,2871796800,76,982,SRX8466000,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767219,SAMN15096382,simple,10090,Mus musculus,GSM4589687,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_1_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 4,GSM4589687
SRR11919606,73739940,5604235440,76,1926,SRX8466001,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767220,SAMN15096381,simple,10090,Mus musculus,GSM4589688,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_2_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 4,GSM4589688
SRR11919607,65165577,4952583852,76,1707,SRX8466002,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP265841,PRJNA637076,32853550,"",SRS6767221,SAMN15096380,simple,10090,Mus musculus,GSM4589689,GEO,SRA1082889,06,2020,Kapur,Hippocampus,B6N_nTr20_del_3_hippocampus_Ribo,Hippocampus,C57BL/6NJ,Hippocampus,8 weeks old,n-Tr20 -/-,Batch 4,GSM4589689
