Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,growth condition,sample type,genotype,GEO Accession
SRR10434817,13973731,712660281,51,418,SRX7130769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640113,SAMN13264902,simple,4932,Saccharomyces cerevisiae,GSM4158397,GEO,SRA994628,07,2020,Makar,Yeast,TS naa10Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158404
SRR10434818,14010093,714514743,51,419,SRX7130769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640113,SAMN13264902,simple,4932,Saccharomyces cerevisiae,GSM4158397,GEO,SRA994628,07,2020,Makar,Yeast,TS naa10Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158405
SRR10434819,16923640,863105640,51,506,SRX7130770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640114,SAMN13264901,simple,4932,Saccharomyces cerevisiae,GSM4158398,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158406
SRR10434820,16700073,851703723,51,499,SRX7130770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640114,SAMN13264901,simple,4932,Saccharomyces cerevisiae,GSM4158398,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158407
SRR10434821,16859338,859826238,51,504,SRX7130770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640114,SAMN13264901,simple,4932,Saccharomyces cerevisiae,GSM4158398,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158408
SRR10434822,15309098,780763998,51,457,SRX7130771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640115,SAMN13264900,simple,4932,Saccharomyces cerevisiae,GSM4158399,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158409
SRR10434823,15142770,772281270,51,451,SRX7130771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640115,SAMN13264900,simple,4932,Saccharomyces cerevisiae,GSM4158399,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158410
SRR10434824,15190711,774726261,51,453,SRX7130771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640115,SAMN13264900,simple,4932,Saccharomyces cerevisiae,GSM4158399,GEO,SRA994628,07,2020,Makar,Yeast,TS naa20Δ rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158411
SRR10434825,12859432,655831032,51,418,SRX7130772,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640116,SAMN13264899,simple,4932,Saccharomyces cerevisiae,GSM4158400,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158412
SRR10434826,12746085,650050335,51,416,SRX7130772,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640116,SAMN13264899,simple,4932,Saccharomyces cerevisiae,GSM4158400,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158413
SRR10434827,12753389,650422839,51,415,SRX7130772,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640116,SAMN13264899,simple,4932,Saccharomyces cerevisiae,GSM4158400,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158414
SRR10434828,12812990,653462490,51,418,SRX7130772,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640116,SAMN13264899,simple,4932,Saccharomyces cerevisiae,GSM4158400,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158415
SRR10434829,14366124,732672324,51,470,SRX7130773,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640117,SAMN13264898,simple,4932,Saccharomyces cerevisiae,GSM4158401,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158416
SRR10434830,14252998,726902898,51,468,SRX7130773,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640117,SAMN13264898,simple,4932,Saccharomyces cerevisiae,GSM4158401,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158417
SRR10434831,14259183,727218333,51,467,SRX7130773,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640117,SAMN13264898,simple,4932,Saccharomyces cerevisiae,GSM4158401,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158418
SRR10434832,14301647,729383997,51,470,SRX7130773,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640117,SAMN13264898,simple,4932,Saccharomyces cerevisiae,GSM4158401,GEO,SRA994628,07,2020,Makar,Yeast,TL WT rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158419
SRR10434833,14035145,715792395,51,458,SRX7130774,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640118,SAMN13264897,simple,4932,Saccharomyces cerevisiae,GSM4158402,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158420
SRR10434834,13927136,710283936,51,456,SRX7130774,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640118,SAMN13264897,simple,4932,Saccharomyces cerevisiae,GSM4158402,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158421
SRR10434835,13948411,711368961,51,456,SRX7130774,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640118,SAMN13264897,simple,4932,Saccharomyces cerevisiae,GSM4158402,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158422
SRR10434836,13989631,713471181,51,459,SRX7130774,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640118,SAMN13264897,simple,4932,Saccharomyces cerevisiae,GSM4158402,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158423
SRR10434837,15136351,771953901,51,492,SRX7130775,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640119,SAMN13264896,simple,4932,Saccharomyces cerevisiae,GSM4158403,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158424
SRR10434838,15012350,765629850,51,490,SRX7130775,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640119,SAMN13264896,simple,4932,Saccharomyces cerevisiae,GSM4158403,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158425
SRR10434839,15016382,765835482,51,489,SRX7130775,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640119,SAMN13264896,simple,4932,Saccharomyces cerevisiae,GSM4158403,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158426
SRR10434840,15091189,769650639,51,493,SRX7130775,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640119,SAMN13264896,simple,4932,Saccharomyces cerevisiae,GSM4158403,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158427
SRR10434841,15361504,783436704,51,493,SRX7130776,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640120,SAMN13264895,simple,4932,Saccharomyces cerevisiae,GSM4158404,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158394
SRR10434842,15243328,777409728,51,492,SRX7130776,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640120,SAMN13264895,simple,4932,Saccharomyces cerevisiae,GSM4158404,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158395
SRR10434843,15248279,777662229,51,491,SRX7130776,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640120,SAMN13264895,simple,4932,Saccharomyces cerevisiae,GSM4158404,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158396
SRR10434844,15304258,780517158,51,494,SRX7130776,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640120,SAMN13264895,simple,4932,Saccharomyces cerevisiae,GSM4158404,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158397
SRR10434845,13668960,697116960,51,446,SRX7130777,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640121,SAMN13264894,simple,4932,Saccharomyces cerevisiae,GSM4158405,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158398
SRR10434846,13550920,691096920,51,444,SRX7130777,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640121,SAMN13264894,simple,4932,Saccharomyces cerevisiae,GSM4158405,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158399
SRR10434847,13555481,691329531,51,443,SRX7130777,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640121,SAMN13264894,simple,4932,Saccharomyces cerevisiae,GSM4158405,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158400
SRR10434848,13631410,695201910,51,447,SRX7130777,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640121,SAMN13264894,simple,4932,Saccharomyces cerevisiae,GSM4158405,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158401
SRR10434849,46492588,2371121988,51,1426,SRX7130778,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640122,SAMN13264893,simple,4932,Saccharomyces cerevisiae,GSM4158406,GEO,SRA994628,07,2020,Makar,Yeast,TL hmlΔ rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158402
SRR10434850,20011658,1020594558,51,621,SRX7130779,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640123,SAMN13264892,simple,4932,Saccharomyces cerevisiae,GSM4158407,GEO,SRA994628,07,2020,Makar,Yeast,TL hmlΔ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158403
SRR10434851,14478562,738406662,51,445,SRX7130780,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640124,SAMN13264891,simple,4932,Saccharomyces cerevisiae,GSM4158408,GEO,SRA994628,07,2020,Makar,Yeast,TL hmlΔ naa10Δ rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158404
SRR10434852,56579534,2885556234,51,1725,SRX7130781,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640125,SAMN13264890,simple,4932,Saccharomyces cerevisiae,GSM4158409,GEO,SRA994628,07,2020,Makar,Yeast,TL hmlΔ naa10Δ rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158405
SRR10434853,6916343,352733493,51,173,SRX7130782,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640126,SAMN13264889,simple,4932,Saccharomyces cerevisiae,GSM4158410,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158406
SRR10434854,6978312,355893912,51,163,SRX7130782,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640126,SAMN13264889,simple,4932,Saccharomyces cerevisiae,GSM4158410,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158407
SRR10434855,6780001,345780051,51,149,SRX7130782,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640126,SAMN13264889,simple,4932,Saccharomyces cerevisiae,GSM4158410,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158408
SRR10434856,6701033,341752683,51,152,SRX7130782,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640126,SAMN13264889,simple,4932,Saccharomyces cerevisiae,GSM4158410,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158409
SRR10434857,8734921,445480971,51,215,SRX7130783,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640127,SAMN13264888,simple,4932,Saccharomyces cerevisiae,GSM4158411,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158410
SRR10434858,8806358,449124258,51,202,SRX7130783,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640127,SAMN13264888,simple,4932,Saccharomyces cerevisiae,GSM4158411,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158411
SRR10434859,8495981,433295031,51,184,SRX7130783,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640127,SAMN13264888,simple,4932,Saccharomyces cerevisiae,GSM4158411,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158412
SRR10434860,8409892,428904492,51,186,SRX7130783,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640127,SAMN13264888,simple,4932,Saccharomyces cerevisiae,GSM4158411,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SCD rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158413
SRR10434861,8651420,441222420,51,212,SRX7130784,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640128,SAMN13264887,simple,4932,Saccharomyces cerevisiae,GSM4158412,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158414
SRR10434862,8716909,444562359,51,199,SRX7130784,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640128,SAMN13264887,simple,4932,Saccharomyces cerevisiae,GSM4158412,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158415
SRR10434863,8470092,431974692,51,182,SRX7130784,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640128,SAMN13264887,simple,4932,Saccharomyces cerevisiae,GSM4158412,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158416
SRR10434864,8386152,427693752,51,185,SRX7130784,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640128,SAMN13264887,simple,4932,Saccharomyces cerevisiae,GSM4158412,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158417
SRR10434865,9888254,504300954,51,242,SRX7130785,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640129,SAMN13264922,simple,4932,Saccharomyces cerevisiae,GSM4158413,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158418
SRR10434866,9987464,509360664,51,229,SRX7130785,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640129,SAMN13264922,simple,4932,Saccharomyces cerevisiae,GSM4158413,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158419
SRR10434867,8653090,441307590,51,187,SRX7130785,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640129,SAMN13264922,simple,4932,Saccharomyces cerevisiae,GSM4158413,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158420
SRR10434868,8536342,435353442,51,189,SRX7130785,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640129,SAMN13264922,simple,4932,Saccharomyces cerevisiae,GSM4158413,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ SCD rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158421
