Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,sample name,strain,substrain
ERR2001767,7618699,385520130,50,219,ERX2061636,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779115,SAMEA104115222,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115222,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 25",2019-02-25,2017-06-07,SAMEA104115222,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 25,ALE Day 25,K-12,MG1655
ERR2001768,6749385,341565474,50,198,ERX2061637,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779116,SAMEA104115223,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115223,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 27",2019-02-25,2017-06-07,SAMEA104115223,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 27,ALE Day 27,K-12,MG1655
ERR2001769,5140331,260137406,50,151,ERX2061638,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779117,SAMEA104115224,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115224,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 28",2019-02-25,2017-06-07,SAMEA104115224,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 28,ALE Day 28,K-12,MG1655
ERR2001770,7495847,379344979,50,228,ERX2061639,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779118,SAMEA104115225,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115225,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 29",2019-02-25,2017-06-07,SAMEA104115225,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 29,ALE Day 29,K-12,MG1655
ERR2001771,6434711,325622091,50,196,ERX2061640,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779119,SAMEA104115226,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115226,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 30",2019-02-25,2017-06-07,SAMEA104115226,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 30,ALE Day 30,K-12,MG1655
ERR2001772,5587826,282739632,50,148,ERX2061641,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779120,SAMEA104115227,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115227,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 35",2019-02-25,2017-06-07,SAMEA104115227,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 35,ALE Day 35,K-12,MG1655
ERR2001773,4372604,221276045,50,125,ERX2061642,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779121,SAMEA104115228,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115228,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 40",2019-02-25,2017-06-07,SAMEA104115228,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 40,ALE Day 40,K-12,MG1655
ERR2001774,6049784,306081502,50,159,ERX2061643,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779122,SAMEA104115229,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115229,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 45",2019-02-25,2017-06-07,SAMEA104115229,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 45,ALE Day 45,K-12,MG1655
ERR2001775,3965445,200668450,50,110,ERX2061644,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779123,SAMEA104115230,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115230,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 50",2019-02-25,2017-06-07,SAMEA104115230,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 50,ALE Day 50,K-12,MG1655
ERR2001776,4456318,225504293,50,118,ERX2061645,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779124,SAMEA104115231,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115231,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 55",2019-02-25,2017-06-07,SAMEA104115231,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 55,ALE Day 55,K-12,MG1655
ERR2001777,8625518,436507766,50,254,ERX2061646,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779125,SAMEA104115232,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115232,KAIST,ERA953838,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 60",2019-02-25,2017-06-07,SAMEA104115232,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T08:59:53Z,public,ALE Day 60,ALE Day 60,K-12,MG1655
ERR2001826,5397889,546337176,50,314,ERX2061695,unspecified,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779175,SAMEA104115282,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115282,KAIST,ERA953842,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 33",2019-02-25,2017-06-07,SAMEA104115282,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T10:15:49Z,public,ALE Day 33,ALE Day 33,K-12,MG1655
ERR2001827,4568188,462277622,50,268,ERX2061696,unspecified,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779176,SAMEA104115283,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115283,KAIST,ERA953842,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 37",2019-02-25,2017-06-07,SAMEA104115283,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T10:15:49Z,public,ALE Day 37,ALE Day 37,K-12,MG1655
ERR2001828,5851730,592162468,50,331,ERX2061697,unspecified,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779177,SAMEA104115284,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115284,KAIST,ERA953842,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 43",2019-02-25,2017-06-07,SAMEA104115284,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T10:15:49Z,public,ALE Day 43,ALE Day 43,K-12,MG1655
ERR2001829,5703969,577294447,50,326,ERX2061698,unspecified,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779178,SAMEA104115285,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115285,KAIST,ERA953842,02,2019,Makar,"","Whole Genome Resequencing, ALE Day 62",2019-02-25,2017-06-07,SAMEA104115285,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T10:15:49Z,public,ALE Day 62,ALE Day 62,K-12,MG1655
ERR2001831,2258540,114283151,50,63,ERX2061700,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779210,SAMEA104115317,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115317,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 0, eMS57 Rep 1",2019-02-25,2017-06-07,SAMEA104115317,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 0, eMS57 Rep 1","Additional ALE Day 0, eMS57 Rep 1",K-12,MG1655
ERR2001832,2811955,142284328,50,78,ERX2061701,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779211,SAMEA104115318,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115318,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 0, eMS57 Rep 2",2019-02-25,2017-06-07,SAMEA104115318,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 0, eMS57 Rep 2","Additional ALE Day 0, eMS57 Rep 2",K-12,MG1655
ERR2001833,2706071,136895736,50,75,ERX2061702,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779212,SAMEA104115319,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115319,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 29, eMS57 Rep 1",2019-02-25,2017-06-07,SAMEA104115319,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 29, eMS57 Rep 1","Additional ALE Day 29, eMS57 Rep 1",K-12,MG1655
ERR2001834,2351778,118976971,50,65,ERX2061703,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779213,SAMEA104115320,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115320,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 29, eMS57 Rep 2",2019-02-25,2017-06-07,SAMEA104115320,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 29, eMS57 Rep 2","Additional ALE Day 29, eMS57 Rep 2",K-12,MG1655
ERR2001835,2365780,117343031,49,62,ERX2061704,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779214,SAMEA104115321,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115321,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 0, eMS57mutS+ Rep 1",2019-02-25,2017-06-07,SAMEA104115321,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 0, eMS57mutS+ Rep 1","Additional ALE Day 0, eMS57mutS+ Rep 1",K-12,MG1655
ERR2001836,2867490,142215623,49,74,ERX2061705,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779215,SAMEA104115322,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115322,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 0, eMS57mutS+ Rep 2",2019-02-25,2017-06-07,SAMEA104115322,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 0, eMS57mutS+ Rep 2","Additional ALE Day 0, eMS57mutS+ Rep 2",K-12,MG1655
ERR2001837,2125740,105435339,49,55,ERX2061706,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779216,SAMEA104115323,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115323,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 29, eMS57mutS+ Rep 1",2019-02-25,2017-06-07,SAMEA104115323,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 29, eMS57mutS+ Rep 1","Additional ALE Day 29, eMS57mutS+ Rep 1",K-12,MG1655
ERR2001838,2103167,104314845,49,54,ERX2061707,unspecified,WGS,size fractionation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779217,SAMEA104115324,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104115324,KAIST,ERA953860,02,2019,Makar,"","Whole Genome Resequencing, Additional ALE Day 29, eMS57mutS+ Rep 2",2019-02-25,2017-06-07,SAMEA104115324,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-07T12:26:29Z,public,"Additional ALE Day 29, eMS57mutS+ Rep 2","Additional ALE Day 29, eMS57mutS+ Rep 2",K-12,MG1655
ERR2002447,1523821,77070529,50,39,ERX2062316,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779902,SAMEA104116009,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116009,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, MG1655_Mock",2019-02-25,2017-06-08,SAMEA104116009,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, MG1655_Mock","ChIP-Seq, MG1655_Mock",K-12,MG1655
ERR2002448,1494140,75533038,50,37,ERX2062317,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779903,SAMEA104116010,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116010,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, MG1655_Rep1",2019-02-25,2017-06-08,SAMEA104116010,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, MG1655_Rep1","ChIP-Seq, MG1655_Rep1",K-12,MG1655
ERR2002449,1816635,91852339,50,45,ERX2062318,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779904,SAMEA104116011,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116011,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, MG1655_Rep2",2019-02-25,2017-06-08,SAMEA104116011,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, MG1655_Rep2","ChIP-Seq, MG1655_Rep2",K-12,MG1655
ERR2002450,2275676,114900240,50,59,ERX2062319,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779905,SAMEA104116012,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116012,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, eMS57_Mock",2019-02-25,2017-06-08,SAMEA104116012,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, eMS57_Mock","ChIP-Seq, eMS57_Mock",K-12,MG1655
ERR2002451,2357189,118880479,50,61,ERX2062320,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779906,SAMEA104116013,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116013,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, eMS57_Rep1",2019-02-25,2017-06-08,SAMEA104116013,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, eMS57_Rep1","ChIP-Seq, eMS57_Rep1",K-12,MG1655
ERR2002452,2685537,135797489,50,69,ERX2062321,unspecified,ChIP-Seq,ChIP,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1779907,SAMEA104116014,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104116014,KAIST,ERA953970,02,2019,Makar,"","ChIP-Seq of RpoD, eMS57_Rep2",2019-02-25,2017-06-08,SAMEA104116014,KAIST,KAIST,2019-02-25T17:03:14Z,2017-06-08T05:15:36Z,public,"ChIP-Seq, eMS57_Rep2","ChIP-Seq, eMS57_Rep2",K-12,MG1655
ERR2097558,12887743,646658880,50,414,ERX2154872,unspecified,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1875664,SAMEA104216646,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104216646,KAIST,ERA990483,02,2019,Makar,"",RNA-Seq_MG1655_Rep1,2019-02-25,2017-08-16,SAMEA104216646,KAIST,KAIST,2019-02-25T17:03:15Z,2017-08-16T12:49:10Z,public,RNA-Seq_MG1655_Rep1,RNA-Seq_MG1655_Rep1,K-12,MG1655
ERR2097559,10415833,522456488,50,334,ERX2154873,unspecified,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1875665,SAMEA104216647,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104216647,KAIST,ERA990483,02,2019,Makar,"",RNA-Seq_MG1655_Rep2,2019-02-25,2017-08-16,SAMEA104216647,KAIST,KAIST,2019-02-25T17:03:15Z,2017-08-16T12:49:10Z,public,RNA-Seq_MG1655_Rep2,RNA-Seq_MG1655_Rep2,K-12,MG1655
ERR2097560,10529156,527697213,50,343,ERX2154874,unspecified,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1875666,SAMEA104216648,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104216648,KAIST,ERA990483,02,2019,Makar,"",RNA-Seq_eMS57_Rep1,2019-02-25,2017-08-16,SAMEA104216648,KAIST,KAIST,2019-02-25T17:03:15Z,2017-08-16T12:49:10Z,public,RNA-Seq_eMS57_Rep1,RNA-Seq_eMS57_Rep1,K-12,MG1655
ERR2097561,9538037,478073763,50,331,ERX2154875,unspecified,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP023436,PRJEB21199,1,"",ERS1875667,SAMEA104216649,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104216649,KAIST,ERA990483,02,2019,Makar,"",RNA-Seq_eMS57_Rep2,2019-02-25,2017-08-16,SAMEA104216649,KAIST,KAIST,2019-02-25T17:03:15Z,2017-08-16T12:49:10Z,public,RNA-Seq_eMS57_Rep2,RNA-Seq_eMS57_Rep2,K-12,MG1655
ERR2098884,281546867,14358890217,51,7236,ERX2156196,unspecified,OTHER,MNase,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP023436,PRJEB21199,1,"",ERS1878246,SAMEA104219228,simple,511145,Escherichia coli str. K-12 substr. MG1655,SAMEA104219228,KAIST,ERA992475,02,2019,Makar,"",Ribo-Seq_MG1655_Rep1_Part1,2019-02-25,2017-08-18,SAMEA104219228,KAIST,KAIST,2019-02-25T17:03:15Z,2017-08-18T02:07:31Z,public,Ribo-Seq_MG1655_Rep1_Part1,Ribo-Seq_MG1655_Rep1_Part1,K-12,MG1655
