Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,strain,age,sex,tissue,BioSampleModel
SRR7640012,234954082,18796326560,80,7142,SRX4503512,SHAM_Rep-745_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640011,33240378,1695259278,51,1134,SRX4503513,SHAM_Rep-745_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640010,56463781,4517102480,80,1625,SRX4503514,SHAM_Rep-716_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640009,24388204,2072997340,85,715,SRX4503515,SHAM_Rep-716_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640008,9276285,700328910,75,241,SRX4503516,SHAM_Rep-574_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640007,55282869,4699043865,85,1915,SRX4503517,SHAM_Rep-574_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640006,84845966,6787677280,80,2647,SRX4503518,SHAM_Rep-542_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640005,34727077,1771080927,51,1185,SRX4503519,SHAM_Rep-542_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640004,11643195,878677443,75,300,SRX4503520,TAC_3h_Rep-589_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640003,38452067,3268425695,85,1334,SRX4503521,TAC_3h_Rep-589_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7640002,30781009,1569831459,51,1005,SRX4503522,CM_PE+TOR_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558465,SAMN07719366,simple,10116,Rattus norvegicus,09_2017_doroudgar_rat,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Rattus norvegicus,Wistar,1-3d,pooled male and female,ventricle,Model organism or animal
SRR7640001,30014777,1530753627,51,1013,SRX4503523,CM_PE+TOR_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558465,SAMN07719366,simple,10116,Rattus norvegicus,09_2017_doroudgar_rat,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Rattus norvegicus,Wistar,1-3d,pooled male and female,ventricle,Model organism or animal
SRR7640000,27184056,1386386856,51,884,SRX4503524,CM_PE_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558465,SAMN07719366,simple,10116,Rattus norvegicus,09_2017_doroudgar_rat,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Rattus norvegicus,Wistar,1-3d,pooled male and female,ventricle,Model organism or animal
SRR7639999,29290796,1493830596,51,946,SRX4503525,CM_PE_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558465,SAMN07719366,simple,10116,Rattus norvegicus,09_2017_doroudgar_rat,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Rattus norvegicus,Wistar,1-3d,pooled male and female,ventricle,Model organism or animal
SRR7639998,35525147,1811782497,51,1219,SRX4503526,TAC_2w_Rep-712_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7639997,133605216,10688417280,80,3740,SRX4503527,TAC_2w_Rep-712_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7639996,45102990,2300252490,51,1544,SRX4503528,TAC_2w_Rep-710_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR7639995,110270276,8821622080,80,3077,SRX4503529,TAC_2w_Rep-710_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA750807,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874836,54405396,4624458660,85,1894,SRX5661766,TAC_Rep-591_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874835,26404155,1346611905,51,591,SRX5661767,TAC_Rep-487_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874834,42730093,2179234743,51,940,SRX5661768,TAC_Rep-493_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874833,42993134,2192649834,51,1370,SRX5661769,TAC_Rep-416_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874832,47505780,2422794780,51,1529,SRX5661770,TAC_Rep-418_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874831,29921854,1496092700,50,989,SRX5661771,SHAM_Rep-403_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874830,30605819,1530290950,50,1024,SRX5661772,SHAM_Rep-407_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874829,9276285,700328910,75,241,SRX5661773,SHAM_Rep-574_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874828,37279385,1901248635,51,1194,SRX5661774,SHAM_Rep-407_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874827,10157898,766707678,75,264,SRX5661775,SHAM_Rep-436_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874826,10297176,777254961,75,267,SRX5661776,SHAM_Rep-529_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874825,82677722,7027606370,85,2551,SRX5661777,SHAM_Rep-529_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874824,55282869,4699043865,85,1915,SRX5661778,SHAM_Rep-574_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874823,56463781,4517102480,80,1625,SRX5661779,SHAM_Rep-716_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874822,33240378,1695259278,51,1134,SRX5661780,SHAM_Rep-745_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874821,234954082,18796326560,80,7142,SRX5661781,SHAM_Rep-745_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874820,80459076,6839021460,85,2485,SRX5661782,SHAM_Rep-436_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874819,116625368,5947893768,51,2531,SRX5661783,SHAM_Rep-529b_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874818,34727077,1771080927,51,1185,SRX5661784,SHAM_Rep-542_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874817,24388204,2072997340,85,715,SRX5661785,SHAM_Rep-716_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874816,84845966,6787677280,80,2647,SRX5661786,SHAM_Rep-542_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874815,38452067,3268425695,85,1334,SRX5661787,TAC_Rep-589_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874814,133605216,10688417280,80,3740,SRX5661788,TAC_Rep-712_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874813,40138878,2047082778,51,1382,SRX5661789,TAC_Rep-677_RiboSeq,OTHER,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874812,36409560,2912764800,80,1067,SRX5661790,TAC_Rep-723_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874811,44417481,3500226843,78,1259,SRX5661791,TAC_Rep-717_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
SRR8874810,23199045,1159952250,50,769,SRX5661792,TAC_Rep-416_RNASeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP156230,PRJNA484227,31284834,"",SRS2558464,SAMN07719365,simple,10090,Mus musculus,09_2017_doroudgar_mouse,University Hospital Heidelberg,SRA871912,08,2019,Doroudgar,"",Model organism or animal sample from Mus Musculus,C57BL/6,10w,male,left ventricle,Model organism or animal
