Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,sample type,cell line,tissue,GEO Accession
SRR8113923,100705635,4237342517,42,1884,SRX4940289,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984083,SAMN10320315,simple,9606,Homo sapiens,GSM3447825,GEO,SRA672251,04,2019,Zhang,mRNA-HepG2-input-rep2,mRNA-HepG2-input-rep2 (dataset 3),mRNA-HepG2-input-rep2,,HepG2,,GSM3447825
SRR8113924,249663815,11952313324,47,5127,SRX4940290,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984085,SAMN10320314,simple,9606,Homo sapiens,GSM3447826,GEO,SRA672251,04,2019,Zhang,mRNA-HeLa-before_pulldown-rep1,mRNA-HeLa-before_pulldown-rep1 (dataset 3),mRNA-HeLa-before_pulldown-rep1,,HeLa,,GSM3447826
SRR8113925,285676905,13883186242,48,5921,SRX4940291,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984084,SAMN10320313,simple,9606,Homo sapiens,GSM3447827,GEO,SRA672251,04,2019,Zhang,mRNA-HeLa-before_pulldown-rep2,mRNA-HeLa-before_pulldown-rep2 (dataset 3),mRNA-HeLa-before_pulldown-rep2,,HeLa,,GSM3447827
SRR8113926,169384295,7900175986,46,3426,SRX4940292,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984087,SAMN10320312,simple,9606,Homo sapiens,GSM3447828,GEO,SRA672251,04,2019,Zhang,mRNA-HepG2-before_pulldown-rep1,mRNA-HepG2-before_pulldown-rep1 (dataset 3),mRNA-HepG2-before_pulldown-rep1,,HepG2,,GSM3447828
SRR8113927,179456291,8249464041,45,3561,SRX4940293,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984088,SAMN10320311,simple,9606,Homo sapiens,GSM3447829,GEO,SRA672251,04,2019,Zhang,mRNA-HepG2-before_pulldown-rep2,mRNA-HepG2-before_pulldown-rep2 (dataset 3),mRNA-HepG2-before_pulldown-rep2,,HepG2,,GSM3447829
SRR8113928,196221079,10125809636,51,4295,SRX4940294,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984089,SAMN10320310,simple,9606,Homo sapiens,GSM3447830,GEO,SRA672251,04,2019,Zhang,mRNA-HeLa-pulldown-rep1,mRNA-HeLa-pulldown-rep1 (dataset 3),mRNA-HeLa-pulldown-rep1,,HeLa,,GSM3447830
SRR8113929,195255964,10297304918,52,4238,SRX4940295,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984091,SAMN10320309,simple,9606,Homo sapiens,GSM3447831,GEO,SRA672251,04,2019,Zhang,mRNA-HeLa-pulldown-rep2,mRNA-HeLa-pulldown-rep2 (dataset 3),mRNA-HeLa-pulldown-rep2,,HeLa,,GSM3447831
SRR8113930,172743401,9152276559,52,3880,SRX4940296,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984090,SAMN10320308,simple,9606,Homo sapiens,GSM3447832,GEO,SRA672251,04,2019,Zhang,mRNA-HepG2-pulldown-rep1,mRNA-HepG2-pulldown-rep1 (dataset 3),mRNA-HepG2-pulldown-rep1,,HepG2,,GSM3447832
SRR8113931,181168763,9636224013,53,3974,SRX4940297,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984092,SAMN10320307,simple,9606,Homo sapiens,GSM3447833,GEO,SRA672251,04,2019,Zhang,mRNA-HepG2-pulldown-rep2,mRNA-HepG2-pulldown-rep2 (dataset 3),mRNA-HepG2-pulldown-rep2,,HepG2,,GSM3447833
SRR8113932,15478128,637322213,41,286,SRX4940298,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984093,SAMN10320306,simple,9606,Homo sapiens,GSM3447834,GEO,SRA672251,04,2019,Zhang,SR-HeLa-input-rep1,SR-HeLa-input-rep1 (dataset 3),SR-HeLa-input-rep1,,HeLa,,GSM3447834
SRR8113933,12443829,503630288,40,226,SRX4940299,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984094,SAMN10320305,simple,9606,Homo sapiens,GSM3447835,GEO,SRA672251,04,2019,Zhang,SR-HeLa-input-rep2,SR-HeLa-input-rep2 (dataset 3),SR-HeLa-input-rep2,,HeLa,,GSM3447835
SRR8113934,10437785,420072452,40,192,SRX4940300,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984095,SAMN10320304,simple,9606,Homo sapiens,GSM3447836,GEO,SRA672251,04,2019,Zhang,SR-HepG2-input-rep1,SR-HepG2-input-rep1 (dataset 3),SR-HepG2-input-rep1,,HepG2,,GSM3447836
SRR8113935,12531525,518136241,41,232,SRX4940301,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984096,SAMN10320303,simple,9606,Homo sapiens,GSM3447837,GEO,SRA672251,04,2019,Zhang,SR-HepG2-input-rep2,SR-HepG2-input-rep2 (dataset 3),SR-HepG2-input-rep2,,HepG2,,GSM3447837
SRR8113936,12162999,481894296,39,217,SRX4940302,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984098,SAMN10320302,simple,9606,Homo sapiens,GSM3447838,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-input-rep1,SR-HEK293T-input-rep1 (dataset 3),SR-HEK293T-input-rep1,,HEK293T,,GSM3447838
SRR8113937,10725433,421751132,39,191,SRX4940303,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984097,SAMN10320301,simple,9606,Homo sapiens,GSM3447839,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-input-rep2,SR-HEK293T-input-rep2 (dataset 3),SR-HEK293T-input-rep2,,HEK293T,,GSM3447839
SRR8113938,12314500,595012593,48,259,SRX4940304,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984099,SAMN10320292,simple,9606,Homo sapiens,GSM3447840,GEO,SRA672251,04,2019,Zhang,SR-HeLa-before_pulldown-rep1,SR-HeLa-before_pulldown-rep1 (dataset 3),SR-HeLa-before_pulldown-rep1,,HeLa,,GSM3447840
SRR8113939,11585822,548579796,47,240,SRX4940305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984100,SAMN10320290,simple,9606,Homo sapiens,GSM3447841,GEO,SRA672251,04,2019,Zhang,SR-HeLa-before_pulldown-rep2,SR-HeLa-before_pulldown-rep2 (dataset 3),SR-HeLa-before_pulldown-rep2,,HeLa,,GSM3447841
SRR8113940,10373766,483618347,46,212,SRX4940306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984101,SAMN10320289,simple,9606,Homo sapiens,GSM3447842,GEO,SRA672251,04,2019,Zhang,SR-HepG2-before_pulldown-rep1,SR-HepG2-before_pulldown-rep1 (dataset 3),SR-HepG2-before_pulldown-rep1,,HepG2,,GSM3447842
SRR8113941,10926827,504119037,46,221,SRX4940307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984102,SAMN10320288,simple,9606,Homo sapiens,GSM3447843,GEO,SRA672251,04,2019,Zhang,SR-HepG2-before_pulldown-rep2,SR-HepG2-before_pulldown-rep2 (dataset 3),SR-HepG2-before_pulldown-rep2,,HepG2,,GSM3447843
SRR8113942,8601279,380334464,44,171,SRX4940308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984103,SAMN10320286,simple,9606,Homo sapiens,GSM3447844,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-before_pulldown-rep1,SR-HEK293T-before_pulldown-rep1 (dataset 3),SR-HEK293T-before_pulldown-rep1,,HEK293T,,GSM3447844
SRR8113943,10831734,467118315,43,208,SRX4940309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984104,SAMN10320285,simple,9606,Homo sapiens,GSM3447845,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-before_pulldown-rep2,SR-HEK293T-before_pulldown-rep2 (dataset 3),SR-HEK293T-before_pulldown-rep2,,HEK293T,,GSM3447845
SRR8113944,14867573,687054362,46,296,SRX4940310,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984105,SAMN10320283,simple,9606,Homo sapiens,GSM3447846,GEO,SRA672251,04,2019,Zhang,SR-HeLa-pulldown-rep1,SR-HeLa-pulldown-rep1 (dataset 3),SR-HeLa-pulldown-rep1,,HeLa,,GSM3447846
SRR8113945,13330845,574857245,43,250,SRX4940311,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984106,SAMN10320281,simple,9606,Homo sapiens,GSM3447847,GEO,SRA672251,04,2019,Zhang,SR-HeLa-pulldown-rep2,SR-HeLa-pulldown-rep2 (dataset 3),SR-HeLa-pulldown-rep2,,HeLa,,GSM3447847
SRR8113946,12593450,555645513,44,243,SRX4940312,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984107,SAMN10320279,simple,9606,Homo sapiens,GSM3447848,GEO,SRA672251,04,2019,Zhang,SR-HepG2-pulldown-rep1,SR-HepG2-pulldown-rep1 (dataset 3),SR-HepG2-pulldown-rep1,,HepG2,,GSM3447848
SRR8113947,14791919,652131638,44,283,SRX4940313,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984139,SAMN10320277,simple,9606,Homo sapiens,GSM3447849,GEO,SRA672251,04,2019,Zhang,SR-HepG2-pulldown-rep2,SR-HepG2-pulldown-rep2 (dataset 3),SR-HepG2-pulldown-rep2,,HepG2,,GSM3447849
SRR8113948,12410588,570768178,45,243,SRX4940314,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984108,SAMN10320275,simple,9606,Homo sapiens,GSM3447850,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-pulldown-rep1,SR-HEK293T-pulldown-rep1 (dataset 3),SR-HEK293T-pulldown-rep1,,HEK293T,,GSM3447850
SRR8113949,12693899,576245116,45,249,SRX4940315,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984109,SAMN10320274,simple,9606,Homo sapiens,GSM3447851,GEO,SRA672251,04,2019,Zhang,SR-HEK293T-pulldown-rep2,SR-HEK293T-pulldown-rep2 (dataset 3),SR-HEK293T-pulldown-rep2,,HEK293T,,GSM3447851
SRR8113950,13444508,573829551,42,256,SRX4940316,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984110,SAMN10320273,simple,9606,Homo sapiens,GSM3447852,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siControl-before_pulldown-rep1,SR-HeLa_siControl-before_pulldown-rep1 (dataset 3),SR-HeLa_siControl-before_pulldown-rep1,,HeLa,,GSM3447852
SRR8113951,9475795,416145436,43,185,SRX4940317,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984111,SAMN10320272,simple,9606,Homo sapiens,GSM3447853,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siControl-before_pulldown-rep2,SR-HeLa_siControl-before_pulldown-rep2 (dataset 3),SR-HeLa_siControl-before_pulldown-rep2,,HeLa,,GSM3447853
SRR8113952,11363983,528785623,46,227,SRX4940318,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984112,SAMN10320271,simple,9606,Homo sapiens,GSM3447854,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siControl-pulldown-rep1,SR-HeLa_siControl-pulldown-rep1 (dataset 3),SR-HeLa_siControl-pulldown-rep1,,HeLa,,GSM3447854
SRR8113953,14514643,712565851,49,301,SRX4940319,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984113,SAMN10320270,simple,9606,Homo sapiens,GSM3447855,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siControl-pulldown-rep2,SR-HeLa_siControl-pulldown-rep2 (dataset 3),SR-HeLa_siControl-pulldown-rep2,,HeLa,,GSM3447855
SRR8113954,12256346,561921702,45,248,SRX4940320,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984114,SAMN10320269,simple,9606,Homo sapiens,GSM3447856,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siMETTL1-before_pulldown-rep1,SR-HeLa_siMETTL1-before_pulldown-rep1 (dataset 3),SR-HeLa_siMETTL1-before_pulldown-rep1,,HeLa,,GSM3447856
SRR8113955,10411857,482173391,46,212,SRX4940321,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984115,SAMN10320268,simple,9606,Homo sapiens,GSM3447857,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siMETTL1-before_pulldown-rep2,SR-HeLa_siMETTL1-before_pulldown-rep2 (dataset 3),SR-HeLa_siMETTL1-before_pulldown-rep2,,HeLa,,GSM3447857
SRR8113956,18978130,915615097,48,389,SRX4940322,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984116,SAMN10320267,simple,9606,Homo sapiens,GSM3447858,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siMETTL1-pulldown-rep1,SR-HeLa_siMETTL1-pulldown-rep1 (dataset 3),SR-HeLa_siMETTL1-pulldown-rep1,,HeLa,,GSM3447858
SRR8113957,15721301,755520834,48,319,SRX4940323,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984117,SAMN10320266,simple,9606,Homo sapiens,GSM3447859,GEO,SRA672251,04,2019,Zhang,SR-HeLa_siMETTL1-pulldown-rep2,SR-HeLa_siMETTL1-pulldown-rep2 (dataset 3),SR-HeLa_siMETTL1-pulldown-rep2,,HeLa,,GSM3447859
SRR8113958,11062045,466211952,42,208,SRX4940324,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984118,SAMN10320294,simple,9606,Homo sapiens,GSM3447860,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shControl-before_pulldown-rep1,SR-HepG2_shControl-before_pulldown-rep1 (dataset 3),SR-HepG2_shControl-before_pulldown-rep1,,HepG2,,GSM3447860
SRR8113959,14202331,621504407,43,276,SRX4940325,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984119,SAMN10320265,simple,9606,Homo sapiens,GSM3447861,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shControl-before_pulldown-rep2,SR-HepG2_shControl-before_pulldown-rep2 (dataset 3),SR-HepG2_shControl-before_pulldown-rep2,,HepG2,,GSM3447861
SRR8113960,15530015,740135784,47,317,SRX4940326,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984120,SAMN10320300,simple,9606,Homo sapiens,GSM3447862,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shControl-pulldown-rep1,SR-HepG2_shControl-pulldown-rep1 (dataset 3),SR-HepG2_shControl-pulldown-rep1,,HepG2,,GSM3447862
