Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,treatment,GEO Accession
SRR15906262,6982375,1047356250,150,385,SRX12196701,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173125,SAMN21443823,simple,6239,Caenorhabditis elegans,GSM5580287,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved WT rep1 RNA-Seq,larvae,N2,wide-type,non-starved,GSM5580287
SRR15906263,11669703,1750455450,150,678,SRX12196702,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173126,SAMN21443824,simple,6239,Caenorhabditis elegans,GSM5580288,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved WT rep2 RNA-Seq,larvae,N2,wide-type,non-starved,GSM5580288
SRR15906264,58855587,8828338050,150,3325,SRX12196703,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173127,SAMN21443825,simple,6239,Caenorhabditis elegans,GSM5580289,GEO,SRA1295096,03,2022,Wu,larvae,Starved WT rep1 RNA-Seq,larvae,N2,wide-type,starved for 6 days,GSM5580289
SRR15906265,51893387,7784008050,150,2831,SRX12196704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173128,SAMN21443826,simple,6239,Caenorhabditis elegans,GSM5580290,GEO,SRA1295096,03,2022,Wu,larvae,Starved WT rep2 RNA-Seq,larvae,N2,wide-type,starved for 6 days,GSM5580290
SRR15906266,30229746,4534461900,150,1797,SRX12196705,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173129,SAMN21443827,simple,6239,Caenorhabditis elegans,GSM5580291,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min WT rep1 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 10 min,GSM5580291
SRR15906267,29168974,4375346100,150,1757,SRX12196706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173130,SAMN21443828,simple,6239,Caenorhabditis elegans,GSM5580292,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min WT rep2 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 10 min,GSM5580292
SRR15906268,58618216,8792732400,150,3381,SRX12196707,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173131,SAMN21443829,simple,6239,Caenorhabditis elegans,GSM5580293,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min WT rep1 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 30 min,GSM5580293
SRR15906269,30655414,4598312100,150,1709,SRX12196708,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173133,SAMN21443830,simple,6239,Caenorhabditis elegans,GSM5580294,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min WT rep2 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 30 min,GSM5580294
SRR15906270,31157809,4673671350,150,1856,SRX12196709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173132,SAMN21443831,simple,6239,Caenorhabditis elegans,GSM5580295,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min WT rep1 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 60 min,GSM5580295
SRR15906271,37369994,5605499100,150,2209,SRX12196710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173134,SAMN21443832,simple,6239,Caenorhabditis elegans,GSM5580296,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min WT rep2 RNA-Seq,larvae,N2,wide-type,starved for 6 days and refed with food for 60 min,GSM5580296
SRR15906272,32888254,4933238100,150,1982,SRX12196711,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173135,SAMN21443833,simple,6239,Caenorhabditis elegans,GSM5580297,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1077) rep1 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),non-starved,GSM5580297
SRR15906273,29367720,4405158000,150,1769,SRX12196712,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173136,SAMN21443834,simple,6239,Caenorhabditis elegans,GSM5580298,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1077) rep2 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),non-starved,GSM5580298
SRR15906274,39508245,5926236750,150,2427,SRX12196713,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173137,SAMN21443835,simple,6239,Caenorhabditis elegans,GSM5580299,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1077) rep1 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days,GSM5580299
SRR15906275,39659350,5948902500,150,2413,SRX12196714,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173138,SAMN21443836,simple,6239,Caenorhabditis elegans,GSM5580300,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1077) rep2 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days,GSM5580300
SRR15906276,38364534,5754680100,150,2244,SRX12196715,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173139,SAMN21443837,simple,6239,Caenorhabditis elegans,GSM5580301,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1077) rep1 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 10 min,GSM5580301
SRR15906277,38653299,5797994850,150,2277,SRX12196716,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173140,SAMN21443838,simple,6239,Caenorhabditis elegans,GSM5580302,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1077) rep2 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 10 min,GSM5580302
SRR15906278,37386896,5608034400,150,2218,SRX12196717,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173142,SAMN21443839,simple,6239,Caenorhabditis elegans,GSM5580303,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1077) rep1 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 30 min,GSM5580303
SRR15906279,42732217,6409832550,150,2536,SRX12196718,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173143,SAMN21443840,simple,6239,Caenorhabditis elegans,GSM5580304,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1077) rep2 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 30 min,GSM5580304
SRR15906280,32320677,4848101550,150,1806,SRX12196719,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173141,SAMN21443841,simple,6239,Caenorhabditis elegans,GSM5580305,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1077) rep1 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 60 min,GSM5580305
SRR15906281,27023514,4053527100,150,1546,SRX12196720,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173146,SAMN21443792,simple,6239,Caenorhabditis elegans,GSM5580306,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1077) rep2 Ribo-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 60 min,GSM5580306
SRR15906282,31116393,4667458950,150,1722,SRX12196721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173144,SAMN21443793,simple,6239,Caenorhabditis elegans,GSM5580307,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1077) rep1 RNA-Seq,larvae,GOU4735,trl-1(cas1077),non-starved,GSM5580307
SRR15906283,34441656,5166248400,150,1878,SRX12196722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173145,SAMN21443794,simple,6239,Caenorhabditis elegans,GSM5580308,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1077) rep2 RNA-Seq,larvae,GOU4735,trl-1(cas1077),non-starved,GSM5580308
SRR15906284,32593608,4889041200,150,1754,SRX12196723,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173147,SAMN21443795,simple,6239,Caenorhabditis elegans,GSM5580309,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1077) rep1 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days,GSM5580309
SRR15906285,30532707,4579906050,150,1661,SRX12196724,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173148,SAMN21443796,simple,6239,Caenorhabditis elegans,GSM5580310,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1077) rep2 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days,GSM5580310
SRR15906286,23301198,3495179700,150,1434,SRX12196725,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173149,SAMN21443797,simple,6239,Caenorhabditis elegans,GSM5580311,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1077) rep1 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 10 min,GSM5580311
SRR15906287,34442289,5166343350,150,2091,SRX12196726,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173150,SAMN21443798,simple,6239,Caenorhabditis elegans,GSM5580312,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1077) rep2 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 10 min,GSM5580312
SRR15906288,39308592,5896288800,150,2398,SRX12196727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173151,SAMN21443799,simple,6239,Caenorhabditis elegans,GSM5580313,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1077) rep1 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 30 min,GSM5580313
SRR15906289,28509752,4276462800,150,1711,SRX12196728,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173152,SAMN21443800,simple,6239,Caenorhabditis elegans,GSM5580314,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1077) rep2 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 30 min,GSM5580314
SRR15906290,44642795,6696419250,150,2742,SRX12196729,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173153,SAMN21443801,simple,6239,Caenorhabditis elegans,GSM5580315,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1077) rep1 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 60 min,GSM5580315
SRR15906291,38441882,5766282300,150,2304,SRX12196730,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173154,SAMN21443802,simple,6239,Caenorhabditis elegans,GSM5580316,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1077) rep2 RNA-Seq,larvae,GOU4735,trl-1(cas1077),starved for 6 days and refed with food for 60 min,GSM5580316
SRR15906292,37322214,5598332100,150,2210,SRX12196731,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173155,SAMN21443803,simple,6239,Caenorhabditis elegans,GSM5580317,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1078) rep1 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),non-starved,GSM5580317
SRR15906293,28205476,4230821400,150,1667,SRX12196732,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173156,SAMN21443804,simple,6239,Caenorhabditis elegans,GSM5580318,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1078) rep2 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),non-starved,GSM5580318
SRR15906294,32935697,4940354550,150,1978,SRX12196733,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173157,SAMN21443805,simple,6239,Caenorhabditis elegans,GSM5580319,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1078) rep1 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days,GSM5580319
SRR15906295,31099261,4664889150,150,1893,SRX12196734,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173159,SAMN21443806,simple,6239,Caenorhabditis elegans,GSM5580320,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1078) rep2 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days,GSM5580320
SRR15906296,28773862,4316079300,150,1632,SRX12196735,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173158,SAMN21443807,simple,6239,Caenorhabditis elegans,GSM5580321,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1078) rep1 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 10 min,GSM5580321
SRR15906297,30890715,4633607250,150,1758,SRX12196736,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173161,SAMN21443808,simple,6239,Caenorhabditis elegans,GSM5580322,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1078) rep2 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 10 min,GSM5580322
SRR15906298,30932155,4639823250,150,1760,SRX12196737,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173160,SAMN21443809,simple,6239,Caenorhabditis elegans,GSM5580323,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1078) rep1 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 30 min,GSM5580323
SRR15906299,30541380,4581207000,150,1743,SRX12196738,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173163,SAMN21443810,simple,6239,Caenorhabditis elegans,GSM5580324,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1078) rep2 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 30 min,GSM5580324
SRR15906300,38008421,5701263150,150,2222,SRX12196739,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173162,SAMN21443811,simple,6239,Caenorhabditis elegans,GSM5580325,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1078) rep1 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 60 min,GSM5580325
SRR15906301,40112296,6016844400,150,2344,SRX12196740,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173164,SAMN21443812,simple,6239,Caenorhabditis elegans,GSM5580326,GEO,SRA1295096,03,2022,Wu,larvae,Refed 60 min trl-1(cas1078) rep2 Ribo-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 60 min,GSM5580326
SRR15906302,37833787,5675068050,150,2148,SRX12196741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173165,SAMN21443813,simple,6239,Caenorhabditis elegans,GSM5580327,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1078) rep1 RNA-Seq,larvae,GOU4736,trl-1(cas1078),non-starved,GSM5580327
SRR15906303,33973158,5095973700,150,1977,SRX12196742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173167,SAMN21443814,simple,6239,Caenorhabditis elegans,GSM5580328,GEO,SRA1295096,03,2022,Wu,larvae,Non-starved trl-1(cas1078) rep2 RNA-Seq,larvae,GOU4736,trl-1(cas1078),non-starved,GSM5580328
SRR15906304,33443860,5016579000,150,1927,SRX12196743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173166,SAMN21443815,simple,6239,Caenorhabditis elegans,GSM5580329,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1078) rep1 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days,GSM5580329
SRR15906305,29964910,4494736500,150,1698,SRX12196744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173168,SAMN21443816,simple,6239,Caenorhabditis elegans,GSM5580330,GEO,SRA1295096,03,2022,Wu,larvae,Starved trl-1(cas1078) rep2 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days,GSM5580330
SRR15906306,33432663,5014899450,150,2100,SRX12196745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173169,SAMN21443817,simple,6239,Caenorhabditis elegans,GSM5580331,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1078) rep1 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 10 min,GSM5580331
SRR15906307,40224584,6033687600,150,2483,SRX12196746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173170,SAMN21443818,simple,6239,Caenorhabditis elegans,GSM5580332,GEO,SRA1295096,03,2022,Wu,larvae,Refed 10 min trl-1(cas1078) rep2 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 10 min,GSM5580332
SRR15906308,32181129,4827169350,150,1825,SRX12196747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173171,SAMN21443819,simple,6239,Caenorhabditis elegans,GSM5580333,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1078) rep1 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 30 min,GSM5580333
SRR15906309,31690874,4753631100,150,1795,SRX12196748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP337255,PRJNA763584,35482917,"",SRS10173172,SAMN21443820,simple,6239,Caenorhabditis elegans,GSM5580334,GEO,SRA1295096,03,2022,Wu,larvae,Refed 30 min trl-1(cas1078) rep2 RNA-Seq,larvae,GOU4736,trl-1(cas1078),starved for 6 days and refed with food for 30 min,GSM5580334
