Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,donor,infection status,molecule subtype
SRR19918547,12442075,622103750,50,317,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918548,12558744,627937200,50,321,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918549,12574433,628721650,50,321,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918550,12466407,623320350,50,320,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918551,12654747,632737350,50,323,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918552,12582744,629137200,50,323,SRX15961065,GSM6284785,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647407,SAMN29472423,simple,9606,Homo sapiens,GSM6284785,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_ribo,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918537,26347285,1317364250,50,631,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918538,25616397,1280819850,50,610,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918539,25663871,1283193550,50,617,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918540,25732327,1286616350,50,619,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918541,25764301,1288215050,50,620,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918542,25761804,1288090200,50,624,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918543,26211843,1310592150,50,630,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918544,26186423,1309321150,50,634,SRX15961066,GSM6284786,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647408,SAMN29472422,simple,9606,Homo sapiens,GSM6284786,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_ribo,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918527,13442168,672108400,50,337,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918528,13079260,653963000,50,327,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918529,13046003,652300150,50,329,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918530,13143775,657188750,50,331,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918531,13176344,658817200,50,332,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918532,13095946,654797300,50,332,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918533,13361247,668062350,50,336,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918534,13358734,667936700,50,338,SRX15961067,GSM6284787,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647409,SAMN29472421,simple,9606,Homo sapiens,GSM6284787,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_ribo,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918519,19309568,965478400,50,464,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918520,18891214,944560700,50,452,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918521,18967864,948393200,50,458,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918522,19130900,956545000,50,462,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918523,19143383,957169150,50,462,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918524,19020313,951015650,50,462,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918525,19305862,965293100,50,466,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918526,19255080,962754000,50,468,SRX15961068,GSM6284789,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647410,SAMN29472419,simple,9606,Homo sapiens,GSM6284789,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_ribo,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918511,23845749,1192287450,50,621,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918512,23121195,1156059750,50,599,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918513,23135031,1156751550,50,604,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918514,23312176,1165608800,50,609,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918515,23336708,1166835400,50,609,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918516,23238337,1161916850,50,610,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918517,23706538,1185326900,50,619,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918518,23773838,1188691900,50,624,SRX15961069,GSM6284790,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647411,SAMN29472418,simple,9606,Homo sapiens,GSM6284790,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A1_RNA,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918503,15816941,790847050,50,406,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918504,15403479,770173950,50,394,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918505,15412133,770606650,50,397,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918506,15508091,775404550,50,400,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918507,15527082,776354100,50,400,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918508,15457713,772885650,50,401,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918509,15731246,786562300,50,405,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918510,15732325,786616250,50,407,SRX15961070,GSM6284791,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647412,SAMN29472417,simple,9606,Homo sapiens,GSM6284791,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B1_RNA,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918493,28952136,1447606800,50,747,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
