Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR7776754,10426,19415468,1862,16,ERX7344801,mutant451,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069595,SAMEA10417810,simple,4932,Saccharomyces cerevisiae,SAMEA10417810,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210415_R941_mutant451,2021-12-04,2021-12-04,SAMEA10417810,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210415_R941_mutant451,baker's yeast,20210415_R941_mutant451
ERR7776755,2960,4775807,1613,4,ERX7344802,WT_stationary,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069597,SAMEA10417812,simple,4932,Saccharomyces cerevisiae,SAMEA10417812,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210521_R941_WT_stationary,2021-12-04,2021-12-04,SAMEA10417812,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210521_R941_WT_stationary,baker's yeast,20210521_R941_WT_stationary
ERR7776756,8896,14430922,1622,12,ERX7344803,Dbp3d_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069598,SAMEA10417813,simple,4932,Saccharomyces cerevisiae,SAMEA10417813,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210527_R941_Dbp3d_YPD,2021-12-04,2021-12-04,SAMEA10417813,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210527_R941_Dbp3d_YPD,baker's yeast,20210527_R941_Dbp3d_YPD
ERR7776757,7628,12700388,1664,10,ERX7344804,WT_rapa5,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069600,SAMEA10417815,simple,4932,Saccharomyces cerevisiae,SAMEA10417815,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210531_R941_WT_rapa5,2021-12-04,2021-12-04,SAMEA10417815,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210531_R941_WT_rapa5,baker's yeast,20210531_R941_WT_rapa5
ERR7776758,1238,2073667,1675,1,ERX7344805,Mix,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069601,SAMEA10417816,simple,4932,Saccharomyces cerevisiae,SAMEA10417816,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210618_R941_Mix,2021-12-04,2021-12-04,SAMEA10417816,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210618_R941_Mix,baker's yeast,20210618_R941_Mix
ERR7776759,8060,13988987,1735,12,ERX7344806,prp43,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069602,SAMEA10417817,simple,4932,Saccharomyces cerevisiae,SAMEA10417817,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210619_R941_prp43,2021-12-04,2021-12-04,SAMEA10417817,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210619_R941_prp43,baker's yeast,20210619_R941_prp43
ERR7776760,18714,29519789,1577,25,ERX7344807,MIX,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069603,SAMEA10417818,simple,4932,Saccharomyces cerevisiae,SAMEA10417818,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210716_R941_MIX,2021-12-04,2021-12-04,SAMEA10417818,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210716_R941_MIX,baker's yeast,20210716_R941_MIX
ERR7776761,3979,5342021,1342,4,ERX7344808,YS602_18_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069604,SAMEA10417819,simple,4932,Saccharomyces cerevisiae,SAMEA10417819,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210717_R941_YS602_18_YPD,2021-12-04,2021-12-04,SAMEA10417819,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210717_R941_YS602_18_YPD,baker's yeast,20210717_R941_YS602_18_YPD
ERR7776762,13676,23104359,1689,20,ERX7344809,prp16_18deg_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069605,SAMEA10417820,simple,4932,Saccharomyces cerevisiae,SAMEA10417820,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210719_R941_prp16_18deg_YPD,2021-12-04,2021-12-04,SAMEA10417820,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210719_R941_prp16_18deg_YPD,baker's yeast,20210719_R941_prp16_18deg_YPD
ERR7776763,17215,25782470,1497,22,ERX7344810,spp382_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069606,SAMEA10417821,simple,4932,Saccharomyces cerevisiae,SAMEA10417821,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210720_R941_spp382_YPD,2021-12-04,2021-12-04,SAMEA10417821,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210720_R941_spp382_YPD,baker's yeast,20210720_R941_spp382_YPD
ERR7776764,22536,37743988,1674,32,ERX7344811,YS602_18_YPD2,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069607,SAMEA10417822,simple,4932,Saccharomyces cerevisiae,SAMEA10417822,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210722_R941_YS602_18_YPD2,2021-12-04,2021-12-04,SAMEA10417822,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210722_R941_YS602_18_YPD2,baker's yeast,20210722_R941_YS602_18_YPD2
ERR7776765,11361,19044109,1676,16,ERX7344812,dbr1d_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069608,SAMEA10417823,simple,4932,Saccharomyces cerevisiae,SAMEA10417823,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210729_R941_dbr1d_YPD,2021-12-04,2021-12-04,SAMEA10417823,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210729_R941_dbr1d_YPD,baker's yeast,20210729_R941_dbr1d_YPD
ERR7776766,13682,23674837,1730,20,ERX7344813,sqs1d_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069609,SAMEA10417824,simple,4932,Saccharomyces cerevisiae,SAMEA10417824,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210730_R941_sqs1d_YPD,2021-12-04,2021-12-04,SAMEA10417824,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210730_R941_sqs1d_YPD,baker's yeast,20210730_R941_sqs1d_YPD
ERR7776767,4785,7577456,1583,6,ERX7344814,snR45d_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069610,SAMEA10417825,simple,4932,Saccharomyces cerevisiae,SAMEA10417825,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210824_R941_snR45d_YPD,2021-12-04,2021-12-04,SAMEA10417825,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210824_R941_snR45d_YPD,baker's yeast,20210824_R941_snR45d_YPD
ERR7776768,4003,6330281,1581,5,ERX7344815,mutant448,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069611,SAMEA10417826,simple,4932,Saccharomyces cerevisiae,SAMEA10417826,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210825_R941_mutant448,2021-12-04,2021-12-04,SAMEA10417826,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210825_R941_mutant448,baker's yeast,20210825_R941_mutant448
ERR7776769,10204,16899253,1656,14,ERX7344816,snR4d_alpha_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069612,SAMEA10417827,simple,4932,Saccharomyces cerevisiae,SAMEA10417827,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210902_R941_snR4d_alpha_YPD,2021-12-04,2021-12-04,SAMEA10417827,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210902_R941_snR4d_alpha_YPD,baker's yeast,20210902_R941_snR4d_alpha_YPD
ERR7776770,16053,26906907,1676,23,ERX7344817,YS602_WT_repeat2,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069613,SAMEA10417828,simple,4932,Saccharomyces cerevisiae,SAMEA10417828,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20210930_R941_YS602_WT_repeat2,2021-12-04,2021-12-04,SAMEA10417828,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20210930_R941_YS602_WT_repeat2,baker's yeast,20210930_R941_YS602_WT_repeat2
ERR7776771,19375,32530685,1679,28,ERX7344818,YS602_WT_repeat3,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069614,SAMEA10417829,simple,4932,Saccharomyces cerevisiae,SAMEA10417829,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211001_R941_YS602_WT_repeat3,2021-12-04,2021-12-04,SAMEA10417829,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211001_R941_YS602_WT_repeat3,baker's yeast,20211001_R941_YS602_WT_repeat3
ERR7776772,23767,34986937,1472,30,ERX7344819,pxr1d_YPD,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069615,SAMEA10417830,simple,4932,Saccharomyces cerevisiae,SAMEA10417830,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211006_R941_pxr1d_YPD,2021-12-04,2021-12-04,SAMEA10417830,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211006_R941_pxr1d_YPD,baker's yeast,20211006_R941_pxr1d_YPD
ERR7776773,10030,15552677,1550,13,ERX7344820,YS602_18_YPD3,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069616,SAMEA10417831,simple,4932,Saccharomyces cerevisiae,SAMEA10417831,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211007_R941_YS602_18_YPD3,2021-12-04,2021-12-04,SAMEA10417831,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211007_R941_YS602_18_YPD3,baker's yeast,20211007_R941_YS602_18_YPD3
ERR7776774,10552,13462351,1275,11,ERX7344821,prp43_18deg_YPD_repeat2,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069617,SAMEA10417832,simple,4932,Saccharomyces cerevisiae,SAMEA10417832,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211008_R941_prp43_18deg_YPD_repeat2,2021-12-04,2021-12-04,SAMEA10417832,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211008_R941_prp43_18deg_YPD_repeat2,baker's yeast,20211008_R941_prp43_18deg_YPD_repeat2
ERR7776775,25959,42585599,1640,36,ERX7344822,dbp3d_YPD_repeat2,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8069618,SAMEA10417833,simple,4932,Saccharomyces cerevisiae,SAMEA10417833,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211011_R941_dbp3d_YPD_repeat2,2021-12-04,2021-12-04,SAMEA10417833,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211011_R941_dbp3d_YPD_repeat2,baker's yeast,20211011_R941_dbp3d_YPD_repeat2
ERR7776776,11082,18654033,1683,16,ERX7344823,20211021_R941_pxr1d_YPD_repeat2,ncRNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,ERP132517,PRJEB48183,1,"",ERS8103129,SAMEA10450929,simple,4932,Saccharomyces cerevisiae,SAMEA10450929,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ",ERA8013608,12,2021,Makar,"",20211021_R941_pxr1d_YPD_repeat2,2021-12-04,2021-12-04,SAMEA10450929,"UNIVERISTY OF CALIFORNIA, SANTA CRUZ","UNIVERISTY OF CALIFORNIA, SANTA CRUZ",2021-12-04T04:13:23Z,2021-12-04T04:13:23Z,public,20211021_R941_pxr1d_YPD_repeat2,baker's yeast,20211021_R941_pxr1d_YPD_repeat2
