Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,strain,sample_type,biomaterial_provider,temp,cell_lysate_batch,nuclease_digestion,cushion_gradient,rna_size_selection,library_method,UMI,cdna_size_selection,replicate,knock_down,BioSampleModel
SRR23242249,53162883,7974432450,150,2524,SRX19188616,TetPMRMonoR2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599368,SAMN32928080,simple,4932,Saccharomyces cerevisiae,TetPMRMonoR2,University of California at Berkeley,SRA1580467,03,2023,Makar,"","mirRICH small RNA enrichment and cDNA size-selection of P1 nuclease digested RPFs from a sucrose cushion pellet, biological replicate 2 of anhydrotetracycline treated cells (HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 5,P1 nuclease,sucrose cushion,mirRICH enrichment,"OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,biological 2,HTS1,"Microbe, viral or environmental"
SRR23242248,62799858,9419978700,150,2992,SRX19188617,TetPMRDiR1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599369,SAMN32928081,simple,4932,Saccharomyces cerevisiae,TetPMRDiR1,University of California at Berkeley,SRA1580467,03,2023,Makar,"","mirRICH small RNA enrichment and cDNA size-selection of P1 nuclease digested disome-sized RPFs from a sucrose cushion pellet, biological replicate 1 of anhydrotetracycline treated cells (HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 4,P1 nuclease,sucrose cushion,mirRICH enrichment,"OTTR, F753-labeling, with UMI",yes,120 nt to 160 nt,biological 1,HTS1,"Microbe, viral or environmental"
SRR23242247,92376774,13856516100,150,4356,SRX19188618,TetPMRDiR2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599370,SAMN32928082,simple,4932,Saccharomyces cerevisiae,TetPMRDiR2,University of California at Berkeley,SRA1580467,03,2023,Makar,"","mirRICH small RNA enrichment and cDNA size-selection of P1 nuclease digested disome-sized RPFs from a sucrose cushion pellet, biological replicate 2 of anhydrotetracycline treated cells (HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 5,P1 nuclease,sucrose cushion,mirRICH enrichment,"OTTR, F753-labeling, with UMI",yes,120 nt to 160 nt,biological 2,HTS1,"Microbe, viral or environmental"
SRR23242246,30151934,3045345334,101,873,SRX19188619,yP1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599372,SAMN32928059,simple,4932,Saccharomyces cerevisiae,yP1,University of California at Berkeley,SRA1580467,03,2023,Makar,"",Nuclease digestion replicate 1 of yeast lysate with P1 nuclease,S288c MATa his3(delta)1 leu2(delta)0 met15(delta)0 ura3(delta)0,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 1,P1 nuclease,sucrose cushion,"denaturing gel, 30 to 40 nt","OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,digestion technical 1,NA,"Microbe, viral or environmental"
SRR23242245,38389815,3877371315,101,1124,SRX19188620,yP2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599371,SAMN32928060,simple,4932,Saccharomyces cerevisiae,yP2,University of California at Berkeley,SRA1580467,03,2023,Makar,"",Nuclease digestion replicate 2 of yeast lysate with P1 nuclease,S288c MATa his3(delta)1 leu2(delta)0 met15(delta)0 ura3(delta)0,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 1,P1 nuclease,sucrose cushion,"denaturing gel, 30 to 40 nt","OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,digestion technical 2,NA,"Microbe, viral or environmental"
SRR23242244,228720233,23100743533,101,6823,SRX19188621,yR1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599373,SAMN32928061,simple,4932,Saccharomyces cerevisiae,yR1,University of California at Berkeley,SRA1580467,03,2023,Makar,"",Nuclease digestion replicate 1 of yeast lysate with RNase I,S288c MATa his3(delta)1 leu2(delta)0 met15(delta)0 ura3(delta)0,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 1,RNase I,sucrose cushion,"denaturing gel, 25 to 34 nt","OTTR, F753-labeling, with UMI",yes,98 nt to 110 nt,digestion technical 1,NA,"Microbe, viral or environmental"
SRR23242243,140791558,14219947358,101,4114,SRX19188622,yR2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599374,SAMN32928062,simple,4932,Saccharomyces cerevisiae,yR2,University of California at Berkeley,SRA1580467,03,2023,Makar,"",Nuclease digestion replicate 2 of yeast lysate with RNase I,S288c MATa his3(delta)1 leu2(delta)0 met15(delta)0 ura3(delta)0,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 1,RNase I,sucrose cushion,"denaturing gel, 25 to 34 nt","OTTR, F753-labeling, with UMI",yes,98 nt to 110 nt,digestion technical 2,NA,"Microbe, viral or environmental"
SRR23242242,34634202,3498054402,101,1115,SRX19188623,M2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599375,SAMN32928063,simple,4932,Saccharomyces cerevisiae,M2,University of California at Berkeley,SRA1580467,03,2023,Makar,"","Monosome-sized RPFs from monosome fraction of a polysome profile after P1 nuclease digestion, biological replicate 1 of untreated cells (no HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 2,P1 nuclease,"sucrose gradient, monosome fraction","denaturing gel, 30 to 40 nt","OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,biological 1,none,"Microbe, viral or environmental"
SRR23242241,30180418,3048222218,101,914,SRX19188624,M3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599376,SAMN32928064,simple,4932,Saccharomyces cerevisiae,M3,University of California at Berkeley,SRA1580467,03,2023,Makar,"","Monosome-sized RPFs from monosome fraction of a polysome profile after P1 nuclease digestion, biological replicate 2 of untreated cells (no HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 3,P1 nuclease,"sucrose gradient, monosome fraction","denaturing gel, 30 to 40 nt","OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,biological 2,none,"Microbe, viral or environmental"
SRR23242240,39782408,4018023208,101,1185,SRX19188625,M4,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP419250,PRJNA928370,1,"",SRS16599377,SAMN32928065,simple,4932,Saccharomyces cerevisiae,M4,University of California at Berkeley,SRA1580467,03,2023,Makar,"","Monosome-sized RPFs from monosome fraction of a polysome profile after P1 nuclease digestion, biological replicate 1 of anhydrotetracycline treated cells (HTS1 knock-down)",gcn2(delta) dCas9-Mxi1::TetR::kanMXsyn P(RPR1)Tet-HTS1sgRNA::KlLEU2 log-phase growth lysate,Ribosome profiling of cell lysate from log-phase growth yeast cell culture,Nicholas Ingolia,30 °C,Culture 4,P1 nuclease,"sucrose gradient, monosome fraction","denaturing gel, 30 to 40 nt","OTTR, F753-labeling, with UMI",yes,100 nt to 120 nt,biological 1,HTS1,"Microbe, viral or environmental"
