Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,Sex,cell type,genotype,treatment
SRR22382766,53001111,8056168872,76,3167,SRX18352967,GSM6752821,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840476,SAMN31840644,simple,10090,Mus musculus,GSM6752821,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Habneula Projecting VP Biol rep 3,ventral pallidum,ventral pallidum,male,Hb Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382765,44304722,6734317744,76,2682,SRX18352968,GSM6752822,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840477,SAMN31840643,simple,10090,Mus musculus,GSM6752822,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Habneula Projecting VP Biol rep 4,ventral pallidum,ventral pallidum,male,Hb Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382764,49464166,7518553232,76,3075,SRX18352969,GSM6752823,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840478,SAMN31840642,simple,10090,Mus musculus,GSM6752823,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Lateral Hypothalamus Projecting VP Biol rep 1,ventral pallidum,ventral pallidum,male,LH Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382763,42288044,6427782688,76,2615,SRX18352970,GSM6752824,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840479,SAMN31840641,simple,10090,Mus musculus,GSM6752824,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Lateral Hypothalamus Projecting VP Biol rep 2,ventral pallidum,ventral pallidum,male,LH Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382762,44484524,6761647648,76,2927,SRX18352971,GSM6752825,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840480,SAMN31840640,simple,10090,Mus musculus,GSM6752825,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Lateral Hypothalamus Projecting VP Biol rep 3,ventral pallidum,ventral pallidum,male,LH Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382761,40969110,6227304720,76,2446,SRX18352972,GSM6752826,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840481,SAMN31840639,simple,10090,Mus musculus,GSM6752826,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Lateral Hypothalamus Projecting VP Biol rep 4,ventral pallidum,ventral pallidum,male,LH Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382760,56183057,8539824664,76,3254,SRX18352973,GSM6752827,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840482,SAMN31840638,simple,10090,Mus musculus,GSM6752827,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Medial Dorsal Thalamus Projecting VP Biol rep 1,ventral pallidum,ventral pallidum,male,MDT Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382759,46587679,7081327208,76,2724,SRX18352974,GSM6752828,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840483,SAMN31840637,simple,10090,Mus musculus,GSM6752828,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Medial Dorsal Thalamus Projecting VP Biol rep 2,ventral pallidum,ventral pallidum,male,MDT Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382758,43043257,6542575064,76,2574,SRX18352975,GSM6752829,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840484,SAMN31840636,simple,10090,Mus musculus,GSM6752829,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Medial Dorsal Thalamus Projecting VP Biol rep 3,ventral pallidum,ventral pallidum,male,MDT Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382757,42270957,6425185464,76,2466,SRX18352976,GSM6752830,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840485,SAMN31840635,simple,10090,Mus musculus,GSM6752830,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Medial Dorsal Thalamus Projecting VP Biol rep 4,ventral pallidum,ventral pallidum,male,MDT Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382756,47518918,7222875536,76,2864,SRX18352977,GSM6752831,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840486,SAMN31840634,simple,10090,Mus musculus,GSM6752831,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Ventral Tegmental Area Projecting VP Biol rep 1,ventral pallidum,ventral pallidum,male,VTA Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382755,46802070,7113914640,76,2782,SRX18352978,GSM6752832,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840487,SAMN31840633,simple,10090,Mus musculus,GSM6752832,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Ventral Tegmental Area Projecting VP Biol rep 2,ventral pallidum,ventral pallidum,male,VTA Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382754,44479538,6760889776,76,2588,SRX18352979,GSM6752833,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840488,SAMN31840632,simple,10090,Mus musculus,GSM6752833,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Ventral Tegmental Area Projecting VP Biol rep 3,ventral pallidum,ventral pallidum,male,VTA Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
SRR22382753,54061164,8217296928,76,3177,SRX18352980,GSM6752834,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP409281,PRJNA904347,1,"",SRS15840489,SAMN31840631,simple,10090,Mus musculus,GSM6752834,Institute for Genome Sciences,SRA1545608,11,2022,Makar,ventral pallidum,Ventral Tegmental Area Projecting VP Biol rep 4,ventral pallidum,ventral pallidum,male,VTA Proj VP,Rpl22HA,AAV-Rg-Cre and Ribotag Mouse Line
