Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR9794411,8394792,772320864,75,312,ERX9341863,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118787,SAMEA14491350,simple,9606,Homo sapiens,SAMEA14491350,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491350,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S50-3f-NC-2-TOTAL,human,S50-3f-NC-2-TOTAL
ERR9794412,4229240,389090080,75,157,ERX9341864,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118788,SAMEA14491351,simple,9606,Homo sapiens,SAMEA14491351,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491351,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S58-3f-IAA-1-C,human,S58-3f-IAA-1-C
ERR9794413,11059346,1017459832,75,410,ERX9341865,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118789,SAMEA14491352,simple,9606,Homo sapiens,SAMEA14491352,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491352,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S37-3e-NC-1-TOTAL,human,S37-3e-NC-1-TOTAL
ERR9794414,10055959,925148228,75,371,ERX9341866,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118790,SAMEA14491353,simple,9606,Homo sapiens,SAMEA14491353,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491353,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S06-IAA-3-TOTAL,human,S06-IAA-3-TOTAL
ERR9794415,3643907,335239444,75,135,ERX9341867,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118791,SAMEA14491354,simple,9606,Homo sapiens,SAMEA14491354,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491354,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S14-3a-NC-2-TOTAL,human,S14-3a-NC-2-TOTAL
ERR9794416,9341261,859396012,75,346,ERX9341868,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118792,SAMEA14491355,simple,9606,Homo sapiens,SAMEA14491355,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491355,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S22-3a-IAA-1-C,human,S22-3a-IAA-1-C
ERR9794417,9661991,888903172,75,359,ERX9341869,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118793,SAMEA14491356,simple,9606,Homo sapiens,SAMEA14491356,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491356,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S30-3b-IAA-3-TOTAL,human,S30-3b-IAA-3-TOTAL
ERR9794418,8085398,743856616,75,298,ERX9341870,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118794,SAMEA14491357,simple,9606,Homo sapiens,SAMEA14491357,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491357,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S38-3e-NC-2-TOTAL,human,S38-3e-NC-2-TOTAL
ERR9794419,4973049,457520508,75,185,ERX9341871,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118795,SAMEA14491358,simple,9606,Homo sapiens,SAMEA14491358,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491358,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S46-3e-IAA-1-C,human,S46-3e-IAA-1-C
ERR9794420,8277338,761515096,75,307,ERX9341872,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118796,SAMEA14491359,simple,9606,Homo sapiens,SAMEA14491359,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491359,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S54-3f-IAA-3-TOTAL,human,S54-3f-IAA-3-TOTAL
ERR9794421,11290916,1038764272,75,420,ERX9341873,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118797,SAMEA14491360,simple,9606,Homo sapiens,SAMEA14491360,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491360,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S62-3k-NC-2-TOTAL,human,S62-3k-NC-2-TOTAL
ERR9794422,7127567,655736164,75,264,ERX9341874,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118798,SAMEA14491361,simple,9606,Homo sapiens,SAMEA14491361,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491361,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S70-3k-IAA-1-C,human,S70-3k-IAA-1-C
ERR9794423,2428900,223458800,75,90,ERX9341875,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118799,SAMEA14491362,simple,9606,Homo sapiens,SAMEA14491362,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491362,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S07-NC-1-C,human,S07-NC-1-C
ERR9794424,6428629,591433868,75,238,ERX9341876,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118800,SAMEA14491363,simple,9606,Homo sapiens,SAMEA14491363,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491363,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S15-3a-NC-3-TOTAL,human,S15-3a-NC-3-TOTAL
ERR9794425,9871054,908136968,75,366,ERX9341877,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118801,SAMEA14491364,simple,9606,Homo sapiens,SAMEA14491364,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491364,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S66-3k-IAA-3-TOTAL,human,S66-3k-IAA-3-TOTAL
ERR9794426,4752539,437233588,75,176,ERX9341878,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118802,SAMEA14491365,simple,9606,Homo sapiens,SAMEA14491365,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491365,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S23-3a-IAA-2-C,human,S23-3a-IAA-2-C
ERR9794427,5577735,513151620,75,208,ERX9341879,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118803,SAMEA14491366,simple,9606,Homo sapiens,SAMEA14491366,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491366,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S31-3b-NC-1-C,human,S31-3b-NC-1-C
ERR9794428,8241159,758186628,75,305,ERX9341880,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118804,SAMEA14491367,simple,9606,Homo sapiens,SAMEA14491367,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491367,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S39-3e-NC-3-TOTAL,human,S39-3e-NC-3-TOTAL
ERR9794429,4152244,382006448,75,154,ERX9341881,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118805,SAMEA14491368,simple,9606,Homo sapiens,SAMEA14491368,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491368,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S47-3f-IAA-2-C,human,S47-3f-IAA-2-C
ERR9794430,5481389,504287788,75,203,ERX9341882,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118806,SAMEA14491369,simple,9606,Homo sapiens,SAMEA14491369,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491369,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S55-3f-NC-1-C,human,S55-3f-NC-1-C
ERR9794431,12785870,1176300040,75,477,ERX9341883,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118807,SAMEA14491370,simple,9606,Homo sapiens,SAMEA14491370,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491370,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S63-3k-NC-3-TOTAL,human,S63-3k-NC-3-TOTAL
ERR9794432,6961345,640443740,75,257,ERX9341884,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118808,SAMEA14491371,simple,9606,Homo sapiens,SAMEA14491371,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491371,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S71-3k-IAA-2-C,human,S71-3k-IAA-2-C
