Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,background,genotype,plasmid,source,treatment,rrna depletion,GEO Accession
SRR16633400,95015707,7126178025,75,2407,SRX12834342,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779174,SAMN22771611,simple,4932,Saccharomyces cerevisiae,GSM5661118,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX rep1_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661118
SRR16633401,126190905,9464317875,75,3275,SRX12834343,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779175,SAMN22771612,simple,4932,Saccharomyces cerevisiae,GSM5661119,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX rep2_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661119
SRR16633402,126660776,9499558200,75,3277,SRX12834344,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779176,SAMN22771613,simple,4932,Saccharomyces cerevisiae,GSM5661120,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX rep1_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661120
SRR16633403,115183755,8638781625,75,2999,SRX12834345,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779177,SAMN22771614,simple,4932,Saccharomyces cerevisiae,GSM5661121,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX rep2_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661121
SRR16633404,123232417,9242431275,75,3173,SRX12834346,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779178,SAMN22771615,simple,4932,Saccharomyces cerevisiae,GSM5661122,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX rep1_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661122
SRR16633405,131070207,9830265525,75,3449,SRX12834347,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779179,SAMN22771616,simple,4932,Saccharomyces cerevisiae,GSM5661123,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX rep2_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661123
SRR16633406,152949327,11471199525,75,4095,SRX12834348,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779180,SAMN22771617,simple,4932,Saccharomyces cerevisiae,GSM5661124,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_CHX rep1_riboseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661124
SRR16633407,145683967,10926297525,75,3912,SRX12834349,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779181,SAMN22771618,simple,4932,Saccharomyces cerevisiae,GSM5661125,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_CHX rep2_riboseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",total ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661125
SRR16633408,82548885,6191166375,75,2042,SRX12834350,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779182,SAMN22771619,simple,4932,Saccharomyces cerevisiae,GSM5661126,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep1_riboseq,HFY114,W303,Wild-type,pRS425,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661126
SRR16633409,102658865,7699414875,75,2360,SRX12834351,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779183,SAMN22771620,simple,4932,Saccharomyces cerevisiae,GSM5661127,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep2_riboseq,HFY114,W303,Wild-type,pRS425,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661127
SRR16633410,111043719,8328278925,75,2493,SRX12834352,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779184,SAMN22771621,simple,4932,Saccharomyces cerevisiae,GSM5661128,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep3_riboseq,HFY114,W303,Wild-type,pRS425,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661128
SRR16633411,127578081,9568356075,75,2967,SRX12834353,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779185,SAMN22771622,simple,4932,Saccharomyces cerevisiae,GSM5661129,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep1_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661129
SRR16633412,81629016,6122176200,75,1886,SRX12834354,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779186,SAMN22771623,simple,4932,Saccharomyces cerevisiae,GSM5661130,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep2_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661130
SRR16633413,100106790,7508009250,75,2307,SRX12834355,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779187,SAMN22771624,simple,4932,Saccharomyces cerevisiae,GSM5661131,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep3_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661131
SRR16633414,194947642,14621073150,75,4510,SRX12834356,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779188,SAMN22771625,simple,4932,Saccharomyces cerevisiae,GSM5661132,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep1_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661132
SRR16633415,68042467,5103185025,75,1513,SRX12834357,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779189,SAMN22771626,simple,4932,Saccharomyces cerevisiae,GSM5661133,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep2_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661133
SRR16633416,130690246,9801768450,75,2873,SRX12834358,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779190,SAMN22771627,simple,4932,Saccharomyces cerevisiae,GSM5661134,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep3_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661134
SRR16633417,50734064,3805054800,75,1109,SRX12834359,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779191,SAMN22771636,simple,4932,Saccharomyces cerevisiae,GSM5661135,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep1_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661135
SRR16633418,91232748,6842456100,75,1964,SRX12834360,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779192,SAMN22771637,simple,4932,Saccharomyces cerevisiae,GSM5661136,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep2_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661136
SRR16633419,45608849,3420663675,75,991,SRX12834361,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779193,SAMN22771638,simple,4932,Saccharomyces cerevisiae,GSM5661137,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep3_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,total ribosomes,cycloheximide,QIAseq FastSelect,GSM5661137
SRR16633420,126835429,9512657175,75,3237,SRX12834362,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779194,SAMN22771639,simple,4932,Saccharomyces cerevisiae,GSM5661138,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_NoCHX_IP rep1_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661138
SRR16633421,109196688,8189751600,75,2831,SRX12834363,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779195,SAMN22771640,simple,4932,Saccharomyces cerevisiae,GSM5661139,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_NoCHX_IP rep2_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661139
SRR16633422,127480337,9561025275,75,3295,SRX12834364,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779196,SAMN22771641,simple,4932,Saccharomyces cerevisiae,GSM5661140,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_NoCHX_IP rep1_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661140
SRR16633423,136031424,10202356800,75,3476,SRX12834365,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779197,SAMN22771642,simple,4932,Saccharomyces cerevisiae,GSM5661141,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_NoCHX_IP rep2_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661141
SRR16633424,128315728,9623679600,75,3360,SRX12834366,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779198,SAMN22771643,simple,4932,Saccharomyces cerevisiae,GSM5661142,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_NoCHX_IP rep1_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661142
SRR16633425,127709840,9578238000,75,3375,SRX12834367,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779199,SAMN22771644,simple,4932,Saccharomyces cerevisiae,GSM5661143,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_NoCHX_IP rep2_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,immunopurified ribosomes,untreated,Ribo-Zero Gold,GSM5661143
SRR16633426,110955545,8321665875,75,2806,SRX12834368,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779200,SAMN22771645,simple,4932,Saccharomyces cerevisiae,GSM5661144,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX_IP rep1_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661144
SRR16633427,125863957,9439796775,75,3178,SRX12834369,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779201,SAMN22771646,simple,4932,Saccharomyces cerevisiae,GSM5661145,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX_IP rep2_riboseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661145
SRR16633428,134975342,10123150650,75,3476,SRX12834370,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779202,SAMN22771647,simple,4932,Saccharomyces cerevisiae,GSM5661146,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX_IP rep1_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661146
SRR16633429,150564644,11292348300,75,3843,SRX12834371,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779203,SAMN22771648,simple,4932,Saccharomyces cerevisiae,GSM5661147,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX_IP rep2_riboseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661147
SRR16633430,127770203,9582765225,75,3330,SRX12834372,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779204,SAMN22771649,simple,4932,Saccharomyces cerevisiae,GSM5661148,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX_IP rep1_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661148
SRR16633431,140244175,10518313125,75,3628,SRX12834373,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779205,SAMN22771650,simple,4932,Saccharomyces cerevisiae,GSM5661149,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX_IP rep2_riboseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661149
SRR16633432,250298673,18772400475,75,6663,SRX12834374,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779206,SAMN22771651,simple,4932,Saccharomyces cerevisiae,GSM5661150,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_IP_CHX rep1_riboseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661150
SRR16633433,144519994,10838999550,75,3835,SRX12834375,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779207,SAMN22771652,simple,4932,Saccharomyces cerevisiae,GSM5661151,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_IP_CHX rep2_riboseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",immunopurified ribosomes,cycloheximide,Ribo-Zero Gold,GSM5661151
SRR16633434,100334370,7525077750,75,2295,SRX12834376,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779208,SAMN22771653,simple,4932,Saccharomyces cerevisiae,GSM5661152,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep1_IP_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661152
SRR16633435,106802384,8010178800,75,2441,SRX12834377,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779209,SAMN22771654,simple,4932,Saccharomyces cerevisiae,GSM5661153,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep2_IP_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661153
SRR16633436,84893035,6366977625,75,1932,SRX12834378,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779210,SAMN22771655,simple,4932,Saccharomyces cerevisiae,GSM5661154,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep3_IP_riboseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661154
SRR16633437,150354515,11276588625,75,3496,SRX12834379,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779211,SAMN22771656,simple,4932,Saccharomyces cerevisiae,GSM5661155,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX_IP rep1_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661155
SRR16633438,81225693,6091926975,75,1908,SRX12834380,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779212,SAMN22771657,simple,4932,Saccharomyces cerevisiae,GSM5661156,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX_IP rep2_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661156
SRR16633439,96561581,7242118575,75,2236,SRX12834381,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779213,SAMN22771658,simple,4932,Saccharomyces cerevisiae,GSM5661157,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX_IP rep3_riboseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661157
SRR16633440,66252678,4968950850,75,1612,SRX12834382,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779214,SAMN22771659,simple,4932,Saccharomyces cerevisiae,GSM5661158,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX_IP rep1_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661158
SRR16633441,161459636,12109472700,75,3930,SRX12834383,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779215,SAMN22771660,simple,4932,Saccharomyces cerevisiae,GSM5661159,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX_IP rep2_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661159
