Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,GEO Accession
SRR12790146,36632586,1794996714,49,1032,SRX9259301,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490394,SAMN16392787,simple,9606,Homo sapiens,GSM4822832,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_OE_FTO_rep1,Human embryonic kidney cells,HEK293,GSM4822832
SRR12790147,37845391,1854424159,49,1051,SRX9259302,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490395,SAMN16392786,simple,9606,Homo sapiens,GSM4822833,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_OE_GFP_rep1,Human embryonic kidney cells,HEK293,GSM4822833
SRR12790148,38496697,1886338153,49,1063,SRX9259303,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490396,SAMN16392785,simple,9606,Homo sapiens,GSM4822834,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_OE_FTO_rep1,Human embryonic kidney cells,HEK293,GSM4822834
SRR12790149,31093218,1523567682,49,888,SRX9259304,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490397,SAMN16392783,simple,9606,Homo sapiens,GSM4822835,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_OE_GFP_rep2,Human embryonic kidney cells,HEK293,GSM4822835
SRR12790150,35284099,1728920851,49,990,SRX9259305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490398,SAMN16392820,simple,9606,Homo sapiens,GSM4822836,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_OE_FTO_rep2,Human embryonic kidney cells,HEK293,GSM4822836
SRR12790151,36643030,1795508470,49,1024,SRX9259306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490399,SAMN16392819,simple,9606,Homo sapiens,GSM4822837,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_OE_GFP_rep2,Human embryonic kidney cells,HEK293,GSM4822837
SRR12790152,37094306,1817620994,49,1024,SRX9259307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490400,SAMN16392818,simple,9606,Homo sapiens,GSM4822838,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_OE_FTO_rep2,Human embryonic kidney cells,HEK293,GSM4822838
SRR12790153,31144095,1526060655,49,969,SRX9259308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490401,SAMN16392817,simple,9606,Homo sapiens,GSM4822839,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_shScram_rep3,Human embryonic kidney cells,HEK293,GSM4822839
SRR12790154,85383885,4183810365,49,2749,SRX9259309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490402,SAMN16392816,simple,9606,Homo sapiens,GSM4822840,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_shFTO_rep3,Human embryonic kidney cells,HEK293,GSM4822840
SRR12790155,32104952,1573142648,49,1036,SRX9259310,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490403,SAMN16392815,simple,9606,Homo sapiens,GSM4822841,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_shScram_rep3,Human embryonic kidney cells,HEK293,GSM4822841
SRR12790156,30317623,1485563527,49,982,SRX9259311,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490404,SAMN16392814,simple,9606,Homo sapiens,GSM4822842,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_shFTO_rep3,Human embryonic kidney cells,HEK293,GSM4822842
SRR12790157,43572593,2222202243,51,840,SRX9259312,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490405,SAMN16392813,simple,9606,Homo sapiens,GSM4822843,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_shMETTL3,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822843
SRR12790158,38957601,1986837651,51,753,SRX9259313,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490406,SAMN16392808,simple,9606,Homo sapiens,GSM4822844,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,Ribo_seq_shMETTL3_4OHT,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822844
SRR12790159,42910334,2188427034,51,822,SRX9259314,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490407,SAMN16392807,simple,9606,Homo sapiens,GSM4822845,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_shMETTL3,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822845
SRR12790160,30899810,1575890310,51,597,SRX9259315,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490408,SAMN16392806,simple,9606,Homo sapiens,GSM4822846,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,QTI_seq_shMETTL3_4OHT,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822846
SRR12790161,77336897,3789507953,49,2417,SRX9259316,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490409,SAMN16392805,simple,9606,Homo sapiens,GSM4822847,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,RNA_seq_Control,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822847
SRR12790162,99721278,4886342622,49,3058,SRX9259317,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490410,SAMN16392821,simple,9606,Homo sapiens,GSM4822848,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,RNA_seq_4OHT,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822848
SRR12790163,85877751,4208009799,49,2521,SRX9259318,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490411,SAMN16392812,simple,9606,Homo sapiens,GSM4822849,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,m6A_seq_Control_rep1,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822849
SRR12790164,67011259,3283551691,49,1935,SRX9259319,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490412,SAMN16392811,simple,9606,Homo sapiens,GSM4822850,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,m6A_seq_4OHT_rep1,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822850
SRR12790165,80494408,3944225992,49,2344,SRX9259320,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490413,SAMN16392810,simple,9606,Homo sapiens,GSM4822851,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,m6A_seq_Control_rep2,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822851
SRR12790166,72692714,3561942986,49,2158,SRX9259321,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP286677,PRJNA667952,33597240,"",SRS7490414,SAMN16392809,simple,9606,Homo sapiens,GSM4822852,GEO,SRA1140064,12,2020,Dong,Human embryonic kidney cells,m6A_seq_4OHT_rep2,Human embryonic kidney cells,HEK-TtH cells stably expressing fused ER:HRasG12V,GSM4822852
