Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment
SRR21424853,9756567,497584917,51,251,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424854,9275794,473065494,51,241,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424855,9331262,475894362,51,242,SRX17429081,GSM6543899,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983921,SAMN30675279,simple,9606,Homo sapiens,GSM6543899,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424844,13270030,676771530,51,345,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424845,12593964,642292164,51,336,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424846,12403818,632594718,51,329,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424847,12828104,654233304,51,336,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424848,14378306,733293606,51,385,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424849,12669422,646140522,51,336,SRX17429082,GSM6543900,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983922,SAMN30675278,simple,9606,Homo sapiens,GSM6543900,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424838,8258208,421168608,51,214,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424839,7807206,398167506,51,207,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424840,7710707,393246057,51,203,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424841,7971998,406571898,51,208,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424842,8834948,450582348,51,233,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424843,7876061,401679111,51,207,SRX17429083,GSM6543901,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983923,SAMN30675277,simple,9606,Homo sapiens,GSM6543901,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424832,17132494,873757194,51,444,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424833,15883168,810041568,51,421,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424834,15767187,804126537,51,415,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424835,16429902,837925002,51,429,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424836,17305307,882570657,51,457,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424837,16228864,827672064,51,426,SRX17429084,GSM6543902,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983924,SAMN30675276,simple,9606,Homo sapiens,GSM6543902,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-control, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424826,9291593,473871243,51,242,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424827,8467038,431818938,51,225,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424828,8404151,428611701,51,222,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424829,8834437,450556287,51,231,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424830,8392652,428025252,51,223,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424831,8514786,434254086,51,225,SRX17429085,GSM6543903,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983925,SAMN30675275,simple,9606,Homo sapiens,GSM6543903,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424820,25137121,1281993171,51,654,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424821,21865892,1115160492,51,581,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424822,21956440,1119778440,51,580,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424823,23702730,1208839230,51,620,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424824,22157311,1130022861,51,585,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424825,22107746,1127495046,51,582,SRX17429086,GSM6543904,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983926,SAMN30675274,simple,9606,Homo sapiens,GSM6543904,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19193,"GM19193, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424814,15423614,786604314,51,400,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424815,14645293,746909943,51,388,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424816,14512863,740156013,51,382,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424817,14942980,762091980,51,390,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424818,16139146,823096446,51,426,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424819,14731618,751312518,51,387,SRX17429087,GSM6543905,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983927,SAMN30675273,simple,9606,Homo sapiens,GSM6543905,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
