Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR20142184,71162008,3558100400,50,1069,SRX16177178,GSM6337661,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP386256,PRJNA858420,1,"",SRS13838720,SAMN29715110,simple,9606,Homo sapiens,GSM6337661,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,Ribosome_Footprint_seq_A549_GFP_3,A549,A549,epithelial,WT,GFP expression,missing,missing
SRR20142183,41502191,2075109550,50,608,SRX16177179,GSM6337662,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP386256,PRJNA858420,1,"",SRS13838721,SAMN29715109,simple,9606,Homo sapiens,GSM6337662,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,Ribosome_Footprint_seq_A549_nsp1_1,A549,A549,epithelial,WT,FH-NSP1 expression,missing,missing
SRR20142182,63851856,3192592800,50,916,SRX16177180,GSM6337663,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP386256,PRJNA858420,1,"",SRS13838722,SAMN29715108,simple,9606,Homo sapiens,GSM6337663,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,Ribosome_Footprint_seq_A549_nsp1_2,A549,A549,epithelial,WT,FH-NSP1 expression,missing,missing
SRR20142181,46409171,2320458550,50,678,SRX16177181,GSM6337664,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP386256,PRJNA858420,1,"",SRS13838723,SAMN29715107,simple,9606,Homo sapiens,GSM6337664,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,Ribosome_Footprint_seq_A549_nsp1_3,A549,A549,epithelial,WT,FH-NSP1 expression,missing,missing
SRR20142180,10275203,1027520300,50,293,SRX16177182,GSM6337665,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838724,SAMN29715106,simple,9606,Homo sapiens,GSM6337665,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A _DMSO_pIC_1_S20_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142179,60315247,6031524700,50,1715,SRX16177183,GSM6337666,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838725,SAMN29715105,simple,9606,Homo sapiens,GSM6337666,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A_DMSO_pIC_2_S21_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142178,19974518,1997451800,50,570,SRX16177184,GSM6337667,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838726,SAMN29715104,simple,9606,Homo sapiens,GSM6337667,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A_DMSO_pIC_3_S22_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142177,38523004,3852300400,50,1102,SRX16177185,GSM6337668,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838727,SAMN29715103,simple,9606,Homo sapiens,GSM6337668,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A_UN_pIC_1_S32_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142176,28188231,2818823100,50,807,SRX16177186,GSM6337669,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838728,SAMN29715102,simple,9606,Homo sapiens,GSM6337669,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A_UN_pIC_2_S33_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142175,29738195,2973819500,50,860,SRX16177187,GSM6337670,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838729,SAMN29715101,simple,9606,Homo sapiens,GSM6337670,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_K164A/H165A_UN_pIC_3_S34_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142174,9486116,948611600,50,271,SRX16177188,GSM6337671,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838730,SAMN29715100,simple,9606,Homo sapiens,GSM6337671,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_DMSO_pIC_1_S17_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 expression",missing,missing
SRR20142173,24878185,2487818500,50,703,SRX16177189,GSM6337672,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838731,SAMN29715099,simple,9606,Homo sapiens,GSM6337672,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_DMSO_pIC_2_S18_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 expression",missing,missing
SRR20142172,31419188,3141918800,50,903,SRX16177190,GSM6337673,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838732,SAMN29715098,simple,9606,Homo sapiens,GSM6337673,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_DMSO_pIC_3_S19_R1,A549,A549,epithelial,WT,"poly I/C, DMSO, FH-NSP1 expression",missing,missing
SRR20142171,39221542,3922154200,50,1118,SRX16177191,GSM6337674,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838733,SAMN29715097,simple,9606,Homo sapiens,GSM6337674,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_UNC0638_pIC_1_S29_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 expression",missing,missing
SRR20142170,92975570,9297557000,50,2665,SRX16177192,GSM6337675,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838734,SAMN29715096,simple,9606,Homo sapiens,GSM6337675,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_UNC0638_pIC_2_S30_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 expression",missing,missing
SRR20142169,41700897,4170089700,50,1198,SRX16177193,GSM6337676,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP386256,PRJNA858420,1,"",SRS13838735,SAMN29715095,simple,9606,Homo sapiens,GSM6337676,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_WT_UNC0638_pIC_3_S31_R1,A549,A549,epithelial,WT,"poly I/C, UNC0638, FH-NSP1 expression",missing,missing
SRR20142168,17918548,2687782200,75,1150,SRX16177194,GSM6337677,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838736,SAMN29715094,simple,9606,Homo sapiens,GSM6337677,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_H3K9me2_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142167,15607355,2341103250,75,1001,SRX16177195,GSM6337678,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838737,SAMN29715093,simple,9606,Homo sapiens,GSM6337678,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_H3K9me2_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142166,21264385,3189657750,75,1361,SRX16177196,GSM6337679,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838738,SAMN29715092,simple,9606,Homo sapiens,GSM6337679,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_H3K9me3_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142165,21276269,3191440350,75,1360,SRX16177197,GSM6337680,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838739,SAMN29715091,simple,9606,Homo sapiens,GSM6337680,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_H3K9me3_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142164,14880658,2232098700,75,949,SRX16177198,GSM6337681,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838740,SAMN29715090,simple,9606,Homo sapiens,GSM6337681,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_pol2_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142163,17246484,2586972600,75,1138,SRX16177199,GSM6337682,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838741,SAMN29715089,simple,9606,Homo sapiens,GSM6337682,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_DMSO_pol2_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142162,11123641,1668546150,75,714,SRX16177200,GSM6337683,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838742,SAMN29715088,simple,9606,Homo sapiens,GSM6337683,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_H3K9me2_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142161,18580624,2787093600,75,1191,SRX16177201,GSM6337684,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838743,SAMN29715087,simple,9606,Homo sapiens,GSM6337684,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_H3K9me2_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142160,15991954,2398793100,75,1030,SRX16177202,GSM6337685,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838744,SAMN29715086,simple,9606,Homo sapiens,GSM6337685,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_H3K9me3_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142159,21330734,3199610100,75,1368,SRX16177203,GSM6337686,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838745,SAMN29715085,simple,9606,Homo sapiens,GSM6337686,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_H3K9me3_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142158,14090304,2113545600,75,903,SRX16177204,GSM6337687,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838746,SAMN29715084,simple,9606,Homo sapiens,GSM6337687,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_pol2_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142157,13620846,2043126900,75,879,SRX16177205,GSM6337688,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838747,SAMN29715083,simple,9606,Homo sapiens,GSM6337688,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_mut_UN_pol2_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 K164A/H165A expression",missing,missing
SRR20142156,28824595,4323689250,75,1849,SRX16177206,GSM6337689,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838748,SAMN29715082,simple,9606,Homo sapiens,GSM6337689,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_H3K9me2_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142155,13464629,2019694350,75,866,SRX16177207,GSM6337690,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838749,SAMN29715081,simple,9606,Homo sapiens,GSM6337690,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_H3K9me2_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142154,29510020,4426503000,75,1928,SRX16177208,GSM6337691,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838750,SAMN29715080,simple,9606,Homo sapiens,GSM6337691,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_H3K9me3_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142153,18807553,2821132950,75,1209,SRX16177209,GSM6337692,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838751,SAMN29715079,simple,9606,Homo sapiens,GSM6337692,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_H3K9me3_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142152,13373688,2006053200,75,859,SRX16177210,GSM6337693,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838752,SAMN29715078,simple,9606,Homo sapiens,GSM6337693,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_pol2_A,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142151,14686917,2203037550,75,942,SRX16177211,GSM6337694,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838753,SAMN29715077,simple,9606,Homo sapiens,GSM6337694,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_DMSO_pol2_B,A549,A549,epithelial,WT,"DMSO, FH-NSP1 expression",missing,missing
SRR20142150,17498488,2624773200,75,1124,SRX16177212,GSM6337695,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838754,SAMN29715076,simple,9606,Homo sapiens,GSM6337695,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_H3K9me2_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142149,22037948,3305692200,75,1408,SRX16177213,GSM6337696,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838755,SAMN29715075,simple,9606,Homo sapiens,GSM6337696,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_H3K9me2_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142148,19776517,2966477550,75,1269,SRX16177214,GSM6337697,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838756,SAMN29715074,simple,9606,Homo sapiens,GSM6337697,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_H3K9me3_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142147,29781232,4467184800,75,1904,SRX16177215,GSM6337698,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838757,SAMN29715073,simple,9606,Homo sapiens,GSM6337698,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_H3K9me3_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142146,14993214,2248982100,75,956,SRX16177216,GSM6337699,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838758,SAMN29715072,simple,9606,Homo sapiens,GSM6337699,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_S2pol2_A,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142145,20850770,3127615500,75,1327,SRX16177217,GSM6337700,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838759,SAMN29715071,simple,9606,Homo sapiens,GSM6337700,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_nsp1_wt_UN_S2pol2_B,A549,A549,epithelial,WT,"UNC0638, FH-NSP1 expression",missing,missing
SRR20142144,27174727,4076209050,75,1434,SRX16177218,GSM6337701,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838760,SAMN29715070,simple,9606,Homo sapiens,GSM6337701,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_DMSO_A_S1,A549,A549,epithelial,WT,DMSO,missing,missing
SRR20142143,35590542,5338581300,75,1867,SRX16177219,GSM6337702,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838761,SAMN29715069,simple,9606,Homo sapiens,GSM6337702,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_DMSO_B_S2,A549,A549,epithelial,WT,DMSO,missing,missing
