Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,GEO Accession
SRR1795419,20762175,1038108750,50,660,SRX870801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841586,SAMN03334863,simple,9606,Homo sapiens,GSM1606104,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tm_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606109
SRR1795420,17185011,859250550,50,589,SRX870801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841586,SAMN03334863,simple,9606,Homo sapiens,GSM1606104,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tm_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606110
SRR1795421,39588434,1979421700,50,1253,SRX870802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841583,SAMN03334865,simple,9606,Homo sapiens,GSM1606105,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tmisrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606111
SRR1795422,18433754,921687700,50,632,SRX870802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841583,SAMN03334865,simple,9606,Homo sapiens,GSM1606105,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tmisrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606112
SRR1795423,20095008,1004750400,50,642,SRX870803,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841580,SAMN03334857,simple,9606,Homo sapiens,GSM1606106,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tmisrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606113
SRR1795424,71771597,3588579850,50,2440,SRX870803,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841580,SAMN03334857,simple,9606,Homo sapiens,GSM1606106,GEO,SRA237056,02,2015,Sidrauski,HEK293T,mrna_tmisrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606114
SRR1795425,66704290,3335214500,50,2079,SRX870804,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841579,SAMN03334848,simple,9606,Homo sapiens,GSM1606107,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_untr_a,HEK293T,HEK293T,untreated,GSM1606099
SRR1795426,47236931,2361846550,50,1518,SRX870804,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841579,SAMN03334848,simple,9606,Homo sapiens,GSM1606107,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_untr_a,HEK293T,HEK293T,untreated,GSM1606100
SRR1795427,46820845,2341042250,50,1496,SRX870805,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841578,SAMN03334842,simple,9606,Homo sapiens,GSM1606108,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_untr_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606101
SRR1795428,59944413,2997220650,50,1908,SRX870805,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841578,SAMN03334842,simple,9606,Homo sapiens,GSM1606108,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_untr_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606102
SRR1795429,35387242,1769362100,50,1117,SRX870806,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841577,SAMN03334866,simple,9606,Homo sapiens,GSM1606109,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_isrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606103
SRR1795430,38494857,1924742850,50,1253,SRX870806,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841577,SAMN03334866,simple,9606,Homo sapiens,GSM1606109,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_isrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606104
SRR1795431,31993886,1599694300,50,1037,SRX870807,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841576,SAMN03334851,simple,9606,Homo sapiens,GSM1606110,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_isrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606105
SRR1795432,34451165,1722558250,50,1128,SRX870807,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841576,SAMN03334851,simple,9606,Homo sapiens,GSM1606110,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_isrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606106
SRR1795433,42046522,2102326100,50,1336,SRX870808,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841575,SAMN03334811,simple,9606,Homo sapiens,GSM1606111,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tm_a,HEK293T,HEK293T,untreated,GSM1606107
SRR1795434,53450667,2672533350,50,1718,SRX870808,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841575,SAMN03334811,simple,9606,Homo sapiens,GSM1606111,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tm_a,HEK293T,HEK293T,untreated,GSM1606108
SRR1795435,26252378,1312618900,50,847,SRX870809,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841574,SAMN03334844,simple,9606,Homo sapiens,GSM1606112,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tm_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606109
SRR1795436,40463608,2023180400,50,1313,SRX870809,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841574,SAMN03334844,simple,9606,Homo sapiens,GSM1606112,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tm_b,HEK293T,HEK293T,ISRIB (200 nM) for 1 hour,GSM1606110
SRR1795437,41912080,2095604000,50,1350,SRX870810,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841573,SAMN03334808,simple,9606,Homo sapiens,GSM1606113,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tmisrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606111
SRR1795438,45000457,2250022850,50,1478,SRX870810,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841573,SAMN03334808,simple,9606,Homo sapiens,GSM1606113,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tmisrib_a,HEK293T,HEK293T,1μg/ml of tunicamycin for 1 hour,GSM1606112
SRR1795439,61908226,3095411300,50,1955,SRX870811,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841572,SAMN03334859,simple,9606,Homo sapiens,GSM1606114,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tmisrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606113
SRR1795440,49157600,2457880000,50,1599,SRX870811,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP053402,PRJNA274997,25719440,"",SRS841572,SAMN03334859,simple,9606,Homo sapiens,GSM1606114,GEO,SRA237056,02,2015,Sidrauski,HEK293T,ribo_tmisrib_b,HEK293T,HEK293T,1μg/ml of tunicamycin and ISRIB (200 nM) for 1 hour,GSM1606114
