Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,treatment,GEO Accession
SRR5906469,40325357,2056593207,51,888,SRX3068006,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412539,SAMN07456558,simple,9606,Homo sapiens,GSM2734586,GEO,SRA596989,08,2018,Tuorto,rS,rS1,rS,cervix adenocarcinoma cell line HeLa,Serum,GSM2734586
SRR5906470,43162667,2201296017,51,953,SRX3068007,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412538,SAMN07456600,simple,9606,Homo sapiens,GSM2734587,GEO,SRA596989,08,2018,Tuorto,rS,rS2,rS,cervix adenocarcinoma cell line HeLa,Serum,GSM2734587
SRR5906471,45697431,2330568981,51,1010,SRX3068008,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412537,SAMN07456597,simple,9606,Homo sapiens,GSM2734588,GEO,SRA596989,08,2018,Tuorto,rS+q,rS+q1,rS+q,cervix adenocarcinoma cell line HeLa,Serum +20nM queuine,GSM2734588
SRR5906472,46474333,2370190983,51,1025,SRX3068009,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412535,SAMN07456596,simple,9606,Homo sapiens,GSM2734589,GEO,SRA596989,08,2018,Tuorto,rS+q,rS+q2,rS+q,cervix adenocarcinoma cell line HeLa,Serum +20nM queuine,GSM2734589
SRR5906473,53225248,2714487648,51,1181,SRX3068010,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412533,SAMN07456595,simple,9606,Homo sapiens,GSM2734590,GEO,SRA596989,08,2018,Tuorto,rSF,rSF1,rSF,cervix adenocarcinoma cell line HeLa,Serum free,GSM2734590
SRR5906474,40585539,2069862489,51,905,SRX3068011,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412534,SAMN07456594,simple,9606,Homo sapiens,GSM2734591,GEO,SRA596989,08,2018,Tuorto,rSF,rSF2,rSF,cervix adenocarcinoma cell line HeLa,Serum free,GSM2734591
SRR5906475,49630670,2531164170,51,1107,SRX3068012,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412531,SAMN07456593,simple,9606,Homo sapiens,GSM2734592,GEO,SRA596989,08,2018,Tuorto,rSF+qR,rSF+qR1,rSF+qR,cervix adenocarcinoma cell line HeLa,Serum free 30 days+20nm queuine 15 days,GSM2734592
SRR5906476,49442743,2521579893,51,1103,SRX3068013,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412532,SAMN07456592,simple,9606,Homo sapiens,GSM2734593,GEO,SRA596989,08,2018,Tuorto,rSF+qR,rSF+qR2,rSF+qR,cervix adenocarcinoma cell line HeLa,Serum free 30 days+20nm queuine 15 days,GSM2734593
SRR5906477,42940824,2189982024,51,946,SRX3068014,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412530,SAMN07456591,simple,9606,Homo sapiens,GSM2734594,GEO,SRA596989,08,2018,Tuorto,rSF+q,rSF+q1,rSF+q,cervix adenocarcinoma cell line HeLa,Serum free+20nm queuine 45 days,GSM2734594
SRR5906478,39185087,1998439437,51,880,SRX3068015,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP114965,PRJNA397422,30093495,"",SRS2412529,SAMN07456590,simple,9606,Homo sapiens,GSM2734595,GEO,SRA596989,08,2018,Tuorto,rSF+q,rSF+q2,rSF+q,cervix adenocarcinoma cell line HeLa,Serum free+20nm queuine 45 days,GSM2734595
