Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,time point,replicate,tissue,GEO Accession
SRR15359249,42295545,2157072795,51,763,SRX11661735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694561,SAMN20601114,simple,5141,Neurospora crassa,GSM5506196,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD16 rep2,mycelia,wild-type,DD16,2,mycelia,GSM5506196
SRR15359250,31070024,1584571224,51,562,SRX11661736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694562,SAMN20601115,simple,5141,Neurospora crassa,GSM5506197,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD20 rep2,mycelia,wild-type,DD20,2,mycelia,GSM5506197
SRR15359251,38577291,1967441841,51,698,SRX11661737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694563,SAMN20601116,simple,5141,Neurospora crassa,GSM5506198,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD24 rep2,mycelia,wild-type,DD24,2,mycelia,GSM5506198
SRR15359252,54158336,2762075136,51,982,SRX11661738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694564,SAMN20601117,simple,5141,Neurospora crassa,GSM5506199,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD28 rep2,mycelia,wild-type,DD28,2,mycelia,GSM5506199
SRR15359253,24167896,1232562696,51,436,SRX11661739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694565,SAMN20601236,simple,5141,Neurospora crassa,GSM5506200,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD32 rep2,mycelia,wild-type,DD32,2,mycelia,GSM5506200
SRR15359254,22625805,1153916055,51,408,SRX11661740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694566,SAMN20601237,simple,5141,Neurospora crassa,GSM5506201,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD36 rep2,mycelia,wild-type,DD36,2,mycelia,GSM5506201
SRR15359255,34348798,1751788698,51,622,SRX11661741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694567,SAMN20601238,simple,5141,Neurospora crassa,GSM5506202,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD40 rep2,mycelia,wild-type,DD40,2,mycelia,GSM5506202
SRR15359256,15552890,793197390,51,281,SRX11661742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694568,SAMN20601239,simple,5141,Neurospora crassa,GSM5506203,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD44 rep2,mycelia,wild-type,DD44,2,mycelia,GSM5506203
SRR15359257,44371633,2262953283,51,803,SRX11661743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694569,SAMN20601240,simple,5141,Neurospora crassa,GSM5506204,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq wild-type DD48 rep2,mycelia,wild-type,DD48,2,mycelia,GSM5506204
SRR15359258,29006669,1479340119,51,524,SRX11661744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694570,SAMN20601241,simple,5141,Neurospora crassa,GSM5506205,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD12 rep1,mycelia,frq knockout,DD12,1,mycelia,GSM5506205
SRR15359259,28225496,1439500296,51,509,SRX11661745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694571,SAMN20601242,simple,5141,Neurospora crassa,GSM5506206,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD16 rep1,mycelia,frq knockout,DD16,1,mycelia,GSM5506206
SRR15359260,31244339,1593461289,51,565,SRX11661746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694572,SAMN20601243,simple,5141,Neurospora crassa,GSM5506207,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD20 rep1,mycelia,frq knockout,DD20,1,mycelia,GSM5506207
SRR15359261,30813405,1571483655,51,555,SRX11661747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694573,SAMN20601244,simple,5141,Neurospora crassa,GSM5506208,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD24 rep1,mycelia,frq knockout,DD24,1,mycelia,GSM5506208
SRR15359262,24024200,1225234200,51,434,SRX11661748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694574,SAMN20601245,simple,5141,Neurospora crassa,GSM5506209,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD28 rep1,mycelia,frq knockout,DD28,1,mycelia,GSM5506209
SRR15359263,44377632,2263259232,51,798,SRX11661749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694575,SAMN20601246,simple,5141,Neurospora crassa,GSM5506210,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD32 rep1,mycelia,frq knockout,DD32,1,mycelia,GSM5506210
SRR15359264,102794965,5242543215,51,1860,SRX11661750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694576,SAMN20601247,simple,5141,Neurospora crassa,GSM5506211,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD36 rep1,mycelia,frq knockout,DD36,1,mycelia,GSM5506211
SRR15359265,16025329,817291779,51,289,SRX11661751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694577,SAMN20601248,simple,5141,Neurospora crassa,GSM5506212,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD40 rep1,mycelia,frq knockout,DD40,1,mycelia,GSM5506212
SRR15359266,22374564,1141102764,51,405,SRX11661752,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694578,SAMN20601249,simple,5141,Neurospora crassa,GSM5506213,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD44 rep1,mycelia,frq knockout,DD44,1,mycelia,GSM5506213
SRR15359267,22487462,1146860562,51,406,SRX11661753,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694579,SAMN20601250,simple,5141,Neurospora crassa,GSM5506214,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD48 rep1,mycelia,frq knockout,DD48,1,mycelia,GSM5506214
SRR15359268,26618534,1357545234,51,482,SRX11661754,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694580,SAMN20601251,simple,5141,Neurospora crassa,GSM5506215,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD12 rep2,mycelia,frq knockout,DD12,2,mycelia,GSM5506215
SRR15359269,74470959,3798018909,51,1346,SRX11661755,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694581,SAMN20601252,simple,5141,Neurospora crassa,GSM5506216,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD16 rep2,mycelia,frq knockout,DD16,2,mycelia,GSM5506216
SRR15359270,41937126,2138793426,51,763,SRX11661756,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694582,SAMN20601253,simple,5141,Neurospora crassa,GSM5506217,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD20 rep2,mycelia,frq knockout,DD20,2,mycelia,GSM5506217
SRR15359271,22290877,1136834727,51,402,SRX11661757,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694583,SAMN20601254,simple,5141,Neurospora crassa,GSM5506218,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD24 rep2,mycelia,frq knockout,DD24,2,mycelia,GSM5506218
SRR15359272,23435634,1195217334,51,424,SRX11661758,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694584,SAMN20601255,simple,5141,Neurospora crassa,GSM5506219,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD28 rep2,mycelia,frq knockout,DD28,2,mycelia,GSM5506219
SRR15359273,29848406,1522268706,51,540,SRX11661759,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694585,SAMN20601256,simple,5141,Neurospora crassa,GSM5506220,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD32 rep2,mycelia,frq knockout,DD32,2,mycelia,GSM5506220
SRR15359274,16774763,855512913,51,304,SRX11661760,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694586,SAMN20601257,simple,5141,Neurospora crassa,GSM5506221,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD36 rep2,mycelia,frq knockout,DD36,2,mycelia,GSM5506221
SRR15359275,21107512,1076483112,51,382,SRX11661761,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694587,SAMN20601258,simple,5141,Neurospora crassa,GSM5506222,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD40 rep2,mycelia,frq knockout,DD40,2,mycelia,GSM5506222
SRR15359276,48744076,2485947876,51,876,SRX11661762,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694588,SAMN20601259,simple,5141,Neurospora crassa,GSM5506223,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD44 rep2,mycelia,frq knockout,DD44,2,mycelia,GSM5506223
SRR15359277,33378585,1702307835,51,601,SRX11661763,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694589,SAMN20601260,simple,5141,Neurospora crassa,GSM5506224,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq frq knockout DD48 rep2,mycelia,frq knockout,DD48,2,mycelia,GSM5506224
SRR15359278,20053723,1022739873,51,359,SRX11661764,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694590,SAMN20601261,simple,5141,Neurospora crassa,GSM5506225,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD12 rep1,mycelia,cpc-3 knockout,DD12,1,mycelia,GSM5506225
SRR15359279,31260557,1594288407,51,559,SRX11661765,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694591,SAMN20601262,simple,5141,Neurospora crassa,GSM5506226,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD16 rep1,mycelia,cpc-3 knockout,DD16,1,mycelia,GSM5506226
SRR15359280,17332178,883941078,51,310,SRX11661766,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694592,SAMN20601263,simple,5141,Neurospora crassa,GSM5506227,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD20 rep1,mycelia,cpc-3 knockout,DD20,1,mycelia,GSM5506227
SRR15359281,42208669,2152642119,51,753,SRX11661767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694593,SAMN20601206,simple,5141,Neurospora crassa,GSM5506228,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD24 rep1,mycelia,cpc-3 knockout,DD24,1,mycelia,GSM5506228
SRR15359282,20746693,1058081343,51,371,SRX11661768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694594,SAMN20601207,simple,5141,Neurospora crassa,GSM5506229,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD28 rep1,mycelia,cpc-3 knockout,DD28,1,mycelia,GSM5506229
SRR15359283,25406007,1295706357,51,455,SRX11661769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694595,SAMN20601208,simple,5141,Neurospora crassa,GSM5506230,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD32 rep1,mycelia,cpc-3 knockout,DD32,1,mycelia,GSM5506230
SRR15359284,33670914,1717216614,51,604,SRX11661770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694596,SAMN20601209,simple,5141,Neurospora crassa,GSM5506231,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD36 rep1,mycelia,cpc-3 knockout,DD36,1,mycelia,GSM5506231
SRR15359285,18147353,925515003,51,324,SRX11661771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694597,SAMN20601210,simple,5141,Neurospora crassa,GSM5506232,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD40 rep1,mycelia,cpc-3 knockout,DD40,1,mycelia,GSM5506232
SRR15359286,17857124,910713324,51,320,SRX11661772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694598,SAMN20601216,simple,5141,Neurospora crassa,GSM5506233,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD44 rep1,mycelia,cpc-3 knockout,DD44,1,mycelia,GSM5506233
SRR15359287,28199111,1438154661,51,504,SRX11661773,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694599,SAMN20601217,simple,5141,Neurospora crassa,GSM5506234,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD48 rep1,mycelia,cpc-3 knockout,DD48,1,mycelia,GSM5506234
SRR15359288,32490173,1656998823,51,580,SRX11661774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694600,SAMN20601211,simple,5141,Neurospora crassa,GSM5506235,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD12 rep2,mycelia,cpc-3 knockout,DD12,2,mycelia,GSM5506235
SRR15359289,21579679,1100563629,51,384,SRX11661775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694601,SAMN20601212,simple,5141,Neurospora crassa,GSM5506236,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD16 rep2,mycelia,cpc-3 knockout,DD16,2,mycelia,GSM5506236
SRR15359290,49890683,2544424833,51,897,SRX11661776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694602,SAMN20601213,simple,5141,Neurospora crassa,GSM5506237,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD20 rep2,mycelia,cpc-3 knockout,DD20,2,mycelia,GSM5506237
SRR15359291,30742147,1567849497,51,550,SRX11661777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694603,SAMN20601214,simple,5141,Neurospora crassa,GSM5506238,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD24 rep2,mycelia,cpc-3 knockout,DD24,2,mycelia,GSM5506238
SRR15359292,37428212,1908838812,51,671,SRX11661778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694604,SAMN20601215,simple,5141,Neurospora crassa,GSM5506239,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD28 rep2,mycelia,cpc-3 knockout,DD28,2,mycelia,GSM5506239
SRR15359293,35990987,1835540337,51,645,SRX11661779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694605,SAMN20601218,simple,5141,Neurospora crassa,GSM5506240,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD32 rep2,mycelia,cpc-3 knockout,DD32,2,mycelia,GSM5506240
SRR15359294,22266996,1135616796,51,398,SRX11661780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694606,SAMN20601219,simple,5141,Neurospora crassa,GSM5506241,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD36 rep2,mycelia,cpc-3 knockout,DD36,2,mycelia,GSM5506241
SRR15359295,38068902,1941514002,51,680,SRX11661781,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694607,SAMN20601220,simple,5141,Neurospora crassa,GSM5506242,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD40 rep2,mycelia,cpc-3 knockout,DD40,2,mycelia,GSM5506242
SRR15359296,16434819,838175769,51,293,SRX11661782,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694608,SAMN20601221,simple,5141,Neurospora crassa,GSM5506243,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD44 rep2,mycelia,cpc-3 knockout,DD44,2,mycelia,GSM5506243
SRR15359297,51924505,2648149755,51,935,SRX11661783,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331344,PRJNA752585,36577368,"",SRS9694609,SAMN20601222,simple,5141,Neurospora crassa,GSM5506244,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 knockout DD48 rep2,mycelia,cpc-3 knockout,DD48,2,mycelia,GSM5506244
SRR15359298,22609360,1697560819,75,616,SRX11661784,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694610,SAMN20601223,simple,5141,Neurospora crassa,GSM5506245,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD12 rep1,mycelia,cpc-3 kinase active mutant,DD12,1,mycelia,GSM5506245
