Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name,sex,strain,tissue type
ERR4230673,92740505,4729765755,51,2939,ERX4191435,BXH12_4_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651641,SAMEA6941752,simple,10116,Rattus norvegicus,SAMEA6941752,ERA2689847,07,2020,Makar,"",BXH12_4_li,2020-07-13,2020-06-10,SAMEA6941752,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH12_4_li,Norway rat,BXH12_4_li,male,BXH12,liver
ERR4230674,85901382,4380970482,51,2710,ERX4191436,BXH13_2_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651642,SAMEA6941753,simple,10116,Rattus norvegicus,SAMEA6941753,ERA2689847,07,2020,Makar,"",BXH13_2_li,2020-07-13,2020-06-10,SAMEA6941753,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH13_2_li,Norway rat,BXH13_2_li,male,BXH13,liver
ERR4230675,69970791,3568510341,51,2236,ERX4191437,BXH13_3_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651643,SAMEA6941754,simple,10116,Rattus norvegicus,SAMEA6941754,ERA2689847,07,2020,Makar,"",BXH13_3_li,2020-07-13,2020-06-10,SAMEA6941754,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH13_3_li,Norway rat,BXH13_3_li,male,BXH13,liver
ERR4230676,85553372,4363221972,51,2721,ERX4191438,BXH13_4_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651644,SAMEA6941755,simple,10116,Rattus norvegicus,SAMEA6941755,ERA2689847,07,2020,Makar,"",BXH13_4_li,2020-07-13,2020-06-10,SAMEA6941755,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH13_4_li,Norway rat,BXH13_4_li,male,BXH13,liver
ERR4230677,87000610,4437031110,51,2681,ERX4191439,HXB01_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651645,SAMEA6941756,simple,10116,Rattus norvegicus,SAMEA6941756,ERA2689847,07,2020,Makar,"",HXB01_li,2020-07-13,2020-06-10,SAMEA6941756,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB01_li,Norway rat,HXB01_li,male,HXB01,liver
ERR4230678,89434732,4561171332,51,2769,ERX4191440,HXB02_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651646,SAMEA6941757,simple,10116,Rattus norvegicus,SAMEA6941757,ERA2689847,07,2020,Makar,"",HXB02_li,2020-07-13,2020-06-10,SAMEA6941757,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB02_li,Norway rat,HXB02_li,male,HXB02,liver
ERR4230679,87353657,4455036507,51,2672,ERX4191441,HXB03_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651647,SAMEA6941758,simple,10116,Rattus norvegicus,SAMEA6941758,ERA2689847,07,2020,Makar,"",HXB03_li,2020-07-13,2020-06-10,SAMEA6941758,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB03_li,Norway rat,HXB03_li,male,HXB03,liver
ERR4230680,75738655,3862671405,51,2326,ERX4191442,HXB04_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651648,SAMEA6941759,simple,10116,Rattus norvegicus,SAMEA6941759,ERA2689847,07,2020,Makar,"",HXB04_li,2020-07-13,2020-06-10,SAMEA6941759,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB04_li,Norway rat,HXB04_li,male,HXB04,liver
ERR4230681,75688574,3860117274,51,2340,ERX4191443,HXB05_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651649,SAMEA6941760,simple,10116,Rattus norvegicus,SAMEA6941760,ERA2689847,07,2020,Makar,"",HXB05_li,2020-07-13,2020-06-10,SAMEA6941760,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB05_li,Norway rat,HXB05_li,male,HXB05,liver
ERR4230682,83767084,4272121284,51,2568,ERX4191444,HXB07_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651650,SAMEA6941761,simple,10116,Rattus norvegicus,SAMEA6941761,ERA2689847,07,2020,Makar,"",HXB07_li,2020-07-13,2020-06-10,SAMEA6941761,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB07_li,Norway rat,HXB07_li,male,HXB07,liver
ERR4230683,86631837,4418223687,51,2658,ERX4191445,HXB10_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651651,SAMEA6941762,simple,10116,Rattus norvegicus,SAMEA6941762,ERA2689847,07,2020,Makar,"",HXB10_li,2020-07-13,2020-06-10,SAMEA6941762,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB10_li,Norway rat,HXB10_li,male,HXB10,liver
ERR4230684,90488777,4614927627,51,2750,ERX4191446,HXB13_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651652,SAMEA6941763,simple,10116,Rattus norvegicus,SAMEA6941763,ERA2689847,07,2020,Makar,"",HXB13_li,2020-07-13,2020-06-10,SAMEA6941763,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB13_li,Norway rat,HXB13_li,male,HXB13,liver
ERR4230685,80871028,4124422428,51,2496,ERX4191447,HXB15_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651653,SAMEA6941764,simple,10116,Rattus norvegicus,SAMEA6941764,ERA2689847,07,2020,Makar,"",HXB15_li,2020-07-13,2020-06-10,SAMEA6941764,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB15_li,Norway rat,HXB15_li,male,HXB15,liver
ERR4230686,73272951,3736920501,51,2244,ERX4191448,HXB17_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651654,SAMEA6941765,simple,10116,Rattus norvegicus,SAMEA6941765,ERA2689847,07,2020,Makar,"",HXB17_li,2020-07-13,2020-06-10,SAMEA6941765,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB17_li,Norway rat,HXB17_li,male,HXB17,liver
ERR4230687,75828126,3867234426,51,2310,ERX4191449,HXB18_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651655,SAMEA6941766,simple,10116,Rattus norvegicus,SAMEA6941766,ERA2689847,07,2020,Makar,"",HXB18_li,2020-07-13,2020-06-10,SAMEA6941766,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB18_li,Norway rat,HXB18_li,male,HXB18,liver
ERR4230688,97648735,4980085485,51,2965,ERX4191450,HXB20_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651656,SAMEA6941767,simple,10116,Rattus norvegicus,SAMEA6941767,ERA2689847,07,2020,Makar,"",HXB20_li,2020-07-13,2020-06-10,SAMEA6941767,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB20_li,Norway rat,HXB20_li,male,HXB20,liver
ERR4230689,72500675,3697534425,51,2250,ERX4191451,HXB21_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651657,SAMEA6941768,simple,10116,Rattus norvegicus,SAMEA6941768,ERA2689847,07,2020,Makar,"",HXB21_li,2020-07-13,2020-06-10,SAMEA6941768,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB21_li,Norway rat,HXB21_li,male,HXB21,liver
ERR4230690,78940227,4025951577,51,2482,ERX4191452,HXB22_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651658,SAMEA6941769,simple,10116,Rattus norvegicus,SAMEA6941769,ERA2689847,07,2020,Makar,"",HXB22_li,2020-07-13,2020-06-10,SAMEA6941769,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB22_li,Norway rat,HXB22_li,male,HXB22,liver
ERR4230691,83815541,4274592591,51,2614,ERX4191453,HXB23_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651659,SAMEA6941770,simple,10116,Rattus norvegicus,SAMEA6941770,ERA2689847,07,2020,Makar,"",HXB23_li,2020-07-13,2020-06-10,SAMEA6941770,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB23_li,Norway rat,HXB23_li,male,HXB23,liver
ERR4230692,76044919,3878290869,51,2383,ERX4191454,HXB24_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651660,SAMEA6941771,simple,10116,Rattus norvegicus,SAMEA6941771,ERA2689847,07,2020,Makar,"",HXB24_li,2020-07-13,2020-06-10,SAMEA6941771,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB24_li,Norway rat,HXB24_li,male,HXB24,liver
ERR4230693,79893269,4074556719,51,2517,ERX4191455,HXB25_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651661,SAMEA6941772,simple,10116,Rattus norvegicus,SAMEA6941772,ERA2689847,07,2020,Makar,"",HXB25_li,2020-07-13,2020-06-10,SAMEA6941772,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB25_li,Norway rat,HXB25_li,male,HXB25,liver
ERR4230694,77914072,3973617672,51,2467,ERX4191456,HXB27_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651662,SAMEA6941773,simple,10116,Rattus norvegicus,SAMEA6941773,ERA2689847,07,2020,Makar,"",HXB27_li,2020-07-13,2020-06-10,SAMEA6941773,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB27_li,Norway rat,HXB27_li,male,HXB27,liver
ERR4230695,99618836,5080560636,51,3074,ERX4191457,HXB29_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651663,SAMEA6941774,simple,10116,Rattus norvegicus,SAMEA6941774,ERA2689847,07,2020,Makar,"",HXB29_li,2020-07-13,2020-06-10,SAMEA6941774,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB29_li,Norway rat,HXB29_li,male,HXB29,liver
ERR4230696,95248104,4857653304,51,2951,ERX4191458,HXB31_li,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651664,SAMEA6941775,simple,10116,Rattus norvegicus,SAMEA6941775,ERA2689847,07,2020,Makar,"",HXB31_li,2020-07-13,2020-06-10,SAMEA6941775,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB31_li,Norway rat,HXB31_li,male,HXB31,liver
ERR4230697,81339299,4148304249,51,2476,ERX4191459,BXH02_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651665,SAMEA6941776,simple,10116,Rattus norvegicus,SAMEA6941776,ERA2689847,07,2020,Makar,"",BXH02_lv,2020-07-13,2020-06-10,SAMEA6941776,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH02_lv,Norway rat,BXH02_lv,male,BXH02,left ventricle
ERR4230698,78411870,3999005370,51,2444,ERX4191460,BXH03_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651666,SAMEA6941777,simple,10116,Rattus norvegicus,SAMEA6941777,ERA2689847,07,2020,Makar,"",BXH03_lv,2020-07-13,2020-06-10,SAMEA6941777,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH03_lv,Norway rat,BXH03_lv,male,BXH03,left ventricle
ERR4230699,73211449,3733783899,51,2286,ERX4191461,BXH05_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651667,SAMEA6941778,simple,10116,Rattus norvegicus,SAMEA6941778,ERA2689847,07,2020,Makar,"",BXH05_lv,2020-07-13,2020-06-10,SAMEA6941778,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH05_lv,Norway rat,BXH05_lv,male,BXH05,left ventricle
ERR4230700,90229904,4601725104,51,2788,ERX4191462,BXH06_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651668,SAMEA6941779,simple,10116,Rattus norvegicus,SAMEA6941779,ERA2689847,07,2020,Makar,"",BXH06_lv,2020-07-13,2020-06-10,SAMEA6941779,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH06_lv,Norway rat,BXH06_lv,male,BXH06,left ventricle
ERR4230701,67367572,3435746172,51,2075,ERX4191463,BXH08_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651669,SAMEA6941780,simple,10116,Rattus norvegicus,SAMEA6941780,ERA2689847,07,2020,Makar,"",BXH08_lv,2020-07-13,2020-06-10,SAMEA6941780,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH08_lv,Norway rat,BXH08_lv,male,BXH08,left ventricle
ERR4230702,76774190,3915483690,51,2349,ERX4191464,BXH09_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651670,SAMEA6941781,simple,10116,Rattus norvegicus,SAMEA6941781,ERA2689847,07,2020,Makar,"",BXH09_lv,2020-07-13,2020-06-10,SAMEA6941781,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH09_lv,Norway rat,BXH09_lv,male,BXH09,left ventricle
ERR4230703,149415245,7620177495,51,4673,ERX4191465,BXH10_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651671,SAMEA6941782,simple,10116,Rattus norvegicus,SAMEA6941782,ERA2689847,07,2020,Makar,"",BXH10_lv,2020-07-13,2020-06-10,SAMEA6941782,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH10_lv,Norway rat,BXH10_lv,male,BXH10,left ventricle
ERR4230704,55231295,2816796045,51,1722,ERX4191466,BXH11_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651672,SAMEA6941783,simple,10116,Rattus norvegicus,SAMEA6941783,ERA2689847,07,2020,Makar,"",BXH11_lv,2020-07-13,2020-06-10,SAMEA6941783,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH11_lv,Norway rat,BXH11_lv,male,BXH11,left ventricle
ERR4230705,68218620,3479149620,51,2137,ERX4191467,BXH12_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651673,SAMEA6941784,simple,10116,Rattus norvegicus,SAMEA6941784,ERA2689847,07,2020,Makar,"",BXH12_lv,2020-07-13,2020-06-10,SAMEA6941784,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH12_lv,Norway rat,BXH12_lv,male,BXH12,left ventricle
ERR4230706,102703628,5237885028,51,3151,ERX4191468,BXH13_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651674,SAMEA6941785,simple,10116,Rattus norvegicus,SAMEA6941785,ERA2689847,07,2020,Makar,"",BXH13_lv,2020-07-13,2020-06-10,SAMEA6941785,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,BXH13_lv,Norway rat,BXH13_lv,male,BXH13,left ventricle
ERR4230707,63400125,3233406375,51,1962,ERX4191469,HXB01_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651675,SAMEA6941786,simple,10116,Rattus norvegicus,SAMEA6941786,ERA2689847,07,2020,Makar,"",HXB01_lv,2020-07-13,2020-06-10,SAMEA6941786,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB01_lv,Norway rat,HXB01_lv,male,HXB01,left ventricle
