Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genotype,treatment
SRR22197690,16050218,2214930084,69,931,SRX18176001,GSM6716001,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675172,SAMN31612644,simple,10090,Mus musculus,GSM6716001,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet Tie2-Cre:RiboTAG pulldown Sample 517 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197691,15894678,2193465564,69,916,SRX18176001,GSM6716001,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675172,SAMN31612644,simple,10090,Mus musculus,GSM6716001,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet Tie2-Cre:RiboTAG pulldown Sample 517 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197688,14036465,1937032170,69,827,SRX18176002,GSM6716002,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675173,SAMN31612643,simple,10090,Mus musculus,GSM6716002,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet white matter Sample 555 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197689,13916576,1920487488,69,814,SRX18176002,GSM6716002,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675173,SAMN31612643,simple,10090,Mus musculus,GSM6716002,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet white matter Sample 555 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197686,17277219,2384256222,69,1003,SRX18176003,GSM6716003,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675174,SAMN31612642,simple,10090,Mus musculus,GSM6716003,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet Tie2-Cre:RiboTAG pulldown Sample 555 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197687,17108424,2360962512,69,987,SRX18176003,GSM6716003,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675174,SAMN31612642,simple,10090,Mus musculus,GSM6716003,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet Tie2-Cre:RiboTAG pulldown Sample 555 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197684,12951340,1787284920,69,750,SRX18176004,GSM6716004,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675175,SAMN31612641,simple,10090,Mus musculus,GSM6716004,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet white matter Sample 556 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197685,12756131,1760346078,69,734,SRX18176004,GSM6716004,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675175,SAMN31612641,simple,10090,Mus musculus,GSM6716004,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet white matter Sample 556 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197682,18701127,2580755526,69,1095,SRX18176005,GSM6716005,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675176,SAMN31612640,simple,10090,Mus musculus,GSM6716005,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet Tie2-Cre:RiboTAG pulldown Sample 556 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197683,18531450,2557340100,69,1078,SRX18176005,GSM6716005,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675176,SAMN31612640,simple,10090,Mus musculus,GSM6716005,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,Control fat diet Tie2-Cre:RiboTAG pulldown Sample 556 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197680,16130393,2225994234,69,942,SRX18176006,GSM6716006,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675177,SAMN31612639,simple,10090,Mus musculus,GSM6716006,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet white matter Sample 676 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197681,16036273,2213005674,69,930,SRX18176006,GSM6716006,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675177,SAMN31612639,simple,10090,Mus musculus,GSM6716006,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet white matter Sample 676 Input,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,10% kCal from fat diet
SRR22197678,15115424,2085928512,69,871,SRX18176007,GSM6716007,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675178,SAMN31612638,simple,10090,Mus musculus,GSM6716007,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet Tie2-Cre:RiboTAG pulldown Sample 676 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
SRR22197679,14884081,2054003178,69,852,SRX18176007,GSM6716007,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP406384,PRJNA898432,36543124,"",SRS15675178,SAMN31612638,simple,10090,Mus musculus,GSM6716007,"Hinman Lab, Neurology, UCLA",SRA1534990,11,2022,Xiao,brain white matter,High fat diet Tie2-Cre:RiboTAG pulldown Sample 676 IP,brain white matter,brain white matter,Tie2-Cre:Rpl22-HA,60% kCal from fat diet
