Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR13663745,34567,110242738,3189,60,SRX10055416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218002,SAMN17838657,simple,9606,Homo sapiens,GSM5070701,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, RBFOX",Human embryonic kidney,HEK293T,GSM5070701
SRR13663746,17645,59069914,3347,32,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663747,30042,84841382,2824,37,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663748,40988,123788148,3020,55,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663749,32342,85159180,2633,37,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663750,31519,90700478,2877,43,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663751,23807,69995865,2940,34,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663752,22347,60755233,2718,28,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663753,15574,54256116,3483,29,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663754,12289,38824781,3159,20,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663755,251917,710473192,2820,327,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663756,216623,627311943,2895,291,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663757,194939,498775739,2558,228,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663758,30285,95829587,3164,52,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
SRR13663759,34268,114452662,3339,63,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070701
SRR13663760,29034,86070839,2964,46,SRX10055417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP305418,PRJNA700773,33963355,"",SRS8218003,SAMN17838656,simple,9606,Homo sapiens,GSM5070702,GEO,SRA1193777,05,2021,Brannan,Human embryonic kidney,"HEK293T, APOBEC",Human embryonic kidney,HEK293T,GSM5070702
