Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,library,GEO Accession
SRR11005835,43933922,2196696100,50,824,SRX7666632,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094862,SAMN13975831,simple,9606,Homo sapiens,GSM4293567,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the definitive endoderm stage,Hs_H1_BG062_d3_Alien_7_RNAseq_1,LINC00261 KO hESCs were differentiated to the definitive endoderm stage,H1 ES cells,ES-derived definitive endoderm cells,LINC00261-/-,"polyA, stranded",GSM4293567
SRR11005836,47564108,2378205400,50,742,SRX7666633,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP246901,PRJNA604580,32744504,"",SRS6094863,SAMN13975830,simple,9606,Homo sapiens,GSM4293568,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_day13_ctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293568
SRR11005837,29509976,1475498800,50,493,SRX7666634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094864,SAMN13975828,simple,9606,Homo sapiens,GSM4293569,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG020_d13_ctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293569
SRR11005838,34161862,1708093100,50,646,SRX7666635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094865,SAMN13975827,simple,9606,Homo sapiens,GSM4293570,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_ctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293570
SRR11005839,21344704,1600852800,75,668,SRX7666636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094866,SAMN13975826,simple,9606,Homo sapiens,GSM4293571,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG129_d13_CRISPRctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293571
SRR11005840,21563740,1617280500,75,675,SRX7666637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094867,SAMN13975825,simple,9606,Homo sapiens,GSM4293572,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG130_d13_CRISPRctrl_RNAseq_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293572
SRR11005841,20481601,1536120075,75,651,SRX7666638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094868,SAMN13975813,simple,9606,Homo sapiens,GSM4293573,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG73_d13_ctrl_RNAseq_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293573
SRR11005842,40009851,3040748676,76,1202,SRX7666639,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094869,SAMN13975812,simple,9606,Homo sapiens,GSM4293574,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG111_d13_ctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293574
SRR11005843,36544845,2777408220,76,1102,SRX7666640,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094870,SAMN13975811,simple,9606,Homo sapiens,GSM4293575,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG113_d13_ctrl_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293575
SRR11005844,23317453,1165872650,50,437,SRX7666641,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094871,SAMN13975810,simple,9606,Homo sapiens,GSM4293576,GEO,SRA1036472,08,2020,Gaertner,PDX1 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG023_d13_PDX1_RNAseq_1,PDX1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,PDX1-/-,"polyA, stranded",GSM4293576
SRR11005845,36152849,1807642450,50,696,SRX7666642,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094872,SAMN13975807,simple,9606,Homo sapiens,GSM4293577,GEO,SRA1036472,08,2020,Gaertner,PDX1 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_PDX1_RNAseq_1,PDX1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,PDX1-/-,"polyA, stranded",GSM4293577
SRR11005846,39500603,1975030150,50,625,SRX7666643,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP246901,PRJNA604580,32744504,"",SRS6094873,SAMN13975805,simple,9606,Homo sapiens,GSM4293578,GEO,SRA1036472,08,2020,Gaertner,GATA6-AS1 KO hESCs were differentiated to the PP2 stage,Hs_H1_day13_GATA6-AS1-KO_RNAseq_1,GATA6-AS1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,GATA6-AS1-/-,"polyA, stranded",GSM4293578
SRR11005847,37225637,1861281850,50,716,SRX7666644,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094874,SAMN13975804,simple,9606,Homo sapiens,GSM4293579,GEO,SRA1036472,08,2020,Gaertner,GATA6-AS1 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG058_d13_GATA6-AS1_7_RNAseq_1,GATA6-AS1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,GATA6-AS1-/-,"polyA, stranded",GSM4293579
SRR11005848,24631255,1231562750,50,460,SRX7666645,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094875,SAMN13975802,simple,9606,Homo sapiens,GSM4293580,GEO,SRA1036472,08,2020,Gaertner,TUNAR KO hESCs were differentiated to the PP2 stage,Hs_H1_BG51_TUNAR_21_d13_RNAseq_1,TUNAR KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,TUNAR-/-,"polyA, stranded",GSM4293580
SRR11005849,35485116,1774255800,50,658,SRX7666646,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094876,SAMN13975801,simple,9606,Homo sapiens,GSM4293581,GEO,SRA1036472,08,2020,Gaertner,TUNAR KO hESCs were differentiated to the PP2 stage,Hs_H1_BG52_TUNAR_16_d13_RNAseq_1,TUNAR KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,TUNAR-/-,"polyA, stranded",GSM4293581
SRR11005850,36906723,1845336150,50,706,SRX7666647,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094877,SAMN13975800,simple,9606,Homo sapiens,GSM4293582,GEO,SRA1036472,08,2020,Gaertner,LINC00479 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_LINC00479_15_RNAseq_1,LINC00479 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00479-/-,"polyA, stranded",GSM4293582
SRR11005851,27978378,1398918900,50,541,SRX7666648,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094878,SAMN13975798,simple,9606,Homo sapiens,GSM4293583,GEO,SRA1036472,08,2020,Gaertner,LINC00479 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG065_d13_LINC00479_38_RNAseq_1,LINC00479 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00479-/-,"polyA, stranded",GSM4293583
SRR11005852,33831695,1691584750,50,531,SRX7666649,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP246901,PRJNA604580,32744504,"",SRS6094879,SAMN13975791,simple,9606,Homo sapiens,GSM4293584,GEO,SRA1036472,08,2020,Gaertner,LHFPL3-AS2 KO hESCs were differentiated to the PP2 stage,Hs_H1_day13_5'Scar-KO_RNAseq_1,LHFPL3-AS2 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LHFPL3-AS2-/-,"polyA, stranded",GSM4293584
SRR11005853,25710604,1285530200,50,499,SRX7666650,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094880,SAMN13975790,simple,9606,Homo sapiens,GSM4293585,GEO,SRA1036472,08,2020,Gaertner,LHFPL3-AS2 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG058_d13_Scar_RNAseq_1,LHFPL3-AS2 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LHFPL3-AS2-/-,"polyA, stranded",GSM4293585
SRR11005854,27789474,1389473700,50,427,SRX7666651,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP246901,PRJNA604580,32744504,"",SRS6094881,SAMN13975789,simple,9606,Homo sapiens,GSM4293586,GEO,SRA1036472,08,2020,Gaertner,SOX9-AS1 KO hESCs were differentiated to the PP2 stage,Hs_H1_day13_SOX9-AS1-KO_RNAseq_1,SOX9-AS1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,SOX9-AS1-/-,"polyA, stranded",GSM4293586
SRR11005855,25441603,1908120225,75,814,SRX7666652,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094882,SAMN13975797,simple,9606,Homo sapiens,GSM4293587,GEO,SRA1036472,08,2020,Gaertner,SOX9-AS1 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG80_d13_SOX9-AS1_RNAseq_2,SOX9-AS1 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,SOX9-AS1-/-,"polyA, stranded",GSM4293587
SRR11005856,26497207,1324860350,50,443,SRX7666653,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094883,SAMN13975795,simple,9606,Homo sapiens,GSM4293588,GEO,SRA1036472,08,2020,Gaertner,MIR7-3HG KO hESCs were differentiated to the PP2 stage,Hs_H1_BG020_d13_MIR7-3HG_32_RNAseq_1,MIR7-3HG KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,MIR7-3HG-/-,"polyA, stranded",GSM4293588
SRR11005857,27794310,1389715500,50,530,SRX7666654,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094884,SAMN13975793,simple,9606,Homo sapiens,GSM4293589,GEO,SRA1036472,08,2020,Gaertner,MIR7-3HG KO hESCs were differentiated to the PP2 stage,Hs_H1_BG052_d13_MIR7-3HG_11_RNAseq_1,MIR7-3HG KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,MIR7-3HG-/-,"polyA, stranded",GSM4293589
SRR11005858,76954535,3847726750,50,1283,SRX7666655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094885,SAMN13975792,simple,9606,Homo sapiens,GSM4293590,GEO,SRA1036472,08,2020,Gaertner,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG020_d13_834C11.4_RNAseq_1,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,RP11-834C11.4-/-,"polyA, stranded",GSM4293590
SRR11005859,26968609,1348430450,50,501,SRX7666656,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094886,SAMN13975788,simple,9606,Homo sapiens,GSM4293591,GEO,SRA1036472,08,2020,Gaertner,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG49_834C11.4_20_d13_RNAseq_1,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,RP11-834C11.4-/-,"polyA, stranded",GSM4293591
SRR11005860,33993016,1699650800,50,643,SRX7666657,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094887,SAMN13975787,simple,9606,Homo sapiens,GSM4293592,GEO,SRA1036472,08,2020,Gaertner,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_834C11.4_6_RNAseq_1,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,RP11-834C11.4-/-,"polyA, stranded",GSM4293592
SRR11005861,40610388,2030519400,50,765,SRX7666658,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094888,SAMN13975786,simple,9606,Homo sapiens,GSM4293593,GEO,SRA1036472,08,2020,Gaertner,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_834C11.4_40_RNAseq_1,RP11-834C11.4 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,RP11-834C11.4-/-,"polyA, stranded",GSM4293593
SRR11005862,28196950,1409847500,50,537,SRX7666659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094889,SAMN13975785,simple,9606,Homo sapiens,GSM4293594,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG063_d13_Alien_7_RNAseq_1,LINC00261 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00261-/-,"polyA, stranded",GSM4293594
SRR11005863,27597748,1379887400,50,521,SRX7666660,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094890,SAMN13975842,simple,9606,Homo sapiens,GSM4293595,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG057_d13_Alien_30_RNAseq_1,LINC00261 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00261-/-,"polyA, stranded",GSM4293595
SRR11005864,39886049,3031339724,76,1195,SRX7666661,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094891,SAMN13975841,simple,9606,Homo sapiens,GSM4293596,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG158_d13_LINC00261-knockout_RNAseq_1,LINC00261 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00261-/-,"polyA, stranded",GSM4293596
SRR11005865,34029363,2586231588,76,1021,SRX7666662,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094892,SAMN13975839,simple,9606,Homo sapiens,GSM4293597,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG111_d13_LINC00261_6-8_RNAseq_1,LINC00261 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00261-/-,"polyA, stranded",GSM4293597
SRR11005866,38949158,2960136008,76,1172,SRX7666663,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094893,SAMN13975838,simple,9606,Homo sapiens,GSM4293598,GEO,SRA1036472,08,2020,Gaertner,LINC00261 KO hESCs were differentiated to the PP2 stage,Hs_H1_BG111_d13_LINC00261_7-9_RNAseq_1,LINC00261 KO hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,LINC00261-/-,"polyA, stranded",GSM4293598
SRR11005870,29606580,1480329000,50,495,SRX7666664,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094894,SAMN13975832,simple,9606,Homo sapiens,GSM4293602,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,Hs_H1_BG080_d13_nuclear_RNA_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"ribo-depleted, stranded",GSM4293602
SRR11005871,9393992,713943392,76,280,SRX7666665,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094895,SAMN13975858,simple,9606,Homo sapiens,GSM4293603,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,Hs_H1_BG149_d13_nuclear_RNA_RNAseq_2,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"ribo-depleted, stranded",GSM4293603
