Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,tissue,developmental stage,description,GEO Accession
SRR8135927,10108074,2024316059,100,810,SRX4956934,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997440,SAMN10347774,simple,7955,Danio rerio,GSM3452120,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Angiotag input sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, RNA from FACS-sorted endothelial cells",GSM3452129
SRR8135928,24281847,4864870446,100,1977,SRX4956935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997442,SAMN10347773,simple,7955,Danio rerio,GSM3452121,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Angiotag input sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, RNA from FACS-sorted endothelial cells",GSM3452130
SRR8135929,24221849,4852646495,100,1952,SRX4956935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997442,SAMN10347773,simple,7955,Danio rerio,GSM3452121,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Angiotag input sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452131
SRR8135930,2538712,508676447,100,203,SRX4956935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997442,SAMN10347773,simple,7955,Danio rerio,GSM3452121,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Angiotag input sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452132
SRR8135931,2575616,516088146,100,206,SRX4956935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997442,SAMN10347773,simple,7955,Danio rerio,GSM3452121,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Angiotag input sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452133
SRR8135932,50661654,7551641269,74,3043,SRX4956936,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997448,SAMN10347772,simple,7955,Danio rerio,GSM3452122,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag IP sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452116
SRR8135933,56252261,8203206038,72,3359,SRX4956937,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997446,SAMN10347771,simple,7955,Danio rerio,GSM3452123,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag IP sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452117
SRR8135934,45403187,6766359499,74,2744,SRX4956938,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997445,SAMN10347770,simple,7955,Danio rerio,GSM3452124,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag IP sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452118
SRR8135935,49956134,7444239397,74,2958,SRX4956939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997450,SAMN10347855,simple,7955,Danio rerio,GSM3452125,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag input sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452119
SRR8135936,69239038,9802733728,,3919,SRX4956940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997447,SAMN10347854,simple,7955,Danio rerio,GSM3452126,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag input sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452120
SRR8135937,47632455,7096688385,74,2842,SRX4956941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997471,SAMN10347853,simple,7955,Danio rerio,GSM3452127,GEO,SRA800750,03,2019,Makar,zebrafish embryos,Ribotag input sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452121
SRR8135938,18575932,3710241315,99,1498,SRX4956942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997451,SAMN10347852,simple,7955,Danio rerio,GSM3452128,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452122
SRR8135939,18521477,3699118994,99,1478,SRX4956942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997451,SAMN10347852,simple,7955,Danio rerio,GSM3452128,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452123
SRR8135940,9763694,1950530990,99,772,SRX4956942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997451,SAMN10347852,simple,7955,Danio rerio,GSM3452128,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452124
SRR8135941,9898557,1977613627,99,785,SRX4956942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997451,SAMN10347852,simple,7955,Danio rerio,GSM3452128,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452125
SRR8135942,20297140,4041040969,99,1663,SRX4956943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997452,SAMN10347851,simple,7955,Danio rerio,GSM3452129,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452126
SRR8135943,20225686,4026366523,99,1639,SRX4956943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997452,SAMN10347851,simple,7955,Danio rerio,GSM3452129,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452127
SRR8135944,7220378,1438088568,99,576,SRX4956943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997452,SAMN10347851,simple,7955,Danio rerio,GSM3452129,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, RNA from FACS-sorted endothelial cells",GSM3452128
SRR8135945,7289073,1451963615,99,583,SRX4956943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997452,SAMN10347851,simple,7955,Danio rerio,GSM3452129,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, RNA from FACS-sorted endothelial cells",GSM3452129
SRR8135946,20317974,4018222481,98,1639,SRX4956944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997454,SAMN10347850,simple,7955,Danio rerio,GSM3452130,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, RNA from FACS-sorted endothelial cells",GSM3452130
SRR8135947,20271151,4009381215,98,1617,SRX4956944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997454,SAMN10347850,simple,7955,Danio rerio,GSM3452130,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452131
SRR8135948,5736173,1135343501,98,454,SRX4956944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997454,SAMN10347850,simple,7955,Danio rerio,GSM3452130,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452132
SRR8135949,5797861,1147665534,99,460,SRX4956944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997454,SAMN10347850,simple,7955,Danio rerio,GSM3452130,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS sorted sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, total RNA",GSM3452133
SRR8135950,27599796,5521041581,100,2214,SRX4956945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997464,SAMN10347849,simple,7955,Danio rerio,GSM3452131,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452116
SRR8135951,27482360,5497295746,100,2181,SRX4956945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997464,SAMN10347849,simple,7955,Danio rerio,GSM3452131,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452117
SRR8135952,1806,360898,99,0,SRX4956945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997464,SAMN10347849,simple,7955,Danio rerio,GSM3452131,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, immunoprecipitated RNA",GSM3452118
SRR8135953,1787,357450,100,0,SRX4956945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997464,SAMN10347849,simple,7955,Danio rerio,GSM3452131,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 1,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452119
SRR8135954,20887770,4171543842,99,1687,SRX4956946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997456,SAMN10347848,simple,7955,Danio rerio,GSM3452132,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452120
SRR8135955,20827135,4159145548,99,1664,SRX4956946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997456,SAMN10347848,simple,7955,Danio rerio,GSM3452132,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Angiotag transgenic, input RNA",GSM3452121
SRR8135956,5952254,1188943574,99,471,SRX4956946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997456,SAMN10347848,simple,7955,Danio rerio,GSM3452132,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452122
SRR8135957,6040011,1206574028,99,479,SRX4956946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997456,SAMN10347848,simple,7955,Danio rerio,GSM3452132,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 2,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452123
SRR8135958,18609446,3517046672,94,1436,SRX4956947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997461,SAMN10347847,simple,7955,Danio rerio,GSM3452133,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, immunoprecipitated RNA",GSM3452124
SRR8135959,18600516,3514054632,94,1418,SRX4956947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997461,SAMN10347847,simple,7955,Danio rerio,GSM3452133,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452125
SRR8135960,10461645,1982320115,94,793,SRX4956947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997461,SAMN10347847,simple,7955,Danio rerio,GSM3452133,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452126
SRR8135961,10563697,2003004884,94,803,SRX4956947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP167240,PRJNA501871,1,"",SRS3997461,SAMN10347847,simple,7955,Danio rerio,GSM3452133,GEO,SRA800750,03,2019,Makar,zebrafish embryos,FACS total RNA sample 3,zebrafish embryos,Transgene positive,pooled embryos,24hpf,"Ribotag transgenic, input RNA",GSM3452127
