Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,GEO Accession
SRR7107304,32379903,2462402198,66,1102,SRX4035634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253918,SAMN09045428,simple,9606,Homo sapiens,GSM3130435,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107305,35123368,2670970367,66,1195,SRX4035634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253918,SAMN09045428,simple,9606,Homo sapiens,GSM3130435,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
SRR7107306,37307245,2836947566,66,1262,SRX4035634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253918,SAMN09045428,simple,9606,Homo sapiens,GSM3130435,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130437
SRR7107307,39488587,3002858823,66,1339,SRX4035634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253918,SAMN09045428,simple,9606,Homo sapiens,GSM3130435,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130438
SRR7107308,36020353,2739009810,66,1219,SRX4035634,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253918,SAMN09045428,simple,9606,Homo sapiens,GSM3130435,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130439
SRR7107309,11689526,806577294,59,263,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130440
SRR7107310,9408659,649197471,59,213,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130441
SRR7107311,9940581,685900089,59,224,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130442
SRR7107312,9734313,671667597,59,220,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 100,000 member designed 5'' UTR library",HEK293T,GSM3130443
SRR7107313,13210858,911549202,59,298,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,eGFP Variable Length 5' UTRs,HEK293T,GSM4084997
SRR7107314,9953803,686812407,59,224,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107315,11174780,771059820,59,253,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
SRR7107316,11645672,803551368,59,262,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130437
SRR7107317,13426509,926429121,59,303,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130438
SRR7107318,11671088,805305072,59,263,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130439
SRR7107319,10648914,734775066,59,240,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130440
SRR7107320,11244295,775856355,59,255,SRX4035635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253917,SAMN09045427,simple,9606,Homo sapiens,GSM3130436,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_unmod_2,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130441
SRR7107321,12716554,877442226,59,323,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130442
SRR7107322,13757889,949294341,59,351,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 100,000 member designed 5'' UTR library",HEK293T,GSM3130443
SRR7107323,15360710,1059888990,59,392,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,eGFP Variable Length 5' UTRs,HEK293T,GSM4084997
SRR7107324,12092283,834367527,59,308,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107325,15524484,1071189396,59,395,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
SRR7107326,16262463,1122109947,59,414,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130437
SRR7107327,13137691,906500679,59,333,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130438
SRR7107328,12839941,885955929,59,327,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130439
SRR7107329,14629059,1009405071,59,371,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130440
SRR7107330,13870811,957085959,59,352,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130441
SRR7107331,13533407,933805083,59,344,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130442
SRR7107332,12874639,888350091,59,327,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,"eGFP 100,000 member designed 5'' UTR library",HEK293T,GSM3130443
SRR7107333,15261560,1053047640,59,390,SRX4035636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253919,SAMN09045426,simple,9606,Homo sapiens,GSM3130437,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_1,eGFP Variable Length 5' UTRs,HEK293T,GSM4084997
SRR7107334,8807869,607742961,59,201,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107335,9305909,642107721,59,213,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
SRR7107336,8188306,564993114,59,187,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130437
SRR7107337,9290139,641019591,59,212,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130438
SRR7107338,9150987,631418103,59,209,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130439
SRR7107339,8325787,574479303,59,191,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130440
SRR7107340,9515155,656545695,59,217,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130441
SRR7107341,9473692,653684748,59,216,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130442
SRR7107342,10545039,727607691,59,240,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 100,000 member designed 5'' UTR library",HEK293T,GSM3130443
SRR7107343,8662268,597696492,59,198,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,eGFP Variable Length 5' UTRs,HEK293T,GSM4084997
SRR7107344,8405250,579962250,59,193,SRX4035637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253920,SAMN09045425,simple,9606,Homo sapiens,GSM3130438,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_pseudo_2,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107345,5796789,399978441,59,150,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
SRR7107346,5976300,412364700,59,155,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130437
SRR7107347,5242388,361724772,59,136,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130438
SRR7107348,3293034,227219346,59,86,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130439
SRR7107349,5963082,411452658,59,155,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130440
SRR7107350,5500198,379513662,59,143,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130441
SRR7107351,5498963,379428447,59,143,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"mCherry 200,000 member 5'' UTR library",HEK293T,GSM3130442
SRR7107352,4976773,343397337,59,129,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 100,000 member designed 5'' UTR library",HEK293T,GSM3130443
SRR7107353,4393326,303139494,59,114,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,eGFP Variable Length 5' UTRs,HEK293T,GSM4084997
SRR7107354,5140255,354677595,59,133,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130435
SRR7107355,5725055,395028795,59,149,SRX4035638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP144485,PRJNA454863,31267113,"",SRS3253921,SAMN09045424,simple,9606,Homo sapiens,GSM3130439,GEO,SRA699422,05,2018,Sample,"eGFP 300,000 member 5'' UTR library",egfp_m1pseudo_1,"eGFP 300,000 member 5'' UTR library",HEK293T,GSM3130436
