Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,age,strain,inhibitors,injection route,internal animal id,tissue,molecule subtype,GEO Accession
SRR6880558,40041777,12012533100,150,4385,SRX3833058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080732,SAMN08774020,simple,10090,Mus musculus,GSM3061185,GEO,SRA671174,01,2019,Gerashchenko,heart_mRNAseq,mouse29_heart_mRNAseq,heart_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,29,heart,,GSM3061185
SRR6880559,37109483,11132844900,150,4144,SRX3833059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080746,SAMN08774018,simple,10090,Mus musculus,GSM3061186,GEO,SRA671174,01,2019,Gerashchenko,mouse26_brain_mRNAseq,mouse26_brain_mRNAseq,mouse26_brain_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,26,brain,,GSM3061186
SRR6880560,34239722,10271916600,150,3828,SRX3833060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080734,SAMN08773991,simple,10090,Mus musculus,GSM3061187,GEO,SRA671174,01,2019,Gerashchenko,mouse27_brain_mRNAseq,mouse27_brain_mRNAseq,mouse27_brain_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,27,brain,,GSM3061187
SRR6880561,38225475,11467642500,150,4518,SRX3833061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080736,SAMN08773990,simple,10090,Mus musculus,GSM3061188,GEO,SRA671174,01,2019,Gerashchenko,mouse28_brain_mRNAseq,mouse28_brain_mRNAseq,mouse28_brain_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,28,brain,,GSM3061188
SRR6880562,38325756,11497726800,150,4544,SRX3833062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080735,SAMN08773992,simple,10090,Mus musculus,GSM3061189,GEO,SRA671174,01,2019,Gerashchenko,mouse26_testis_mRNAseq,mouse26_testis_mRNAseq,mouse26_testis_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,26,testis,,GSM3061189
SRR6880563,35976316,10792894800,150,4243,SRX3833063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080737,SAMN08773993,simple,10090,Mus musculus,GSM3061190,GEO,SRA671174,01,2019,Gerashchenko,mouse27_tastis_mRNAseq,mouse27_tastis_mRNAseq,mouse27_tastis_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,27,testis,,GSM3061190
SRR6880564,34463922,10339176600,150,4071,SRX3833064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080747,SAMN08773994,simple,10090,Mus musculus,GSM3061191,GEO,SRA671174,01,2019,Gerashchenko,mouse28_testis_mRNAseq,mouse28_testis_mRNAseq,mouse28_testis_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,28,testis,,GSM3061191
SRR6880565,36518335,10955500500,150,4313,SRX3833065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080739,SAMN08773995,simple,10090,Mus musculus,GSM3061192,GEO,SRA671174,01,2019,Gerashchenko,mouse26_lung_mRNAseq,mouse26_lung_mRNAseq,mouse26_lung_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,26,lung,,GSM3061192
SRR6880566,39831225,11949367500,150,4694,SRX3833066,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080740,SAMN08773982,simple,10090,Mus musculus,GSM3061193,GEO,SRA671174,01,2019,Gerashchenko,mouse27_lung_mRNAseq,mouse27_lung_mRNAseq,mouse27_lung_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,27,lung,,GSM3061193
SRR6880567,37555976,11266792800,150,4426,SRX3833067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080738,SAMN08773983,simple,10090,Mus musculus,GSM3061194,GEO,SRA671174,01,2019,Gerashchenko,mouse28_lung_mRNAseq,mouse28_lung_mRNAseq,mouse28_lung_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,28,lung,,GSM3061194
SRR6880568,30606426,9181927800,150,3385,SRX3833068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080741,SAMN08773986,simple,10090,Mus musculus,GSM3061195,GEO,SRA671174,01,2019,Gerashchenko,mouse26_pancreas_mRNAseq,mouse26_pancreas_mRNAseq,mouse26_pancreas_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,26,pancreas,,GSM3061195
SRR6880569,34080579,10224173700,150,3731,SRX3833069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080765,SAMN08773985,simple,10090,Mus musculus,GSM3061196,GEO,SRA671174,01,2019,Gerashchenko,mouse27_pancreas_mRNAseq,mouse27_pancreas_mRNAseq,mouse27_pancreas_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,27,pancreas,,GSM3061196
SRR6880570,34699658,10409897400,150,3663,SRX3833070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP136268,PRJNA445295,33264395,"",SRS3080742,SAMN08773984,simple,10090,Mus musculus,GSM3061197,GEO,SRA671174,01,2019,Gerashchenko,mouse28_pancreas_mRNAseq,mouse28_pancreas_mRNAseq,mouse28_pancreas_mRNAseq,13 weeks old mouse,C57BL6,none,n/a,28,pancreas,,GSM3061197
SRR6880571,33411351,1670567550,50,914,SRX3833071,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080743,SAMN08773989,simple,10090,Mus musculus,GSM3061198,GEO,SRA671174,01,2019,Gerashchenko,liver_RiboSeq,mouse26_liver_RiboSeq,liver_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,liver,ribosome footprints,GSM3061198
SRR6880572,42091858,2104592900,50,1275,SRX3833072,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080744,SAMN08773988,simple,10090,Mus musculus,GSM3061199,GEO,SRA671174,01,2019,Gerashchenko,liver_RiboSeq,mouse27_liver_RiboSeq,liver_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,liver,ribosome footprints,GSM3061199
SRR6880573,37973392,1898669600,50,1043,SRX3833073,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080750,SAMN08773987,simple,10090,Mus musculus,GSM3061200,GEO,SRA671174,01,2019,Gerashchenko,liver_RiboSeq,mouse28_liver_RiboSeq,liver_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,28,liver,ribosome footprints,GSM3061200
SRR6880574,38836355,1941817750,50,1058,SRX3833074,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080749,SAMN08773981,simple,10090,Mus musculus,GSM3061201,GEO,SRA671174,01,2019,Gerashchenko,liver_RiboSeq,mouse29_liver_RiboSeq,liver_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,29,liver,ribosome footprints,GSM3061201
SRR6880575,38518081,1925904050,50,1194,SRX3833075,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080748,SAMN08773980,simple,10090,Mus musculus,GSM3061202,GEO,SRA671174,01,2019,Gerashchenko,mouse26_kidney_RiboSeq,mouse26_kidney_RiboSeq,mouse26_kidney_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,kidney,ribosome footprints,GSM3061202
SRR6880576,39581430,1979071500,50,1220,SRX3833076,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080786,SAMN08773979,simple,10090,Mus musculus,GSM3061203,GEO,SRA671174,01,2019,Gerashchenko,mouse27_kidney_RiboSeq,mouse27_kidney_RiboSeq,mouse27_kidney_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,kidney,ribosome footprints,GSM3061203
SRR6880577,38173504,1908675200,50,1161,SRX3833077,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080751,SAMN08773978,simple,10090,Mus musculus,GSM3061204,GEO,SRA671174,01,2019,Gerashchenko,skeletal_RiboSeq,mouse26_skeletal_RiboSeq,skeletal_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,skeletal muscle,ribosome footprints,GSM3061204
SRR6880578,45576120,2278806000,50,1390,SRX3833078,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080787,SAMN08773977,simple,10090,Mus musculus,GSM3061205,GEO,SRA671174,01,2019,Gerashchenko,skeletal_RiboSeq,mouse27_skeletal_RiboSeq,skeletal_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,skeletal muscle,ribosome footprints,GSM3061205
SRR6880579,36286515,1814325750,50,1122,SRX3833079,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080752,SAMN08773976,simple,10090,Mus musculus,GSM3061206,GEO,SRA671174,01,2019,Gerashchenko,mouse26_brain_RiboSeq,mouse26_brain_RiboSeq,mouse26_brain_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,brain,ribosome footprints,GSM3061206
SRR6880580,43148087,2157404350,50,1351,SRX3833080,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080753,SAMN08773975,simple,10090,Mus musculus,GSM3061207,GEO,SRA671174,01,2019,Gerashchenko,mouse27_brain_RiboSeq,mouse27_brain_RiboSeq,mouse27_brain_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,brain,ribosome footprints,GSM3061207
SRR6880581,39389251,1969462550,50,1202,SRX3833081,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080754,SAMN08773974,simple,10090,Mus musculus,GSM3061208,GEO,SRA671174,01,2019,Gerashchenko,heart_RiboSeq,mouse26_heart_RiboSeq,heart_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,heart,ribosome footprints,GSM3061208
SRR6880582,24353341,1217667050,50,683,SRX3833082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080761,SAMN08773973,simple,10090,Mus musculus,GSM3061209,GEO,SRA671174,01,2019,Gerashchenko,heart_RiboSeq,mouse28_heart_RiboSeq,heart_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,28,heart,ribosome footprints,GSM3061209
SRR6880583,41014197,2050709850,50,1272,SRX3833083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080757,SAMN08773972,simple,10090,Mus musculus,GSM3061210,GEO,SRA671174,01,2019,Gerashchenko,mouse26_lung_RiboSeq,mouse26_lung_RiboSeq,mouse26_lung_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,lung,ribosome footprints,GSM3061210
SRR6880584,45561965,2278098250,50,1354,SRX3833084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080756,SAMN08773971,simple,10090,Mus musculus,GSM3061211,GEO,SRA671174,01,2019,Gerashchenko,mouse27_lung_RiboSeq,mouse27_lung_RiboSeq,mouse27_lung_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,lung,ribosome footprints,GSM3061211
SRR6880585,39796581,1989829050,50,1206,SRX3833085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080755,SAMN08773969,simple,10090,Mus musculus,GSM3061212,GEO,SRA671174,01,2019,Gerashchenko,mouse26_pancreas_RiboSeq,mouse26_pancreas_RiboSeq,mouse26_pancreas_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,pancreas,ribosome footprints,GSM3061212
SRR6880586,37188761,1859438050,50,1128,SRX3833086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080758,SAMN08773968,simple,10090,Mus musculus,GSM3061213,GEO,SRA671174,01,2019,Gerashchenko,mouse27_pancreas_RiboSeq,mouse27_pancreas_RiboSeq,mouse27_pancreas_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,pancreas,ribosome footprints,GSM3061213
SRR6880587,40095204,2004760200,50,1239,SRX3833087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080762,SAMN08773967,simple,10090,Mus musculus,GSM3061214,GEO,SRA671174,01,2019,Gerashchenko,mouse26_testis_RiboSeq,mouse26_testis_RiboSeq,mouse26_testis_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,testis,ribosome footprints,GSM3061214
SRR6880588,40609372,2030468600,50,1259,SRX3833088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080759,SAMN08774008,simple,10090,Mus musculus,GSM3061215,GEO,SRA671174,01,2019,Gerashchenko,mouse27_testis_RiboSeq,mouse27_testis_RiboSeq,mouse27_testis_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,testis,ribosome footprints,GSM3061215
SRR6880589,36079101,1803955050,50,1068,SRX3833089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080763,SAMN08774007,simple,10090,Mus musculus,GSM3061216,GEO,SRA671174,01,2019,Gerashchenko,mouse23_testis_RiboSeq,mouse23_testis_RiboSeq,mouse23_testis_RiboSeq,16 weeks old muse,C57BL6,harringtonine 30 min,retro-orbital,23,testis,ribosome footprints,GSM3061216
