Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,sample name
ERR3949731,144318010,4712584299,32,2596,ERX3957537,Streptomyces avermitilis MA-4680 ribosome profiling T1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349683,SAMEA6585381,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585381,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585381,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read
ERR3949732,170463269,5377340262,31,3017,ERX3957538,Streptomyces avermitilis MA-4680 ribosome profiling T2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349683,SAMEA6585381,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585381,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585381,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read
ERR3949734,221698272,6978654007,31,4148,ERX3957540,Streptomyces avermitilis MA-4680 ribosome profiling L2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349683,SAMEA6585381,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585381,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585381,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read
ERR3949735,245481924,8028488785,32,4851,ERX3957541,Streptomyces avermitilis MA-4680 ribosome profiling S1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349683,SAMEA6585381,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585381,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585381,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read,Streptomyces avermitilis MA-4680 ribosome profiling trimmed read
ERR3949737,14798315,1492290782,100,674,ERX3957543,Streptomyces clavuligerus ATCC27064 RNA-seq E1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949738,14978853,1509707528,100,684,ERX3957544,Streptomyces clavuligerus ATCC27064 RNA-seq E2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949739,15701289,1583178274,100,715,ERX3957545,Streptomyces clavuligerus ATCC27064 RNA-seq T1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949740,12420654,1252389847,100,568,ERX3957546,Streptomyces clavuligerus ATCC27064 RNA-seq T2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949741,13207520,1331288342,100,577,ERX3957547,Streptomyces clavuligerus ATCC27064 RNA-seq L1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949742,13782042,1390067398,100,602,ERX3957548,Streptomyces clavuligerus ATCC27064 RNA-seq L2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949743,13525948,1363754971,100,589,ERX3957549,Streptomyces clavuligerus ATCC27064 RNA-seq S1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949744,13272058,1335496096,100,585,ERX3957550,Streptomyces clavuligerus ATCC27064 RNA-seq S2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349684,SAMEA6585382,simple,1901,Streptomyces clavuligerus,SAMEA6585382,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585382,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read,Streptomyces clavuligerus ATCC27064 RNA-seq trimmed read
ERR3949745,196272522,5907624675,30,3429,ERX3957551,Streptomyces clavuligerus ATCC27064 ribosome profiling E1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949746,200168124,5190314547,25,3263,ERX3957552,Streptomyces clavuligerus ATCC27064 ribosome profiling E2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949747,162668883,4802191485,29,2853,ERX3957553,Streptomyces clavuligerus ATCC27064 ribosome profiling T1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949748,186424116,5490426631,29,3282,ERX3957554,Streptomyces clavuligerus ATCC27064 ribosome profiling T2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949749,172769472,5099211794,29,2976,ERX3957555,Streptomyces clavuligerus ATCC27064 ribosome profiling L1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949750,167661579,4914371024,29,3010,ERX3957556,Streptomyces clavuligerus ATCC27064 ribosome profiling L2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949751,168131662,4901448168,29,3024,ERX3957557,Streptomyces clavuligerus ATCC27064 ribosome profiling S1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949752,170844372,4999387368,29,2923,ERX3957558,Streptomyces clavuligerus ATCC27064 ribosome profiling S2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349685,SAMEA6585383,simple,1901,Streptomyces clavuligerus,SAMEA6585383,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585383,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read,Streptomyces clavuligerus ATCC27064 ribosome profiling trimmed read
ERR3949753,319268737,10481807196,,5740,ERX3957559,Streptomyces venezuelae ATCC15439 RNA-seq E1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
ERR3949754,214371450,7203804381,,4159,ERX3957560,Streptomyces venezuelae ATCC15439 RNA-seq E2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
ERR3949755,329759627,10695913788,,5794,ERX3957561,Streptomyces venezuelae ATCC15439 RNA-seq T1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
ERR3949756,157601248,5011884433,31,2794,ERX3957562,Streptomyces venezuelae ATCC15439 RNA-seq T2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
ERR3949759,238259689,7532513188,,4137,ERX3957565,Streptomyces venezuelae ATCC15439 RNA-seq S1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
ERR3949760,158023893,4906848718,31,2511,ERX3957566,Streptomyces venezuelae ATCC15439 RNA-seq S2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349686,SAMEA6585384,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585384,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585384,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read,Streptomyces venezuelae ATCC15439 ribosome profiling trimmed read
