Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR7439256,23273424,3537560448,76,1213,ERX7008968,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969492,SAMEA11324654,simple,9606,Homo sapiens,SAMEA11324654,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",26099RPF,2021-11-29,2021-11-29,SAMEA11324654,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,26099RPF,human,26099RPF
ERR7439257,33558223,5100849896,76,1713,ERX7008969,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969493,SAMEA11324655,simple,9606,Homo sapiens,SAMEA11324655,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",26099TOTAL,2021-11-29,2021-11-29,SAMEA11324655,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,26099TOTAL,human,26099TOTAL
ERR7439258,19850331,3017250312,76,1074,ERX7008970,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969494,SAMEA11324656,simple,9606,Homo sapiens,SAMEA11324656,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",32356RPF,2021-11-29,2021-11-29,SAMEA11324656,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,32356RPF,human,32356RPF
ERR7439259,42909301,6522213752,76,2194,ERX7008971,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969495,SAMEA11324657,simple,9606,Homo sapiens,SAMEA11324657,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",32356TOTAL,2021-11-29,2021-11-29,SAMEA11324657,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,32356TOTAL,human,32356TOTAL
ERR7439260,24502887,3724438824,76,1279,ERX7008972,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969496,SAMEA11324658,simple,9606,Homo sapiens,SAMEA11324658,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",33661RPF,2021-11-29,2021-11-29,SAMEA11324658,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,33661RPF,human,33661RPF
ERR7439261,37235927,5659860904,76,1920,ERX7008973,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969497,SAMEA11324659,simple,9606,Homo sapiens,SAMEA11324659,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",33661TOTAL,2021-11-29,2021-11-29,SAMEA11324659,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,33661TOTAL,human,33661TOTAL
ERR7439262,27966887,4250966824,76,1328,ERX7008974,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969498,SAMEA11324660,simple,9606,Homo sapiens,SAMEA11324660,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",WTBRPF,2021-11-29,2021-11-29,SAMEA11324660,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,WTBRPF,human,WTBRPF
ERR7439263,20022403,3043405256,76,955,ERX7008975,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969499,SAMEA11324661,simple,9606,Homo sapiens,SAMEA11324661,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",WTBTOTAL,2021-11-29,2021-11-29,SAMEA11324661,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,WTBTOTAL,human,WTBTOTAL
ERR7439264,72121132,10962412064,76,3720,ERX7008976,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969500,SAMEA11324662,simple,9606,Homo sapiens,SAMEA11324662,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",WTRPF,2021-11-29,2021-11-29,SAMEA11324662,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,WTRPF,human,WTRPF
ERR7439265,40074720,6091357440,76,2048,ERX7008977,not provided,OTHER,Inverse rRNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP133347,PRJEB48907,1,"",ERS8969501,SAMEA11324663,simple,9606,Homo sapiens,SAMEA11324663,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,ERA7492202,11,2021,Makar,"",WTTOTAL,2021-11-29,2021-11-29,SAMEA11324663,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,INSTITUTE OF APPLIED BIOSCIENCES - CERTH,2021-11-29T16:26:07Z,2021-11-29T16:26:07Z,public,WTTOTAL,human,WTTOTAL
