Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,biomaterial_provider,tissue,cell_line,BioSampleModel
SRR18910276,36207287,1810364350,50,964,SRX14988205,S6_4R_S10_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910275,17595243,879762150,50,470,SRX14988206,S6_4T_S4_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910274,13027617,1628452125,125,521,SRX14988207,S10_2R_ACTTGA_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910273,26099440,1304972000,50,733,SRX14988208,S6_5R_S11_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910272,27961045,1398052250,50,742,SRX14988209,S6_5T_S5_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910271,22810300,1140515000,50,605,SRX14988210,S6_6R_S12_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910270,16160037,808001850,50,430,SRX14988211,S6_6T_S6_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910269,22634535,1131726750,50,600,SRX14988212,S7_1R_S7_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910268,17465105,873255250,50,460,SRX14988213,S7_1T_S1_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910267,21069605,1053480250,50,564,SRX14988214,S7_2R_S8_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910266,23498923,1174946150,50,634,SRX14988215,S7_2T_S2_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910265,32933312,1646665600,50,902,SRX14988216,S7_3R_S9_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910264,30063205,1503160250,50,809,SRX14988217,S7_3T_S3_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910263,15627904,1953488000,125,623,SRX14988218,S10_2T_CGATGT_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910262,39578976,1978948800,50,1067,SRX14988219,S7_4R_S10_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910261,19136335,956816750,50,518,SRX14988220,S7_4T_S4_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910260,27366902,1368345100,50,760,SRX14988221,S7_5R_S11_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910259,28938347,1446917350,50,754,SRX14988222,S7_5T_S5_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910258,24894292,1244714600,50,668,SRX14988223,S7_6R_S12_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910257,17108575,855428750,50,453,SRX14988224,S7_6T_S6_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910256,22329251,2791156375,125,916,SRX14988225,S8_1R_CAGATC_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910255,17616612,2202076500,125,720,SRX14988226,S8_1T_ATCACG_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910254,18298247,2287280875,125,749,SRX14988227,S8_2R_ACTTGA_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910253,20929789,2616223625,125,854,SRX14988228,S8_2T_CGATGT_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910252,11241586,1405198250,125,453,SRX14988229,S10_3R_GATCAG_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910251,18723556,2340444500,125,773,SRX14988230,S8_3R_GATCAG_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910250,16913664,2114208000,125,687,SRX14988231,S8_3T_TTAGGC_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910249,17040961,2130120125,125,704,SRX14988232,S8_4R_TAGCTT_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910248,12572280,1571535000,125,513,SRX14988233,S8_4T_TGACCA_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910247,21216666,2652083250,125,878,SRX14988234,S8_5R_GGCTAC_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910246,14343769,1792971125,125,583,SRX14988235,S8_5T_ACAGTG_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910245,23013783,2876722875,125,945,SRX14988236,S8_6R_CTTGTA_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910244,18769554,2346194250,125,773,SRX14988237,S8_6T_GCCAAT_L006_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910243,7456802,932100250,125,272,SRX14988238,S9_1R_CAGATC_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910242,5011217,626402125,125,182,SRX14988239,S9_1T_ATCACG_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910241,13844733,1730591625,125,549,SRX14988240,S10_3T_TTAGGC_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910240,5691853,711481625,125,208,SRX14988241,S9_2R_ACTTGA_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910239,6332668,791583500,125,229,SRX14988242,S9_2T_CGATGT_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910238,5104961,638120125,125,187,SRX14988243,S9_3R_GATCAG_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910237,5428596,678574500,125,196,SRX14988244,S9_3T_TTAGGC_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910236,6883625,860453125,125,253,SRX14988245,S9_4R_TAGCTT_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910235,5369172,671146500,125,195,SRX14988246,S9_4T_TGACCA_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910234,4296684,537085500,125,158,SRX14988247,S9_5R_GGCTAC_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910233,5931520,741440000,125,214,SRX14988248,S9_5T_ACAGTG_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910232,6406537,800817125,125,235,SRX14988249,S9_6R_CTTGTA_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910231,5395139,674392375,125,198,SRX14988250,S9_6T_GCCAAT_L007_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910230,16048718,2006089750,125,651,SRX14988251,S10_4R_TAGCTT_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910229,13922394,1740299250,125,554,SRX14988252,S10_4T_TGACCA_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910228,12868596,1608574500,125,521,SRX14988253,S10_5R_GGCTAC_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
SRR18910227,13481990,1685248750,125,535,SRX14988254,S10_5T_ACAGTG_L003_R1,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP372081,PRJNA831775,1,"",SRS12737525,SAMN27761612,simple,9606,Homo sapiens,HEK,Food and Drug Administration,SRA1409267,04,2022,Makar,"","",Kimchi-Sarfaty,HEK293,HEK293,Human
