Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,age,genotype,tissue,GEO Accession
SRR15724826,5349607,406570132,76,175,SRX12020185,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025062,SAMN21238224,simple,10090,Mus musculus,GSM5558068,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC5_mut_RNA_S11_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558068
SRR15724827,5323724,404603024,76,175,SRX12020186,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025063,SAMN21238225,simple,10090,Mus musculus,GSM5558069,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC6_mut_RNA_S12_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558069
SRR15724828,27009092,2052690992,76,885,SRX12020187,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025064,SAMN21238226,simple,10090,Mus musculus,GSM5558070,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC1_WT_Ribo_S1_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558070
SRR15724829,7268828,552430928,76,242,SRX12020188,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025065,SAMN21238227,simple,10090,Mus musculus,GSM5558071,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC5_WT_Ribo_S2_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558071
SRR15724830,16304906,1239172856,76,536,SRX12020189,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025066,SAMN21238228,simple,10090,Mus musculus,GSM5558072,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC6_WT_Ribo_S3_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558072
SRR15724831,13460292,1022982192,76,441,SRX12020190,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025067,SAMN21238229,simple,10090,Mus musculus,GSM5558073,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC1_mut_Ribo_S4_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558073
SRR15724832,8280046,629283496,76,273,SRX12020191,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025068,SAMN21238230,simple,10090,Mus musculus,GSM5558074,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC5_mut_Ribo_S5_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558074
SRR15724833,9317347,708118372,76,304,SRX12020192,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025069,SAMN21238231,simple,10090,Mus musculus,GSM5558075,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC6_mut_Ribo_S6_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558075
SRR15724834,4545635,345468260,76,148,SRX12020193,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025070,SAMN21238232,simple,10090,Mus musculus,GSM5558076,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC1_WT_RNA_S7_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558076
SRR15724835,6913936,525459136,76,227,SRX12020194,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025071,SAMN21238233,simple,10090,Mus musculus,GSM5558077,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC5_WT_RNA_S8_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558077
SRR15724836,3892249,295810924,76,128,SRX12020195,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025072,SAMN21238235,simple,10090,Mus musculus,GSM5558078,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC6_WT_RNA_S9_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558078
SRR15724837,6781171,515368996,76,221,SRX12020196,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025073,SAMN21238236,simple,10090,Mus musculus,GSM5558079,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC1_mut_RNA_S10_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558079
SRR15724838,5244042,398547192,76,171,SRX12020197,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025074,SAMN21238237,simple,10090,Mus musculus,GSM5558080,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC5_mut_RNA_S11_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558080
SRR15724839,5157998,392007848,76,168,SRX12020198,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025075,SAMN21238250,simple,10090,Mus musculus,GSM5558081,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC6_mut_RNA_S12_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558081
SRR15724840,26452848,2010416448,76,861,SRX12020199,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025076,SAMN21238251,simple,10090,Mus musculus,GSM5558082,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC1_WT_Ribo_S1_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558082
SRR15724841,7515147,571151172,76,245,SRX12020200,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025077,SAMN21238252,simple,10090,Mus musculus,GSM5558083,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC5_WT_Ribo_S2_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558083
SRR15724842,16963663,1289238388,76,545,SRX12020201,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025078,SAMN21238234,simple,10090,Mus musculus,GSM5558084,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC6_WT_Ribo_S3_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558084
SRR15724843,14017816,1065354016,76,449,SRX12020202,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025079,SAMN21238253,simple,10090,Mus musculus,GSM5558085,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC1_mut_Ribo_S4_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558085
SRR15724844,8257858,627597208,76,271,SRX12020203,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025080,SAMN21238254,simple,10090,Mus musculus,GSM5558086,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC5_mut_Ribo_S5_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558086
SRR15724845,9293803,706329028,76,305,SRX12020204,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025081,SAMN21238255,simple,10090,Mus musculus,GSM5558087,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC6_mut_Ribo_S6_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558087
SRR15724846,4793323,364292548,76,154,SRX12020205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025082,SAMN21238256,simple,10090,Mus musculus,GSM5558088,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC1_WT_RNA_S7_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558088
SRR15724847,7256511,551494836,76,232,SRX12020206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025083,SAMN21238257,simple,10090,Mus musculus,GSM5558089,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC5_WT_RNA_S8_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558089
SRR15724848,3760453,285794428,76,122,SRX12020207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025084,SAMN21238258,simple,10090,Mus musculus,GSM5558090,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC6_WT_RNA_S9_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558090
SRR15724849,6651692,505528592,76,219,SRX12020208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025085,SAMN21238259,simple,10090,Mus musculus,GSM5558091,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC1_mut_RNA_S10_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558091
SRR15724850,5515565,419182940,76,177,SRX12020209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025086,SAMN21238260,simple,10090,Mus musculus,GSM5558092,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC5_mut_RNA_S11_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558092
SRR15724851,5419476,411880176,76,174,SRX12020210,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025087,SAMN21238261,simple,10090,Mus musculus,GSM5558093,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC6_mut_RNA_S12_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558093
SRR15724852,27955452,2124614352,76,894,SRX12020211,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025088,SAMN21238262,simple,10090,Mus musculus,GSM5558094,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC1_WT_Ribo_S1_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558094
SRR15724853,7966851,605480676,76,254,SRX12020212,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025089,SAMN21238263,simple,10090,Mus musculus,GSM5558095,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC5_WT_Ribo_S2_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558095
SRR15724854,17004480,1292340480,76,543,SRX12020213,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025091,SAMN21238264,simple,10090,Mus musculus,GSM5558096,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC6_WT_Ribo_S3_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558096
SRR15724855,14065135,1068950260,76,448,SRX12020214,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025090,SAMN21238265,simple,10090,Mus musculus,GSM5558097,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC1_mut_Ribo_S4_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558097
SRR15724856,8114061,616668636,76,266,SRX12020215,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025092,SAMN21238266,simple,10090,Mus musculus,GSM5558098,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC5_mut_Ribo_S5_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558098
SRR15724857,9590042,728843192,76,308,SRX12020216,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025093,SAMN21238267,simple,10090,Mus musculus,GSM5558099,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC6_mut_Ribo_S6_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558099
SRR15724858,4764869,362130044,76,152,SRX12020217,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025094,SAMN21238268,simple,10090,Mus musculus,GSM5558100,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC1_WT_RNA_S7_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558100
SRR15724859,7219797,548704572,76,229,SRX12020218,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025095,SAMN21238269,simple,10090,Mus musculus,GSM5558101,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC5_WT_RNA_S8_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558101
SRR15724860,3938184,299301984,76,125,SRX12020219,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025096,SAMN21238270,simple,10090,Mus musculus,GSM5558102,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC6_WT_RNA_S9_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558102
SRR15724861,6918506,525806456,76,221,SRX12020220,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025097,SAMN21238271,simple,10090,Mus musculus,GSM5558103,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC1_mut_RNA_S10_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558103
SRR15724862,5471356,415823056,76,175,SRX12020221,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025098,SAMN21238272,simple,10090,Mus musculus,GSM5558104,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC5_mut_RNA_S11_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558104
SRR15724863,5382472,409067872,76,172,SRX12020222,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025099,SAMN21238273,simple,10090,Mus musculus,GSM5558105,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC6_mut_RNA_S12_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558105
SRR15724864,25576944,1943847744,76,856,SRX12020223,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025100,SAMN21238274,simple,10090,Mus musculus,GSM5558106,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC1_WT_Ribo_S1_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558106
SRR15724865,7653538,581668888,76,251,SRX12020224,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025101,SAMN21238275,simple,10090,Mus musculus,GSM5558107,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run2_TC5_WT_Ribo_S2_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558107
SRR15724866,15486956,1177008656,76,520,SRX12020225,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025102,SAMN21238276,simple,10090,Mus musculus,GSM5558108,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC6_WT_Ribo_S3_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558108
SRR15724867,13556088,1030262688,76,444,SRX12020226,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025103,SAMN21238277,simple,10090,Mus musculus,GSM5558109,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC1_mut_Ribo_S4_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558109
SRR15724868,7749686,588976136,76,261,SRX12020227,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025104,SAMN21238278,simple,10090,Mus musculus,GSM5558110,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC5_mut_Ribo_S5_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558110
SRR15724869,9229927,701474452,76,303,SRX12020228,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025105,SAMN21238279,simple,10090,Mus musculus,GSM5558111,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC6_mut_Ribo_S6_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558111
SRR15724870,4433728,336963328,76,148,SRX12020229,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025106,SAMN21238184,simple,10090,Mus musculus,GSM5558112,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC1_WT_RNA_S7_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558112
SRR15724871,6798046,516651496,76,226,SRX12020230,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025107,SAMN21238185,simple,10090,Mus musculus,GSM5558113,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC5_WT_RNA_S8_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558113
SRR15724872,3647935,277243060,76,122,SRX12020231,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025108,SAMN21238186,simple,10090,Mus musculus,GSM5558114,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC6_WT_RNA_S9_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558114
SRR15724873,6874752,522481152,76,225,SRX12020232,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025109,SAMN21238187,simple,10090,Mus musculus,GSM5558115,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC1_mut_RNA_S10_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558115
SRR15724874,5092112,387000512,76,170,SRX12020233,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025110,SAMN21238188,simple,10090,Mus musculus,GSM5558116,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC5_mut_RNA_S11_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558116
