Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,time,stress,treatment,geo_loc_name,collection_date
SRR20776116,26167727,7850318100,150,2249,SRX16795975,GSM6429585,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421759,SAMN30118392,simple,10090,Mus musculus,GSM6429585,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, Sham, Vehicle, #1 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,Sham,Vehicle,missing,missing
SRR20776115,26318328,7895498400,150,2256,SRX16795976,GSM6429586,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421760,SAMN30118391,simple,10090,Mus musculus,GSM6429586,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, Sham, Vehicle, #2 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,Sham,Vehicle,missing,missing
SRR20776114,24079290,7223787000,150,2077,SRX16795977,GSM6429587,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421762,SAMN30118390,simple,10090,Mus musculus,GSM6429587,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, Sham, Vehicle, #3 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,Sham,Vehicle,missing,missing
SRR20776113,22682244,6804673200,150,1956,SRX16795978,GSM6429588,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421761,SAMN30118389,simple,10090,Mus musculus,GSM6429588,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, Sham, Vehicle, #4 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,Sham,Vehicle,missing,missing
SRR20776112,25395536,7618660800,150,2207,SRX16795979,GSM6429589,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421763,SAMN30118388,simple,10090,Mus musculus,GSM6429589,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #1 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776111,29506545,8851963500,150,2535,SRX16795980,GSM6429590,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421764,SAMN30118387,simple,10090,Mus musculus,GSM6429590,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #2 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776110,25694293,7708287900,150,2213,SRX16795981,GSM6429591,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421765,SAMN30118386,simple,10090,Mus musculus,GSM6429591,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #3 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776109,26709095,8012728500,150,2288,SRX16795982,GSM6429592,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421766,SAMN30118385,simple,10090,Mus musculus,GSM6429592,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #4 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776108,23866980,7160094000,150,2076,SRX16795983,GSM6429593,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421767,SAMN30118384,simple,10090,Mus musculus,GSM6429593,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #6 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
SRR20776107,24528494,7358548200,150,2107,SRX16795984,GSM6429594,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421768,SAMN30118383,simple,10090,Mus musculus,GSM6429594,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #5 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776106,27156932,8147079600,150,2339,SRX16795985,GSM6429595,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421769,SAMN30118382,simple,10090,Mus musculus,GSM6429595,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Vehicle, #6 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Vehicle,missing,missing
SRR20776105,25832763,7749828900,150,2218,SRX16795986,GSM6429596,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421770,SAMN30118381,simple,10090,Mus musculus,GSM6429596,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #1 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
SRR20776104,23657048,7097114400,150,2044,SRX16795987,GSM6429597,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421771,SAMN30118380,simple,10090,Mus musculus,GSM6429597,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #2 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
SRR20776103,24748241,7424472300,150,2128,SRX16795988,GSM6429598,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421772,SAMN30118379,simple,10090,Mus musculus,GSM6429598,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #3 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
SRR20776102,28399870,8519961000,150,2467,SRX16795989,GSM6429599,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421774,SAMN30118378,simple,10090,Mus musculus,GSM6429599,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #4 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
SRR20776101,23263033,6978909900,150,1995,SRX16795990,GSM6429600,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP389619,PRJNA865556,37125768,"",SRS14421773,SAMN30118377,simple,10090,Mus musculus,GSM6429600,"Dr. Adam Wende, Pathology, UAB",SRA1468305,07,2023,Potter,gastrocnemius,"28day, SCI, Boldine #5 (RNA-seq)",gastrocnemius,gastrocnemius,28 days,SCI,Boldine,missing,missing
