Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,time in development,strain,GEO Accession
SRR3356606,3211845,163804095,51,110,SRX1690338,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393995,SAMN04633147,simple,6239,Caenorhabditis elegans,GSM2113592,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_28hr,Whole worm,18 hours,N2,GSM2113597
SRR3356607,49508935,2524955685,51,1632,SRX1690339,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393993,SAMN04633148,simple,6239,Caenorhabditis elegans,GSM2113593,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_30hr,Whole worm,20 hours,N2,GSM2113598
SRR3356608,49588539,2529015489,51,1633,SRX1690340,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393992,SAMN04633149,simple,6239,Caenorhabditis elegans,GSM2113594,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_32hr,Whole worm,22 hours,N2,GSM2113599
SRR3356609,50000000,2.55e+09,51,1691,SRX1690341,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393989,SAMN04633150,simple,6239,Caenorhabditis elegans,GSM2113595,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_34hr,Whole worm,24 hours,N2,GSM2113600
SRR3356610,1376881,70220931,51,48,SRX1690341,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393989,SAMN04633150,simple,6239,Caenorhabditis elegans,GSM2113595,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_34hr,Whole worm,26 hours,N2,GSM2113601
SRR3356611,50000000,2.55e+09,51,1689,SRX1690342,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393990,SAMN04633151,simple,6239,Caenorhabditis elegans,GSM2113596,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_36hr,Whole worm,28 hours,N2,GSM2113602
SRR3356613,570707,29106057,51,20,SRX1690342,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393990,SAMN04633151,simple,6239,Caenorhabditis elegans,GSM2113596,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_let-7(n2853)_36hr,Whole worm,30 hours,N2,GSM2113603
SRR3356615,28019659,1400982950,50,642,SRX1690343,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393986,SAMN04633152,simple,6239,Caenorhabditis elegans,GSM2113597,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_18hr,Whole worm,32 hours,N2,GSM2113604
SRR3356617,27308812,1365440600,50,625,SRX1690344,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393987,SAMN04633153,simple,6239,Caenorhabditis elegans,GSM2113598,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_20hr,Whole worm,34 hours,N2,GSM2113605
SRR3356619,28106094,1405304700,50,645,SRX1690345,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393984,SAMN04633154,simple,6239,Caenorhabditis elegans,GSM2113599,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_22hr,Whole worm,36 hours,N2,GSM2113606
SRR3356621,27416329,1370816450,50,629,SRX1690346,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393982,SAMN04633155,simple,6239,Caenorhabditis elegans,GSM2113600,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_24hr,Whole worm,38 hours,N2,GSM2113607
SRR3356623,29686682,1484334100,50,683,SRX1690347,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393981,SAMN04633156,simple,6239,Caenorhabditis elegans,GSM2113601,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_26hr,Whole worm,18 hours,lin-41(xe11),GSM2113608
SRR3356625,28661688,1433084400,50,660,SRX1690348,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393980,SAMN04633157,simple,6239,Caenorhabditis elegans,GSM2113602,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_28hr,Whole worm,20 hours,lin-41(xe11),GSM2113609
SRR3356627,25309088,1265454400,50,585,SRX1690349,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393979,SAMN04633158,simple,6239,Caenorhabditis elegans,GSM2113603,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_30hr,Whole worm,22 hours,lin-41(xe11),GSM2113610
SRR3356629,24129103,1206455150,50,557,SRX1690350,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393976,SAMN04633159,simple,6239,Caenorhabditis elegans,GSM2113604,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_32hr,Whole worm,24 hours,lin-41(xe11),GSM2113611
SRR3356631,27779286,1388964300,50,642,SRX1690351,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393978,SAMN04633160,simple,6239,Caenorhabditis elegans,GSM2113605,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_34hr,Whole worm,26 hours,lin-41(xe11),GSM2113612
SRR3356632,27110797,1355539850,50,627,SRX1690352,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393977,SAMN04633140,simple,6239,Caenorhabditis elegans,GSM2113606,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_36hr,Whole worm,28 hours,lin-41(xe11),GSM2113613
SRR3356633,25716668,1285833400,50,587,SRX1690353,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393975,SAMN04633141,simple,6239,Caenorhabditis elegans,GSM2113607,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_N2_38hr,Whole worm,30 hours,lin-41(xe11),GSM2113614
SRR3356634,27974461,1398723050,50,647,SRX1690354,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393974,SAMN04633133,simple,6239,Caenorhabditis elegans,GSM2113608,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_18hr,Whole worm,32 hours,lin-41(xe11),GSM2113615
SRR3356635,23344576,1167228800,50,540,SRX1690355,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393971,SAMN04633118,simple,6239,Caenorhabditis elegans,GSM2113609,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_20hr,Whole worm,34 hours,lin-41(xe11),GSM2113616
SRR3356636,30852569,1542628450,50,707,SRX1690356,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393970,SAMN04633134,simple,6239,Caenorhabditis elegans,GSM2113610,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_22hr,Whole worm,36 hours,lin-41(xe11),GSM2113617
SRR3356637,26529155,1326457750,50,609,SRX1690357,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393972,SAMN04633135,simple,6239,Caenorhabditis elegans,GSM2113611,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_24hr,Whole worm,38 hours,lin-41(xe11),GSM2113618
SRR3356638,27784385,1389219250,50,639,SRX1690358,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393969,SAMN04633136,simple,6239,Caenorhabditis elegans,GSM2113612,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_26hr,Whole worm,18 hours,lin-41(xe11); let-7(n2853),GSM2113619
SRR3356639,26595293,1329764650,50,612,SRX1690359,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393968,SAMN04633137,simple,6239,Caenorhabditis elegans,GSM2113613,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_28hr,Whole worm,20 hours,lin-41(xe11); let-7(n2853),GSM2113620
SRR3356640,28154375,1407718750,50,633,SRX1690360,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393967,SAMN04633138,simple,6239,Caenorhabditis elegans,GSM2113614,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_30hr,Whole worm,22 hours,lin-41(xe11); let-7(n2853),GSM2113621
SRR3356641,21018493,1050924650,50,471,SRX1690361,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393966,SAMN04633139,simple,6239,Caenorhabditis elegans,GSM2113615,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_32hr,Whole worm,24 hours,lin-41(xe11); let-7(n2853),GSM2113622
SRR3356642,22762978,1138148900,50,510,SRX1690362,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1393965,SAMN04633119,simple,6239,Caenorhabditis elegans,GSM2113616,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_34hr,Whole worm,26 hours,lin-41(xe11); let-7(n2853),GSM2113623
SRR3356643,25331006,1266550300,50,568,SRX1690363,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394023,SAMN04633120,simple,6239,Caenorhabditis elegans,GSM2113617,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_36hr,Whole worm,28 hours,lin-41(xe11); let-7(n2853),GSM2113624
SRR3356644,28134288,1406714400,50,644,SRX1690364,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394022,SAMN04633121,simple,6239,Caenorhabditis elegans,GSM2113618,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11)_38hr,Whole worm,30 hours,lin-41(xe11); let-7(n2853),GSM2113625
SRR3356645,34247036,1712351800,50,782,SRX1690365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394021,SAMN04633122,simple,6239,Caenorhabditis elegans,GSM2113619,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_18hr,Whole worm,32 hours,lin-41(xe11); let-7(n2853),GSM2113626
SRR3356646,27367949,1368397450,50,625,SRX1690366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394020,SAMN04633123,simple,6239,Caenorhabditis elegans,GSM2113620,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_20hr,Whole worm,34 hours,lin-41(xe11); let-7(n2853),GSM2113627
SRR3356647,52277810,2613890500,50,1195,SRX1690367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394019,SAMN04633124,simple,6239,Caenorhabditis elegans,GSM2113621,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_22hr,Whole worm,36 hours,lin-41(xe11); let-7(n2853),GSM2113628
SRR3356648,28453981,1422699050,50,653,SRX1690368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394018,SAMN04633125,simple,6239,Caenorhabditis elegans,GSM2113622,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_24hr,Whole worm,38 hours,lin-41(xe11); let-7(n2853),GSM2113629
SRR3356649,27462889,1373144450,50,637,SRX1690369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394017,SAMN04633126,simple,6239,Caenorhabditis elegans,GSM2113623,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_26hr,Whole worm,18 hours,let-7(n2853),GSM2113587
SRR3356650,27451332,1372566600,50,638,SRX1690370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394016,SAMN04633127,simple,6239,Caenorhabditis elegans,GSM2113624,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_28hr,Whole worm,20 hours,let-7(n2853),GSM2113588
SRR3356651,26268841,1313442050,50,610,SRX1690371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394015,SAMN04633128,simple,6239,Caenorhabditis elegans,GSM2113625,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_30hr,Whole worm,22 hours,let-7(n2853),GSM2113589
SRR3356652,24013899,1200694950,50,557,SRX1690372,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394014,SAMN04633129,simple,6239,Caenorhabditis elegans,GSM2113626,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_32hr,Whole worm,24 hours,let-7(n2853),GSM2113590
SRR3356653,26939882,1346994100,50,616,SRX1690373,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394013,SAMN04633130,simple,6239,Caenorhabditis elegans,GSM2113627,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_34hr,Whole worm,26 hours,let-7(n2853),GSM2113591
SRR3356654,27590422,1379521100,50,630,SRX1690374,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394004,SAMN04633131,simple,6239,Caenorhabditis elegans,GSM2113628,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_36hr,Whole worm,28 hours,let-7(n2853),GSM2113592
SRR3356655,26400861,1320043050,50,606,SRX1690375,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073117,PRJNA318054,28111013,"",SRS1394002,SAMN04633132,simple,6239,Caenorhabditis elegans,GSM2113629,GEO,SRA409080,07,2017,Aeschimann,Whole worm,RNASeq_riboM_lin-41(xe11);let-7(n2853)_38hr,Whole worm,30 hours,let-7(n2853),GSM2113593
