Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR9878779,14630327,1170426160,80,337,ERX9423986,Kap121_IP_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282024,SAMEA110183218,simple,4932,Saccharomyces cerevisiae,SAMEA110183218,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_IP_3,2022-11-23,2022-11-23,SAMEA110183218,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_IP_3,baker's yeast,Kap121_IP_3
ERR9878780,1562348,124987840,80,36,ERX9423987,Kap121_IP_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282025,SAMEA110183219,simple,4932,Saccharomyces cerevisiae,SAMEA110183219,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_IP_4,2022-11-23,2022-11-23,SAMEA110183219,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_IP_4,baker's yeast,Kap121_IP_4
ERR9878781,29859418,2388753440,80,700,ERX9423988,Kap121_total_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282026,SAMEA110183220,simple,4932,Saccharomyces cerevisiae,SAMEA110183220,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_total_1,2022-11-23,2022-11-23,SAMEA110183220,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_total_1,baker's yeast,Kap121_total_1
ERR9878782,35561269,2844901520,80,833,ERX9423989,Kap121_total_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282027,SAMEA110183221,simple,4932,Saccharomyces cerevisiae,SAMEA110183221,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_total_2,2022-11-23,2022-11-23,SAMEA110183221,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_total_2,baker's yeast,Kap121_total_2
ERR9878783,88837037,7106962960,80,2101,ERX9423990,Kap121_total_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282028,SAMEA110183222,simple,4932,Saccharomyces cerevisiae,SAMEA110183222,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_total_3,2022-11-23,2022-11-23,SAMEA110183222,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_total_3,baker's yeast,Kap121_total_3
ERR9878784,40770199,3261615920,80,943,ERX9423991,Kap121_total_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282029,SAMEA110183223,simple,4932,Saccharomyces cerevisiae,SAMEA110183223,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap121_total_4,2022-11-23,2022-11-23,SAMEA110183223,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap121_total_4,baker's yeast,Kap121_total_4
ERR9878785,11222845,897827600,80,261,ERX9423992,Kap123_IP_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282030,SAMEA110183224,simple,4932,Saccharomyces cerevisiae,SAMEA110183224,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_IP_1,2022-11-23,2022-11-23,SAMEA110183224,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_IP_1,baker's yeast,Kap123_IP_1
ERR9878786,15679855,1254388400,80,358,ERX9423993,Kap123_IP_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282031,SAMEA110183225,simple,4932,Saccharomyces cerevisiae,SAMEA110183225,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_IP_2,2022-11-23,2022-11-23,SAMEA110183225,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_IP_2,baker's yeast,Kap123_IP_2
ERR9878787,12879330,1030346400,80,298,ERX9423994,Kap123_IP_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282032,SAMEA110183226,simple,4932,Saccharomyces cerevisiae,SAMEA110183226,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_IP_3,2022-11-23,2022-11-23,SAMEA110183226,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_IP_3,baker's yeast,Kap123_IP_3
ERR9878788,20046978,1603758240,80,462,ERX9423995,Kap123_IP_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282033,SAMEA110183227,simple,4932,Saccharomyces cerevisiae,SAMEA110183227,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_IP_4,2022-11-23,2022-11-23,SAMEA110183227,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_IP_4,baker's yeast,Kap123_IP_4
ERR9878789,14573296,1165863680,80,338,ERX9423996,Kap123_total_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282034,SAMEA110183228,simple,4932,Saccharomyces cerevisiae,SAMEA110183228,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_total_1,2022-11-23,2022-11-23,SAMEA110183228,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_total_1,baker's yeast,Kap123_total_1
ERR9878790,15320104,1225608320,80,363,ERX9423997,Kap123_total_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282035,SAMEA110183229,simple,4932,Saccharomyces cerevisiae,SAMEA110183229,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_total_2,2022-11-23,2022-11-23,SAMEA110183229,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_total_2,baker's yeast,Kap123_total_2
ERR9878791,26201593,2096127440,80,614,ERX9423998,Kap123_total_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282036,SAMEA110183230,simple,4932,Saccharomyces cerevisiae,SAMEA110183230,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_total_3,2022-11-23,2022-11-23,SAMEA110183230,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_total_3,baker's yeast,Kap123_total_3
ERR9878792,11595914,927673120,80,271,ERX9423999,Kap123_total_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282037,SAMEA110183231,simple,4932,Saccharomyces cerevisiae,SAMEA110183231,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap123_total_4,2022-11-23,2022-11-23,SAMEA110183231,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap123_total_4,baker's yeast,Kap123_total_4
ERR9878793,27064810,2165184800,80,628,ERX9424000,Kap95_IP_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282038,SAMEA110183232,simple,4932,Saccharomyces cerevisiae,SAMEA110183232,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_IP_1,2022-11-23,2022-11-23,SAMEA110183232,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_IP_1,baker's yeast,Kap95_IP_1
ERR9878794,23041907,1843352560,80,537,ERX9424001,Kap95_IP_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282039,SAMEA110183233,simple,4932,Saccharomyces cerevisiae,SAMEA110183233,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_IP_2,2022-11-23,2022-11-23,SAMEA110183233,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_IP_2,baker's yeast,Kap95_IP_2
ERR9878795,41932599,3354607920,80,972,ERX9424002,Kap95_IP_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282040,SAMEA110183234,simple,4932,Saccharomyces cerevisiae,SAMEA110183234,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_IP_3,2022-11-23,2022-11-23,SAMEA110183234,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_IP_3,baker's yeast,Kap95_IP_3
ERR9878796,18289477,1463158160,80,424,ERX9424003,Kap95_IP_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282041,SAMEA110183235,simple,4932,Saccharomyces cerevisiae,SAMEA110183235,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_IP_4,2022-11-23,2022-11-23,SAMEA110183235,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_IP_4,baker's yeast,Kap95_IP_4
ERR9878797,17733095,1418647600,80,423,ERX9424004,Kap95_total_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282042,SAMEA110183236,simple,4932,Saccharomyces cerevisiae,SAMEA110183236,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_total_1,2022-11-23,2022-11-23,SAMEA110183236,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_total_1,baker's yeast,Kap95_total_1
ERR9878798,16971805,1357744400,80,401,ERX9424005,Kap95_total_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282043,SAMEA110183237,simple,4932,Saccharomyces cerevisiae,SAMEA110183237,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_total_2,2022-11-23,2022-11-23,SAMEA110183237,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_total_2,baker's yeast,Kap95_total_2
ERR9878799,21099789,1687983120,80,492,ERX9424006,Kap95_total_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282044,SAMEA110183238,simple,4932,Saccharomyces cerevisiae,SAMEA110183238,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_total_3,2022-11-23,2022-11-23,SAMEA110183238,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_total_3,baker's yeast,Kap95_total_3
ERR9878800,5761956,460956480,80,138,ERX9424007,Kap95_total_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282045,SAMEA110183239,simple,4932,Saccharomyces cerevisiae,SAMEA110183239,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Kap95_total_4,2022-11-23,2022-11-23,SAMEA110183239,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Kap95_total_4,baker's yeast,Kap95_total_4
ERR9878801,40337348,3226987840,80,949,ERX9424008,Srp1_IP_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282046,SAMEA110183240,simple,4932,Saccharomyces cerevisiae,SAMEA110183240,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_IP_1,2022-11-23,2022-11-23,SAMEA110183240,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_IP_1,baker's yeast,Srp1_IP_1
ERR9878802,24216899,1937351920,80,573,ERX9424009,Srp1_IP_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282047,SAMEA110183241,simple,4932,Saccharomyces cerevisiae,SAMEA110183241,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_IP_2,2022-11-23,2022-11-23,SAMEA110183241,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_IP_2,baker's yeast,Srp1_IP_2
ERR9878803,15465425,1237234000,80,368,ERX9424010,Srp1_IP_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282048,SAMEA110183242,simple,4932,Saccharomyces cerevisiae,SAMEA110183242,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_IP_3,2022-11-23,2022-11-23,SAMEA110183242,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_IP_3,baker's yeast,Srp1_IP_3
ERR9878804,27263677,2181094160,80,643,ERX9424011,Srp1_IP_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282049,SAMEA110183243,simple,4932,Saccharomyces cerevisiae,SAMEA110183243,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_IP_4,2022-11-23,2022-11-23,SAMEA110183243,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_IP_4,baker's yeast,Srp1_IP_4
ERR9878805,18700853,1496068240,80,429,ERX9424012,Srp1_total_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282050,SAMEA110183244,simple,4932,Saccharomyces cerevisiae,SAMEA110183244,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_total_1,2022-11-23,2022-11-23,SAMEA110183244,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_total_1,baker's yeast,Srp1_total_1
ERR9878806,24277775,1942222000,80,557,ERX9424013,Srp1_total_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282051,SAMEA110183245,simple,4932,Saccharomyces cerevisiae,SAMEA110183245,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_total_2,2022-11-23,2022-11-23,SAMEA110183245,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_total_2,baker's yeast,Srp1_total_2
ERR9878807,26493766,2119501280,80,613,ERX9424014,Srp1_total_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282052,SAMEA110183246,simple,4932,Saccharomyces cerevisiae,SAMEA110183246,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_total_3,2022-11-23,2022-11-23,SAMEA110183246,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_total_3,baker's yeast,Srp1_total_3
ERR9878808,11852730,948218400,80,273,ERX9424015,Srp1_total_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282053,SAMEA110183247,simple,4932,Saccharomyces cerevisiae,SAMEA110183247,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",Srp1_total_4,2022-11-23,2022-11-23,SAMEA110183247,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,Srp1_total_4,baker's yeast,Srp1_total_4
ERR9878809,1564504,125160320,80,36,ERX9424016,WT_batch1_IP_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282054,SAMEA110183248,simple,4932,Saccharomyces cerevisiae,SAMEA110183248,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",WT_batch1_IP_1,2022-11-23,2022-11-23,SAMEA110183248,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,WT_batch1_IP_1,baker's yeast,WT_batch1_IP_1
ERR9878810,21334805,1706784400,80,496,ERX9424017,WT_batch1_IP_2,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282055,SAMEA110183249,simple,4932,Saccharomyces cerevisiae,SAMEA110183249,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",WT_batch1_IP_2,2022-11-23,2022-11-23,SAMEA110183249,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,WT_batch1_IP_2,baker's yeast,WT_batch1_IP_2
ERR9878811,10734283,858742640,80,250,ERX9424018,WT_batch1_IP_3,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282056,SAMEA110183250,simple,4932,Saccharomyces cerevisiae,SAMEA110183250,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",WT_batch1_IP_3,2022-11-23,2022-11-23,SAMEA110183250,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,WT_batch1_IP_3,baker's yeast,WT_batch1_IP_3
ERR9878812,5198699,415895920,80,120,ERX9424019,WT_batch1_IP_4,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282057,SAMEA110183251,simple,4932,Saccharomyces cerevisiae,SAMEA110183251,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",WT_batch1_IP_4,2022-11-23,2022-11-23,SAMEA110183251,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,WT_batch1_IP_4,baker's yeast,WT_batch1_IP_4
ERR9878813,12018848,961507840,80,281,ERX9424020,WT_batch1_total_1,miRNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 2000,ERP138672,PRJEB53855,1,"",ERS12282058,SAMEA110183252,simple,4932,Saccharomyces cerevisiae,SAMEA110183252,European Molecular Biology Laboratory,ERA15967696,11,2022,Makar,"",WT_batch1_total_1,2022-11-23,2022-11-23,SAMEA110183252,EMBL,European Molecular Biology Laboratory,2022-11-23T20:18:56Z,2022-11-23T20:18:56Z,public,WT_batch1_total_1,baker's yeast,WT_batch1_total_1
