Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,time in development,strain,growth protocol,GEO Accession
SRR1041231,50000000,2.55e+09,51,1607,SRX385614,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509720,SAMN02428696,simple,6239,Caenorhabditis elegans,GSM1277181,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_29hr,Whole-worm,32 hours,N2,Continuous 1,GSM1277183
SRR1041232,7851551,400429101,51,253,SRX385614,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509720,SAMN02428696,simple,6239,Caenorhabditis elegans,GSM1277181,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_29hr,Whole-worm,33 hours,N2,Continuous 1,GSM1277184
SRR1041233,40109169,2045567619,51,1282,SRX385615,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509721,SAMN02428709,simple,6239,Caenorhabditis elegans,GSM1277182,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_30hr,Whole-worm,34 hours,N2,Continuous 1,GSM1277185
SRR1041234,46037894,2347932594,51,1462,SRX385616,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509722,SAMN02428697,simple,6239,Caenorhabditis elegans,GSM1277183,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_31hr,Whole-worm,35 hours,N2,Continuous 1,GSM1277186
SRR1041235,41148163,2098556313,51,1316,SRX385617,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509723,SAMN02428699,simple,6239,Caenorhabditis elegans,GSM1277184,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_32hr,Whole-worm,36 hours,N2,Continuous 1,GSM1277187
SRR1041236,49915911,2545711461,51,1598,SRX385618,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509724,SAMN02428698,simple,6239,Caenorhabditis elegans,GSM1277185,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_33hr,Whole-worm,37 hours,N2,Continuous 1,GSM1277188
SRR1041237,38651907,1971247257,51,1247,SRX385619,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509725,SAMN02428705,simple,6239,Caenorhabditis elegans,GSM1277186,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_34hr,Whole-worm,18 hours,N2,Continuous 2,GSM1277189
SRR1041238,50000000,2.55e+09,51,1611,SRX385620,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509726,SAMN02428700,simple,6239,Caenorhabditis elegans,GSM1277187,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_35hr,Whole-worm,20 hours,N2,Continuous 2,GSM1277190
SRR1041239,11580215,590590965,51,376,SRX385620,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509726,SAMN02428700,simple,6239,Caenorhabditis elegans,GSM1277187,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_35hr,Whole-worm,22 hours,N2,Continuous 2,GSM1277191
SRR1041240,48744801,2485984851,51,1576,SRX385621,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509727,SAMN02428703,simple,6239,Caenorhabditis elegans,GSM1277188,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevA_N2_36hr,Whole-worm,24 hours,N2,Continuous 2,GSM1277192
SRR1041241,50000000,2.55e+09,51,1712,SRX385622,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509728,SAMN02428701,simple,6239,Caenorhabditis elegans,GSM1277189,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_18hr,Whole-worm,26 hours,N2,Continuous 2,GSM1277193
SRR1041242,14661320,747727320,51,504,SRX385622,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509728,SAMN02428701,simple,6239,Caenorhabditis elegans,GSM1277189,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_18hr,Whole-worm,28 hours,N2,Continuous 2,GSM1277194
SRR1041243,50000000,2.55e+09,51,1712,SRX385623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509729,SAMN02428706,simple,6239,Caenorhabditis elegans,GSM1277190,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_20hr,Whole-worm,30 hours,N2,Continuous 2,GSM1277195
SRR1041244,11200297,571215147,51,384,SRX385623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509729,SAMN02428706,simple,6239,Caenorhabditis elegans,GSM1277190,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_20hr,Whole-worm,32 hours,N2,Continuous 2,GSM1277196
SRR1041245,50000000,2.55e+09,51,1672,SRX385624,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509730,SAMN02428702,simple,6239,Caenorhabditis elegans,GSM1277191,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_22hr,Whole-worm,34 hours,N2,Continuous 2,GSM1277197
SRR1041246,3958820,201899820,51,137,SRX385624,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509730,SAMN02428702,simple,6239,Caenorhabditis elegans,GSM1277191,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_22hr,Whole-worm,36 hours,N2,Continuous 2,GSM1277198
SRR1041247,50000000,2.55e+09,51,1670,SRX385625,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509731,SAMN02428713,simple,6239,Caenorhabditis elegans,GSM1277192,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_24hr,Whole-worm,22 hours,N2,Continuous 1,GSM1277173
SRR1041248,2084570,106313070,51,73,SRX385625,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509731,SAMN02428713,simple,6239,Caenorhabditis elegans,GSM1277192,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_24hr,Whole-worm,23 hours,N2,Continuous 1,GSM1277174
SRR1041249,49466571,2522795121,51,1666,SRX385626,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509732,SAMN02428707,simple,6239,Caenorhabditis elegans,GSM1277193,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_26hr,Whole-worm,24 hours,N2,Continuous 1,GSM1277175
SRR1041250,50000000,2.55e+09,51,1671,SRX385627,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509733,SAMN02428714,simple,6239,Caenorhabditis elegans,GSM1277194,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_28hr,Whole-worm,25 hours,N2,Continuous 1,GSM1277176
SRR1041251,4804620,245035620,51,163,SRX385627,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509733,SAMN02428714,simple,6239,Caenorhabditis elegans,GSM1277194,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_28hr,Whole-worm,26 hours,N2,Continuous 1,GSM1277177
SRR1041252,49283454,2513456154,51,1625,SRX385628,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509734,SAMN02428711,simple,6239,Caenorhabditis elegans,GSM1277195,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_30hr,Whole-worm,27 hours,N2,Continuous 1,GSM1277178
SRR1041253,50000000,2.55e+09,51,1641,SRX385629,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509735,SAMN02428712,simple,6239,Caenorhabditis elegans,GSM1277196,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_32hr,Whole-worm,28 hours,N2,Continuous 1,GSM1277179
SRR1041254,3724568,189952968,51,127,SRX385629,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509735,SAMN02428712,simple,6239,Caenorhabditis elegans,GSM1277196,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_32hr,Whole-worm,29 hours,N2,Continuous 1,GSM1277180
SRR1041255,50000000,2.55e+09,51,1687,SRX385630,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509736,SAMN02428708,simple,6239,Caenorhabditis elegans,GSM1277197,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_34hr,Whole-worm,30 hours,N2,Continuous 1,GSM1277181
SRR1041256,5315601,271095651,51,183,SRX385630,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509736,SAMN02428708,simple,6239,Caenorhabditis elegans,GSM1277197,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_34hr,Whole-worm,31 hours,N2,Continuous 1,GSM1277182
SRR1041257,50000000,2.55e+09,51,1688,SRX385631,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509737,SAMN02428715,simple,6239,Caenorhabditis elegans,GSM1277198,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_36hr,Whole-worm,32 hours,N2,Continuous 1,GSM1277183
SRR1041258,10484470,534707970,51,354,SRX385631,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033412,PRJNA230377,24440504,"",SRS509737,SAMN02428715,simple,6239,Caenorhabditis elegans,GSM1277198,GEO,SRA115007,03,2014,Hendriks,Whole-worm,RNASeq_riboM_contDevB_N2_36hr,Whole-worm,33 hours,N2,Continuous 1,GSM1277184
