Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,GEO Accession
SRR11685413,17146128,2571919200,150,1012,SRX8246166,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593755,SAMN14829507,simple,3055,Chlamydomonas reinhardtii,GSM4514159,GEO,SRA1072191,05,2020,Makar,CC125,Non-treated rep1 RNA-Seq,CC125,cc125,,GSM4514159
SRR11685414,17869920,2680488000,150,1062,SRX8246167,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593756,SAMN14829506,simple,3055,Chlamydomonas reinhardtii,GSM4514160,GEO,SRA1072191,05,2020,Makar,CC125,Non-treated rep2 RNA-Seq,CC125,cc125,,GSM4514160
SRR11685415,19377856,2906678400,150,1159,SRX8246168,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593757,SAMN14829505,simple,3055,Chlamydomonas reinhardtii,GSM4514161,GEO,SRA1072191,05,2020,Makar,CC125,15 min after-deflagellation rep1 RNA-Seq,CC125,cc125,,GSM4514161
SRR11685416,22675199,3401279850,150,1354,SRX8246169,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593758,SAMN14829504,simple,3055,Chlamydomonas reinhardtii,GSM4514162,GEO,SRA1072191,05,2020,Makar,CC125,15 min after-deflagellation rep2 RNA-Seq,CC125,cc125,,GSM4514162
SRR11685417,21293027,3193954050,150,1300,SRX8246170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593759,SAMN14829501,simple,3055,Chlamydomonas reinhardtii,GSM4514163,GEO,SRA1072191,05,2020,Makar,CC125,30 min after-deflagellation rep1 RNA-Seq,CC125,cc125,,GSM4514163
SRR11685418,21038150,3155722500,150,1271,SRX8246171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593761,SAMN14829500,simple,3055,Chlamydomonas reinhardtii,GSM4514164,GEO,SRA1072191,05,2020,Makar,CC125,30 min after-deflagellation rep2 RNA-Seq,CC125,cc125,,GSM4514164
SRR11685419,19643363,2946504450,150,1171,SRX8246172,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593760,SAMN14829499,simple,3055,Chlamydomonas reinhardtii,GSM4514165,GEO,SRA1072191,05,2020,Makar,CC125,60 min after-deflagellation rep1 RNA-Seq,CC125,cc125,,GSM4514165
SRR11685420,20963425,3144513750,150,1280,SRX8246173,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593762,SAMN14829498,simple,3055,Chlamydomonas reinhardtii,GSM4514166,GEO,SRA1072191,05,2020,Makar,CC125,60 min after-deflagellation rep2 RNA-Seq,CC125,cc125,,GSM4514166
SRR11685421,21143055,3171458250,150,1273,SRX8246174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593763,SAMN14829503,simple,3055,Chlamydomonas reinhardtii,GSM4514167,GEO,SRA1072191,05,2020,Makar,CC125,90 min after-deflagellation rep1 RNA-Seq,CC125,cc125,,GSM4514167
SRR11685422,34971303,5245695450,150,2183,SRX8246175,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593764,SAMN14829502,simple,3055,Chlamydomonas reinhardtii,GSM4514168,GEO,SRA1072191,05,2020,Makar,CC125,90 min after-deflagellation rep2 RNA-Seq,CC125,cc125,,GSM4514168
SRR11685423,34456959,10337087700,150,4003,SRX8246176,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593765,SAMN14829497,simple,6239,Caenorhabditis elegans,GSM4514169,GEO,SRA1072191,05,2020,Makar,RB1465,sptl-1 rep1,RB1465,RB1465,sptl-1 KO,GSM4514169
SRR11685424,37100807,11130242100,150,4243,SRX8246177,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593766,SAMN14829496,simple,6239,Caenorhabditis elegans,GSM4514170,GEO,SRA1072191,05,2020,Makar,RB1465,sptl-1 rep2,RB1465,RB1465,sptl-1 KO,GSM4514170
SRR11685425,30630479,9189143700,150,3530,SRX8246178,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593768,SAMN14829524,simple,6239,Caenorhabditis elegans,GSM4514171,GEO,SRA1072191,05,2020,Makar,VC2358,sptl-2 rep1,VC2358,VC2358,sptl-2 KO,GSM4514171
SRR11685426,27760165,8328049500,150,3259,SRX8246179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593767,SAMN14829523,simple,6239,Caenorhabditis elegans,GSM4514172,GEO,SRA1072191,05,2020,Makar,VC2358,sptl-2 rep2,VC2358,VC2358,sptl-2 KO,GSM4514172
SRR11685427,30860528,9258158400,150,3811,SRX8246180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593769,SAMN14829522,simple,6239,Caenorhabditis elegans,GSM4514173,GEO,SRA1072191,05,2020,Makar,RB1579,sptl-3 rep1,RB1579,RB1579,sptl-3 KO,GSM4514173
SRR11685428,30834003,9250200900,150,3580,SRX8246181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593770,SAMN14829521,simple,6239,Caenorhabditis elegans,GSM4514174,GEO,SRA1072191,05,2020,Makar,RB1579,sptl-3 rep2,RB1579,RB1579,sptl-3 KO,GSM4514174
SRR11685429,31837547,9551264100,150,3581,SRX8246182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593771,SAMN14829520,simple,6239,Caenorhabditis elegans,GSM4514175,GEO,SRA1072191,05,2020,Makar,N2,WT rep1,N2,N2,WT,GSM4514175
SRR11685430,27893370,8368011000,150,3202,SRX8246183,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP260039,PRJNA630259,1,"",SRS6593772,SAMN14829519,simple,6239,Caenorhabditis elegans,GSM4514176,GEO,SRA1072191,05,2020,Makar,N2,WT rep2,N2,N2,WT,GSM4514176
