Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,genotype,batch,rip antibody,rip antibody manufacturer,GEO Accession
SRR10530114,21826543,1091327150,50,342,SRX7214127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716930,SAMN13385733,simple,9606,Homo sapiens,GSM4192102,GEO,SRA1002630,11,2020,Selmi,human embryonic kidney 293 cells,HEK.WT.4.3_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192102
SRR10530115,20594104,1029705200,50,322,SRX7214128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716931,SAMN13385732,simple,9606,Homo sapiens,GSM4192103,GEO,SRA1002630,11,2020,Selmi,human embryonic kidney 293 cells,HEK.WT.4.4_RNA-seq,human embryonic kidney 293 cells,HEK293,Control (Wild-type),4,,,GSM4192103
SRR10530116,16232035,811601750,50,354,SRX7214129,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716932,SAMN13385731,simple,9606,Homo sapiens,GSM4192104,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192104
SRR10530117,16562790,828139500,50,370,SRX7214130,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716933,SAMN13385784,simple,9606,Homo sapiens,GSM4192105,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192105
SRR10530118,22947376,1147368800,50,507,SRX7214131,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716934,SAMN13385783,simple,9606,Homo sapiens,GSM4192106,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192106
SRR10530119,13960537,698026850,50,308,SRX7214132,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716935,SAMN13385782,simple,9606,Homo sapiens,GSM4192107,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.4_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192107
SRR10530120,19132408,956620400,50,293,SRX7214133,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716936,SAMN13385781,simple,9606,Homo sapiens,GSM4192108,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192108
SRR10530121,20250485,1012524250,50,312,SRX7214133,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716936,SAMN13385781,simple,9606,Homo sapiens,GSM4192108,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192109
SRR10530122,20917658,1045882900,50,323,SRX7214134,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716937,SAMN13385780,simple,9606,Homo sapiens,GSM4192109,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192110
SRR10530123,22015882,1100794100,50,341,SRX7214134,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716937,SAMN13385780,simple,9606,Homo sapiens,GSM4192109,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192111
SRR10530124,25131472,1256573600,50,391,SRX7214135,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716938,SAMN13385730,simple,9606,Homo sapiens,GSM4192110,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192112
SRR10530125,26365764,1318288200,50,412,SRX7214135,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716938,SAMN13385730,simple,9606,Homo sapiens,GSM4192110,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192113
SRR10530126,34668693,1733434650,50,537,SRX7214136,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716939,SAMN13385785,simple,9606,Homo sapiens,GSM4192111,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.4_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192114
SRR10530127,36067484,1803374200,50,561,SRX7214136,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716939,SAMN13385785,simple,9606,Homo sapiens,GSM4192111,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.4_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192115
SRR10530128,17540631,877031550,50,272,SRX7214137,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716940,SAMN13385779,simple,9606,Homo sapiens,GSM4192112,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192116
SRR10530129,18312587,915629350,50,285,SRX7214137,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716940,SAMN13385779,simple,9606,Homo sapiens,GSM4192112,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.1_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192117
SRR10530130,15629790,781489500,50,244,SRX7214138,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716941,SAMN13385778,simple,9606,Homo sapiens,GSM4192113,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.2_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192118
SRR10530131,16229543,811477150,50,255,SRX7214138,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716941,SAMN13385778,simple,9606,Homo sapiens,GSM4192113,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO3.3.2_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192119
SRR10530132,31752363,1587618150,50,486,SRX7214139,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716942,SAMN13385777,simple,9606,Homo sapiens,GSM4192114,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.1_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192120
SRR10530133,33261334,1663066700,50,511,SRX7214139,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716942,SAMN13385777,simple,9606,Homo sapiens,GSM4192114,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.1_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192121
SRR10530134,23664473,1183223650,50,353,SRX7214140,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716943,SAMN13385776,simple,9606,Homo sapiens,GSM4192115,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.2_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192122
SRR10530135,24507582,1225379100,50,367,SRX7214140,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716943,SAMN13385776,simple,9606,Homo sapiens,GSM4192115,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.2_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192123
SRR10530136,31105770,1555288500,50,481,SRX7214141,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716944,SAMN13385775,simple,9606,Homo sapiens,GSM4192116,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.3_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192124
SRR10530137,32426144,1621307200,50,504,SRX7214141,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716944,SAMN13385775,simple,9606,Homo sapiens,GSM4192116,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO4.2.3_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192125
SRR10530138,33772754,1688637700,50,749,SRX7214142,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716945,SAMN13385774,simple,9606,Homo sapiens,GSM4192117,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.1_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192126
SRR10530139,30873245,1543662250,50,692,SRX7214143,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716946,SAMN13385773,simple,9606,Homo sapiens,GSM4192118,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192127
SRR10530140,26914357,1345717850,50,609,SRX7214144,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716947,SAMN13385772,simple,9606,Homo sapiens,GSM4192119,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192128
SRR10530141,16085080,804254000,50,366,SRX7214145,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716948,SAMN13385771,simple,9606,Homo sapiens,GSM4192120,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.1.4_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192129
SRR10530142,26112342,1305617100,50,413,SRX7214146,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716949,SAMN13385770,simple,9606,Homo sapiens,GSM4192121,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 1 nucleotide indel exon2),1,,,GSM4192130
SRR10530143,26978513,1348925650,50,429,SRX7214146,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716949,SAMN13385770,simple,9606,Homo sapiens,GSM4192121,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192131
SRR10530144,24917272,1245863600,50,359,SRX7214147,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716950,SAMN13385769,simple,9606,Homo sapiens,GSM4192122,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192132
SRR10530145,26301325,1315066250,50,379,SRX7214147,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716950,SAMN13385769,simple,9606,Homo sapiens,GSM4192122,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 2 nucleotide indel exon2),2,,,GSM4192133
SRR10530146,19678969,983948450,50,300,SRX7214148,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716951,SAMN13385768,simple,9606,Homo sapiens,GSM4192123,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192134
SRR10530147,20363735,1018186750,50,313,SRX7214148,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716951,SAMN13385768,simple,9606,Homo sapiens,GSM4192123,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WT.2.3_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192135
SRR10530148,17014741,850737050,50,259,SRX7214149,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716952,SAMN13385767,simple,9606,Homo sapiens,GSM4192124,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 3 nucleotide indel exon9),3,,,GSM4192136
SRR10530149,18117560,905878000,50,277,SRX7214149,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716952,SAMN13385767,simple,9606,Homo sapiens,GSM4192124,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.1_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192137
SRR10530150,30024687,1501234350,50,470,SRX7214150,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716953,SAMN13385766,simple,9606,Homo sapiens,GSM4192125,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192138
SRR10530151,31253853,1562692650,50,493,SRX7214150,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716953,SAMN13385766,simple,9606,Homo sapiens,GSM4192125,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.2_Ribo-seq,human embryonic stem cells,H9,Nsun6 knockout (Clone 4 nucleotide indel exon2),2,,,GSM4192139
SRR10530152,38271716,1913585800,50,601,SRX7214151,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716954,SAMN13385765,simple,9606,Homo sapiens,GSM4192126,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.3_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192140
SRR10530153,39697317,1984865850,50,628,SRX7214151,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716954,SAMN13385765,simple,9606,Homo sapiens,GSM4192126,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.WTc.3.3_Ribo-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192141
SRR10530154,30541782,7635445500,125,3539,SRX7214152,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716955,SAMN13385764,simple,9606,Homo sapiens,GSM4192127,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.1_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192142
SRR10530155,24873190,6218297500,125,2919,SRX7214153,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716956,SAMN13385763,simple,9606,Homo sapiens,GSM4192128,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.2_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),1,,,GSM4192143
SRR10530156,28441471,7110367750,125,3358,SRX7214154,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716957,SAMN13385762,simple,9606,Homo sapiens,GSM4192129,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.3_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192144
SRR10530157,25397977,6349494250,125,2966,SRX7214155,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716958,SAMN13385761,simple,9606,Homo sapiens,GSM4192130,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO1.1.4_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192145
SRR10530158,22206849,6662054700,150,2863,SRX7214156,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716959,SAMN13385760,simple,9606,Homo sapiens,GSM4192131,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.1_RNA-seq,human embryonic stem cells,H9,Control (Wild-type),2,,,GSM4192146
SRR10530159,22086217,6625865100,150,2846,SRX7214156,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716959,SAMN13385760,simple,9606,Homo sapiens,GSM4192131,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.1_RNA-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192147
SRR10530160,23939511,7181853300,150,2917,SRX7214157,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716960,SAMN13385759,simple,9606,Homo sapiens,GSM4192132,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.2_RNA-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192148
SRR10530161,23812449,7143734700,150,2890,SRX7214157,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP233222,PRJNA591625,33330931,"",SRS5716960,SAMN13385759,simple,9606,Homo sapiens,GSM4192132,GEO,SRA1002630,11,2020,Selmi,human embryonic stem cells,H9.KO2.2.2_RNA-seq,human embryonic stem cells,H9,Control (Wild-type Crispr control (random)),3,,,GSM4192149
