Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,GEO Accession
SRR5188607,38828279,1980242229,51,1321,SRX2504528,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929358,SAMN06241927,simple,4932,Saccharomyces cerevisiae,GSM2463196,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb1 interactome, replicate 1",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb1-GFP::kanMX4,GSM2463196
SRR5188608,40444845,2062687095,51,1374,SRX2504529,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929359,SAMN06241926,simple,4932,Saccharomyces cerevisiae,GSM2463197,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb2 interactome, replicate 1",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb2-GFP::kanMX4,GSM2463197
SRR5188609,40712972,2076361572,51,1364,SRX2504530,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929360,SAMN06241947,simple,4932,Saccharomyces cerevisiae,GSM2463198,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb1-GFP translatome, replicate 1",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb1-GFP::kanMX4,GSM2463198
SRR5188610,44270113,2257775763,51,1484,SRX2504531,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929361,SAMN06241907,simple,4932,Saccharomyces cerevisiae,GSM2463199,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb2-GFP translatome, replicate 1",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb2-GFP::kanMX4,GSM2463199
SRR5188611,37864286,1931078586,51,1308,SRX2504532,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929362,SAMN06241930,simple,4932,Saccharomyces cerevisiae,GSM2463200,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb1 interactome, replicate 1",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb1-GFP::kanMX4,GSM2463200
SRR5188612,37604029,1917805479,51,1302,SRX2504533,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929363,SAMN06241925,simple,4932,Saccharomyces cerevisiae,GSM2463201,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb2 interactome, replicate 1",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb2-GFP::kanMX4,GSM2463201
SRR5188613,42200655,2152233405,51,1390,SRX2504534,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929364,SAMN06241924,simple,4932,Saccharomyces cerevisiae,GSM2463202,GEO,SRA528641,07,2017,Döring,Yeast,"WT Ssb1-GFP translatome, replicate 2",Yeast,BY4741,Ssb1-GFP::kanMX4,GSM2463202
SRR5188614,42749520,2180225520,51,1401,SRX2504535,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929365,SAMN06241923,simple,4932,Saccharomyces cerevisiae,GSM2463203,GEO,SRA528641,07,2017,Döring,Yeast,"WT Ssb2-GFP translatome, replicate 2",Yeast,BY4741,Ssb2-GFP::kanMX4,GSM2463203
SRR5188615,53617622,2734498722,51,1767,SRX2504536,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929366,SAMN06241922,simple,4932,Saccharomyces cerevisiae,GSM2463204,GEO,SRA528641,07,2017,Döring,Yeast,"WT Ssb1 interactome, replicate 2",Yeast,BY4741,Ssb1-GFP::kanMX4,GSM2463204
SRR5188616,41870015,2135370765,51,1377,SRX2504537,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929367,SAMN06241921,simple,4932,Saccharomyces cerevisiae,GSM2463205,GEO,SRA528641,07,2017,Döring,Yeast,"WT Ssb2 interactome, replicate 2",Yeast,BY4741,Ssb2-GFP::kanMX4,GSM2463205
SRR5188617,19537361,996405411,51,636,SRX2504538,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929368,SAMN06241920,simple,4932,Saccharomyces cerevisiae,GSM2463206,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb1-GFP translatome, replicate 2",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb1-GFP::kanMX4,GSM2463206
SRR5188618,27661700,1410746700,51,899,SRX2504539,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929369,SAMN06241919,simple,4932,Saccharomyces cerevisiae,GSM2463207,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb2-GFP translatome, replicate 2",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb2-GFP::kanMX4,GSM2463207
SRR5188619,31206966,1591555266,51,1021,SRX2504540,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929370,SAMN06241918,simple,4932,Saccharomyces cerevisiae,GSM2463208,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb1 interactome, replicate 2",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb1-GFP::kanMX4,GSM2463208
SRR5188620,29764413,1517985063,51,975,SRX2504541,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929371,SAMN06241917,simple,4932,Saccharomyces cerevisiae,GSM2463209,GEO,SRA528641,07,2017,Döring,Yeast,"NACΔ Ssb2 interactome, replicate 2",Yeast,BY4741,egd1delta::hisMX6 btt1delta::phleo egd2delta::LEU2 Ssb2-GFP::kanMX4,GSM2463209
SRR5188621,29965311,1528230861,51,966,SRX2504542,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929372,SAMN06241916,simple,4932,Saccharomyces cerevisiae,GSM2463210,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb1-GFP translatome, replicate 2",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb1-GFP::kanMX4,GSM2463210
SRR5188622,43016107,2193821457,51,1399,SRX2504543,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929373,SAMN06241915,simple,4932,Saccharomyces cerevisiae,GSM2463211,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb2-GFP translatome, replicate 2",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb2-GFP::kanMX4,GSM2463211
SRR5188623,38082356,1942200156,51,1251,SRX2504544,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929374,SAMN06241914,simple,4932,Saccharomyces cerevisiae,GSM2463212,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb1 interactome, replicate 2",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb1-GFP::kanMX4,GSM2463212
SRR5188624,34140028,1741141428,51,1120,SRX2504545,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929376,SAMN06241913,simple,4932,Saccharomyces cerevisiae,GSM2463213,GEO,SRA528641,07,2017,Döring,Yeast,"RACΔ Ssb2 interactome, replicate 2",Yeast,BY4741,ssz1delta::klUra3 zuo1delta::hisMX6 Ssb2-GFP::kanMX4,GSM2463213
SRR5188625,61468959,3134916909,51,1519,SRX2504546,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929375,SAMN06241912,simple,4932,Saccharomyces cerevisiae,GSM2463214,GEO,SRA528641,07,2017,Döring,Yeast,"WT translatome, replicate 1",Yeast,BY4741,wild type,GSM2463214
SRR5188626,66534397,3393254247,51,1661,SRX2504547,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929377,SAMN06241911,simple,4932,Saccharomyces cerevisiae,GSM2463215,GEO,SRA528641,07,2017,Döring,Yeast,"WT translatome, replicate 2",Yeast,BY4741,wild type,GSM2463215
SRR5188627,51047357,2603415207,51,1359,SRX2504548,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929378,SAMN06241910,simple,4932,Saccharomyces cerevisiae,GSM2463216,GEO,SRA528641,07,2017,Döring,Yeast,"ssb1Δssb2Δ translatome, replicate 1",Yeast,BY4741,ssb1delta::LEU2 ssb2delta::natMX4,GSM2463216
SRR5188628,80059904,4083055104,51,2003,SRX2504549,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097127,PRJNA362545,28708998,"",SRS1929379,SAMN06241909,simple,4932,Saccharomyces cerevisiae,GSM2463217,GEO,SRA528641,07,2017,Döring,Yeast,"ssb1Δssb2Δ translatome, replicate 2",Yeast,BY4741,ssb1delta::LEU2 ssb2delta::natMX4,GSM2463217
