Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,treatment,GEO Accession
SRR2829326,46598471,2329923550,50,1366,SRX1387638,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135982,SAMN04217709,simple,4932,Saccharomyces cerevisiae,GSM1919474,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble ribosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919474
SRR2829327,14274319,713715950,50,392,SRX1387638,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135982,SAMN04217709,simple,4932,Saccharomyces cerevisiae,GSM1919474,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble ribosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919475
SRR2829328,47801130,2390056500,50,1389,SRX1387639,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135981,SAMN04217710,simple,4932,Saccharomyces cerevisiae,GSM1919475,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble polysomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919476
SRR2829329,13989601,699480050,50,384,SRX1387639,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135981,SAMN04217710,simple,4932,Saccharomyces cerevisiae,GSM1919475,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble polysomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919477
SRR2829330,51329009,2566450450,50,1511,SRX1387640,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135980,SAMN04217711,simple,4932,Saccharomyces cerevisiae,GSM1919476,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble monosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919478
SRR2829331,11695571,584778550,,322,SRX1387640,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135980,SAMN04217711,simple,4932,Saccharomyces cerevisiae,GSM1919476,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble monosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Cycloheximide (CHX),GSM1919479
SRR2829332,47776816,2388840800,50,1370,SRX1387641,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135979,SAMN04217712,simple,4932,Saccharomyces cerevisiae,GSM1919477,GEO,SRA307391,08,2016,Chartron,Yeast,"Membrane ribosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with cycloheximide,GSM2241675
SRR2829333,13459039,672951950,50,369,SRX1387641,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135979,SAMN04217712,simple,4932,Saccharomyces cerevisiae,GSM1919477,GEO,SRA307391,08,2016,Chartron,Yeast,"Membrane ribosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with cycloheximide,GSM2241676
SRR2829334,45455104,2272755200,50,1316,SRX1387642,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135978,SAMN04217713,simple,4932,Saccharomyces cerevisiae,GSM1919478,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound polysomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with cycloheximide,GSM2241677
SRR2829335,12144965,607248250,50,333,SRX1387642,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135978,SAMN04217713,simple,4932,Saccharomyces cerevisiae,GSM1919478,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound polysomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with puromycin,GSM2241678
SRR2829336,41913861,2095693050,50,1223,SRX1387643,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135977,SAMN04217714,simple,4932,Saccharomyces cerevisiae,GSM1919479,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound monosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with puromycin,GSM2241679
SRR2829337,12262763,613138150,50,338,SRX1387643,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065322,PRJNA300274,27487213,"",SRS1135977,SAMN04217714,simple,4932,Saccharomyces cerevisiae,GSM1919479,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound monosomes, CHX",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,Lysate incubated with puromycin,GSM2241680
SRR3987439,50660779,2533038950,50,828,SRX1989735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593560,SAMN05464664,simple,4932,Saccharomyces cerevisiae,GSM2241675,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble mRNA, CHX",Yeast,W303,,Growth at 25C,GSM2241681
SRR3987440,48617777,2430888850,50,797,SRX1989736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593561,SAMN05464663,simple,4932,Saccharomyces cerevisiae,GSM2241676,GEO,SRA307391,08,2016,Chartron,Yeast,"Membrane mRNA, CHX",Yeast,W303,,Growth at 25C,GSM2241682
SRR3987441,60107890,3005394500,50,978,SRX1989737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593562,SAMN05464662,simple,4932,Saccharomyces cerevisiae,GSM2241677,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound mRNA, CHX",Yeast,W303,,1 hr temperature shift to 37C,GSM2241683
SRR3987442,58589128,2929456400,50,957,SRX1989738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593564,SAMN05464675,simple,4932,Saccharomyces cerevisiae,GSM2241678,GEO,SRA307391,08,2016,Chartron,Yeast,"Soluble mRNA, puromycin",Yeast,W303,,1 hr temperature shift to 37C,GSM2241684
SRR3987443,60933741,3046687050,50,998,SRX1989739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593563,SAMN05464674,simple,4932,Saccharomyces cerevisiae,GSM2241679,GEO,SRA307391,08,2016,Chartron,Yeast,"Membrane mRNA, puromycin",Yeast,CY2522,prt1-1,Growth at 25C,GSM2241685
SRR3987444,68457253,3422862650,50,1119,SRX1989740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593565,SAMN05464673,simple,4932,Saccharomyces cerevisiae,GSM2241680,GEO,SRA307391,08,2016,Chartron,Yeast,"SRP72-bound mRNA, puromycin",Yeast,CY2522,prt1-1,Growth at 25C,GSM2241686
SRR3987445,55019924,2750996200,50,948,SRX1989741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593566,SAMN05464672,simple,4932,Saccharomyces cerevisiae,GSM2241681,GEO,SRA307391,08,2016,Chartron,Yeast,"W303, 25C, soluble",Yeast,CY2522,prt1-1,1 hr temperature shift to 37C,GSM2241687
SRR3987446,40270612,2013530600,50,699,SRX1989742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593568,SAMN05464671,simple,4932,Saccharomyces cerevisiae,GSM2241682,GEO,SRA307391,08,2016,Chartron,Yeast,"W303, 25C, membrane",Yeast,CY2522,prt1-1,1 hr temperature shift to 37C,GSM2241688
SRR3987447,49354009,2467700450,50,845,SRX1989743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593567,SAMN05464669,simple,4932,Saccharomyces cerevisiae,GSM2241683,GEO,SRA307391,08,2016,Chartron,Yeast,"W303, 37C, soluble",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919464
SRR3987448,42540409,2127020450,50,741,SRX1989744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593569,SAMN05464668,simple,4932,Saccharomyces cerevisiae,GSM2241684,GEO,SRA307391,08,2016,Chartron,Yeast,"W303, 37C, membrane",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919465
SRR3987449,40540172,2027008600,50,705,SRX1989745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593570,SAMN05464667,simple,4932,Saccharomyces cerevisiae,GSM2241685,GEO,SRA307391,08,2016,Chartron,Yeast,"prt1-1, 25C, soluble",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919466
SRR3987450,50251600,2512580000,50,870,SRX1989746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593571,SAMN05464666,simple,4932,Saccharomyces cerevisiae,GSM2241686,GEO,SRA307391,08,2016,Chartron,Yeast,"prt1-1, 25C, membrane",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919467
SRR3987451,47886931,2394346550,50,833,SRX1989747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593572,SAMN05464665,simple,4932,Saccharomyces cerevisiae,GSM2241687,GEO,SRA307391,08,2016,Chartron,Yeast,"prt1-1, 37C, soluble",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919468
SRR3987452,42157285,2107864250,50,732,SRX1989748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP065322,PRJNA300274,27487213,"",SRS1593573,SAMN05464670,simple,4932,Saccharomyces cerevisiae,GSM2241688,GEO,SRA307391,08,2016,Chartron,Yeast,"prt1-1, 37C, membrane",Yeast,BY4741,srp72::SRP72-TAP-HIS3MX,,GSM1919469
