Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,genotype,GEO Accession
SRR12804092,58192790,1417825211,24,649,SRX9272880,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286916,PRJNA668372,36113412,"",SRS7501744,SAMN16407482,simple,4932,Saccharomyces cerevisiae,GSM4826750,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Mag2_IP_rep1,Ribosomes from yeast cells,W303-1a (ATCC: 208352),MAG2-FLAG-TEV-ProteinA,GSM4826750
SRR12804093,62672842,1504477129,24,691,SRX9272881,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP286916,PRJNA668372,36113412,"",SRS7501743,SAMN16407481,simple,4932,Saccharomyces cerevisiae,GSM4826751,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Mag2_IP_rep2,Ribosomes from yeast cells,W303-1a (ATCC: 208352),MAG2-FLAG-TEV-ProteinA,GSM4826751
SRR12804094,82548810,1972106285,23,864,SRX9272882,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501745,SAMN16407480,simple,4932,Saccharomyces cerevisiae,GSM4826752,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Fap1_input_rep1,Ribosomes from yeast cells,W303-1a (ATCC: 208352),FAP1-FLAG-TEV-ProteinA,GSM4826752
SRR12804095,99531062,2413021362,24,1064,SRX9272883,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501746,SAMN16407479,simple,4932,Saccharomyces cerevisiae,GSM4826753,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Fap1_input_rep2,Ribosomes from yeast cells,W303-1a (ATCC: 208352),FAP1-FLAG-TEV-ProteinA,GSM4826753
SRR12804096,107883343,2648805674,24,1185,SRX9272884,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501747,SAMN16407478,simple,4932,Saccharomyces cerevisiae,GSM4826754,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Fap1_IP_rep1,Ribosomes from yeast cells,W303-1a (ATCC: 208352),FAP1-FLAG-TEV-ProteinA,GSM4826754
SRR12804097,86699007,2117053839,24,966,SRX9272885,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501748,SAMN16407477,simple,4932,Saccharomyces cerevisiae,GSM4826755,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Fap1_IP_rep2,Ribosomes from yeast cells,W303-1a (ATCC: 208352),FAP1-FLAG-TEV-ProteinA,GSM4826755
SRR12804098,133215617,3227512148,24,1412,SRX9272886,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501749,SAMN16407476,simple,4932,Saccharomyces cerevisiae,GSM4826756,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Yil161w_input_rep1,Ribosomes from yeast cells,W303-1a (ATCC: 208352),YIL161W-FLAG-TEV-ProteinA,GSM4826756
SRR12804099,134111120,3236987173,24,1434,SRX9272887,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501751,SAMN16407475,simple,4932,Saccharomyces cerevisiae,GSM4826757,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Yil161w_input_rep2,Ribosomes from yeast cells,W303-1a (ATCC: 208352),YIL161W-FLAG-TEV-ProteinA,GSM4826757
SRR12804100,80961989,2034212540,25,912,SRX9272888,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501750,SAMN16407474,simple,4932,Saccharomyces cerevisiae,GSM4826758,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Yil161w_IP_rep1,Ribosomes from yeast cells,W303-1a (ATCC: 208352),YIL161W-FLAG-TEV-ProteinA,GSM4826758
SRR12804101,63009462,1585334502,25,722,SRX9272889,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP286916,PRJNA668372,36113412,"",SRS7501752,SAMN16407473,simple,4932,Saccharomyces cerevisiae,GSM4826759,GEO,SRA1141059,11,2022,Li,Ribosomes from yeast cells,Yil161w_IP_rep2,Ribosomes from yeast cells,W303-1a (ATCC: 208352),YIL161W-FLAG-TEV-ProteinA,GSM4826759
